rpm_data,Timestamp,Action,Bump,Traffic congestion
689.5,1577009208917,0,0,0
706.0,1577009209357,0,0,0
697.0,1577009209847,0,0,0
702.0,1577009210287,0,0,0
702.5,1577009210777,0,0,0
707.0,1577009211227,0,0,0
707.5,1577009211717,0,0,0
689.0,1577009212157,0,0,0
707.5,1577009212647,0,0,0
700.0,1577009213097,0,0,0
702.0,1577009213587,0,0,0
705.0,1577009214037,0,0,0
686.5,1577009214527,0,0,0
704.0,1577009214977,0,0,0
696.5,1577009215467,0,0,0
704.0,1577009215917,0,0,0
702.5,1577009216407,0,0,0
693.0,1577009216857,0,0,0
706.0,1577009217357,0,0,0
691.5,1577009217807,0,0,0
706.0,1577009218297,0,0,0
703.0,1577009218747,0,0,0
687.5,1577009219237,0,0,0
708.0,1577009219677,0,0,0
695.5,1577009220167,0,0,0
705.5,1577009220617,0,0,0
700.0,1577009221107,0,0,0
706.0,1577009221557,0,0,0
707.0,1577009222047,0,0,0
713.5,1577009222497,0,0,0
706.5,1577009222997,0,0,0
703.0,1577009223447,0,0,0
709.0,1577009223947,0,0,0
697.0,1577009224397,0,0,0
727.5,1577009224887,0,0,0
732.0,1577009225337,0,0,0
695.5,1577009225837,0,0,0
718.5,1577009226287,0,0,0
724.5,1577009226777,0,0,0
701.5,1577009227227,1,0,0
690.5,1577009227717,1,0,0
692.5,1577009228167,0,0,0
678.5,1577009228657,0,0,0
659.0,1577009229107,0,0,0
667.0,1577009229597,0,0,0
688.0,1577009230047,0,0,0
699.0,1577009230547,0,0,0
703.0,1577009230997,0,0,0
708.0,1577009231497,0,0,0
692.0,1577009231947,0,0,0
693.0,1577009232457,0,0,0
698.0,1577009232907,0,0,0
692.5,1577009233397,0,0,0
692.5,1577009233847,0,0,0
699.0,1577009234337,0,0,0
696.5,1577009234787,0,0,0
717.5,1577009235287,0,0,0
715.5,1577009235737,0,0,0
709.5,1577009236237,0,0,0
713.0,1577009236677,0,0,0
709.5,1577009237167,0,0,0
714.5,1577009237617,0,0,0
707.0,1577009238107,0,0,0
714.0,1577009238557,0,0,0
718.0,1577009239047,0,0,0
702.0,1577009239497,0,0,0
611.0,1577009239997,4,0,0
781.0,1577009240447,4,0,0
725.0,1577009240937,4,0,0
1132.5,1577009241387,4,0,0
1487.0,1577009241877,4,0,0
1517.5,1577009242327,4,0,0
1572.5,1577009242817,4,0,0
1874.5,1577009243267,4,0,0
2022.5,1577009243757,4,0,0
1776.0,1577009244207,4,0,0
1827.0,1577009244696,4,0,0
1932.5,1577009245146,4,0,0
2063.0,1577009245636,4,0,0
2150.5,1577009246086,4,0,0
2277.0,1577009246576,4,0,0
2395.0,1577009247016,4,0,0
2048.0,1577009247516,4,0,0
2029.5,1577009247958,4,0,0
2117.0,1577009248446,4,0,0
2164.0,1577009248896,4,0,0
2092.5,1577009249396,4,0,0
1861.5,1577009249846,1,0,0
1511.5,1577009250346,1,0,0
1432.0,1577009250806,1,0,0
1460.0,1577009251296,1,0,0
1484.5,1577009251736,1,0,0
1477.5,1577009252226,1,0,0
1456.5,1577009252666,1,0,0
1450.5,1577009253156,1,0,0
1455.0,1577009253596,1,0,0
1450.0,1577009254086,1,0,0
1455.0,1577009254536,1,0,0
1461.0,1577009255036,1,0,0
1476.5,1577009255486,1,0,0
1492.5,1577009255976,1,0,0
1500.0,1577009256426,1,0,0
1507.0,1577009256916,1,0,0
1500.0,1577009257366,1,0,0
1508.5,1577009257856,1,0,0
1518.0,1577009258306,1,0,0
1516.5,1577009258796,1,0,0
1516.0,1577009259246,1,0,0
1503.5,1577009259736,1,0,0
1507.0,1577009260186,1,0,0
1511.0,1577009260676,1,0,0
1512.0,1577009261126,1,0,0
1501.5,1577009261616,1,0,0
1486.0,1577009262066,1,0,0
1497.5,1577009262556,4,0,0
1473.0,1577009263006,4,0,0
1491.5,1577009263496,4,0,0
1501.5,1577009263946,4,0,0
1507.5,1577009264436,4,0,0
1507.0,1577009264886,4,0,0
1509.0,1577009265386,4,0,0
1518.0,1577009265836,4,0,0
1562.0,1577009266337,4,0,0
1588.5,1577009266786,4,0,0
1629.5,1577009267276,4,0,0
1651.5,1577009267717,4,0,0
1686.5,1577009268206,4,0,0
1717.0,1577009268646,4,0,0
1718.5,1577009269136,4,0,0
1739.5,1577009269577,4,0,0
1746.5,1577009270066,4,0,0
1764.0,1577009270517,1,0,0
1768.5,1577009271017,1,0,0
1782.0,1577009271466,1,0,0
1790.5,1577009271956,1,0,0
1797.5,1577009272406,1,0,0
1816.0,1577009272896,1,0,0
1818.5,1577009273346,1,0,0
1831.0,1577009273836,1,0,0
1847.5,1577009274286,1,0,0
1856.5,1577009274776,1,0,0
1821.5,1577009275226,1,0,0
1412.5,1577009275726,1,0,0
1410.0,1577009276176,1,0,0
1416.0,1577009276666,1,0,0
1408.0,1577009277116,1,0,0
