acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577009208887,0,0,0
0.0,1577009209327,0,0,0
0.0,1577009209817,0,0,0
0.0,1577009210257,0,0,0
0.0,1577009210747,0,0,0
0.0,1577009211197,0,0,0
0.0,1577009211687,0,0,0
0.0,1577009212127,0,0,0
0.0,1577009212617,0,0,0
0.0,1577009213067,0,0,0
0.0,1577009213557,0,0,0
0.0,1577009214007,0,0,0
0.0,1577009214497,0,0,0
0.0,1577009214947,0,0,0
0.0,1577009215437,0,0,0
0.0,1577009215887,0,0,0
0.0,1577009216377,0,0,0
0.0,1577009216827,0,0,0
0.0,1577009217327,0,0,0
0.0,1577009217777,0,0,0
0.0,1577009218267,0,0,0
0.0,1577009218717,0,0,0
0.0,1577009219207,0,0,0
0.0,1577009219647,0,0,0
0.0,1577009220137,0,0,0
0.0,1577009220587,0,0,0
0.0,1577009221077,0,0,0
0.0,1577009221527,0,0,0
0.0,1577009222017,0,0,0
0.0,1577009222467,0,0,0
0.0,1577009222967,0,0,0
0.0,1577009223417,0,0,0
0.0,1577009223917,0,0,0
0.0,1577009224367,0,0,0
0.0,1577009224857,0,0,0
0.0,1577009225307,0,0,0
0.0,1577009225807,0,0,0
0.0,1577009226257,0,0,0
0.0,1577009226747,0,0,0
0.078,1577009227197,1,0,0
-0.145,1577009227687,1,0,0
-0.09,1577009228137,0,0,0
0.016,1577009228627,0,0,0
0.073,1577009229077,0,0,0
-0.016,1577009229567,0,0,0
-0.01,1577009230017,0,0,0
-0.004,1577009230517,0,0,0
-0.002,1577009230967,0,0,0
-0.001,1577009231467,0,0,0
0.0,1577009231917,0,0,0
0.0,1577009232427,0,0,0
0.0,1577009232877,0,0,0
0.0,1577009233367,0,0,0
0.0,1577009233817,0,0,0
0.0,1577009234307,0,0,0
0.0,1577009234757,0,0,0
0.0,1577009235257,0,0,0
0.0,1577009235707,0,0,0
0.0,1577009236207,0,0,0
0.0,1577009236647,0,0,0
0.0,1577009237137,0,0,0
0.0,1577009237587,0,0,0
0.0,1577009238077,0,0,0
0.0,1577009238527,0,0,0
0.0,1577009239017,0,0,0
0.0,1577009239467,0,0,0
0.0,1577009239967,0,0,0
0.222,1577009240417,4,0,0
0.421,1577009240907,4,0,0
0.561,1577009241357,4,0,0
1.451,1577009241847,4,0,0
1.492,1577009242297,4,0,0
1.061,1577009242787,4,0,0
0.909,1577009243236,4,0,0
0.995,1577009243726,4,0,0
1.155,1577009244176,4,0,0
1.091,1577009244666,4,0,0
1.074,1577009245116,4,0,0
1.145,1577009245606,4,0,0
1.1400000000000001,1577009246056,4,0,0
