1619777222951,0.5,0.45,0.0
1619777223058,0.5,0.45,0.003404
1619777223160,0.5,0.45,-0.016234
1619777223263,0.5,0.45,-0.033252
1619777223366,0.5,0.45,-0.066945
1619777223469,0.5,0.45,-0.081795
1619777223572,0.5,0.45,-0.103701
1619777223675,0.5,0.45,-0.137895
1619777223778,0.5,0.45,-0.158838
1619777223881,0.5,0.45,-0.190351
1619777223982,0.5,0.45,-0.245802
1619777224085,0.5,0.45,-0.286372
1619777224186,0.5,0.45,-0.288741
1619777224288,0.5,0.45,-0.336704
1619777224390,0.5,0.45,-0.341275
1619777224492,0.5,0.45,-0.365152
1619777224595,0.5,0.45,-0.346558
1619777224698,0.5,0.45,-0.362035
1619777224803,0.5,0.45,-0.354518
1619777224906,0.5,0.45,-0.391194
1619777225011,0.5,0.45,-0.373985
1619777225116,0.5,0.45,-0.3592
1619777225221,0.5,0.45,-0.371588
1619777225326,0.5,0.45,-0.358455
1619777225431,0.5,0.45,-0.329504
1619777225534,0.5,0.45,-0.326557
1619777225635,0.5,0.45,-0.363687
1619777225737,0.5,0.45,-0.3836
1619777225838,0.5,0.45,-0.392562
1619777225940,0.5,0.45,-0.377278
1619777226043,0.5,0.45,-0.390446
1619777226146,0.5,0.45,-0.367867
1619777226249,0.5,0.45,-0.402185
1619777226354,0.5,0.45,-0.409775
1619777226456,0.5,0.45,-0.419817
1619777226558,0.5,0.45,-0.447623
1619777226662,0.5,0.45,-0.407869
1619777226769,0.5,0.45,-0.402326
1619777226872,0.5,0.45,-0.40408
1619777226972,0.5,0.45,-0.391286
1619777227074,0.5,0.45,-0.425017
1619777227176,0.5,0.45,-0.440118
1619777227278,0.5,0.45,-0.42193
1619777227382,0.5,0.45,-0.409831
1619777227486,0.5,0.45,-0.393207
1619777227590,0.5,0.45,-0.386459
1619777227693,0.5,0.45,-0.406319
1619777227796,0.5,0.45,-0.434335
1619777227899,0.5,0.45,-0.410304
1619777228001,0.5,0.45,-0.362825
1619777228107,0.5,0.45,-0.357111
1619777228213,0.5,0.45,-0.35769
1619777228315,0.5,0.45,-0.370617
1619777228417,0.5,0.45,-0.352481
1619777228519,0.5,0.45,-0.369437
1619777228621,0.5,0.45,-0.352892
1619777228724,0.5,0.45,-0.371399
1619777228829,0.5,0.45,-0.369151
1619777228933,0.5,0.45,-0.383738
1619777229038,0.5,0.45,-0.41624
1619777229142,0.5,0.45,-0.398253
1619777229246,0.5,0.45,-0.369474
1619777229352,0.5,0.45,-0.378917
1619777229458,0.5,0.45,-0.388786
1619777229563,0.5,0.45,-0.411589
1619777229665,0.5,0.45,-0.439585
1619777229766,0.5,0.45,-0.413349
1619777229869,0.5,0.45,-0.417437
1619777229970,0.5,0.45,-0.416208
1619777230071,0.5,0.45,-0.408742
1619777230172,0.5,0.45,-0.43844
1619777230275,0.5,0.45,-0.452223
1619777230379,0.5,0.45,-0.435192
1619777230484,0.5,0.45,-0.434623
1619777230589,0.5,0.45,-0.429765
1619777230693,0.5,0.45,-0.434838
1619777230797,0.5,0.45,-0.44889
1619777230900,0.5,0.45,-0.422459
1619777231003,0.5,0.45,-0.424088
1619777231103,0.5,0.45,-0.405297
1619777231205,0.5,0.45,-0.413712
1619777231309,0.5,0.45,-0.412987
1619777231411,0.5,0.45,-0.39609
1619777231515,0.5,0.45,-0.344606
1619777231618,0.5,0.45,-0.340402
1619777231721,0.5,0.45,-0.323404
1619777231823,0.5,0.45,-0.314694
1619777231926,0.5,0.45,-0.330097
1619777232030,0.5,0.45,-0.386216
1619777232134,0.5,0.45,-0.398702
1619777232237,0.5,0.45,-0.395215
1619777232341,0.5,0.45,-0.371104
1619777232443,0.5,0.45,-0.378209
1619777232546,0.5,0.45,-0.390555
1619777232649,0.5,0.45,-0.401891
1619777232751,0.5,0.45,-0.39266
1619777232854,0.5,0.45,-0.392221
1619777232957,0.5,0.45,-0.372424
1619777233063,0.5,0.45,-0.361668
1619777233167,0.5,0.45,-0.340968
1619777233270,0.5,0.45,-0.352102
1619777233376,0.5,0.45,-0.357332
1619777233479,0.5,0.45,-0.346352
1619777233584,0.5,0.45,-0.371136
1619777233687,0.5,0.45,-0.352068
1619777233790,0.5,0.45,-0.34905
1619777233891,0.5,0.45,-0.368103
1619777233992,0.5,0.45,-0.358281
1619777234093,0.5,0.45,-0.354378
1619777234195,0.5,0.45,-0.35067
1619777234297,0.5,0.45,-0.35067
1619777234400,0.5,0.45,-0.363175
1619777234503,0.5,0.45,-0.378302
1619777234607,0.5,0.45,-0.406067
1619777234712,0.5,0.45,-0.376501
1619777234817,0.5,0.45,-0.386995
1619777234924,0.5,0.45,-0.408734
1619777235029,0.5,0.45,-0.409162
1619777235135,0.5,0.45,-0.417593
1619777235236,0.5,0.45,-0.430742
1619777235338,0.5,0.45,-0.441258
1619777235440,0.5,0.45,-0.420244
1619777235542,0.5,0.45,-0.417879
1619777235646,0.5,0.45,-0.392948
1619777235750,0.5,0.45,-0.389
1619777235854,0.5,0.45,-0.353132
1619777235959,0.5,0.45,-0.352984
1619777236064,0.5,0.45,-0.364707
1619777236168,0.5,0.45,-0.368003
1619777236272,0.5,0.45,-0.379572
1619777236373,0.5,0.45,-0.375425
1619777236477,0.5,0.45,-0.388182
1619777236581,0.5,0.45,-0.405476
1619777236682,0.5,0.45,-0.352484
1619777236784,0.5,0.45,-0.378118
1619777236886,0.5,0.45,-0.360492
1619777236990,0.5,0.45,-0.380425
1619777237095,0.5,0.45,-0.343586
1619777237201,0.5,0.45,-0.342357
1619777237307,0.5,0.45,-0.342622
1619777237413,0.5,0.45,-0.32665
1619777237519,0.5,0.45,-0.327224
1619777237625,0.5,0.45,-0.316306
1619777237730,0.5,0.45,-0.38019
1619777237835,0.5,0.45,-0.390195
1619777237938,0.5,0.45,-0.401151
1619777238040,0.5,0.45,-0.407952
1619777238142,0.5,0.45,-0.415689
1619777238243,0.5,0.45,-0.428582
1619777238346,0.5,0.45,-0.417052
1619777238448,0.5,0.45,-0.441673
1619777238554,0.5,0.45,-0.439429
1619777238658,0.5,0.45,-0.483842
1619777238763,0.5,0.45,-0.449524
1619777238867,0.5,0.45,-0.416812
1619777238973,0.5,0.45,-0.437233
1619777239077,0.5,0.45,-0.440765
1619777239180,0.5,0.45,-0.46175
1619777239283,0.5,0.45,-0.466082
1619777239384,0.5,0.45,-0.471232
1619777239485,0.5,0.45,-0.486449
1619777239587,0.5,0.45,-0.489722
1619777239690,0.5,0.45,-0.461011
1619777239794,0.5,0.45,-0.477753
1619777239899,0.5,0.45,-0.484291
1619777240006,0.5,0.45,-0.457245
1619777240111,0.5,0.45,-0.449589
1619777240216,0.5,0.45,-0.467548
1619777240318,0.5,0.45,-0.454591
1619777240423,0.5,0.45,-0.44902
1619777240526,0.5,0.45,-0.427353
1619777240629,0.5,0.45,-0.424388
1619777240730,0.5,0.45,-0.416918
1619777240833,0.5,0.45,-0.411912
1619777240936,0.5,0.45,-0.415972
1619777241037,0.5,0.45,-0.409235
1619777241139,0.5,0.45,-0.40717
1619777241243,0.5,0.45,-0.40177
1619777241347,0.5,0.45,-0.396557
1619777241453,0.5,0.45,-0.400701
1619777241558,0.5,0.45,-0.396413
1619777241663,0.5,0.45,-0.397251
1619777241770,0.5,0.45,-0.409458
1619777241875,0.5,0.45,-0.408196
1619777241980,0.5,0.45,-0.404636
1619777242081,0.5,0.45,-0.405194
1619777242183,0.5,0.45,-0.389501
1619777242285,0.5,0.45,-0.382691
1619777242386,0.5,0.45,-0.407192
1619777242487,0.5,0.45,-0.38315
1619777242590,0.5,0.45,-0.383891
1619777242695,0.5,0.45,-0.405671
1619777242800,0.5,0.45,-0.389166
1619777242903,0.5,0.45,-0.37272
1619777243006,0.5,0.45,-0.366044
1619777243108,0.5,0.45,-0.354781
1619777243210,0.5,0.45,-0.357167
1619777243314,0.5,0.45,-0.369122
1619777243417,0.5,0.45,-0.364901
1619777243518,0.5,0.45,-0.355681
1619777243620,0.5,0.45,-0.318972
1619777243723,0.5,0.45,-0.303263
1619777243825,0.5,0.45,-0.30976
1619777243928,0.5,0.45,-0.315096
1619777244031,0.5,0.45,-0.327741
1619777244137,0.5,0.45,-0.335237
1619777244240,0.5,0.45,-0.340541
1619777244345,0.5,0.45,-0.326263
1619777244451,0.5,0.45,-0.325175
1619777244554,0.5,0.45,-0.329509
1619777244657,0.5,0.45,-0.352294
1619777244759,0.5,0.45,-0.341638
1619777244864,0.5,0.45,-0.395732
1619777244964,0.5,0.45,-0.373241
1619777245066,0.5,0.45,-0.367985
1619777245168,0.5,0.45,-0.383084
1619777245271,0.5,0.45,-0.38692
1619777245374,0.5,0.45,-0.391546
1619777245477,0.5,0.45,-0.403828
1619777245580,0.5,0.45,-0.419178
1619777245682,0.5,0.45,-0.43305
1619777245785,0.5,0.45,-0.426088
1619777245888,0.5,0.45,-0.384338
1619777245991,0.5,0.45,-0.418286
1619777246097,0.5,0.45,-0.459853
1619777246200,0.5,0.45,-0.44147
1619777246301,0.5,0.45,-0.445249
1619777246404,0.5,0.45,-0.434284
1619777246505,0.5,0.45,-0.425954
1619777246608,0.5,0.45,-0.415561
1619777246711,0.5,0.45,-0.410885
1619777246814,0.5,0.45,-0.421288
1619777246917,0.5,0.45,-0.397009
1619777247023,0.5,0.45,-0.395186
1619777247129,0.5,0.45,-0.377785
1619777247234,0.5,0.45,-0.390644
1619777247338,0.5,0.45,-0.3941
1619777247444,0.5,0.45,-0.360464
1619777247546,0.5,0.45,-0.372707
1619777247648,0.5,0.45,-0.377539
1619777247749,0.5,0.45,-0.391063
1619777247851,0.5,0.45,-0.380472
1619777247953,0.5,0.45,-0.379547
1619777248058,0.5,0.45,-0.364184
1619777248163,0.5,0.45,-0.366477
1619777248269,0.5,0.45,-0.367481
1619777248377,0.5,0.45,-0.36747
1619777248480,0.5,0.45,-0.403167
1619777248584,0.5,0.45,-0.413319
1619777248689,0.5,0.45,-0.385999
1619777248793,0.5,0.45,-0.39569
1619777248897,0.5,0.45,-0.407908
1619777248998,0.5,0.45,-0.417217
1619777249101,0.5,0.45,-0.445761
1619777249205,0.5,0.45,-0.431256
1619777249307,0.5,0.45,-0.42258
1619777249410,0.5,0.45,-0.441928
1619777249515,0.5,0.45,-0.446492
1619777249620,0.5,0.45,-0.455479
1619777249725,0.5,0.45,-0.479814
1619777249830,0.5,0.45,-0.461199
1619777249935,0.5,0.45,-0.487326
1619777250041,0.5,0.45,-0.482393
1619777250146,0.5,0.45,-0.431377
1619777250249,0.5,0.45,-0.442674
1619777250351,0.5,0.45,-0.448429
1619777250453,0.5,0.45,-0.405751
1619777250555,0.5,0.45,-0.375398
1619777250656,0.5,0.45,-0.337591
1619777250759,0.5,0.45,-0.341416
1619777250862,0.5,0.45,-0.361548
1619777250966,0.5,0.45,-0.358206
1619777251070,0.5,0.45,-0.359861
1619777251173,0.5,0.45,-0.413011
1619777251276,0.5,0.45,-0.389678
1619777251380,0.5,0.45,-0.393692
1619777251484,0.5,0.45,-0.426213
1619777251590,0.5,0.45,-0.425717
1619777251693,0.5,0.45,-0.454606
1619777251795,0.5,0.45,-0.442851
1619777251897,0.5,0.45,-0.443419
1619777251998,0.5,0.45,-0.426913
1619777252101,0.5,0.45,-0.442949
1619777252205,0.5,0.45,-0.434728
1619777252310,0.5,0.45,-0.420554
1619777252414,0.5,0.45,-0.446252
1619777252521,0.5,0.45,-0.471
1619777252626,0.5,0.45,-0.465094
