DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
1916.0,1569296915032.0,8,0,0
1930.0,1569296915503.0,8,0,0
1926.0,1569296915962.0,8,0,0
1944.5,1569296916433.0,8,0,0
1949.0,1569296916892.0,8,0,0
1951.0,1569296917363.0,8,0,0
1955.5,1569296917842.0,8,0,0
1965.5,1569296918283.0,8,0,0
1970.0,1569296918742.0,8,0,0
1978.0,1569296919203.0,8,0,0
1981.0,1569296919673.0,8,0,0
1983.0,1569296920135.0,8,0,0
1993.0,1569296920611.0,8,0,0
1996.5,1569296921053.0,8,0,0
2000.0,1569296921523.0,8,0,0
2013.5,1569296921982.0,8,0,0
2015.0,1569296922444.0,8,0,0
2018.0,1569296922903.0,8,0,0
2028.0,1569296923353.0,8,0,0
2032.5,1569296923823.0,8,0,0
2040.5,1569296924283.0,8,0,0
2049.5,1569296924743.0,8,0,0
2058.0,1569296925242.0,8,0,0
2064.0,1569296925673.0,8,0,0
2067.0,1569296926123.0,8,0,0
2077.0,1569296926583.0,8,0,0
2086.5,1569296927042.0,8,0,0
2089.0,1569296927513.0,8,0,0
2093.5,1569296927963.0,8,0,0
2102.5,1569296928432.0,8,0,0
2116.5,1569296928892.0,8,0,0
2121.0,1569296929353.0,8,0,0
2128.0,1569296929813.0,8,0,0
2121.5,1569296930273.0,8,0,0
1828.5,1569296930733.0,8,0,0
1613.0,1569296931193.0,1,0,0
1622.5,1569296931652.0,1,0,0
1613.5,1569296932113.0,1,0,0
1617.0,1569296932573.0,1,0,0
1614.0,1569296933033.0,1,0,0
1623.0,1569296933503.0,1,0,0
1624.5,1569296933962.0,1,0,0
1626.5,1569296934423.0,1,0,0
1614.5,1569296934882.0,1,0,0
1605.5,1569296935343.0,1,0,0
1583.5,1569296935824.0,1,0,0
1573.5,1569296936273.0,1,0,0
1565.0,1569296936733.0,1,0,0
1549.0,1569296937192.0,1,0,0
1535.5,1569296937653.0,1,0,0
1524.0,1569296938112.0,1,0,0
1502.5,1569296938573.0,1,0,0
1484.0,1569296939032.0,1,0,0
1462.5,1569296939483.0,1,0,0
1446.5,1569296939953.0,1,0,0
1440.0,1569296940423.0,1,0,0
1426.5,1569296940882.0,1,0,0
1413.5,1569296941343.0,1,0,0
1395.5,1569296941803.0,1,0,0
1383.5,1569296942263.0,1,0,0
1383.5,1569296942723.0,1,0,0
1379.0,1569296943172.0,1,0,0
1377.0,1569296943642.0,1,0,0
1375.0,1569296944102.0,8,0,0
1364.5,1569296944563.0,8,0,0
1367.5,1569296945013.0,8,0,0
