DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
-0.03,1569296915002.0,8,0,0
-0.03,1569296915473.0,8,0,0
-0.03,1569296915933.0,8,0,0
-0.03,1569296916393.0,8,0,0
-0.03,1569296916862.0,8,0,0
-0.03,1569296917323.0,8,0,0
-0.03,1569296917782.0,8,0,0
-0.03,1569296918243.0,8,0,0
-0.03,1569296918713.0,8,0,0
-0.03,1569296919173.0,8,0,0
-0.03,1569296919633.0,8,0,0
-0.03,1569296920092.0,8,0,0
-0.03,1569296920562.0,8,0,0
-0.03,1569296921023.0,8,0,0
-0.03,1569296921483.0,8,0,0
-0.03,1569296921943.0,8,0,0
-0.03,1569296922403.0,8,0,0
-0.03,1569296922863.0,8,0,0
-0.03,1569296923323.0,8,0,0
-0.03,1569296923793.0,8,0,0
-0.03,1569296924252.0,8,0,0
-0.03,1569296924712.0,8,0,0
-0.03,1569296925173.0,8,0,0
-0.03,1569296925633.0,8,0,0
-0.03,1569296926092.0,8,0,0
-0.03,1569296926553.0,8,0,0
-0.03,1569296927012.0,8,0,0
-0.03,1569296927473.0,8,0,0
-0.03,1569296927933.0,8,0,0
-0.03,1569296928427.0,8,0,0
-0.03,1569296928852.0,8,0,0
-0.03,1569296929323.0,8,0,0
-0.03,1569296929783.0,8,0,0
-0.03,1569296930243.0,8,0,0
-0.03,1569296930703.0,8,0,0
-0.03,1569296931153.0,1,0,0
-0.03,1569296931630.0,1,0,0
-0.03,1569296932072.0,1,0,0
-0.03,1569296932543.0,1,0,0
-0.03,1569296932993.0,1,0,0
-0.03,1569296933463.0,1,0,0
-0.03,1569296933933.0,1,0,0
-0.03,1569296934392.0,1,0,0
-0.03,1569296934852.0,1,0,0
-0.03,1569296935313.0,1,0,0
-0.03,1569296935763.0,1,0,0
-0.03,1569296936233.0,1,0,0
-0.03,1569296936703.0,1,0,0
-0.03,1569296937162.0,1,0,0
-0.03,1569296937623.0,1,0,0
-0.03,1569296938082.0,1,0,0
-0.03,1569296938543.0,1,0,0
-0.03,1569296938992.0,1,0,0
-0.03,1569296939453.0,1,0,0
-0.03,1569296939916.0,1,0,0
-0.03,1569296940383.0,1,0,0
-0.03,1569296940852.0,1,0,0
-0.03,1569296941303.0,1,0,0
-0.03,1569296941773.0,1,0,0
-0.03,1569296942223.0,1,0,0
-0.03,1569296942692.0,1,0,0
-0.03,1569296943151.0,1,0,0
-0.03,1569296943613.0,1,0,0
-0.03,1569296944063.0,8,0,0
-0.03,1569296944522.0,8,0,0
-0.03,1569296944983.0,8,0,0
-0.03,1569296945443.0,8,0,0
-0.03,1569296945903.0,8,0,0
-0.03,1569296946362.0,8,0,0
-0.03,1569296946823.0,8,0,0
-0.03,1569296947272.0,8,0,0
-0.03,1569296947733.0,8,0,0
-0.03,1569296948192.0,8,0,0
