DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
1.1420000000000001,1569296915114.0,8,0,0
1.022,1569296915583.0,8,0,0
0.604,1569296916043.0,8,0,0
0.096,1569296916513.0,8,0,0
-0.018000000000000002,1569296916972.0,8,0,0
0.08600000000000001,1569296917432.0,8,0,0
0.188,1569296917892.0,8,0,0
0.214,1569296918352.0,8,0,0
0.212,1569296918822.0,8,0,0
0.168,1569296919282.0,8,0,0
0.10400000000000001,1569296919742.0,8,0,0
0.076,1569296920212.0,8,0,0
0.112,1569296920662.0,8,0,0
0.15,1569296921123.0,8,0,0
0.17400000000000002,1569296921595.0,8,0,0
0.18,1569296922061.0,8,0,0
0.166,1569296922512.0,8,0,0
0.168,1569296922973.0,8,0,0
0.166,1569296923433.0,8,0,0
0.154,1569296923892.0,8,0,0
0.152,1569296924363.0,8,0,0
0.162,1569296924823.0,8,0,0
0.152,1569296925282.0,8,0,0
0.138,1569296925743.0,8,0,0
0.14400000000000002,1569296926203.0,8,0,0
0.14200000000000002,1569296926662.0,8,0,0
0.124,1569296927123.0,8,0,0
0.01,1569296927583.0,8,0,0
0.018000000000000002,1569296928043.0,8,0,0
0.146,1569296928502.0,8,0,0
0.224,1569296928962.0,8,0,0
0.234,1569296929433.0,8,0,0
0.186,1569296929893.0,8,0,0
0.076,1569296930353.0,8,0,0
0.01,1569296930803.0,8,0,0
-0.126,1569296931263.0,1,0,0
-0.098,1569296931733.0,1,0,0
0.032,1569296932183.0,1,0,0
0.124,1569296932672.0,1,0,0
0.138,1569296933102.0,1,0,0
0.124,1569296933573.0,1,0,0
0.10400000000000001,1569296934042.0,1,0,0
0.004,1569296934503.0,1,0,0
-0.17,1569296934963.0,1,0,0
-0.378,1569296935422.0,1,0,0
-0.552,1569296935872.0,1,0,0
-0.608,1569296936353.0,1,0,0
-0.632,1569296936813.0,1,0,0
-0.636,1569296937273.0,1,0,0
-0.628,1569296937733.0,1,0,0
-0.638,1569296938192.0,1,0,0
-0.628,1569296938652.0,1,0,0
-0.624,1569296939104.0,1,0,0
-0.616,1569296939563.0,1,0,0
-0.628,1569296940032.0,1,0,0
-0.634,1569296940493.0,1,0,0
-0.612,1569296940953.0,1,0,0
-0.594,1569296941413.0,1,0,0
-0.514,1569296941872.0,1,0,0
-0.372,1569296942334.0,1,0,0
-0.27,1569296942793.0,1,0,0
-0.196,1569296943253.0,1,0,0
-0.156,1569296943713.0,1,0,0
-0.138,1569296944215.0,8,0,0
-0.11800000000000001,1569296944633.0,8,0,0
-0.14,1569296945092.0,8,0,0
-0.126,1569296945553.0,8,0,0
-0.14,1569296946012.0,8,0,0
-0.132,1569296946472.0,8,0,0
-0.14,1569296946932.0,8,0,0
-0.148,1569296947382.0,8,0,0
-0.162,1569296947843.0,8,0,0
-0.158,1569296948303.0,8,0,0
-0.14200000000000002,1569296948763.0,8,0,0
-0.136,1569296949223.0,8,0,0
-0.136,1569296949683.0,8,0,0
-0.15,1569296950153.0,8,0,0
-0.16,1569296950603.0,8,0,0
-0.152,1569296951062.0,8,0,0
-0.14,1569296951557.0,8,0,0
-0.126,1569296951993.0,8,0,0
-0.122,1569296952452.0,8,0,0
-0.12,1569296952912.0,8,0,0
-0.124,1569296953383.0,8,0,0
-0.126,1569296953833.0,8,0,0
-0.138,1569296954303.0,8,0,0
-0.09,1569296954762.0,8,0,0
0.114,1569296955223.0,8,0,0
0.35000000000000003,1569296955693.0,8,0,0
0.53,1569296956162.0,8,0,0
0.614,1569296956623.0,8,0,0
0.64,1569296957082.0,8,0,0
0.626,1569296957553.0,8,0,0
0.622,1569296958013.0,8,0,0
0.608,1569296958473.0,8,0,0
0.592,1569296958955.0,1,0,0
0.5760000000000001,1569296959393.0,1,0,0
0.58,1569296959853.0,1,0,0
0.578,1569296960322.0,1,0,0
0.55,1569296960773.0,1,0,0
0.524,1569296961233.0,1,0,0
0.508,1569296961703.0,1,0,0
0.494,1569296962162.0,1,0,0
0.488,1569296962632.0,1,0,0
0.356,1569296963082.0,1,0,0
0.11800000000000001,1569296963553.0,1,0,0
-0.096,1569296964012.0,1,0,0
-0.19,1569296964473.0,1,0,0
-0.12,1569296964932.0,1,0,0
-0.01,1569296965393.0,1,0,0
0.058,1569296965853.0,1,0,0
0.084,1569296966312.0,1,0,0
0.062,1569296966773.0,1,0,0
0.058,1569296967235.0,1,0,0
0.052000000000000005,1569296967692.0,1,0,0
0.044,1569296968153.0,1,0,0
0.044,1569296968603.0,1,0,0
-0.026000000000000002,1569296969062.0,1,0,0
-0.122,1569296969523.0,1,0,0
-0.074,1569296969982.0,1,0,0
-0.032,1569296970443.0,1,0,0
-0.014,1569296970904.0,1,0,0
-0.006,1569296971363.0,1,0,0
-0.062,1569296971823.0,1,0,0
-0.14200000000000002,1569296972283.0,1,0,0
-0.186,1569296972752.0,1,0,0
-0.19,1569296973203.0,1,0,0
-0.16,1569296973673.0,1,0,0
-0.076,1569296974133.0,1,0,0
-0.016,1569296974593.0,1,0,0
0.024,1569296975053.0,1,0,0
0.056,1569296975513.0,1,0,0
0.066,1569296975972.0,1,0,0
0.078,1569296976453.0,1,0,0
0.09,1569296976913.0,1,0,0
0.094,1569296977373.0,1,0,0
0.092,1569296977843.0,1,0,0
0.094,1569296978293.0,1,0,0
0.084,1569296978763.0,1,0,0
0.092,1569296979223.0,1,0,0
0.106,1569296979683.0,1,0,0
0.098,1569296980153.0,1,0,0
0.08600000000000001,1569296980603.0,1,0,0
0.08600000000000001,1569296981062.0,1,0,0
0.09,1569296981532.0,1,0,0
0.098,1569296981982.0,1,0,0
0.146,1569296982443.0,1,0,0
0.248,1569296982903.0,1,0,0
0.338,1569296983362.0,1,0,0
0.384,1569296983823.0,1,0,0
0.406,1569296984283.0,1,0,0
0.436,1569296984743.0,1,0,0
0.44,1569296985203.0,1,0,0
0.438,1569296985663.0,1,0,0
0.43,1569296986122.0,1,0,0
0.394,1569296986583.0,1,0,0
0.308,1569296987033.0,1,0,0
0.222,1569296987537.0,1,0,0
0.25,1569296987963.0,1,0,0
0.424,1569296988433.0,1,0,0
0.558,1569296988893.0,1,0,0
0.606,1569296989343.0,1,0,0
0.65,1569296989804.0,1,0,0
0.662,1569296990263.0,1,0,0
0.65,1569296990723.0,1,0,0
0.646,1569296991183.0,1,0,0
0.642,1569296991652.0,1,0,0
0.592,1569296992113.0,1,0,0
0.356,1569296992572.0,1,0,0
0.092,1569296993033.0,1,0,0
-0.186,1569296993493.0,1,0,0
-0.422,1569296993963.0,1,0,0
-0.552,1569296994413.0,5,0,0
-0.62,1569296994907.0,5,0,0
-0.62,1569296995343.0,5,0,0
-0.712,1569296995806.0,5,0,0
-0.682,1569296996273.0,5,0,0
-0.588,1569296996733.0,5,0,0
-0.56,1569296997193.0,5,0,0
-0.5640000000000001,1569296997663.0,5,0,0
-0.596,1569296998113.0,5,0,0
-0.368,1569296998573.0,5,0,0
-0.062,1569296999034.0,5,0,0
0.042,1569296999492.0,5,0,0
0.068,1569296999954.0,5,0,0
0.088,1569297000414.0,1,0,0
0.306,1569297000874.0,1,0,0
0.854,1569297001334.0,1,0,0
1.1480000000000001,1569297001805.0,1,0,0
1.19,1569297002264.0,1,0,0
1.1400000000000001,1569297002724.0,1,0,0
1.104,1569297003184.0,1,0,0
0.982,1569297003644.0,1,0,0
0.664,1569297004104.0,1,0,0
0.506,1569297004563.0,1,0,0
0.42,1569297005023.0,1,0,0
0.192,1569297005484.0,1,0,0
0.106,1569297005944.0,1,0,0
0.196,1569297006404.0,1,0,0
0.112,1569297006863.0,1,0,0
-0.074,1569297007324.0,3,1,0
-0.136,1569297007783.0,3,1,0
0.122,1569297008243.0,3,1,0
0.28400000000000003,1569297008704.0,3,1,0
0.13,1569297009163.0,3,1,0
-0.146,1569297009665.0,3,1,0
