DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.58,1569296915022.0,8,0,0
0.483,1569296915493.0,8,0,0
0.291,1569296915953.0,8,0,0
0.055,1569296916423.0,8,0,0
0.003,1569296916883.0,8,0,0
0.076,1569296917343.0,8,0,0
0.107,1569296917812.0,8,0,0
0.129,1569296918273.0,8,0,0
0.128,1569296918733.0,8,0,0
0.111,1569296919193.0,8,0,0
0.07,1569296919664.0,8,0,0
0.079,1569296920123.0,8,0,0
0.081,1569296920582.0,8,0,0
0.093,1569296921042.0,8,0,0
0.108,1569296921502.0,8,0,0
0.116,1569296921962.0,8,0,0
0.124,1569296922423.0,8,0,0
0.1,1569296922882.0,8,0,0
0.094,1569296923343.0,8,0,0
0.10200000000000001,1569296923813.0,8,0,0
0.10300000000000001,1569296924273.0,8,0,0
0.109,1569296924733.0,8,0,0
0.13,1569296925193.0,8,0,0
0.148,1569296925653.0,8,0,0
0.123,1569296926113.0,8,0,0
0.125,1569296926573.0,8,0,0
0.139,1569296927032.0,8,0,0
0.041,1569296927493.0,8,0,0
0.08,1569296927952.0,8,0,0
0.163,1569296928429.0,8,0,0
0.178,1569296928882.0,8,0,0
0.161,1569296929343.0,8,0,0
0.137,1569296929803.0,8,0,0
0.061,1569296930263.0,8,0,0
-0.002,1569296930723.0,8,0,0
-0.065,1569296931173.0,1,0,0
-0.05,1569296931642.0,1,0,0
0.03,1569296932093.0,1,0,0
0.079,1569296932563.0,1,0,0
0.074,1569296933022.0,1,0,0
0.10200000000000001,1569296933493.0,1,0,0
0.095,1569296933952.0,1,0,0
0.0,1569296934413.0,1,0,0
-0.068,1569296934872.0,1,0,0
-0.20600000000000002,1569296935333.0,1,0,0
-0.278,1569296935783.0,1,0,0
-0.299,1569296936263.0,1,0,0
-0.326,1569296936723.0,1,0,0
-0.31,1569296937182.0,1,0,0
-0.353,1569296937643.0,1,0,0
-0.34,1569296938102.0,1,0,0
-0.362,1569296938563.0,1,0,0
-0.364,1569296939012.0,1,0,0
-0.365,1569296939473.0,1,0,0
-0.37,1569296939933.0,1,0,0
-0.361,1569296940413.0,1,0,0
