DT_lateralAcc,Timestamp,Action,Bump,Traffic congestion
0.0,1569296915084.0,8,0,0
0.01,1569296915563.0,8,0,0
0.0,1569296916022.0,8,0,0
-0.01,1569296916483.0,8,0,0
0.0,1569296916942.0,8,0,0
0.0,1569296917413.0,8,0,0
0.02,1569296917872.0,8,0,0
0.0,1569296918332.0,8,0,0
0.01,1569296918793.0,8,0,0
0.01,1569296919263.0,8,0,0
0.01,1569296919723.0,8,0,0
0.0,1569296920182.0,8,0,0
0.0,1569296920642.0,8,0,0
0.01,1569296921103.0,8,0,0
0.02,1569296921573.0,8,0,0
0.01,1569296922060.0,8,0,0
0.01,1569296922492.0,8,0,0
0.01,1569296922952.0,8,0,0
-0.01,1569296923413.0,8,0,0
-0.01,1569296923872.0,8,0,0
0.01,1569296924332.0,8,0,0
0.0,1569296924793.0,8,0,0
0.01,1569296925262.0,8,0,0
0.01,1569296925723.0,8,0,0
0.01,1569296926173.0,8,0,0
0.0,1569296926633.0,8,0,0
0.01,1569296927106.0,8,0,0
0.0,1569296927563.0,8,0,0
0.0,1569296928023.0,8,0,0
0.01,1569296928482.0,8,0,0
0.02,1569296928942.0,8,0,0
0.01,1569296929413.0,8,0,0
0.02,1569296929872.0,8,0,0
0.02,1569296930323.0,8,0,0
0.0,1569296930782.0,8,0,0
0.0,1569296931243.0,1,0,0
0.0,1569296931703.0,1,0,0
0.0,1569296932163.0,1,0,0
0.0,1569296932632.0,1,0,0
0.0,1569296933082.0,1,0,0
0.0,1569296933553.0,1,0,0
0.0,1569296934022.0,1,0,0
0.01,1569296934483.0,1,0,0
0.02,1569296934943.0,1,0,0
0.02,1569296935402.0,1,0,0
0.01,1569296935852.0,1,0,0
0.01,1569296936323.0,1,0,0
0.01,1569296936793.0,1,0,0
0.0,1569296937243.0,1,0,0
0.02,1569296937715.0,1,0,0
0.03,1569296938172.0,1,0,0
0.02,1569296938624.0,1,0,0
0.0,1569296939082.0,1,0,0
0.0,1569296939543.0,1,0,0
-0.01,1569296940009.0,1,0,0
-0.01,1569296940473.0,1,0,0
-0.01,1569296940933.0,1,0,0
0.0,1569296941393.0,1,0,0
0.0,1569296941853.0,1,0,0
-0.01,1569296942313.0,1,0,0
-0.01,1569296942773.0,1,0,0
-0.01,1569296943232.0,1,0,0
0.0,1569296943692.0,1,0,0
0.0,1569296944153.0,8,0,0
0.0,1569296944612.0,8,0,0
0.0,1569296945072.0,8,0,0
-0.02,1569296945523.0,8,0,0
-0.01,1569296945993.0,8,0,0
0.0,1569296946452.0,8,0,0
-0.01,1569296946902.0,8,0,0
-0.01,1569296947362.0,8,0,0
0.0,1569296947822.0,8,0,0
0.0,1569296948283.0,8,0,0
0.0,1569296948743.0,8,0,0
0.0,1569296949203.0,8,0,0
0.0,1569296949663.0,8,0,0
0.0,1569296950122.0,8,0,0
-0.01,1569296950583.0,8,0,0
-0.01,1569296951042.0,8,0,0
-0.01,1569296951556.0,8,0,0
0.0,1569296951962.0,8,0,0
-0.01,1569296952433.0,8,0,0
0.0,1569296952892.0,8,0,0
0.0,1569296953353.0,8,0,0
0.0,1569296953812.0,8,0,0
0.0,1569296954284.0,8,0,0
0.0,1569296954744.0,8,0,0
0.0,1569296955203.0,8,0,0
-0.02,1569296955663.0,8,0,0
-0.01,1569296956142.0,8,0,0
-0.01,1569296956605.0,8,0,0
-0.01,1569296957062.0,8,0,0
0.0,1569296957535.0,8,0,0
0.0,1569296957993.0,8,0,0
0.0,1569296958453.0,8,0,0
0.0,1569296958912.0,1,0,0
-0.01,1569296959373.0,1,0,0
0.0,1569296959833.0,1,0,0
0.0,1569296960293.0,1,0,0
0.01,1569296960753.0,1,0,0
0.01,1569296961213.0,1,0,0
0.0,1569296961683.0,1,0,0
0.01,1569296962142.0,1,0,0
0.01,1569296962608.0,1,0,0
0.0,1569296963062.0,1,0,0
0.0,1569296963523.0,1,0,0
0.0,1569296963982.0,1,0,0
-0.01,1569296964455.0,1,0,0
0.0,1569296964912.0,1,0,0
0.0,1569296965373.0,1,0,0
0.0,1569296965833.0,1,0,0
0.0,1569296966292.0,1,0,0
0.0,1569296966753.0,1,0,0
0.0,1569296967213.0,1,0,0
-0.01,1569296967672.0,1,0,0
-0.01,1569296968123.0,1,0,0
0.0,1569296968583.0,1,0,0
0.0,1569296969042.0,1,0,0
0.0,1569296969516.0,1,0,0
0.01,1569296969962.0,1,0,0
0.0,1569296970412.0,1,0,0
0.0,1569296970883.0,1,0,0
0.0,1569296971333.0,1,0,0
-0.01,1569296971803.0,1,0,0
0.0,1569296972263.0,1,0,0
0.0,1569296972727.0,1,0,0
0.0,1569296973183.0,1,0,0
0.0,1569296973653.0,1,0,0
