DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
0.5,1569296915143.0,8,0,0
0.281,1569296915613.0,8,0,0
-0.094,1569296916063.0,8,0,0
-0.125,1569296916533.0,8,0,0
0.062,1569296916992.0,8,0,0
0.125,1569296917453.0,8,0,0
0.125,1569296917912.0,8,0,0
0.093,1569296918382.0,8,0,0
0.093,1569296918842.0,8,0,0
0.0,1569296919303.0,8,0,0
0.0,1569296919773.0,8,0,0
0.062,1569296920233.0,8,0,0
0.093,1569296920692.0,8,0,0
0.093,1569296921152.0,8,0,0
0.093,1569296921615.0,8,0,0
0.093,1569296922072.0,8,0,0
0.093,1569296922532.0,8,0,0
0.062,1569296922992.0,8,0,0
0.062,1569296923453.0,8,0,0
0.062,1569296923922.0,8,0,0
0.093,1569296924385.0,8,0,0
0.093,1569296924842.0,8,0,0
0.062,1569296925303.0,8,0,0
0.093,1569296925763.0,8,0,0
0.031,1569296926223.0,8,0,0
0.062,1569296926683.0,8,0,0
0.0,1569296927143.0,8,0,0
0.0,1569296927611.0,8,0,0
0.125,1569296928062.0,8,0,0
0.156,1569296928523.0,8,0,0
0.093,1569296928992.0,8,0,0
0.093,1569296929478.0,8,0,0
0.0,1569296929912.0,8,0,0
-0.063,1569296930372.0,8,0,0
-0.063,1569296930832.0,8,0,0
-0.094,1569296931293.0,1,0,0
0.093,1569296931753.0,1,0,0
0.062,1569296932203.0,1,0,0
0.093,1569296932674.0,1,0,0
0.031,1569296933133.0,1,0,0
0.031,1569296933608.0,1,0,0
0.0,1569296934062.0,1,0,0
-0.125,1569296934523.0,1,0,0
-0.219,1569296934983.0,1,0,0
-0.313,1569296935442.0,1,0,0
-0.313,1569296935902.0,1,0,0
-0.313,1569296936373.0,1,0,0
-0.34400000000000003,1569296936832.0,1,0,0
-0.313,1569296937295.0,1,0,0
-0.28200000000000003,1569296937753.0,1,0,0
-0.313,1569296938212.0,1,0,0
-0.313,1569296938672.0,1,0,0
-0.313,1569296939122.0,1,0,0
-0.313,1569296939583.0,1,0,0
-0.313,1569296940052.0,1,0,0
-0.313,1569296940523.0,1,0,0
-0.28200000000000003,1569296940983.0,1,0,0
-0.28200000000000003,1569296941433.0,1,0,0
-0.125,1569296941892.0,1,0,0
-0.094,1569296942363.0,1,0,0
-0.094,1569296942823.0,1,0,0
-0.094,1569296943273.0,1,0,0
-0.063,1569296943743.0,1,0,0
-0.032,1569296944216.0,8,0,0
-0.094,1569296944652.0,8,0,0
-0.063,1569296945113.0,8,0,0
-0.063,1569296945573.0,8,0,0
-0.063,1569296946032.0,8,0,0
-0.063,1569296946492.0,8,0,0
-0.063,1569296946952.0,8,0,0
-0.063,1569296947412.0,8,0,0
-0.063,1569296947862.0,8,0,0
-0.063,1569296948323.0,8,0,0
-0.063,1569296948783.0,8,0,0
-0.063,1569296949242.0,8,0,0
-0.063,1569296949713.0,8,0,0
-0.094,1569296950172.0,8,0,0
-0.063,1569296950632.0,8,0,0
-0.063,1569296951083.0,8,0,0
-0.063,1569296951558.0,8,0,0
-0.063,1569296952012.0,8,0,0
-0.063,1569296952473.0,8,0,0
-0.063,1569296952932.0,8,0,0
-0.063,1569296953403.0,8,0,0
-0.063,1569296953864.0,8,0,0
-0.032,1569296954323.0,8,0,0
0.062,1569296954782.0,8,0,0
0.218,1569296955243.0,8,0,0
0.312,1569296955713.0,8,0,0
0.343,1569296956182.0,8,0,0
0.343,1569296956652.0,8,0,0
0.281,1569296957102.0,8,0,0
0.312,1569296957573.0,8,0,0
0.312,1569296958032.0,8,0,0
0.281,1569296958493.0,1,0,0
0.281,1569296958957.0,1,0,0
0.281,1569296959413.0,1,0,0
0.312,1569296959873.0,1,0,0
0.25,1569296960803.0,1,0,0
0.25,1569296961263.0,1,0,0
0.218,1569296961723.0,1,0,0
0.25,1569296962183.0,1,0,0
0.187,1569296962642.0,1,0,0
0.0,1569296963125.0,1,0,0
-0.125,1569296963573.0,1,0,0
-0.157,1569296964032.0,1,0,0
-0.063,1569296964493.0,1,0,0
0.031,1569296964952.0,1,0,0
0.062,1569296965413.0,1,0,0
0.062,1569296965873.0,1,0,0
0.031,1569296966332.0,1,0,0
0.031,1569296966793.0,1,0,0
0.0,1569296967253.0,1,0,0
0.031,1569296967712.0,1,0,0
0.031,1569296968173.0,1,0,0
0.0,1569296968633.0,1,0,0
-0.125,1569296969083.0,1,0,0
0.0,1569296969542.0,1,0,0
0.0,1569296970003.0,1,0,0
0.0,1569296970463.0,1,0,0
0.0,1569296970923.0,1,0,0
-0.063,1569296971383.0,1,0,0
-0.094,1569296971843.0,1,0,0
-0.094,1569296972303.0,1,0,0
-0.094,1569296972772.0,1,0,0
-0.125,1569296973223.0,1,0,0
0.0,1569296973693.0,1,0,0
0.0,1569296974152.0,1,0,0
0.031,1569296974627.0,1,0,0
0.031,1569296975072.0,1,0,0
0.062,1569296975533.0,1,0,0
0.031,1569296975994.0,1,0,0
0.062,1569296976473.0,1,0,0
0.031,1569296976949.0,1,0,0
0.062,1569296977393.0,1,0,0
0.031,1569296977863.0,1,0,0
0.031,1569296978323.0,1,0,0
0.062,1569296978783.0,1,0,0
0.062,1569296979243.0,1,0,0
0.062,1569296979703.0,1,0,0
0.031,1569296980172.0,1,0,0
0.062,1569296980633.0,1,0,0
0.062,1569296981093.0,1,0,0
0.062,1569296981552.0,1,0,0
0.062,1569296982003.0,1,0,0
0.125,1569296982463.0,1,0,0
0.187,1569296982924.0,1,0,0
0.187,1569296983383.0,1,0,0
0.218,1569296983843.0,1,0,0
0.25,1569296984304.0,1,0,0
0.218,1569296984763.0,1,0,0
0.218,1569296985223.0,1,0,0
0.218,1569296985683.0,1,0,0
0.187,1569296986143.0,1,0,0
0.156,1569296986603.0,1,0,0
0.062,1569296987064.0,1,0,0
0.125,1569296987538.0,1,0,0
0.218,1569296987983.0,1,0,0
0.312,1569296988453.0,1,0,0
0.343,1569296988913.0,1,0,0
0.312,1569296989373.0,1,0,0
0.343,1569296989833.0,1,0,0
0.343,1569296990283.0,1,0,0
0.312,1569296990743.0,1,0,0
0.343,1569296991213.0,1,0,0
0.312,1569296991673.0,1,0,0
0.125,1569296992133.0,1,0,0
-0.032,1569296992593.0,1,0,0
-0.157,1569296993053.0,1,0,0
-0.25,1569296993514.0,1,0,0
-0.28200000000000003,1569296993983.0,1,0,0
-0.375,1569296994443.0,5,0,0
-0.313,1569296994909.0,5,0,0
-0.34400000000000003,1569296995362.0,5,0,0
-0.313,1569296995823.0,5,0,0
-0.25,1569296996293.0,5,0,0
-0.28200000000000003,1569296996753.0,5,0,0
-0.25,1569296997213.0,5,0,0
-0.34400000000000003,1569296997683.0,5,0,0
-0.157,1569296998143.0,5,0,0
0.093,1569296998593.0,5,0,0
0.062,1569296999054.0,5,0,0
0.062,1569296999513.0,5,0,0
0.062,1569296999973.0,5,0,0
0.125,1569297000443.0,1,0,0
0.562,1569297000904.0,1,0,0
0.625,1569297001354.0,1,0,0
0.562,1569297002284.0,1,0,0
0.531,1569297002744.0,1,0,0
0.531,1569297003204.0,1,0,0
0.25,1569297003663.0,1,0,0
0.187,1569297004124.0,1,0,0
0.25,1569297004584.0,1,0,0
0.0,1569297005043.0,1,0,0
0.0,1569297005503.0,1,0,0
0.156,1569297005963.0,1,0,0
0.031,1569297006424.0,1,0,0
-0.125,1569297006886.0,1,0,0
-0.125,1569297007343.0,3,1,0
0.093,1569297007805.0,3,1,0
0.25,1569297008263.0,3,1,0
0.0,1569297008725.0,3,1,0
-0.157,1569297009183.0,3,1,0
-0.313,1569297009666.0,3,1,0
-0.34400000000000003,1569297010105.0,3,1,0
-0.40700000000000003,1569297010563.0,3,1,0
-0.40700000000000003,1569297011023.0,3,1,0
-0.34400000000000003,1569297011484.0,3,1,0
-0.157,1569297011943.0,3,1,0
-0.032,1569297012404.0,3,1,0
-0.125,1569297012862.0,3,1,0
-0.063,1569297013323.0,3,1,0
-0.25,1569297013783.0,3,1,0
-0.157,1569297014253.0,3,1,0
-0.094,1569297014713.0,3,1,0
-0.094,1569297015174.0,3,1,0
0.0,1569297015634.0,3,1,0
0.093,1569297016102.0,3,1,0
0.093,1569297016563.0,3,1,0
0.125,1569297017023.0,1,0,0
0.125,1569297017483.0,1,0,0
0.0,1569297017943.0,1,0,0
0.031,1569297018393.0,1,0,0
0.125,1569297018854.0,1,0,0
0.125,1569297019313.0,1,0,0
0.156,1569297019773.0,1,0,0
0.125,1569297020275.0,1,0,0
-0.032,1569297020694.0,1,0,0
-0.094,1569297021153.0,1,1,0
-0.094,1569297021616.0,1,1,0
-0.032,1569297022073.0,1,1,0
-0.157,1569297022533.0,1,1,0
-0.125,1569297022993.0,1,1,0
-0.125,1569297023453.0,1,1,0
0.031,1569297023903.0,1,1,0
0.0,1569297024365.0,1,1,0
-0.094,1569297024833.0,1,1,0
