DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
53.0,1569296915053.0,8,0,0
54.0,1569296915533.0,8,0,0
54.0,1569296915992.0,8,0,0
54.0,1569296916453.0,8,0,0
54.0,1569296916912.0,8,0,0
54.0,1569296917383.0,8,0,0
54.0,1569296917844.0,8,0,0
55.0,1569296918303.0,8,0,0
55.0,1569296918763.0,8,0,0
55.0,1569296919233.0,8,0,0
55.0,1569296919693.0,8,0,0
55.0,1569296920152.0,8,0,0
55.0,1569296920616.0,8,0,0
56.0,1569296921073.0,8,0,0
56.0,1569296921542.0,8,0,0
56.0,1569296922002.0,8,0,0
56.0,1569296922463.0,8,0,0
56.0,1569296922923.0,8,0,0
57.0,1569296923383.0,8,0,0
57.0,1569296923842.0,8,0,0
57.0,1569296924303.0,8,0,0
57.0,1569296924763.0,8,0,0
57.0,1569296925244.0,8,0,0
58.0,1569296925692.0,8,0,0
58.0,1569296926142.0,8,0,0
58.0,1569296926612.0,8,0,0
58.0,1569296927062.0,8,0,0
58.0,1569296927533.0,8,0,0
58.0,1569296927993.0,8,0,0
59.0,1569296928452.0,8,0,0
59.0,1569296928912.0,8,0,0
59.0,1569296929373.0,8,0,0
59.0,1569296929842.0,8,0,0
59.0,1569296930293.0,8,0,0
59.0,1569296930753.0,8,0,0
59.0,1569296931213.0,1,0,0
59.0,1569296931673.0,1,0,0
59.0,1569296932133.0,1,0,0
59.0,1569296932596.0,1,0,0
60.0,1569296933052.0,1,0,0
60.0,1569296933523.0,1,0,0
60.0,1569296933983.0,1,0,0
60.0,1569296934453.0,1,0,0
59.0,1569296934903.0,1,0,0
59.0,1569296935362.0,1,0,0
58.0,1569296935825.0,1,0,0
58.0,1569296936293.0,1,0,0
57.0,1569296936753.0,1,0,0
57.0,1569296937212.0,1,0,0
56.0,1569296937683.0,1,0,0
56.0,1569296938142.0,1,0,0
55.0,1569296938593.0,1,0,0
54.0,1569296939052.0,1,0,0
54.0,1569296939513.0,1,0,0
53.0,1569296940008.0,1,0,0
53.0,1569296940445.0,1,0,0
52.0,1569296940903.0,1,0,0
52.0,1569296941363.0,1,0,0
51.0,1569296941822.0,1,0,0
51.0,1569296942283.0,1,0,0
51.0,1569296942743.0,1,0,0
51.0,1569296943202.0,1,0,0
50.0,1569296943663.0,1,0,0
50.0,1569296944123.0,8,0,0
50.0,1569296944583.0,8,0,0
50.0,1569296945042.0,8,0,0
50.0,1569296945493.0,8,0,0
50.0,1569296945963.0,8,0,0
50.0,1569296946412.0,8,0,0
50.0,1569296946872.0,8,0,0
49.0,1569296947360.0,8,0,0
49.0,1569296947793.0,8,0,0
49.0,1569296948253.0,8,0,0
49.0,1569296948712.0,8,0,0
49.0,1569296949172.0,8,0,0
48.0,1569296949633.0,8,0,0
48.0,1569296950092.0,8,0,0
48.0,1569296950552.0,8,0,0
48.0,1569296951013.0,8,0,0
48.0,1569296951473.0,8,0,0
48.0,1569296951932.0,8,0,0
48.0,1569296952403.0,8,0,0
48.0,1569296952863.0,8,0,0
47.0,1569296953323.0,8,0,0
47.0,1569296953783.0,8,0,0
47.0,1569296954253.0,8,0,0
47.0,1569296954743.0,8,0,0
47.0,1569296955174.0,8,0,0
48.0,1569296955633.0,8,0,0
49.0,1569296956112.0,8,0,0
49.0,1569296956573.0,8,0,0
50.0,1569296957032.0,8,0,0
50.0,1569296957493.0,8,0,0
51.0,1569296957962.0,8,0,0
52.0,1569296958423.0,8,0,0
52.0,1569296958883.0,1,0,0
53.0,1569296959343.0,1,0,0
53.0,1569296959803.0,1,0,0
54.0,1569296960267.0,1,0,0
54.0,1569296960723.0,1,0,0
54.0,1569296961183.0,1,0,0
55.0,1569296961653.0,1,0,0
55.0,1569296962112.0,1,0,0
56.0,1569296962573.0,1,0,0
56.0,1569296963032.0,1,0,0
55.0,1569296963493.0,1,0,0
55.0,1569296963953.0,1,0,0
