DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
4.800000000000001,1569296915410.0,8,0,0
3.9000000000000004,1569296915870.0,8,0,0
2.6,1569296916335.0,8,0,0
1.3,1569296916799.0,8,0,0
2.7,1569296917260.0,8,0,0
4.9,1569296917725.0,8,0,0
4.2,1569296918185.0,8,0,0
3.4000000000000004,1569296918645.0,8,0,0
4.0,1569296919099.0,8,0,0
4.0,1569296919575.0,8,0,0
3.9000000000000004,1569296920035.0,8,0,0
3.9000000000000004,1569296920495.0,8,0,0
3.9000000000000004,1569296920955.0,8,0,0
4.0,1569296921420.0,8,0,0
4.6000000000000005,1569296921880.0,8,0,0
4.4,1569296922340.0,8,0,0
3.9000000000000004,1569296922805.0,8,0,0
2.8000000000000003,1569296923260.0,8,0,0
2.6,1569296923724.0,8,0,0
3.1,1569296924185.0,8,0,0
3.4000000000000004,1569296924650.0,8,0,0
3.6,1569296925105.0,8,0,0
3.5,1569296925570.0,8,0,0
2.6,1569296926030.0,8,0,0
2.2,1569296926485.0,8,0,0
2.1,1569296926950.0,8,0,0
2.1,1569296927410.0,8,0,0
2.1,1569296927870.0,8,0,0
2.2,1569296928335.0,8,0,0
2.3000000000000003,1569296928796.0,8,0,0
2.3000000000000003,1569296929255.0,8,0,0
2.8000000000000003,1569296929720.0,8,0,0
2.8000000000000003,1569296930174.0,8,0,0
1.2000000000000002,1569296930635.0,8,0,0
0.7000000000000001,1569296931095.0,1,0,0
0.7000000000000001,1569296931560.0,1,0,0
0.7000000000000001,1569296932014.0,1,0,0
0.2,1569296932475.0,1,0,0
-0.4,1569296932935.0,1,0,0
-0.4,1569296933406.0,1,0,0
-0.2,1569296933864.0,1,0,0
0.0,1569296934330.0,1,0,0
0.9,1569296934789.0,1,0,0
1.0,1569296935245.0,1,0,0
1.0,1569296935705.0,1,0,0
0.9,1569296936175.0,1,0,0
0.9,1569296936639.0,1,0,0
1.2000000000000002,1569296937099.0,1,0,0
1.2000000000000002,1569296937559.0,1,0,0
1.3,1569296938020.0,1,0,0
1.1,1569296938474.0,1,0,0
2.0,1569296938942.0,1,0,0
1.9000000000000001,1569296939390.0,1,0,0
1.3,1569296939854.0,1,0,0
0.4,1569296940324.0,1,0,0
0.30000000000000004,1569296940784.0,1,0,0
2.5,1569296941244.0,1,0,0
2.1,1569296941704.0,1,0,0
1.8,1569296942164.0,1,0,0
1.7000000000000002,1569296942624.0,1,0,0
1.6,1569296943084.0,1,0,0
1.6,1569296943544.0,1,0,0
2.4000000000000004,1569296944004.0,8,0,0
2.4000000000000004,1569296944464.0,8,0,0
2.6,1569296944919.0,8,0,0
2.2,1569296945374.0,8,0,0
2.1,1569296945838.0,8,0,0
2.9000000000000004,1569296946299.0,8,0,0
2.5,1569296946758.0,8,0,0
2.7,1569296947213.0,8,0,0
2.9000000000000004,1569296947674.0,8,0,0
3.3000000000000003,1569296948128.0,8,0,0
3.7,1569296948595.0,8,0,0
4.4,1569296949054.0,8,0,0
4.4,1569296949514.0,8,0,0
3.3000000000000003,1569296949979.0,8,0,0
1.6,1569296950434.0,8,0,0
1.4000000000000001,1569296950894.0,8,0,0
1.5,1569296951354.0,8,0,0
2.2,1569296951819.0,8,0,0
2.6,1569296952279.0,8,0,0
2.8000000000000003,1569296952739.0,8,0,0
3.0,1569296953199.0,8,0,0
3.3000000000000003,1569296953690.0,8,0,0
4.0,1569296954129.0,8,0,0
4.0,1569296954595.0,8,0,0
3.8000000000000003,1569296955054.0,8,0,0
2.0,1569296955514.0,8,0,0
0.9,1569296955974.0,8,0,0
0.2,1569296956449.0,8,0,0
0.30000000000000004,1569296956913.0,8,0,0
0.5,1569296957374.0,8,0,0
0.9,1569296957839.0,8,0,0
0.9,1569296958298.0,8,0,0
0.7000000000000001,1569296958764.0,1,0,0
-0.7000000000000001,1569296959218.0,1,0,0
-0.7000000000000001,1569296959684.0,1,0,0
0.7000000000000001,1569296960143.0,1,0,0
0.8,1569296960607.0,1,0,0
0.8,1569296961063.0,1,0,0
0.8,1569296961529.0,1,0,0
0.8,1569296961988.0,1,0,0
