speed_data,Timestamp,Action,Bump,Traffic congestion
0,1576978408217,0,0,0
0,1576978408667,0,0,0
0,1576978409157,0,0,0
0,1576978409607,0,0,0
0,1576978410097,0,0,0
0,1576978410547,0,0,0
0,1576978411037,0,0,0
0,1576978411487,0,0,0
0,1576978411987,0,0,0
0,1576978412437,0,0,0
0,1576978412937,0,0,0
0,1576978413387,0,0,0
0,1576978413877,0,0,0
0,1576978414327,0,0,0
0,1576978414817,0,0,0
0,1576978415267,0,0,0
0,1576978415757,0,0,0
0,1576978416207,0,0,0
0,1576978416697,0,0,0
0,1576978417147,0,0,0
0,1576978417637,0,0,0
0,1576978418087,0,0,0
0,1576978418577,0,0,0
0,1576978419027,0,0,0
0,1576978419517,2,0,0
1,1576978419967,2,0,0
2,1576978420457,2,0,0
2,1576978420907,2,0,0
3,1576978421397,2,0,0
3,1576978421847,2,0,0
4,1576978422337,2,0,0
4,1576978422787,2,0,0
4,1576978423277,2,0,0
4,1576978423727,2,0,0
5,1576978424227,2,0,0
5,1576978424677,2,0,0
5,1576978425167,2,0,0
6,1576978425617,2,0,0
6,1576978426117,2,0,0
7,1576978426567,2,0,0
8,1576978427057,2,0,0
8,1576978427507,2,0,0
9,1576978427997,2,0,0
10,1576978428447,2,0,0
11,1576978428937,2,0,0
12,1576978429386,2,0,0
12,1576978429876,2,0,0
12,1576978430326,1,0,0
12,1576978430816,1,0,0
11,1576978431266,1,0,0
9,1576978431756,1,0,0
8,1576978432206,1,0,0
8,1576978432697,1,0,0
8,1576978433146,1,0,0
8,1576978433647,1,0,0
8,1576978434096,1,0,0
8,1576978434586,1,0,0
8,1576978435036,1,0,0
7,1576978435526,1,0,0
7,1576978435976,-1,0,0
7,1576978436466,-1,0,0
7,1576978436916,-1,0,0
7,1576978437406,-1,0,0
7,1576978437856,-1,0,0
7,1576978438376,-1,0,0
7,1576978438826,-1,0,0
7,1576978439316,-1,0,0
8,1576978439766,-1,0,0
8,1576978440256,-1,0,0
9,1576978440706,-1,0,0
10,1576978441196,-1,0,0
11,1576978441636,-1,0,0
12,1576978442126,1,0,0
13,1576978442576,1,0,0
13,1576978443066,1,0,0
12,1576978443516,1,0,0
12,1576978444006,1,0,0
12,1576978444456,1,0,0
12,1576978444946,1,0,0
13,1576978445396,1,0,0
15,1576978445886,1,0,0
18,1576978446336,1,0,0
19,1576978446826,1,0,0
20,1576978447276,1,0,0
20,1576978447766,1,0,0
20,1576978448216,1,0,0
21,1576978448706,1,0,0
21,1576978449156,1,0,0
21,1576978449646,1,0,0
21,1576978450096,1,0,0
20,1576978450586,1,0,0
19,1576978451036,1,0,0
16,1576978451526,1,0,0
15,1576978451976,1,0,0
13,1576978452466,1,0,0
13,1576978452916,1,0,0
12,1576978453406,1,0,0
12,1576978453856,1,0,0
12,1576978454346,3,0,0
12,1576978454796,3,0,0
12,1576978455286,3,0,0
11,1576978455736,3,0,0
11,1576978456226,3,0,0
11,1576978456676,3,0,0
11,1576978457166,3,0,0
11,1576978457616,3,0,0
11,1576978458116,3,0,0
11,1576978458566,3,0,0
11,1576978459056,3,0,0
11,1576978459506,3,0,0
11,1576978459996,3,0,0
12,1576978460446,3,0,0
12,1576978460936,3,0,0
12,1576978461386,-1,0,0
12,1576978461876,-1,0,0
12,1576978462326,-1,0,0
10,1576978462816,-1,0,0
9,1576978463266,-1,0,0
7,1576978463756,-1,0,0
5,1576978464206,-1,0,0
3,1576978464696,-1,0,0
2,1576978465146,-1,0,0
0,1576978465646,0,0,0
0,1576978466086,0,0,0
0,1576978466576,0,0,0
0,1576978467026,0,0,0
0,1576978467516,0,0,0
0,1576978467966,0,0,0
0,1576978468456,0,0,0
0,1576978468906,0,0,0
0,1576978469396,0,0,0
0,1576978469846,0,0,0
0,1576978470336,0,0,0
0,1576978470786,0,0,0
0,1576978471276,0,0,0
0,1576978471726,0,0,0
0,1576978472216,0,0,0
0,1576978472666,0,0,0
0,1576978473156,0,0,0
0,1576978473606,0,0,0
0,1576978474095,0,0,0
0,1576978474546,0,0,0
0,1576978475035,0,0,0
0,1576978475487,0,0,0
0,1576978475975,0,0,0
0,1576978476426,0,0,0
0,1576978476915,0,0,0
0,1576978477365,0,0,0
0,1576978477855,0,0,0
0,1576978478305,0,0,0
0,1576978478795,0,0,0
0,1576978479245,0,0,0
0,1576978479735,0,0,0
0,1576978480185,0,0,0
0,1576978480675,0,0,0
0,1576978481125,0,0,0
0,1576978481615,0,0,0
0,1576978482065,0,0,0
0,1576978482555,0,0,0
0,1576978483005,0,0,0
0,1576978483495,0,0,0
0,1576978483945,0,0,0
0,1576978484435,0,0,0
0,1576978484885,0,0,0
0,1576978485375,0,0,0
0,1576978485825,0,0,0
0,1576978486315,0,0,0
0,1576978486765,0,0,0
0,1576978487255,0,0,0
0,1576978487705,0,0,0
0,1576978488195,0,0,0
0,1576978488635,0,0,0
0,1576978489125,0,0,0
0,1576978489575,0,0,0
0,1576978490065,0,0,0
0,1576978490515,0,0,0
0,1576978491005,0,0,0
0,1576978491455,0,0,0
0,1576978491945,0,0,0
0,1576978492385,0,0,0
0,1576978492875,0,0,0
0,1576978493325,0,0,0
0,1576978493815,0,0,0
1,1576978494265,1,0,0
2,1576978494765,1,0,0
3,1576978495205,1,0,0
4,1576978495695,1,0,0
5,1576978496156,1,0,0
5,1576978496645,1,0,0
7,1576978497095,1,0,0
8,1576978497585,1,0,0
10,1576978498035,1,0,0
11,1576978498525,1,0,0
13,1576978498975,1,0,0
13,1576978499465,1,0,0
14,1576978499915,1,0,0
13,1576978500405,2,0,0
11,1576978500855,2,0,0
11,1576978501345,2,0,0
10,1576978501795,2,0,0
9,1576978502285,2,0,0
9,1576978502725,2,0,0
8,1576978503216,2,0,0
8,1576978503665,2,0,0
8,1576978504155,2,0,0
8,1576978504605,2,0,0
9,1576978505095,2,0,0
9,1576978505545,2,0,0
9,1576978506036,2,0,0
9,1576978506485,2,0,0
9,1576978506975,2,0,0
10,1576978507425,2,0,0
10,1576978507915,2,0,0
11,1576978508365,2,0,0
11,1576978508855,2,0,0
