acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576978408257,0,0,0
0.0,1576978408707,0,0,0
0.0,1576978409197,0,0,0
0.0,1576978409647,0,0,0
0.0,1576978410137,0,0,0
0.0,1576978410587,0,0,0
0.0,1576978411077,0,0,0
0.0,1576978411527,0,0,0
0.0,1576978412027,0,0,0
0.0,1576978412477,0,0,0
0.0,1576978412977,0,0,0
0.0,1576978413427,0,0,0
0.0,1576978413917,0,0,0
0.0,1576978414367,0,0,0
0.0,1576978414857,0,0,0
0.0,1576978415307,0,0,0
0.0,1576978415797,0,0,0
0.0,1576978416247,0,0,0
0.0,1576978416737,0,0,0
0.0,1576978417187,0,0,0
0.0,1576978417677,0,0,0
0.0,1576978418127,0,0,0
0.0,1576978418617,0,0,0
0.0,1576978419067,0,0,0
0.0,1576978419557,2,0,0
0.294,1576978420007,2,0,0
0.387,1576978420497,2,0,0
0.418,1576978420947,2,0,0
0.352,1576978421437,2,0,0
0.304,1576978421887,2,0,0
0.229,1576978422377,2,0,0
0.158,1576978422827,2,0,0
0.171,1576978423317,2,0,0
0.161,1576978423767,2,0,0
0.186,1576978424267,2,0,0
0.169,1576978424717,2,0,0
0.145,1576978425207,2,0,0
0.188,1576978425657,2,0,0
0.35000000000000003,1576978426157,2,0,0
0.385,1576978426606,2,0,0
0.34,1576978427097,2,0,0
0.34,1576978427547,2,0,0
0.442,1576978428037,2,0,0
0.585,1576978428486,2,0,0
0.682,1576978428977,2,0,0
0.599,1576978429426,2,0,0
0.306,1576978429917,2,0,0
0.125,1576978430366,1,0,0
0.002,1576978430856,1,0,0
-0.552,1576978431306,1,0,0
-0.9480000000000001,1576978431797,1,0,0
-0.621,1576978432246,1,0,0
-0.327,1576978432736,1,0,0
-0.189,1576978433186,1,0,0
-0.111,1576978433686,1,0,0
-0.064,1576978434136,1,0,0
-0.043000000000000003,1576978434626,1,0,0
-0.041,1576978435076,1,0,0
-0.069,1576978435566,1,0,0
-0.088,1576978436016,-1,0,0
-0.101,1576978436506,-1,0,0
0.0,1576978436956,-1,0,0
-0.113,1576978437446,-1,0,0
-0.094,1576978437896,-1,0,0
-0.051000000000000004,1576978438416,-1,0,0
-0.01,1576978438866,-1,0,0
0.091,1576978439356,-1,0,0
0.28300000000000003,1576978439806,-1,0,0
0.362,1576978440296,-1,0,0
0.434,1576978440746,-1,0,0
0.586,1576978441236,-1,0,0
0.686,1576978441676,-1,0,0
0.634,1576978442166,1,0,0
0.367,1576978442616,1,0,0
0.145,1576978443106,1,0,0
-0.037,1576978443556,1,0,0
-0.124,1576978444046,1,0,0
-0.096,1576978444496,1,0,0
-0.039,1576978444986,1,0,0
0.336,1576978445436,1,0,0
1.0230000000000001,1576978445926,1,0,0
1.361,1576978446376,1,0,0
1.046,1576978446866,1,0,0
0.655,1576978447316,1,0,0
0.421,1576978447806,1,0,0
0.316,1576978448256,1,0,0
0.226,1576978448746,1,0,0
0.166,1576978449196,1,0,0
0.08,1576978449686,1,0,0
-0.032,1576978450136,1,0,0
-0.28200000000000003,1576978450626,1,0,0
-0.76,1576978451076,1,0,0
-1.137,1576978451566,1,0,0
-1.038,1576978452016,1,0,0
-1.0030000000000001,1576978452506,1,0,0
-0.589,1576978452956,1,0,0
-0.302,1576978453446,1,0,0
-0.202,1576978453896,1,0,0
-0.17500000000000002,1576978454386,3,0,0
-0.14400000000000002,1576978454836,3,0,0
-0.111,1576978455326,3,0,0
-0.085,1576978455776,3,0,0
-0.10200000000000001,1576978456266,3,0,0
-0.17300000000000001,1576978456716,3,0,0
-0.124,1576978457206,3,0,0
-0.054,1576978457656,3,0,0
-0.014,1576978458156,3,0,0
0.021,1576978458606,3,0,0
0.064,1576978459096,3,0,0
0.095,1576978459546,3,0,0
0.10300000000000001,1576978460036,3,0,0
0.11800000000000001,1576978460486,3,0,0
0.134,1576978460976,3,0,0
0.121,1576978461426,-1,0,0
0.074,1576978461916,-1,0,0
-0.067,1576978462366,-1,0,0
-0.538,1576978462856,-1,0,0
-0.834,1576978463306,-1,0,0
-1.063,1576978463796,-1,0,0
-1.067,1576978464246,-1,0,0
-1.072,1576978464736,-1,0,0
-1.0070000000000001,1576978465186,-1,0,0
-1.022,1576978465686,0,0,0
-0.724,1576978466126,0,0,0
-0.308,1576978466616,0,0,0
-0.136,1576978467066,0,0,0
-0.052000000000000005,1576978467556,0,0,0
-0.022,1576978468006,0,0,0
-0.009000000000000001,1576978468496,0,0,0
-0.004,1576978468946,0,0,0
-0.001,1576978469436,0,0,0
-0.001,1576978469886,0,0,0
0.0,1576978470376,0,0,0
0.0,1576978470826,0,0,0
0.0,1576978471316,0,0,0
0.0,1576978471766,0,0,0
0.0,1576978472256,0,0,0
0.0,1576978472706,0,0,0
0.0,1576978473196,0,0,0
0.0,1576978473646,0,0,0
0.0,1576978474135,0,0,0
0.0,1576978474585,0,0,0
0.0,1576978475075,0,0,0
0.0,1576978475525,0,0,0
0.0,1576978476015,0,0,0
0.0,1576978476465,0,0,0
0.0,1576978476955,0,0,0
0.0,1576978477405,0,0,0
0.0,1576978477895,0,0,0
0.0,1576978478345,0,0,0
0.0,1576978478835,0,0,0
0.0,1576978479285,0,0,0
0.0,1576978479775,0,0,0
0.0,1576978480225,0,0,0
0.0,1576978480715,0,0,0
0.0,1576978481165,0,0,0
0.0,1576978481655,0,0,0
0.0,1576978482105,0,0,0
0.0,1576978482595,0,0,0
0.0,1576978483045,0,0,0
0.0,1576978483535,0,0,0
0.0,1576978483985,0,0,0
0.0,1576978484475,0,0,0
0.0,1576978484925,0,0,0
0.0,1576978485415,0,0,0
0.0,1576978485865,0,0,0
0.0,1576978486355,0,0,0
0.0,1576978486805,0,0,0
0.0,1576978487295,0,0,0
0.0,1576978487745,0,0,0
0.0,1576978488235,0,0,0
0.0,1576978488675,0,0,0
0.0,1576978489165,0,0,0
0.0,1576978489615,0,0,0
0.0,1576978490105,0,0,0
0.0,1576978490555,0,0,0
