DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
13.0,1569306196232.0,2,0,0
13.100000000000001,1569306196691.0,2,0,0
31.6,1569306197145.0,2,0,0
33.300000000000004,1569306197609.0,2,0,0
38.900000000000006,1569306198074.0,2,0,0
48.800000000000004,1569306198535.0,2,0,0
63.6,1569306198994.0,2,0,0
90.80000000000001,1569306199449.0,2,0,0
77.30000000000001,1569306199909.0,2,0,0
42.800000000000004,1569306200379.0,2,0,0
21.3,1569306200844.0,1,0,0
6.6000000000000005,1569306201299.0,1,0,0
-7.2,1569306201764.0,1,0,0
-15.5,1569306202219.0,1,0,0
-16.8,1569306202674.0,1,0,0
-17.7,1569306203137.0,1,0,0
-18.5,1569306203604.0,1,0,0
-19.8,1569306204064.0,1,0,0
-19.700000000000003,1569306204529.0,1,0,0
-18.0,1569306204990.0,2,0,0
-16.1,1569306205459.0,2,0,0
2.7,1569306205924.0,2,0,0
37.7,1569306206389.0,2,0,0
141.6,1569306206854.0,2,0,0
237.10000000000002,1569306207319.0,2,0,0
309.1,1569306207784.0,2,0,0
379.20000000000005,1569306208244.0,2,0,0
390.90000000000003,1569306208704.0,2,0,0
333.5,1569306209164.0,2,0,0
247.3,1569306209629.0,2,0,0
197.10000000000002,1569306210095.0,2,0,0
123.30000000000001,1569306210563.0,2,0,0
69.5,1569306211009.0,2,0,0
55.900000000000006,1569306211469.0,1,0,0
0.7000000000000001,1569306211929.0,1,0,0
-28.3,1569306212389.0,1,0,0
-41.5,1569306212848.0,1,0,0
-41.5,1569306213308.0,1,0,0
-29.3,1569306213775.0,1,0,0
-8.1,1569306214228.0,1,0,0
3.2,1569306214690.0,1,0,0
9.1,1569306215149.0,2,0,0
25.1,1569306215614.0,2,0,0
53.0,1569306216069.0,2,0,0
102.5,1569306216528.0,2,0,0
198.5,1569306217003.0,2,0,0
263.2,1569306217463.0,2,0,0
315.3,1569306217924.0,2,0,0
337.6,1569306218384.0,2,0,0
330.3,1569306218844.0,2,0,0
307.20000000000005,1569306219309.0,2,0,0
200.0,1569306219768.0,2,0,0
146.8,1569306220224.0,2,0,0
107.80000000000001,1569306220684.0,3,0,0
8.8,1569306221164.0,3,0,0
-35.5,1569306221614.0,3,0,0
-28.200000000000003,1569306222073.0,3,0,0
-61.5,1569306222528.0,3,0,0
-147.4,1569306222988.0,3,0,0
-213.70000000000002,1569306223468.0,3,0,0
-310.40000000000003,1569306223928.0,3,0,0
-415.3,1569306224393.0,3,0,0
-475.40000000000003,1569306224848.0,3,0,0
-480.40000000000003,1569306225314.0,3,0,0
-461.8,1569306225778.0,3,0,0
-400.0,1569306226243.0,3,0,0
-287.2,1569306226703.0,3,0,0
-180.8,1569306227168.0,3,0,0
-70.60000000000001,1569306227633.0,2,0,0
61.900000000000006,1569306228098.0,2,0,0
151.5,1569306228575.0,2,0,0
221.9,1569306229018.0,2,0,0
314.0,1569306229483.0,2,0,0
392.6,1569306229943.0,2,0,0
465.5,1569306230429.0,2,0,0
493.1,1569306230873.0,2,0,0
488.90000000000003,1569306231333.0,2,0,0
460.6,1569306231793.0,2,0,0
406.40000000000003,1569306232253.0,2,0,0
350.5,1569306232714.0,2,0,0
320.20000000000005,1569306233173.0,2,0,0
264.90000000000003,1569306233633.0,2,0,0
136.70000000000002,1569306234098.0,3,0,0
10.0,1569306234553.0,3,0,0
-109.5,1569306235013.0,3,0,0
-230.70000000000002,1569306235473.0,3,0,0
-329.90000000000003,1569306235964.0,3,0,0
-432.3,1569306236397.0,3,0,0
-480.5,1569306236858.0,3,0,0
-480.90000000000003,1569306237322.0,3,0,0
-427.0,1569306237783.0,3,0,0
-361.3,1569306238253.0,3,0,0
-290.90000000000003,1569306238713.0,3,0,0
-227.10000000000002,1569306239173.0,3,0,0
-198.9,1569306239632.0,3,0,0
-131.1,1569306240089.0,3,0,0
-52.6,1569306240553.0,1,0,0
-20.700000000000003,1569306241013.0,1,0,0
-18.900000000000002,1569306241474.0,1,0,0
