DT_lateralAcc,Timestamp,Action,Bump,Traffic congestion
-0.01,1569306195919.0,2,0,0
0.0,1569306196377.0,2,0,0
-0.01,1569306196854.0,2,0,0
0.0,1569306197298.0,2,0,0
-0.03,1569306197758.0,2,0,0
0.0,1569306198229.0,2,0,0
0.0,1569306198687.0,2,0,0
0.02,1569306199148.0,2,0,0
0.03,1569306199597.0,2,0,0
-0.02,1569306200057.0,2,0,0
-0.02,1569306200528.0,2,0,0
0.0,1569306200989.0,1,0,0
-0.02,1569306201447.0,1,0,0
-0.03,1569306201907.0,1,0,0
-0.05,1569306202368.0,1,0,0
-0.03,1569306202828.0,1,0,0
-0.04,1569306203297.0,1,0,0
-0.03,1569306203758.0,1,0,0
-0.01,1569306204218.0,1,0,0
-0.03,1569306204678.0,1,0,0
0.01,1569306205138.0,2,0,0
-0.01,1569306205608.0,2,0,0
0.01,1569306206078.0,2,0,0
0.04,1569306206538.0,2,0,0
0.14,1569306207008.0,2,0,0
0.19,1569306207478.0,2,0,0
0.18,1569306207937.0,2,0,0
0.09,1569306208397.0,2,0,0
0.06,1569306208858.0,2,0,0
0.02,1569306209318.0,2,0,0
0.03,1569306209779.0,2,0,0
0.02,1569306210238.0,2,0,0
-0.07,1569306210698.0,2,0,0
-0.02,1569306211158.0,2,0,0
-0.02,1569306211634.0,1,0,0
-0.05,1569306212078.0,1,0,0
-0.03,1569306212538.0,1,0,0
-0.03,1569306212998.0,1,0,0
-0.06,1569306213458.0,1,0,0
0.0,1569306213918.0,1,0,0
-0.01,1569306214378.0,1,0,0
-0.02,1569306214845.0,2,0,0
-0.01,1569306215298.0,2,0,0
-0.02,1569306215768.0,2,0,0
0.01,1569306216218.0,2,0,0
0.0,1569306216678.0,2,0,0
0.06,1569306217148.0,2,0,0
0.05,1569306217608.0,2,0,0
0.05,1569306218067.0,2,0,0
0.12,1569306218528.0,2,0,0
0.1,1569306218997.0,2,0,0
-0.01,1569306219457.0,2,0,0
-0.02,1569306219918.0,2,0,0
-0.01,1569306220377.0,2,0,0
-0.01,1569306220837.0,3,0,0
-0.09,1569306221308.0,3,0,0
-0.03,1569306221768.0,3,0,0
-0.01,1569306222217.0,3,0,0
-0.07,1569306222678.0,3,0,0
-0.1,1569306223141.0,3,0,0
-0.12,1569306223618.0,3,0,0
-0.14,1569306224078.0,3,0,0
-0.12,1569306224537.0,3,0,0
-0.1,1569306224998.0,3,0,0
-0.09,1569306225467.0,3,0,0
-0.05,1569306225928.0,3,0,0
-0.01,1569306226389.0,3,0,0
0.0,1569306226858.0,3,0,0
0.0,1569306227328.0,2,0,0
0.01,1569306227788.0,2,0,0
0.01,1569306228248.0,2,0,0
0.03,1569306228708.0,2,0,0
0.04,1569306229168.0,2,0,0
0.03,1569306229638.0,2,0,0
0.05,1569306230098.0,2,0,0
0.04,1569306230558.0,2,0,0
0.01,1569306231018.0,2,0,0
0.02,1569306231488.0,2,0,0
-0.01,1569306231948.0,2,0,0
0.0,1569306232426.0,2,0,0
0.0,1569306232857.0,2,0,0
0.01,1569306233327.0,2,0,0
-0.05,1569306233788.0,2,0,0
-0.04,1569306234247.0,3,0,0
-0.07,1569306234708.0,3,0,0
-0.1,1569306235168.0,3,0,0
-0.1,1569306235628.0,3,0,0
-0.13,1569306236087.0,3,0,0
-0.12,1569306236548.0,3,0,0
-0.08,1569306237035.0,3,0,0
-0.08,1569306237468.0,3,0,0
-0.04,1569306237928.0,3,0,0
-0.04,1569306238398.0,3,0,0
-0.02,1569306238858.0,3,0,0
-0.07,1569306239328.0,3,0,0
