DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.064,1569306195938.0,2,0,0
0.09,1569306196402.0,2,0,0
0.088,1569306196857.0,2,0,0
0.06,1569306197318.0,2,0,0
0.036000000000000004,1569306197788.0,2,0,0
0.038,1569306198248.0,2,0,0
0.054,1569306198708.0,2,0,0
0.088,1569306199170.0,2,0,0
0.062,1569306199627.0,2,0,0
0.034,1569306200087.0,2,0,0
0.07,1569306200558.0,2,0,0
0.092,1569306201017.0,1,0,0
0.08,1569306201467.0,1,0,0
0.122,1569306201938.0,1,0,0
0.092,1569306202387.0,1,0,0
0.064,1569306202848.0,1,0,0
0.088,1569306203318.0,1,0,0
0.10200000000000001,1569306203778.0,1,0,0
0.136,1569306204263.0,1,0,0
0.084,1569306204698.0,1,0,0
-0.054,1569306205158.0,2,0,0
-0.02,1569306205638.0,2,0,0
-0.154,1569306206098.0,2,0,0
-0.024,1569306206568.0,2,0,0
0.018000000000000002,1569306207028.0,2,0,0
-0.132,1569306207498.0,2,0,0
-0.428,1569306207957.0,2,0,0
-0.794,1569306208454.0,2,0,0
-1.108,1569306208878.0,2,0,0
-1.1400000000000001,1569306209338.0,2,0,0
-0.802,1569306209808.0,2,0,0
-0.522,1569306210268.0,2,0,0
-0.334,1569306210718.0,2,0,0
-0.07200000000000001,1569306211178.0,2,0,0
0.212,1569306211639.0,1,0,0
0.188,1569306212097.0,1,0,0
0.064,1569306212558.0,1,0,0
0.134,1569306213018.0,1,0,0
0.672,1569306213487.0,1,0,0
0.928,1569306213947.0,1,0,0
1.014,1569306214412.0,1,0,0
0.978,1569306214857.0,2,0,0
0.642,1569306215328.0,2,0,0
0.352,1569306215788.0,2,0,0
-0.322,1569306216248.0,2,0,0
-0.55,1569306216698.0,2,0,0
-0.382,1569306217178.0,2,0,0
-0.5760000000000001,1569306217637.0,2,0,0
-0.918,1569306218098.0,2,0,0
-1.004,1569306218558.0,2,0,0
-1.052,1569306219036.0,2,0,0
-1.06,1569306219477.0,2,0,0
-0.8,1569306219938.0,2,0,0
-0.554,1569306220397.0,2,0,0
-0.432,1569306220857.0,3,0,0
-0.382,1569306221328.0,3,0,0
-0.308,1569306221788.0,3,0,0
-0.25,1569306222247.0,3,0,0
-0.25,1569306222698.0,3,0,0
-0.306,1569306223178.0,3,0,0
-0.358,1569306223638.0,3,0,0
-0.56,1569306224098.0,3,0,0
-0.914,1569306224557.0,3,0,0
-1.31,1569306225018.0,3,0,0
-1.286,1569306225487.0,3,0,0
-1.064,1569306225948.0,3,0,0
-0.76,1569306226468.0,3,0,0
-0.388,1569306226878.0,3,0,0
-0.10200000000000001,1569306227348.0,2,0,0
0.164,1569306227808.0,2,0,0
0.154,1569306228268.0,2,0,0
0.178,1569306228728.0,2,0,0
0.226,1569306229188.0,2,0,0
0.164,1569306229658.0,2,0,0
-0.06,1569306230118.0,2,0,0
-0.398,1569306230578.0,2,0,0
-0.596,1569306231048.0,2,0,0
-0.55,1569306231508.0,2,0,0
-0.432,1569306231968.0,2,0,0
-0.292,1569306232427.0,2,0,0
-0.156,1569306232887.0,2,0,0
-0.05,1569306233348.0,2,0,0
0.044,1569306233808.0,2,0,0
0.1,1569306234268.0,3,0,0
0.08,1569306234728.0,3,0,0
0.04,1569306235188.0,3,0,0
-0.094,1569306235648.0,3,0,0
-0.32,1569306236108.0,3,0,0
-0.616,1569306236567.0,3,0,0
-0.776,1569306237037.0,3,0,0
