DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
11.0,1569306195878.0,2,0,0
11.0,1569306196347.0,2,0,0
11.0,1569306196853.0,2,0,0
11.0,1569306197267.0,2,0,0
11.0,1569306197728.0,2,0,0
11.0,1569306198188.0,2,0,0
11.0,1569306198658.0,2,0,0
11.0,1569306199118.0,2,0,0
11.0,1569306199567.0,2,0,0
11.0,1569306200034.0,2,0,0
11.0,1569306200498.0,2,0,0
11.0,1569306200958.0,1,0,0
11.0,1569306201417.0,1,0,0
11.0,1569306201877.0,1,0,0
11.0,1569306202337.0,1,0,0
11.0,1569306202798.0,1,0,0
11.0,1569306203267.0,1,0,0
11.0,1569306203728.0,1,0,0
11.0,1569306204188.0,1,0,0
11.0,1569306204648.0,1,0,0
11.0,1569306205108.0,2,0,0
11.0,1569306205580.0,2,0,0
10.0,1569306206048.0,2,0,0
10.0,1569306206508.0,2,0,0
10.0,1569306206968.0,2,0,0
10.0,1569306207438.0,2,0,0
10.0,1569306207897.0,2,0,0
10.0,1569306208367.0,2,0,0
10.0,1569306208818.0,2,0,0
9.0,1569306209288.0,2,0,0
9.0,1569306209748.0,2,0,0
9.0,1569306210208.0,2,0,0
9.0,1569306210667.0,2,0,0
9.0,1569306211128.0,2,0,0
9.0,1569306211630.0,1,0,0
9.0,1569306212048.0,1,0,0
9.0,1569306212509.0,1,0,0
10.0,1569306212968.0,1,0,0
10.0,1569306213427.0,1,0,0
11.0,1569306213888.0,1,0,0
12.0,1569306214348.0,1,0,0
13.0,1569306214844.0,2,0,0
13.0,1569306215268.0,2,0,0
13.0,1569306215728.0,2,0,0
12.0,1569306216188.0,2,0,0
12.0,1569306216648.0,2,0,0
11.0,1569306217118.0,2,0,0
11.0,1569306217578.0,2,0,0
11.0,1569306218037.0,2,0,0
10.0,1569306218497.0,2,0,0
10.0,1569306218957.0,2,0,0
9.0,1569306219427.0,2,0,0
9.0,1569306219888.0,2,0,0
9.0,1569306220348.0,2,0,0
9.0,1569306220807.0,3,0,0
8.0,1569306221267.0,3,0,0
8.0,1569306221728.0,3,0,0
8.0,1569306222214.0,3,0,0
8.0,1569306222647.0,3,0,0
7.0,1569306223107.0,3,0,0
7.0,1569306223588.0,3,0,0
7.0,1569306224048.0,3,0,0
7.0,1569306224507.0,3,0,0
7.0,1569306224968.0,3,0,0
7.0,1569306225438.0,3,0,0
6.0,1569306225898.0,3,0,0
6.0,1569306226358.0,3,0,0
5.0,1569306226818.0,3,0,0
5.0,1569306227288.0,2,0,0
5.0,1569306227748.0,2,0,0
5.0,1569306228218.0,2,0,0
6.0,1569306228678.0,2,0,0
6.0,1569306229138.0,2,0,0
6.0,1569306229610.0,2,0,0
6.0,1569306230058.0,2,0,0
6.0,1569306230528.0,2,0,0
6.0,1569306230988.0,2,0,0
6.0,1569306231448.0,2,0,0
6.0,1569306231908.0,2,0,0
5.0,1569306232377.0,2,0,0
5.0,1569306232828.0,2,0,0
6.0,1569306233298.0,2,0,0
6.0,1569306233758.0,2,0,0
6.0,1569306234218.0,3,0,0
6.0,1569306234668.0,3,0,0
6.0,1569306235127.0,3,0,0
6.0,1569306235588.0,3,0,0
6.0,1569306236048.0,3,0,0
6.0,1569306236518.0,3,0,0
6.0,1569306236978.0,3,0,0
6.0,1569306237438.0,3,0,0
6.0,1569306237898.0,3,0,0
7.0,1569306238368.0,3,0,0
7.0,1569306238828.0,3,0,0
7.0,1569306239288.0,3,0,0
8.0,1569306239748.0,3,0,0
8.0,1569306240225.0,3,0,0
8.0,1569306240668.0,1,0,0
8.0,1569306241138.0,1,0,0
8.0,1569306241588.0,1,0,0
9.0,1569306242047.0,1,0,0
9.0,1569306242508.0,1,0,0
10.0,1569306242968.0,1,0,0
10.0,1569306243438.0,1,0,0
10.0,1569306243898.0,1,0,0
11.0,1569306244358.0,1,0,0
10.0,1569306244818.0,1,0,0
9.0,1569306245278.0,1,0,0
7.0,1569306245748.0,1,0,0
7.0,1569306246208.0,1,0,0
6.0,1569306246668.0,1,0,0
6.0,1569306247128.0,1,0,0
6.0,1569306247597.0,1,0,0
