DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
0.062,1569306195958.0,2,0,0
0.0,1569306196418.0,2,0,0
0.031,1569306196877.0,2,0,0
0.0,1569306197338.0,2,0,0
0.0,1569306197808.0,2,0,0
0.062,1569306198268.0,2,0,0
0.093,1569306198727.0,2,0,0
0.031,1569306199188.0,2,0,0
0.0,1569306199647.0,2,0,0
0.062,1569306200108.0,2,0,0
0.093,1569306200578.0,2,0,0
0.031,1569306201037.0,1,0,0
0.062,1569306201497.0,1,0,0
0.062,1569306201957.0,1,0,0
0.0,1569306202409.0,1,0,0
0.031,1569306202868.0,1,0,0
0.0,1569306203338.0,1,0,0
0.093,1569306203798.0,1,0,0
0.031,1569306204265.0,1,0,0
-0.032,1569306204718.0,1,0,0
0.031,1569306205188.0,2,0,0
-0.719,1569306205658.0,2,0,0
0.062,1569306206118.0,2,0,0
0.0,1569306206588.0,2,0,0
-0.063,1569306207049.0,2,0,0
-0.313,1569306207518.0,2,0,0
-0.5,1569306207978.0,2,0,0
-0.594,1569306208455.0,2,0,0
-0.6880000000000001,1569306208898.0,2,0,0
-0.375,1569306209358.0,2,0,0
-0.188,1569306209828.0,2,0,0
-0.125,1569306210288.0,2,0,0
0.0,1569306210748.0,2,0,0
0.218,1569306211197.0,2,0,0
0.156,1569306211658.0,1,0,0
-0.032,1569306212118.0,1,0,0
0.0,1569306212588.0,1,0,0
0.468,1569306213048.0,1,0,0
0.531,1569306213508.0,1,0,0
0.562,1569306213967.0,1,0,0
0.5,1569306214427.0,1,0,0
0.218,1569306214887.0,2,0,0
0.187,1569306215348.0,2,0,0
-0.34400000000000003,1569306215808.0,2,0,0
-0.40700000000000003,1569306216268.0,2,0,0
0.125,1569306216728.0,2,0,0
-0.219,1569306217198.0,2,0,0
-0.438,1569306217657.0,2,0,0
-0.375,1569306218118.0,2,0,0
-0.594,1569306218578.0,2,0,0
-0.625,1569306219047.0,2,0,0
-0.34400000000000003,1569306219497.0,2,0,0
-0.188,1569306219957.0,2,0,0
-0.188,1569306220417.0,2,0,0
-0.157,1569306220877.0,3,0,0
-0.188,1569306221348.0,3,0,0
-0.094,1569306221807.0,3,0,0
-0.063,1569306222268.0,3,0,0
-0.157,1569306222728.0,3,0,0
-0.25,1569306223198.0,3,0,0
-0.28200000000000003,1569306223668.0,3,0,0
-0.46900000000000003,1569306224128.0,3,0,0
-0.719,1569306224578.0,3,0,0
-0.719,1569306225047.0,3,0,0
-0.594,1569306225508.0,3,0,0
-0.375,1569306225977.0,3,0,0
-0.157,1569306226469.0,3,0,0
0.093,1569306226898.0,3,0,0
0.156,1569306227368.0,2,0,0
0.0,1569306227828.0,2,0,0
0.125,1569306228298.0,2,0,0
0.156,1569306228748.0,2,0,0
0.156,1569306229208.0,2,0,0
-0.032,1569306229678.0,2,0,0
-0.219,1569306230138.0,2,0,0
-0.34400000000000003,1569306230598.0,2,0,0
-0.25,1569306231068.0,2,0,0
-0.188,1569306231528.0,2,0,0
-0.125,1569306231988.0,2,0,0
-0.032,1569306232448.0,2,0,0
0.0,1569306232908.0,2,0,0
0.031,1569306233368.0,2,0,0
0.093,1569306233853.0,2,0,0
0.031,1569306234288.0,3,0,0
0.0,1569306234748.0,3,0,0
-0.032,1569306235208.0,3,0,0
-0.188,1569306235668.0,3,0,0
-0.375,1569306236128.0,3,0,0
-0.438,1569306236587.0,3,0,0
-0.28200000000000003,1569306237058.0,3,0,0
-0.125,1569306237518.0,3,0,0
0.156,1569306237978.0,3,0,0
0.156,1569306238448.0,3,0,0
0.218,1569306238908.0,3,0,0
0.156,1569306239368.0,3,0,0
0.25,1569306239818.0,3,0,0
0.187,1569306240278.0,3,0,0
0.218,1569306240748.0,1,0,0
0.156,1569306241208.0,1,0,0
0.218,1569306241668.0,1,0,0
0.281,1569306242128.0,1,0,0
0.25,1569306242587.0,1,0,0
0.406,1569306243050.0,1,0,0
0.25,1569306243518.0,1,0,0
0.25,1569306243978.0,1,0,0
0.062,1569306244448.0,1,0,0
-0.625,1569306244888.0,1,0,0
-1.094,1569306245364.0,1,0,0
-0.5630000000000001,1569306245818.0,1,0,0
-0.094,1569306246288.0,1,0,0
0.0,1569306246738.0,1,0,0
0.156,1569306247208.0,1,0,0
0.062,1569306247668.0,1,0,0
0.0,1569306248128.0,1,0,0
0.0,1569306248598.0,6,0,0
0.125,1569306249058.0,6,0,0
0.093,1569306249528.0,6,0,0
0.093,1569306249988.0,6,0,0
0.25,1569306250448.0,6,0,0
0.25,1569306250908.0,6,0,0
0.281,1569306251368.0,6,0,0
0.031,1569306251844.0,6,0,0
-0.34400000000000003,1569306252298.0,6,0,0
-0.8130000000000001,1569306252758.0,6,0,0
-0.75,1569306253217.0,6,0,0
-0.438,1569306253678.0,6,0,0
-0.313,1569306254138.0,6,0,0
-0.157,1569306254598.0,6,0,0
-0.032,1569306255058.0,6,0,0
-0.032,1569306255528.0,6,0,0
-0.063,1569306255988.0,6,0,0
-0.125,1569306256449.0,6,0,0
0.156,1569306256908.0,6,0,0
0.062,1569306257368.0,6,0,0
0.062,1569306257828.0,6,0,0
0.062,1569306258288.0,6,0,0
0.062,1569306258748.0,6,0,0
0.218,1569306259208.0,6,0,0
0.406,1569306259668.0,6,0,0
0.187,1569306260118.0,6,0,0
0.468,1569306260577.0,6,0,0
0.343,1569306261048.0,1,0,0
0.343,1569306261508.0,1,0,0
0.281,1569306261969.0,1,0,0
0.312,1569306262462.0,1,0,0
0.0,1569306262888.0,1,0,0
0.5,1569306263368.0,6,0,0
0.687,1569306263818.0,6,0,0
0.625,1569306264288.0,6,0,0
0.718,1569306264748.0,6,0,0
0.781,1569306265208.0,6,0,0
1.031,1569306265668.0,6,0,0
1.062,1569306266128.0,6,0,0
0.906,1569306266588.0,6,0,0
0.906,1569306267048.0,6,0,0
1.156,1569306267517.0,6,0,0
1.218,1569306267968.0,6,0,0
1.156,1569306268429.0,6,0,0
1.156,1569306268889.0,6,0,0
0.906,1569306269348.0,6,0,0
0.812,1569306269829.0,6,0,0
0.781,1569306270269.0,6,0,0
0.656,1569306270728.0,6,0,0
0.593,1569306271188.0,6,0,0
0.468,1569306271648.0,6,0,0
0.281,1569306272118.0,6,0,0
0.25,1569306272578.0,6,0,0
0.375,1569306273056.0,6,0,0
0.5,1569306273498.0,6,0,0
0.75,1569306273962.0,6,0,0
0.812,1569306274429.0,6,0,0
1.093,1569306274868.0,6,0,0
1.0,1569306275329.0,6,0,0
1.0,1569306275798.0,6,0,0
1.187,1569306276258.0,6,0,0
1.218,1569306276718.0,6,0,0
1.4060000000000001,1569306277178.0,6,0,0
1.375,1569306277638.0,6,0,0
0.718,1569306278098.0,6,0,0
0.906,1569306278558.0,6,0,0
1.5310000000000001,1569306279028.0,6,0,0
