acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.318,1577087866011,1,0,0
0.356,1577087866501,1,0,0
0.34400000000000003,1577087866951,1,0,0
0.192,1577087867441,1,0,0
-0.156,1577087867891,1,0,0
-0.307,1577087868381,1,0,0
-0.737,1577087868834,1,0,0
-0.55,1577087869331,1,0,0
-0.157,1577087869781,1,0,0
0.201,1577087870270,1,0,0
0.059000000000000004,1577087870720,1,0,0
-0.445,1577087871210,1,0,0
-0.635,1577087871661,1,0,0
-0.513,1577087872150,1,0,0
-0.353,1577087872600,3,0,0
-0.298,1577087873090,3,0,0
-0.225,1577087873540,3,0,0
-0.135,1577087874030,3,0,0
-0.051000000000000004,1577087874481,3,0,0
0.122,1577087874970,3,0,0
0.321,1577087875420,3,0,0
0.45,1577087875910,3,0,0
0.559,1577087876361,3,0,0
0.598,1577087876860,3,0,0
0.275,1577087877310,3,0,0
0.034,1577087877800,3,0,0
-0.09,1577087878250,3,0,0
-0.124,1577087878741,3,0,0
-0.08600000000000001,1577087879190,3,0,0
0.068,1577087879690,3,0,0
0.09,1577087880150,3,0,0
0.076,1577087880640,3,0,0
0.163,1577087881090,3,0,0
0.187,1577087881581,3,0,0
0.139,1577087882030,3,0,0
0.111,1577087882520,3,0,0
0.10400000000000001,1577087882970,3,0,0
0.151,1577087883460,3,0,0
0.122,1577087883910,3,0,0
0.08700000000000001,1577087884400,3,0,0
0.089,1577087884850,3,0,0
0.013000000000000001,1577087885340,3,0,0
-0.028,1577087885791,3,0,0
-0.006,1577087886291,3,0,0
-0.041,1577087886741,3,0,0
-0.019,1577087887231,3,0,0
-0.126,1577087887681,3,0,0
-0.20400000000000001,1577087888170,3,0,0
-0.14100000000000001,1577087888620,3,0,0
-0.085,1577087889110,3,0,0
-0.011,1577087889560,3,0,0
-0.012,1577087890050,5,0,0
-0.021,1577087890500,5,0,0
-0.039,1577087890990,5,0,0
-0.084,1577087891440,5,0,0
-0.081,1577087891930,5,0,0
-0.138,1577087892381,5,0,0
-0.014,1577087892870,5,0,0
0.059000000000000004,1577087893320,5,0,0
0.181,1577087893810,5,0,0
0.295,1577087894260,5,0,0
0.29,1577087894750,5,0,0
0.10300000000000001,1577087895210,5,0,0
-0.111,1577087895700,5,0,0
-0.297,1577087896150,2,0,0
-0.335,1577087896650,2,0,0
-0.28600000000000003,1577087897100,2,0,0
-0.261,1577087897590,2,0,0
-0.16,1577087898040,2,0,0
-0.06,1577087898530,2,0,0
0.001,1577087898980,2,0,0
0.076,1577087899471,2,0,0
0.116,1577087899920,2,0,0
0.108,1577087900410,2,0,0
0.10200000000000001,1577087900860,2,0,0
0.11,1577087901351,2,0,0
0.242,1577087901800,2,0,0
0.246,1577087902290,2,0,0
0.305,1577087902740,2,0,0
0.395,1577087903231,2,0,0
0.4,1577087903680,2,0,0
0.33,1577087904171,2,0,0
0.328,1577087904620,2,0,0
0.23800000000000002,1577087905111,2,0,0
0.232,1577087905560,2,0,0
0.224,1577087906050,2,0,0
0.336,1577087906500,2,0,0
0.341,1577087906991,2,0,0
0.298,1577087907440,2,0,0
0.08600000000000001,1577087907931,2,0,0
-0.122,1577087908380,2,0,0
-0.31,1577087908880,2,0,0
-0.35100000000000003,1577087909330,2,0,0
-0.311,1577087909831,2,0,0
-0.281,1577087910290,2,0,0
-0.253,1577087910790,2,0,0
-0.20600000000000002,1577087911240,2,0,0
-0.367,1577087911730,2,0,0
-0.47700000000000004,1577087912180,2,0,0
-0.492,1577087912670,2,0,0
-0.384,1577087913120,2,0,0
-0.23800000000000002,1577087913610,2,0,0
-0.242,1577087914060,2,0,0
-0.219,1577087914550,2,0,0
-0.28500000000000003,1577087915000,2,0,0
-0.223,1577087915490,2,0,0
-0.131,1577087915940,2,0,0
0.052000000000000005,1577087916430,2,0,0
0.181,1577087916880,2,0,0
0.377,1577087917370,2,0,0
0.542,1577087917820,2,0,0
0.681,1577087918310,2,0,0
0.486,1577087918760,2,0,0
0.335,1577087919249,2,0,0
0.165,1577087919699,2,0,0
0.148,1577087920189,2,0,0
0.20600000000000002,1577087920630,2,0,0
0.353,1577087921129,2,0,0
0.17400000000000002,1577087921579,2,0,0
0.274,1577087922069,2,0,0
0.34700000000000003,1577087922519,1,0,0
0.354,1577087923010,1,0,0
