DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
-0.032,1569294764443.0,0,0,0
-0.032,1569294764903.0,0,0,0
-0.032,1569294765362.0,0,0,0
-0.032,1569294765823.0,0,0,0
-0.032,1569294766282.0,0,0,0
-0.032,1569294766742.0,0,0,0
-0.063,1569294767203.0,0,0,0
0.0,1569294767663.0,0,0,0
-0.063,1569294768132.0,0,0,0
0.0,1569294768593.0,0,0,0
0.125,1569294769053.0,0,0,0
0.5,1569294769528.0,3,0,0
0.468,1569294769973.0,3,0,0
0.375,1569294770433.0,3,0,0
0.093,1569294770903.0,3,0,0
-0.032,1569294771363.0,3,0,0
-0.094,1569294771823.0,3,0,0
-0.125,1569294772293.0,3,0,0
-0.438,1569294772753.0,3,0,0
-0.25,1569294773213.0,3,0,0
-0.032,1569294773674.0,3,0,0
-0.094,1569294774133.0,3,0,0
-0.032,1569294774593.0,3,0,0
0.156,1569294775063.0,3,0,0
0.281,1569294775531.0,3,0,0
0.281,1569294775983.0,2,0,0
0.437,1569294776454.0,2,0,0
0.375,1569294776913.0,2,0,0
0.25,1569294777373.0,2,0,0
0.281,1569294777833.0,2,0,0
0.25,1569294778302.0,2,0,0
0.156,1569294778763.0,2,0,0
0.281,1569294779223.0,2,0,0
0.281,1569294779683.0,2,0,0
0.156,1569294780153.0,2,0,0
0.125,1569294780618.0,2,0,0
0.031,1569294781063.0,2,0,0
0.093,1569294781532.0,2,0,0
0.343,1569294781993.0,2,0,0
0.375,1569294782453.0,2,0,0
0.343,1569294782903.0,2,0,0
0.312,1569294783363.0,2,0,0
0.312,1569294783823.0,2,0,0
0.218,1569294784283.0,2,0,0
0.218,1569294784755.0,2,0,0
0.187,1569294785212.0,2,0,0
0.125,1569294785673.0,-1,0,0
0.156,1569294786133.0,-1,0,0
0.156,1569294786592.0,-1,0,0
0.156,1569294787053.0,-1,0,0
0.187,1569294787515.0,-1,0,0
0.187,1569294788022.0,-1,0,0
0.125,1569294788453.0,-1,0,0
0.0,1569294788913.0,-1,0,0
0.031,1569294789362.0,-1,0,0
0.031,1569294789823.0,-1,0,0
-0.782,1569294790282.0,-1,0,0
-0.375,1569294790753.0,2,0,0
-0.188,1569294791217.0,2,0,0
0.062,1569294791673.0,2,0,0
-0.219,1569294792133.0,2,0,0
-0.25,1569294792593.0,2,0,0
-0.438,1569294793053.0,2,0,0
-0.34400000000000003,1569294793512.0,2,0,0
-0.34400000000000003,1569294793972.0,2,0,0
-0.28200000000000003,1569294794443.0,2,0,0
0.0,1569294794912.0,2,0,0
-0.40700000000000003,1569294795363.0,2,0,0
-0.46900000000000003,1569294795833.0,2,0,0
-1.032,1569294796293.0,2,0,0
-0.40700000000000003,1569294796753.0,2,0,0
-1.094,1569294797233.0,2,0,0
-0.125,1569294797692.0,2,0,0
0.031,1569294798142.0,2,0,0
0.125,1569294798603.0,2,0,0
0.406,1569294799063.0,2,0,0
-0.657,1569294799528.0,2,0,0
-0.532,1569294799983.0,2,0,0
0.0,1569294800443.0,2,0,0
0.0,1569294800903.0,0,0,0
0.0,1569294801362.0,0,0,0
0.0,1569294801823.0,0,0,0
0.0,1569294802283.0,0,0,0
0.0,1569294802743.0,0,0,0
0.0,1569294803202.0,0,0,0
0.0,1569294803663.0,0,0,0
0.0,1569294804126.0,0,0,0
0.0,1569294804583.0,0,0,0
0.0,1569294805043.0,0,0,0
0.0,1569294805493.0,0,0,0
0.0,1569294805962.0,0,0,0
0.0,1569294806423.0,0,0,0
0.0,1569294806883.0,0,0,0
0.0,1569294807353.0,0,0,0
0.0,1569294807812.0,0,0,0
0.0,1569294808262.0,0,0,0
0.0,1569294808722.0,0,0,0
0.0,1569294809213.0,0,0,0
0.0,1569294809643.0,0,0,0
0.0,1569294810113.0,0,0,0
0.062,1569294810572.0,0,0,0
0.25,1569294811033.0,0,0,0
0.562,1569294811492.0,-1,0,0
0.531,1569294811952.0,-1,0,0
0.437,1569294812413.0,-1,0,0
0.437,1569294812873.0,-1,0,0
0.125,1569294813343.0,-1,0,0
0.468,1569294813802.0,-1,0,0
0.312,1569294814264.0,-1,0,0
0.312,1569294814724.0,-1,0,0
0.375,1569294815184.0,-1,0,0
0.25,1569294815644.0,-1,0,0
0.281,1569294816103.0,-1,0,0
0.25,1569294816564.0,-1,0,0
0.125,1569294817033.0,-1,0,0
0.281,1569294817953.0,3,0,0
0.531,1569294818423.0,3,0,0
0.468,1569294818873.0,3,0,0
0.5,1569294819334.0,3,0,0
0.468,1569294819793.0,3,0,0
0.312,1569294820253.0,3,0,0
0.281,1569294820713.0,3,0,0
0.312,1569294821174.0,3,0,0
0.375,1569294821643.0,3,0,0
0.218,1569294822103.0,3,0,0
0.218,1569294822564.0,3,0,0
0.312,1569294823024.0,3,0,0
0.437,1569294823483.0,3,0,0
0.312,1569294823944.0,3,0,0
0.312,1569294824404.0,3,0,0
0.406,1569294824863.0,3,0,0
0.406,1569294825334.0,3,0,0
0.312,1569294825793.0,3,0,0
0.406,1569294826254.0,3,0,0
0.218,1569294826714.0,3,0,0
0.593,1569294827173.0,1,0,0
0.312,1569294827635.0,1,0,0
0.312,1569294828094.0,1,0,0
0.25,1569294828553.0,1,0,0
0.25,1569294829013.0,1,0,0
0.25,1569294829473.0,1,0,0
0.218,1569294829934.0,1,0,0
0.218,1569294830394.0,1,0,0
0.156,1569294830854.0,1,0,0
0.187,1569294831314.0,1,0,0
0.187,1569294831774.0,1,0,0
0.187,1569294832234.0,1,0,0
0.187,1569294832694.0,1,0,0
0.25,1569294833164.0,1,0,0
0.218,1569294833624.0,1,0,0
0.187,1569294834083.0,1,0,0
0.187,1569294834559.0,1,0,0
0.156,1569294835014.0,1,0,0
0.187,1569294835473.0,1,0,0
0.187,1569294835934.0,1,0,0
0.187,1569294836394.0,1,0,0
0.156,1569294836854.0,1,0,0
0.187,1569294837324.0,1,0,0
0.0,1569294837783.0,1,0,0
-0.157,1569294838243.0,1,0,0
-0.188,1569294838704.0,1,0,0
-0.219,1569294839164.0,1,0,0
-0.188,1569294839624.0,1,0,0
-0.157,1569294840083.0,1,0,0
-0.157,1569294840544.0,1,0,0
-0.157,1569294841004.0,1,0,0
-0.219,1569294841473.0,1,0,0
-0.094,1569294841934.0,1,0,0
-0.125,1569294842394.0,1,0,0
-0.094,1569294842854.0,1,0,0
-0.094,1569294843314.0,1,0,0
0.218,1569294843774.0,1,0,0
0.5,1569294844243.0,1,0,0
0.5,1569294844704.0,1,0,0
0.468,1569294845173.0,1,0,0
0.437,1569294845634.0,1,0,0
0.25,1569294846094.0,1,0,0
0.0,1569294846554.0,1,0,0
0.031,1569294847014.0,1,0,0
0.093,1569294847474.0,1,0,0
0.093,1569294847934.0,1,0,0
0.093,1569294848393.0,1,0,0
0.031,1569294848864.0,8,0,0
-0.063,1569294849314.0,8,0,0
-0.094,1569294849774.0,8,0,0
-0.188,1569294850233.0,8,0,0
-0.28200000000000003,1569294850693.0,8,0,0
-0.34400000000000003,1569294851153.0,8,0,0
-0.5,1569294851614.0,8,0,0
-1.094,1569294852074.0,8,0,0
-0.532,1569294852541.0,8,0,0
0.0,1569294852994.0,8,0,0
0.0,1569294853454.0,8,0,0
0.0,1569294853914.0,8,0,0
0.031,1569294854374.0,8,0,0
0.718,1569294854833.0,8,0,0
0.187,1569294855304.0,8,0,0
0.0,1569294855764.0,8,0,0
0.0,1569294856214.0,8,0,0
-0.094,1569294856684.0,8,0,0
-0.032,1569294857143.0,8,0,0
-0.063,1569294857614.0,8,0,0
0.0,1569294858074.0,8,0,0
1.0,1569294858544.0,8,0,0
0.312,1569294859003.0,8,0,0
0.281,1569294859464.0,8,0,0
0.031,1569294859924.0,8,0,0
0.0,1569294860384.0,8,0,0
-0.063,1569294860844.0,8,0,0
-0.063,1569294861314.0,8,0,0
-0.032,1569294861774.0,8,0,0
0.031,1569294862234.0,8,0,0
0.0,1569294862694.0,8,0,0
0.0,1569294863172.0,8,0,0
0.0,1569294863614.0,8,0,0
0.0,1569294864084.0,8,0,0
-0.032,1569294864543.0,8,0,0
0.0,1569294865004.0,8,0,0
0.0,1569294865473.0,8,0,0
0.062,1569294865924.0,8,0,0
0.0,1569294866383.0,8,0,0
0.0,1569294866844.0,8,0,0
0.0,1569294867304.0,8,0,0
0.031,1569294867764.0,8,0,0
0.0,1569294868224.0,8,0,0
0.062,1569294868683.0,8,0,0
0.031,1569294869143.0,8,0,0
0.062,1569294869603.0,8,0,0
0.031,1569294870064.0,8,0,0
0.031,1569294870554.0,8,0,0
0.031,1569294870974.0,8,0,0
0.0,1569294871434.0,8,0,0
0.0,1569294871894.0,8,0,0
0.0,1569294872354.0,8,0,0
-0.063,1569294872814.0,8,0,0
-0.157,1569294873274.0,8,0,0
-0.188,1569294873734.0,8,0,0
-0.125,1569294874194.0,8,0,0
0.093,1569294874663.0,8,0,0
0.125,1569294875124.0,8,0,0
0.156,1569294875584.0,8,0,0
0.187,1569294876044.0,8,0,0
0.156,1569294876504.0,8,0,0
0.406,1569294876954.0,8,0,0
0.281,1569294877423.0,8,0,0
0.218,1569294877894.0,8,0,0
0.187,1569294878344.0,8,0,0
0.187,1569294878815.0,8,0,0
0.156,1569294879274.0,8,0,0
0.187,1569294879734.0,8,0,0
0.125,1569294880194.0,8,0,0
0.187,1569294880654.0,8,0,0
0.25,1569294881123.0,3,0,0
0.218,1569294881584.0,3,0,0
0.25,1569294882044.0,3,0,0
0.343,1569294882504.0,3,0,0
0.312,1569294882974.0,3,0,0
-0.094,1569294883434.0,3,0,0
-0.157,1569294883894.0,3,0,0
-0.25,1569294884353.0,3,0,0
0.0,1569294884814.0,3,0,0
0.156,1569294885283.0,3,0,0
0.125,1569294885743.0,3,0,0
0.125,1569294886203.0,3,0,0
0.093,1569294886664.0,3,0,0
0.218,1569294887124.0,3,0,0
0.187,1569294887583.0,3,0,0
0.187,1569294888044.0,3,0,0
0.156,1569294888537.0,3,0,0
0.125,1569294888964.0,3,0,0
0.156,1569294889424.0,3,0,0
0.125,1569294889883.0,3,0,0
0.156,1569294890355.0,3,0,0
0.25,1569294890814.0,3,0,0
0.187,1569294891274.0,3,0,0
0.156,1569294891743.0,1,0,0
0.218,1569294892204.0,1,0,0
0.218,1569294892664.0,1,0,0
0.218,1569294893124.0,1,0,0
0.25,1569294893583.0,1,0,0
0.218,1569294894043.0,1,0,0
0.25,1569294894504.0,1,0,0
0.031,1569294894964.0,1,0,0
0.0,1569294895424.0,1,0,0
0.062,1569294895916.0,1,0,0
0.062,1569294896344.0,1,0,0
0.0,1569294896814.0,1,0,0
-0.063,1569294897273.0,1,0,0
-0.094,1569294897733.0,1,0,0
-0.157,1569294898198.0,1,0,0
-0.125,1569294898663.0,1,0,0
-0.157,1569294899133.0,1,0,0
-0.25,1569294899593.0,1,0,0
-0.75,1569294900054.0,-1,0,0
-0.46900000000000003,1569294900514.0,-1,0,0
-0.157,1569294900974.0,-1,0,0
-0.125,1569294901434.0,-1,0,0
-0.125,1569294901893.0,-1,0,0
-0.094,1569294902364.0,-1,0,0
0.062,1569294902834.0,-1,0,0
0.062,1569294903309.0,-1,0,0
0.093,1569294903754.0,-1,0,0
0.093,1569294904205.0,-1,0,0
0.062,1569294904664.0,-1,0,0
0.093,1569294905124.0,-1,0,0
0.062,1569294905573.0,-1,0,0
0.093,1569294906034.0,-1,0,0
0.156,1569294906503.0,-1,0,0
0.375,1569294906954.0,-1,0,0
0.406,1569294907414.0,-1,0,0
0.406,1569294907884.0,-1,0,0
0.406,1569294908343.0,-1,0,0
0.375,1569294908804.0,-1,0,0
0.343,1569294909263.0,-1,0,0
0.343,1569294909724.0,-1,0,0
0.343,1569294910184.0,-1,0,0
0.25,1569294910654.0,-1,0,0
0.0,1569294911114.0,-1,0,0
-0.094,1569294911574.0,-1,0,0
0.0,1569294912034.0,-1,0,0
0.0,1569294912495.0,1,0,0
0.0,1569294912953.0,1,0,0
0.031,1569294913414.0,1,0,0
0.031,1569294913892.0,1,0,0
0.031,1569294914334.0,1,0,0
0.031,1569294914794.0,1,0,0
0.031,1569294915264.0,1,0,0
0.031,1569294915724.0,1,0,0
0.031,1569294916184.0,1,0,0
0.031,1569294916643.0,1,0,0
