DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
753.5,1569294764343.0,0,0,0
749.0,1569294764813.0,0,0,0
751.0,1569294765263.0,0,0,0
753.0,1569294765723.0,0,0,0
754.5,1569294766182.0,0,0,0
751.5,1569294766642.0,0,0,0
750.0,1569294767102.0,0,0,0
748.5,1569294767563.0,0,0,0
752.0,1569294768033.0,0,0,0
764.5,1569294768493.0,0,0,0
750.0,1569294768985.0,0,0,0
734.5,1569294769413.0,0,0,0
734.0,1569294769873.0,3,0,0
725.0,1569294770333.0,3,0,0
726.5,1569294770803.0,3,0,0
737.0,1569294771263.0,3,0,0
723.0,1569294771723.0,3,0,0
725.0,1569294772193.0,3,0,0
731.5,1569294772653.0,3,0,0
754.0,1569294773113.0,3,0,0
776.5,1569294773573.0,3,0,0
785.5,1569294774033.0,3,0,0
788.0,1569294774493.0,3,0,0
788.5,1569294774973.0,3,0,0
783.5,1569294775423.0,3,0,0
786.5,1569294775893.0,2,0,0
783.5,1569294776389.0,2,0,0
796.5,1569294776813.0,2,0,0
795.5,1569294777273.0,2,0,0
799.5,1569294777733.0,2,0,0
811.0,1569294778203.0,2,0,0
816.0,1569294778663.0,2,0,0
806.0,1569294779123.0,2,0,0
809.5,1569294779593.0,2,0,0
823.0,1569294780053.0,2,0,0
840.5,1569294780514.0,2,0,0
813.5,1569294780972.0,2,0,0
812.5,1569294781433.0,2,0,0
876.5,1569294781893.0,2,0,0
1014.5,1569294782352.0,2,0,0
1055.0,1569294782813.0,2,0,0
1094.0,1569294783262.0,2,0,0
1140.0,1569294783768.0,2,0,0
1165.0,1569294784192.0,2,0,0
1181.5,1569294784653.0,2,0,0
1209.0,1569294785113.0,2,0,0
1223.5,1569294785573.0,-1,0,0
1235.5,1569294786033.0,-1,0,0
1262.0,1569294786492.0,-1,0,0
1263.0,1569294786963.0,-1,0,0
1256.0,1569294787422.0,-1,0,0
1249.5,1569294787882.0,-1,0,0
1252.5,1569294788352.0,-1,0,0
1188.5,1569294788813.0,-1,0,0
1114.5,1569294789263.0,-1,0,0
920.5,1569294789732.0,-1,0,0
891.0,1569294790193.0,-1,0,0
926.0,1569294790653.0,2,0,0
839.5,1569294791113.0,2,0,0
861.0,1569294791573.0,2,0,0
875.5,1569294792033.0,2,0,0
906.0,1569294792492.0,2,0,0
894.5,1569294792952.0,2,0,0
874.0,1569294793423.0,2,0,0
864.5,1569294793882.0,2,0,0
841.5,1569294794392.0,2,0,0
820.5,1569294794812.0,2,0,0
825.5,1569294795273.0,2,0,0
825.0,1569294795734.0,2,0,0
818.5,1569294796195.0,2,0,0
807.5,1569294796652.0,2,0,0
794.0,1569294797123.0,2,0,0
806.0,1569294797593.0,2,0,0
809.5,1569294798053.0,2,0,0
799.5,1569294798503.0,2,0,0
785.5,1569294798973.0,2,0,0
768.0,1569294799423.0,2,0,0
761.5,1569294799883.0,2,0,0
791.0,1569294800342.0,2,0,0
789.5,1569294800802.0,0,0,0
766.5,1569294801273.0,0,0,0
793.5,1569294801722.0,0,0,0
