DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
-0.064,1569294764423.0,0,0,0
-0.064,1569294764883.0,0,0,0
-0.062,1569294765345.0,0,0,0
-0.062,1569294765803.0,0,0,0
-0.066,1569294766262.0,0,0,0
-0.066,1569294766723.0,0,0,0
-0.062,1569294767182.0,0,0,0
-0.064,1569294767643.0,0,0,0
-0.062,1569294768103.0,0,0,0
-0.064,1569294768563.0,0,0,0
-0.056,1569294769033.0,0,0,0
0.3,1569294769483.0,0,0,0
0.774,1569294769953.0,3,0,0
0.872,1569294770412.0,3,0,0
0.73,1569294770873.0,3,0,0
0.34600000000000003,1569294771333.0,3,0,0
0.002,1569294771803.0,3,0,0
-0.11800000000000001,1569294772262.0,3,0,0
-0.262,1569294772733.0,3,0,0
-0.606,1569294773193.0,3,0,0
-0.428,1569294773652.0,3,0,0
-0.222,1569294774113.0,3,0,0
-0.184,1569294774573.0,3,0,0
0.032,1569294775043.0,3,0,0
0.31,1569294775503.0,3,0,0
0.482,1569294775964.0,2,0,0
0.66,1569294776424.0,2,0,0
0.8180000000000001,1569294776893.0,2,0,0
0.77,1569294777353.0,2,0,0
0.626,1569294777813.0,2,0,0
0.554,1569294778283.0,2,0,0
0.528,1569294778743.0,2,0,0
0.5,1569294779204.0,2,0,0
0.544,1569294779665.0,2,0,0
0.5,1569294780123.0,2,0,0
0.392,1569294780616.0,2,0,0
0.278,1569294781043.0,2,0,0
0.156,1569294781521.0,2,0,0
0.2,1569294781973.0,2,0,0
0.52,1569294782433.0,2,0,0
0.654,1569294782883.0,2,0,0
0.686,1569294783343.0,2,0,0
0.644,1569294783803.0,2,0,0
0.558,1569294784263.0,2,0,0
0.512,1569294784733.0,2,0,0
0.444,1569294785183.0,2,0,0
0.34400000000000003,1569294785653.0,-1,0,0
0.334,1569294786113.0,-1,0,0
0.362,1569294786573.0,-1,0,0
0.29,1569294787033.0,-1,0,0
0.218,1569294787493.0,-1,0,0
0.35000000000000003,1569294788016.0,-1,0,0
0.38,1569294788423.0,-1,0,0
0.268,1569294788882.0,-1,0,0
0.122,1569294789344.0,-1,0,0
0.068,1569294789803.0,-1,0,0
-0.048,1569294790263.0,-1,0,0
-1.356,1569294790723.0,2,0,0
-1.022,1569294791215.0,2,0,0
-0.468,1569294791653.0,2,0,0
-0.192,1569294792113.0,2,0,0
-0.302,1569294792563.0,2,0,0
-0.466,1569294793033.0,2,0,0
-0.724,1569294793493.0,2,0,0
-0.962,1569294793952.0,2,0,0
-0.778,1569294794423.0,2,0,0
-1.068,1569294794884.0,2,0,0
-0.6920000000000001,1569294795342.0,2,0,0
-0.624,1569294795803.0,2,0,0
-0.924,1569294796273.0,2,0,0
-1.42,1569294796733.0,2,0,0
-1.286,1569294797198.0,2,0,0
-1.698,1569294797664.0,2,0,0
-0.882,1569294798123.0,2,0,0
-0.356,1569294798590.0,2,0,0
0.07200000000000001,1569294799043.0,2,0,0
0.604,1569294799502.0,2,0,0
-0.982,1569294799963.0,2,0,0
-0.788,1569294800423.0,2,0,0
-0.356,1569294800882.0,0,0,0
-0.15,1569294801342.0,0,0,0
-0.062,1569294801803.0,0,0,0
-0.026000000000000002,1569294802262.0,0,0,0
-0.01,1569294802723.0,0,0,0
-0.004,1569294803172.0,0,0,0
-0.002,1569294803644.0,0,0,0
0.0,1569294804103.0,0,0,0
0.0,1569294804563.0,0,0,0
0.0,1569294805023.0,0,0,0
0.0,1569294805473.0,0,0,0
0.0,1569294805933.0,0,0,0
0.0,1569294806402.0,0,0,0
0.0,1569294806862.0,0,0,0
0.0,1569294807333.0,0,0,0
0.0,1569294807783.0,0,0,0
0.0,1569294808242.0,0,0,0
0.0,1569294808702.0,0,0,0
0.0,1569294809212.0,0,0,0
0.0,1569294809623.0,0,0,0
0.0,1569294810093.0,0,0,0
0.0,1569294810543.0,0,0,0
0.158,1569294811013.0,0,0,0
0.532,1569294811474.0,-1,0,0
0.89,1569294811932.0,-1,0,0
0.998,1569294812399.0,-1,0,0
0.92,1569294812852.0,-1,0,0
0.84,1569294813322.0,-1,0,0
0.65,1569294813784.0,-1,0,0
0.782,1569294814244.0,-1,0,0
0.648,1569294814704.0,-1,0,0
0.648,1569294815164.0,-1,0,0
0.6900000000000001,1569294815624.0,-1,0,0
0.53,1569294816083.0,-1,0,0
0.534,1569294816548.0,-1,0,0
0.5,1569294817004.0,-1,0,0
0.358,1569294817484.0,3,0,0
0.26,1569294817933.0,3,0,0
0.552,1569294818393.0,3,0,0
0.918,1569294818853.0,3,0,0
1.036,1569294819313.0,3,0,0
1.01,1569294819776.0,3,0,0
0.924,1569294820233.0,3,0,0
0.704,1569294820693.0,3,0,0
0.604,1569294821154.0,3,0,0
0.6,1569294821614.0,3,0,0
0.5680000000000001,1569294822084.0,3,0,0
0.486,1569294822534.0,3,0,0
0.482,1569294823004.0,3,0,0
0.636,1569294823463.0,3,0,0
0.724,1569294823923.0,3,0,0
0.666,1569294824384.0,3,0,0
0.644,1569294824843.0,3,0,0
0.74,1569294825313.0,3,0,0
0.738,1569294825773.0,3,0,0
0.708,1569294826224.0,3,0,0
0.6940000000000001,1569294826684.0,3,0,0
0.784,1569294827148.0,1,0,0
0.838,1569294827614.0,1,0,0
0.716,1569294828073.0,1,0,0
0.622,1569294828534.0,1,0,0
0.5720000000000001,1569294828993.0,1,0,0
0.532,1569294829453.0,1,0,0
0.51,1569294829914.0,1,0,0
0.462,1569294830374.0,1,0,0
0.432,1569294830834.0,1,0,0
0.382,1569294831294.0,1,0,0
0.368,1569294831754.0,1,0,0
0.37,1569294832214.0,1,0,0
0.378,1569294832674.0,1,0,0
0.418,1569294833133.0,1,0,0
0.444,1569294833604.0,1,0,0
