DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
3.8000000000000003,1569294764731.0,0,0,0
3.8000000000000003,1569294765170.0,0,0,0
3.8000000000000003,1569294765630.0,0,0,0
3.8000000000000003,1569294766090.0,0,0,0
3.8000000000000003,1569294766550.0,0,0,0
3.8000000000000003,1569294767010.0,0,0,0
3.8000000000000003,1569294767470.0,0,0,0
3.8000000000000003,1569294767935.0,0,0,0
3.8000000000000003,1569294768395.0,0,0,0
3.8000000000000003,1569294768855.0,0,0,0
3.9000000000000004,1569294769315.0,0,0,0
17.7,1569294769780.0,3,0,0
20.200000000000003,1569294770240.0,3,0,0
21.8,1569294770700.0,3,0,0
15.3,1569294771165.0,3,0,0
-32.5,1569294771630.0,3,0,0
-64.10000000000001,1569294772116.0,3,0,0
-159.8,1569294772560.0,3,0,0
-273.7,1569294773020.0,3,0,0
-364.6,1569294773480.0,3,0,0
-408.5,1569294773940.0,3,0,0
-425.0,1569294774400.0,3,0,0
-427.3,1569294774865.0,3,0,0
-384.0,1569294775330.0,3,0,0
-296.5,1569294775790.0,2,0,0
-152.20000000000002,1569294776250.0,2,0,0
-29.400000000000002,1569294776719.0,2,0,0
44.7,1569294777180.0,2,0,0
40.900000000000006,1569294777640.0,2,0,0
22.900000000000002,1569294778104.0,2,0,0
20.3,1569294778564.0,2,0,0
21.5,1569294779029.0,2,0,0
47.800000000000004,1569294779494.0,2,0,0
73.2,1569294779955.0,2,0,0
84.2,1569294780414.0,2,0,0
137.8,1569294780869.0,2,0,0
163.0,1569294781335.0,2,0,0
159.20000000000002,1569294781794.0,2,0,0
111.80000000000001,1569294782254.0,2,0,0
54.300000000000004,1569294782714.0,2,0,0
61.2,1569294783169.0,2,0,0
75.9,1569294783634.0,2,0,0
52.900000000000006,1569294784093.0,2,0,0
34.7,1569294784554.0,2,0,0
4.9,1569294785019.0,2,0,0
2.4000000000000004,1569294785479.0,-1,0,0
21.6,1569294785939.0,-1,0,0
5.800000000000001,1569294786399.0,-1,0,0
-10.200000000000001,1569294786864.0,-1,0,0
-26.400000000000002,1569294787324.0,-1,0,0
-43.300000000000004,1569294787783.0,-1,0,0
-73.0,1569294788253.0,-1,0,0
