accPre_data,Timestamp,Action,Bump,Traffic congestion
35.7175,1577001466016,3,0,0
14.5225,1577001466506,3,0,0
22.372500000000002,1577001466957,3,0,0
36.11,1577001467446,3,0,0
39.6425,1577001467896,3,0,0
17.27,1577001468386,3,0,0
27.475,1577001468836,3,0,0
33.755,1577001469336,3,0,0
36.11,1577001469786,3,0,0
36.11,1577001470276,3,0,0
21.98,1577001470726,3,0,0
22.372500000000002,1577001471226,3,0,0
23.157500000000002,1577001471676,3,0,0
26.69,1577001472166,3,0,0
37.2875,1577001472616,3,0,0
39.6425,1577001473106,3,0,0
24.335,1577001473556,3,0,0
27.475,1577001474046,3,0,0
34.932500000000005,1577001474496,3,0,0
38.465,1577001474986,3,0,0
38.8575,1577001475436,3,0,0
37.68,1577001475926,3,0,0
26.2975,1577001476376,3,0,0
38.8575,1577001476866,3,0,0
40.035000000000004,1577001477316,1,0,0
40.4275,1577001477816,1,0,0
40.82,1577001478266,1,0,0
40.82,1577001478756,1,0,0
28.6525,1577001479216,1,0,0
36.895,1577001479706,1,0,0
38.465,1577001480156,1,0,0
37.2875,1577001480646,1,0,0
22.372500000000002,1577001481096,1,0,0
34.54,1577001481586,1,0,0
35.7175,1577001482036,1,0,0
36.11,1577001482526,1,0,0
36.11,1577001482976,1,0,0
35.7175,1577001483471,1,0,0
14.5225,1577001483926,1,0,0
19.625,1577001484416,1,0,0
35.325,1577001484876,9,0,0
36.895,1577001485366,9,0,0
37.2875,1577001485896,9,0,0
19.625,1577001486386,9,0,0
27.475,1577001486836,9,0,0
37.2875,1577001487326,9,0,0
39.6425,1577001487776,9,0,0
40.4275,1577001488268,9,0,0
40.4275,1577001488716,9,0,0
40.4275,1577001489216,9,0,0
40.82,1577001489667,9,0,0
40.4275,1577001490156,9,0,0
40.4275,1577001490607,9,0,0
40.4275,1577001491096,9,0,0
38.8575,1577001491546,9,0,0
20.802500000000002,1577001492036,9,0,0
38.8575,1577001492487,9,0,0
40.035000000000004,1577001492976,9,0,0
40.4275,1577001493426,9,0,0
40.4275,1577001493916,9,0,0
40.4275,1577001494366,9,0,0
40.4275,1577001494856,9,0,0
40.82,1577001495306,9,0,0
40.82,1577001495796,9,0,0
40.82,1577001496247,9,0,0
40.82,1577001496736,9,0,0
40.82,1577001497187,9,0,0
40.82,1577001497676,9,0,0
41.2125,1577001498126,1,0,0
41.2125,1577001498616,1,0,0
41.2125,1577001499068,1,0,0
33.755,1577001499556,1,0,0
33.755,1577001500006,1,0,0
39.25,1577001500506,1,0,0
39.6425,1577001500956,1,0,0
39.6425,1577001501446,1,0,0
36.895,1577001501896,1,0,0
25.12,1577001502386,1,0,0
31.0075,1577001502836,1,0,0
40.82,1577001503326,4,0,0
41.2125,1577001503776,4,0,0
41.9975,1577001504276,4,0,0
41.9975,1577001504726,4,0,0
41.9975,1577001505226,4,0,0
42.39,1577001505676,4,0,0
42.39,1577001506176,4,0,0
42.39,1577001506626,4,0,0
42.39,1577001507116,4,0,0
42.7825,1577001507566,4,0,0
42.7825,1577001508056,4,0,0
42.7825,1577001508506,4,0,0
42.7825,1577001508996,4,0,0
42.7825,1577001509446,4,0,0
43.175000000000004,1577001509936,1,0,0
43.175000000000004,1577001510386,1,0,0
43.5675,1577001510876,1,0,0
43.5675,1577001511326,1,0,0
48.2775,1577001511836,1,0,0
50.24,1577001512286,1,0,0
47.1,1577001512776,1,0,0
45.1375,1577001513226,1,0,0
46.315000000000005,1577001513716,1,0,0
46.7075,1577001514166,1,0,0
46.7075,1577001514656,1,0,0
46.7075,1577001515116,1,0,0
47.1,1577001515606,1,0,0
47.1,1577001516056,1,0,0
47.1,1577001516556,1,0,0
47.1,1577001516996,1,0,0
44.3525,1577001517496,1,0,0
14.5225,1577001517946,1,0,0
14.5225,1577001518436,1,0,0
43.175000000000004,1577001518886,1,0,0
44.3525,1577001519376,1,0,0
44.745000000000005,1577001519826,1,0,0
45.1375,1577001520316,1,0,0
45.53,1577001520766,1,0,0
45.53,1577001521256,1,0,0
45.53,1577001521706,1,0,0
46.315000000000005,1577001522196,1,0,0
46.315000000000005,1577001522636,1,0,0
46.315000000000005,1577001523126,1,0,0
46.7075,1577001523576,1,0,0
46.7075,1577001524066,1,0,0
46.7075,1577001524516,1,0,0
46.7075,1577001525006,1,0,0
45.9225,1577001525456,1,0,0
40.82,1577001525946,1,0,0
42.39,1577001526386,1,0,0
43.175000000000004,1577001526876,1,0,0
43.96,1577001527326,1,0,0
25.5125,1577001527816,1,0,0
29.830000000000002,1577001528266,1,0,0
45.1375,1577001528756,1,0,0
48.67,1577001529206,1,0,0
48.67,1577001529696,1,0,0
48.67,1577001530146,1,0,0
48.67,1577001530636,1,0,0
48.67,1577001531076,1,0,0
48.67,1577001531566,1,0,0
48.67,1577001532016,1,0,0
48.67,1577001532506,1,0,0
48.67,1577001532946,1,0,0
48.67,1577001533436,1,0,0
48.67,1577001533876,1,0,0
48.67,1577001534366,1,0,0
49.0625,1577001534816,1,0,0
49.0625,1577001535306,1,0,0
49.0625,1577001535756,1,0,0
42.39,1577001536246,1,0,0
14.5225,1577001536696,1,0,0
21.98,1577001537186,1,0,0
39.6425,1577001537646,1,0,0
43.5675,1577001538136,1,0,0
43.5675,1577001538586,1,0,0
44.745000000000005,1577001539076,1,0,0
44.3525,1577001539526,1,0,0
44.3525,1577001540016,1,0,0
44.3525,1577001540456,1,0,0
45.53,1577001540946,1,0,0
45.9225,1577001541386,1,0,0
14.5225,1577001541876,1,0,0
33.755,1577001542326,1,0,0
40.035000000000004,1577001542826,1,0,0
41.605000000000004,1577001543266,1,0,0
41.9975,1577001543756,1,0,0
42.39,1577001544216,1,0,0
42.7825,1577001544716,1,0,0
42.7825,1577001545166,1,0,0
43.175000000000004,1577001545656,1,0,0
43.175000000000004,1577001546106,1,0,0
43.175000000000004,1577001546596,1,0,0
43.175000000000004,1577001547036,1,0,0
43.175000000000004,1577001547526,1,0,0
43.175000000000004,1577001547966,1,0,0
43.175000000000004,1577001548456,1,0,0
43.5675,1577001548896,1,0,0
43.5675,1577001549386,1,0,0
43.175000000000004,1577001549836,1,0,0
43.5675,1577001550326,1,0,0
43.5675,1577001550776,1,0,0
43.5675,1577001551266,1,0,0
43.5675,1577001551716,1,0,0
20.017500000000002,1577001552206,1,0,0
14.5225,1577001552656,1,0,0
16.485,1577001553146,1,0,0
14.5225,1577001553586,1,0,0
14.5225,1577001554076,1,0,0
14.5225,1577001554526,1,0,0
14.5225,1577001555016,1,0,0
14.5225,1577001555456,1,0,0
14.5225,1577001555946,1,0,0
14.5225,1577001556396,1,0,0
21.195,1577001556886,1,0,0
23.157500000000002,1577001557336,1,0,0
23.942500000000003,1577001557836,1,0,0
24.335,1577001558276,1,0,0
22.372500000000002,1577001558766,1,0,0
14.5225,1577001559216,1,0,0
14.915000000000001,1577001559706,1,0,0
15.700000000000001,1577001560156,1,0,0
17.27,1577001560646,1,0,0
17.27,1577001561086,1,0,0
14.5225,1577001561576,1,0,0
14.5225,1577001562016,1,0,0
14.5225,1577001562506,1,0,0
16.8775,1577001562956,1,0,0
21.195,1577001563446,1,0,0
25.905,1577001563886,1,0,0
28.26,1577001564376,1,0,0
28.26,1577001564815,1,0,0
23.55,1577001565306,1,0,0
22.372500000000002,1577001565756,5,0,0
23.942500000000003,1577001566246,5,0,0
29.045,1577001566696,5,0,0
32.185,1577001567186,5,0,0
32.97,1577001567636,5,0,0
33.755,1577001568126,5,0,0
34.932500000000005,1577001568576,5,0,0
36.895,1577001569066,5,0,0
38.0725,1577001569516,5,0,0
39.25,1577001570006,5,0,0
40.035000000000004,1577001570456,5,0,0
40.4275,1577001570946,1,0,0
40.4275,1577001571386,1,0,0
40.035000000000004,1577001571876,1,0,0
40.035000000000004,1577001572316,1,0,0
40.035000000000004,1577001572806,1,0,0
39.6425,1577001573246,1,0,0
25.905,1577001573736,1,0,0
31.0075,1577001574186,1,0,0
33.755,1577001574675,1,0,0
33.755,1577001575116,1,0,0
30.615000000000002,1577001575606,1,0,0
14.5225,1577001576046,1,0,0
15.307500000000001,1577001576535,1,0,0
25.5125,1577001576976,1,0,0
30.615000000000002,1577001577466,1,0,0
30.615000000000002,1577001577916,1,0,0
30.615000000000002,1577001578406,1,0,0
30.615000000000002,1577001578856,1,0,0
31.0075,1577001579346,1,0,0
31.400000000000002,1577001579786,1,0,0
31.400000000000002,1577001580286,1,0,0
31.400000000000002,1577001580726,1,0,0
31.400000000000002,1577001581216,1,0,0
31.400000000000002,1577001581656,1,0,0
31.400000000000002,1577001582146,1,0,0
31.400000000000002,1577001582586,1,0,0
14.5225,1577001583076,1,0,0
14.5225,1577001583516,1,0,0
26.69,1577001584006,1,0,0
31.0075,1577001584446,1,0,0
33.755,1577001584936,1,0,0
33.755,1577001585376,1,0,0
33.755,1577001585866,1,0,0
33.755,1577001586316,1,0,0
33.755,1577001586806,1,0,0
33.755,1577001587256,1,0,0
34.1475,1577001587746,1,0,0
34.1475,1577001588196,1,0,0
34.54,1577001588686,1,0,0
34.932500000000005,1577001589126,1,0,0
