DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.03,1569323552164.0,0,0,0
0.034,1569323552622.0,0,0,0
0.034,1569323553083.0,0,0,0
0.034,1569323553543.0,0,0,0
0.038,1569323554004.0,0,0,0
0.24,1569323554464.0,0,0,0
0.374,1569323554923.0,0,0,0
0.644,1569323555382.0,0,0,0
0.628,1569323555844.0,0,0,0
0.654,1569323556302.0,0,0,0
0.782,1569323556762.0,0,0,0
1.07,1569323557212.0,1,0,0
1.196,1569323557673.0,1,0,0
1.066,1569323558133.0,1,0,0
0.862,1569323558603.0,1,0,0
0.794,1569323559063.0,1,0,0
1.11,1569323559512.0,1,0,0
1.23,1569323559973.0,1,0,0
1.218,1569323560432.0,1,0,0
1.1420000000000001,1569323560902.0,-1,0,0
1.03,1569323561363.0,-1,0,0
0.658,1569323561822.0,-1,0,0
0.28600000000000003,1569323562282.0,-1,0,0
0.054,1569323562742.0,-1,0,0
-0.038,1569323563203.0,-1,0,0
-0.036000000000000004,1569323563663.0,-1,0,0
-0.052000000000000005,1569323564122.0,-1,0,0
-0.248,1569323564593.0,-1,0,0
-0.5680000000000001,1569323565054.0,-1,0,0
-1.03,1569323565512.0,-1,0,0
-1.558,1569323565973.0,-1,0,0
-1.704,1569323566443.0,-1,0,0
-1.6420000000000001,1569323566903.0,-1,0,0
-1.52,1569323567362.0,-1,0,0
-1.4060000000000001,1569323567823.0,-1,0,0
-1.058,1569323568283.0,-1,0,0
-0.794,1569323568743.0,-1,0,0
-0.578,1569323569204.0,-1,0,0
-0.298,1569323569672.0,-1,0,0
-0.018000000000000002,1569323570133.0,-1,0,0
0.202,1569323570593.0,-1,0,0
0.322,1569323571053.0,-1,0,0
0.47200000000000003,1569323571513.0,-1,0,0
0.498,1569323571973.0,-1,0,0
0.794,1569323572433.0,-1,0,0
0.704,1569323572914.0,-1,0,0
0.588,1569323573353.0,-1,0,0
0.496,1569323573814.0,-1,0,0
0.33,1569323574274.0,-1,0,0
0.12,1569323574743.0,-1,0,0
-0.15,1569323575203.0,-1,0,0
-0.34400000000000003,1569323575663.0,-1,0,0
-0.434,1569323576123.0,-1,0,0
-0.34,1569323576593.0,-1,0,0
0.04,1569323577053.0,-1,0,0
0.41600000000000004,1569323577514.0,-1,0,0
0.554,1569323577963.0,-1,0,0
0.536,1569323578423.0,-1,0,0
0.516,1569323578883.0,-1,0,0
0.436,1569323579343.0,-1,0,0
0.402,1569323579803.0,-1,0,0
0.368,1569323580304.0,-1,0,0
0.20600000000000002,1569323580733.0,-1,0,0
0.062,1569323581203.0,-1,0,0
-0.12,1569323581663.0,-1,0,0
-0.266,1569323582124.0,-1,0,0
-0.316,1569323582583.0,-1,0,0
-0.362,1569323583044.0,-1,0,0
-0.496,1569323583513.0,-1,0,0
-0.426,1569323583974.0,-1,0,0
-0.592,1569323584433.0,-1,0,0
-0.65,1569323584893.0,-1,0,0
-0.986,1569323585354.0,-1,0,0
-1.586,1569323585813.0,-1,0,0
-2.232,1569323586274.0,-1,0,0
-2.21,1569323586723.0,-1,0,0
-2.384,1569323587182.0,-1,0,0
-2.598,1569323587672.0,-1,0,0
-2.64,1569323588103.0,-1,0,0
-2.416,1569323588563.0,-1,0,0
-1.866,1569323589023.0,-1,0,0
-0.988,1569323589496.0,-1,0,0
-0.602,1569323589954.0,-1,0,0
-0.434,1569323590414.0,-1,0,0
-0.27,1569323590873.0,-1,0,0
-0.084,1569323591334.0,-1,0,0
0.05,1569323591793.0,-1,0,0
0.17200000000000001,1569323592254.0,-1,0,0
0.27,1569323592733.0,-1,0,0
0.316,1569323593194.0,-1,0,0
0.318,1569323593657.0,-1,0,0
0.364,1569323594114.0,-1,0,0
0.34800000000000003,1569323594574.0,-1,0,0
0.258,1569323595033.0,-1,0,0
0.13,1569323595494.0,-1,0,0
-0.002,1569323595953.0,-1,0,0
-0.05,1569323596414.0,-1,0,0
-0.026000000000000002,1569323596873.0,-1,0,0
0.12,1569323597334.0,-1,0,0
0.21,1569323597793.0,-1,0,0
0.178,1569323598254.0,-1,0,0
-0.006,1569323598724.0,-1,0,0
-0.16,1569323599173.0,-1,0,0
-0.094,1569323599634.0,-1,0,0
-0.038,1569323600104.0,-1,0,0
-0.012,1569323600564.0,-1,0,0
-0.002,1569323601024.0,-1,0,0
-0.016,1569323601483.0,-1,0,0
