DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569323552104.0,0,0,0
0.0,1569323552573.0,0,0,0
0.0,1569323553023.0,0,0,0
0.0,1569323553494.0,0,0,0
0.0,1569323553943.0,0,0,0
0.0,1569323554413.0,0,0,0
0.0,1569323554900.0,0,0,0
1.0,1569323555333.0,0,0,0
1.0,1569323555793.0,0,0,0
2.0,1569323556253.0,0,0,0
2.0,1569323556702.0,0,0,0
4.0,1569323557163.0,1,0,0
4.0,1569323557623.0,1,0,0
5.0,1569323558091.0,1,0,0
6.0,1569323558542.0,1,0,0
6.0,1569323559003.0,1,0,0
7.0,1569323559462.0,1,0,0
8.0,1569323559923.0,1,0,0
9.0,1569323560383.0,1,0,0
10.0,1569323560843.0,-1,0,0
11.0,1569323561313.0,-1,0,0
11.0,1569323561762.0,-1,0,0
10.0,1569323562232.0,-1,0,0
10.0,1569323562693.0,-1,0,0
10.0,1569323563153.0,-1,0,0
10.0,1569323563603.0,-1,0,0
10.0,1569323564063.0,-1,0,0
9.0,1569323564543.0,-1,0,0
9.0,1569323564993.0,-1,0,0
9.0,1569323565463.0,-1,0,0
9.0,1569323565923.0,-1,0,0
9.0,1569323566383.0,-1,0,0
8.0,1569323566853.0,-1,0,0
8.0,1569323567315.0,-1,0,0
8.0,1569323567773.0,-1,0,0
8.0,1569323568233.0,-1,0,0
9.0,1569323568699.0,-1,0,0
9.0,1569323569153.0,-1,0,0
10.0,1569323569613.0,-1,0,0
10.0,1569323570073.0,-1,0,0
11.0,1569323570533.0,-1,0,0
11.0,1569323570994.0,-1,0,0
12.0,1569323571463.0,-1,0,0
13.0,1569323571924.0,-1,0,0
14.0,1569323572383.0,-1,0,0
14.0,1569323572833.0,-1,0,0
15.0,1569323573293.0,-1,0,0
15.0,1569323573763.0,-1,0,0
16.0,1569323574223.0,-1,0,0
16.0,1569323574683.0,-1,0,0
15.0,1569323575143.0,-1,0,0
15.0,1569323575613.0,-1,0,0
15.0,1569323576077.0,-1,0,0
14.0,1569323576533.0,-1,0,0
15.0,1569323577003.0,-1,0,0
15.0,1569323577453.0,-1,0,0
15.0,1569323577914.0,-1,0,0
16.0,1569323578372.0,-1,0,0
16.0,1569323578833.0,-1,0,0
16.0,1569323579293.0,-1,0,0
17.0,1569323579753.0,-1,0,0
