DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
3.0,1569323552053.0,0,0,0
2.7600000000000002,1569323552513.0,0,0,0
2.34,1569323552974.0,0,0,0
1.05,1569323553433.0,0,0,0
0.0,1569323553893.0,0,0,0
0.06,1569323554353.0,0,0,0
0.06,1569323554814.0,0,0,0
0.09,1569323555273.0,0,0,0
0.15,1569323555732.0,0,0,0
0.0,1569323556193.0,0,0,0
-0.03,1569323556653.0,0,0,0
-0.03,1569323557102.0,1,0,0
0.0,1569323557563.0,1,0,0
0.0,1569323558087.0,1,0,0
0.0,1569323558492.0,1,0,0
0.0,1569323558953.0,1,0,0
0.0,1569323559413.0,1,0,0
0.0,1569323559864.0,1,0,0
0.0,1569323560323.0,1,0,0
0.0,1569323560794.0,-1,0,0
-0.03,1569323561287.0,-1,0,0
-0.03,1569323561712.0,-1,0,0
0.0,1569323562175.0,-1,0,0
0.0,1569323562632.0,-1,0,0
0.0,1569323563093.0,-1,0,0
0.0,1569323563552.0,-1,0,0
0.0,1569323564012.0,-1,0,0
0.0,1569323564473.0,-1,0,0
0.0,1569323564942.0,-1,0,0
-0.03,1569323565402.0,-1,0,0
0.0,1569323565864.0,-1,0,0
0.0,1569323566333.0,-1,0,0
0.0,1569323566803.0,-1,0,0
-0.03,1569323567253.0,-1,0,0
0.0,1569323567713.0,-1,0,0
0.0,1569323568173.0,-1,0,0
0.0,1569323568643.0,-1,0,0
0.0,1569323569093.0,-1,0,0
-0.03,1569323569563.0,-1,0,0
0.0,1569323570013.0,-1,0,0
0.0,1569323570483.0,-1,0,0
0.0,1569323570943.0,-1,0,0
0.0,1569323571404.0,-1,0,0
-0.03,1569323571863.0,-1,0,0
0.0,1569323572323.0,-1,0,0
0.0,1569323572784.0,-1,0,0
-0.03,1569323573243.0,-1,0,0
0.0,1569323573704.0,-1,0,0
-0.03,1569323574163.0,-1,0,0
0.0,1569323574633.0,-1,0,0
0.0,1569323575093.0,-1,0,0
-0.03,1569323575553.0,-1,0,0
0.0,1569323576013.0,-1,0,0
0.0,1569323576483.0,-1,0,0
0.0,1569323576943.0,-1,0,0
0.0,1569323577410.0,-1,0,0
0.0,1569323577863.0,-1,0,0
0.0,1569323578314.0,-1,0,0
0.0,1569323578774.0,-1,0,0
0.0,1569323579232.0,-1,0,0
0.0,1569323579694.0,-1,0,0
0.0,1569323580163.0,-1,0,0
0.0,1569323580623.0,-1,0,0
0.0,1569323581083.0,-1,0,0
0.0,1569323581553.0,-1,0,0
0.0,1569323582013.0,-1,0,0
0.0,1569323582474.0,-1,0,0
0.15,1569323582934.0,-1,0,0
0.18,1569323583403.0,-1,0,0
0.0,1569323583863.0,-1,0,0
0.0,1569323584323.0,-1,0,0
0.0,1569323584783.0,-1,0,0
0.0,1569323585243.0,-1,0,0
0.0,1569323585703.0,-1,0,0
0.0,1569323586163.0,-1,0,0
0.0,1569323586613.0,-1,0,0
0.0,1569323587074.0,-1,0,0
0.0,1569323587533.0,-1,0,0
0.0,1569323587993.0,-1,0,0
0.0,1569323588453.0,-1,0,0
0.0,1569323588914.0,-1,0,0
0.0,1569323589384.0,-1,0,0
0.0,1569323589843.0,-1,0,0
0.0,1569323590304.0,-1,0,0
0.0,1569323590764.0,-1,0,0
0.0,1569323591224.0,-1,0,0
0.0,1569323591693.0,-1,0,0
0.0,1569323592144.0,-1,0,0
0.0,1569323592614.0,-1,0,0
0.0,1569323593083.0,-1,0,0
0.0,1569323593544.0,-1,0,0
0.0,1569323594006.0,-1,0,0
0.0,1569323594464.0,-1,0,0
0.0,1569323594924.0,-1,0,0
-0.03,1569323595384.0,-1,0,0
-0.03,1569323595843.0,-1,0,0
0.0,1569323596304.0,-1,0,0
0.0,1569323596764.0,-1,0,0
0.0,1569323597224.0,-1,0,0
0.0,1569323597684.0,-1,0,0
0.0,1569323598199.0,-1,0,0
0.0,1569323598614.0,-1,0,0
0.0,1569323599064.0,-1,0,0
0.0,1569323599524.0,-1,0,0
0.0,1569323599994.0,-1,0,0
-0.03,1569323600454.0,-1,0,0
0.0,1569323600914.0,-1,0,0
0.0,1569323601405.0,-1,0,0
0.0,1569323601834.0,-1,0,0
0.0,1569323602296.0,-1,0,0
0.0,1569323602753.0,-1,0,0
0.0,1569323603214.0,-1,0,0
0.0,1569323603674.0,-1,0,0
0.0,1569323604134.0,-1,0,0
0.27,1569323604594.0,-1,0,0
0.3,1569323605054.0,-1,0,0
0.33,1569323605513.0,-1,0,0
0.0,1569323605974.0,-1,0,0
0.0,1569323606433.0,-1,0,0
0.0,1569323606897.0,-1,0,0
0.0,1569323607354.0,-1,0,0
0.0,1569323607832.0,-1,0,0
0.0,1569323608274.0,-1,0,0
0.0,1569323608733.0,-1,0,0
0.0,1569323609194.0,-1,0,0
0.0,1569323609656.0,-1,0,0
0.0,1569323610113.0,-1,0,0
0.0,1569323610574.0,-1,0,0
0.0,1569323611043.0,-1,0,0
0.0,1569323611504.0,-1,0,0
0.0,1569323611964.0,-1,0,0
0.0,1569323612424.0,-1,0,0
0.0,1569323612895.0,-1,0,0
0.0,1569323613354.0,-1,0,0
-0.03,1569323613823.0,-1,0,0
0.0,1569323614284.0,-1,0,0
0.0,1569323614745.0,-1,0,0
0.0,1569323615214.0,-1,0,0
-0.03,1569323615674.0,-1,0,0
0.0,1569323616134.0,-1,0,0
0.0,1569323616594.0,-1,0,0
0.0,1569323617053.0,-1,0,0
0.0,1569323617514.0,-1,0,0
0.0,1569323617974.0,-1,0,0
0.0,1569323618444.0,-1,0,0
0.0,1569323618893.0,-1,0,0
0.0,1569323619364.0,-1,0,0
0.0,1569323619824.0,-1,0,0
0.0,1569323620284.0,-1,0,0
0.0,1569323620744.0,-1,0,0
0.0,1569323621204.0,-1,0,0
0.0,1569323621663.0,-1,0,0
0.0,1569323622124.0,-1,0,0
0.0,1569323622584.0,-1,0,0
0.0,1569323623044.0,-1,0,0
0.0,1569323623504.0,-1,0,0
0.0,1569323623964.0,-1,0,0
0.0,1569323624434.0,-1,0,0
0.0,1569323624904.0,-1,0,0
0.0,1569323625364.0,-1,0,0
0.0,1569323625824.0,-1,0,0
-0.03,1569323626294.0,-1,0,0
0.0,1569323626754.0,-1,0,0
0.0,1569323627214.0,-1,0,0
0.0,1569323627674.0,-1,0,0
0.0,1569323628134.0,-1,0,0
0.0,1569323628594.0,-1,0,0
0.0,1569323629054.0,-1,0,0
0.0,1569323629514.0,-1,0,0
0.0,1569323629974.0,-1,0,0
0.0,1569323630444.0,-1,0,0
0.0,1569323630904.0,-1,0,0
0.0,1569323631364.0,-1,0,0
0.0,1569323631834.0,-1,0,0
0.0,1569323632294.0,-1,0,0
-0.03,1569323632754.0,-1,0,0
0.0,1569323633224.0,-1,0,0
0.0,1569323633684.0,-1,0,0
0.0,1569323634154.0,-1,0,0
0.0,1569323634614.0,-1,0,0
0.0,1569323635073.0,-1,0,0
-0.03,1569323635533.0,-1,0,0
0.0,1569323635994.0,1,0,0
0.0,1569323636463.0,1,0,0
0.0,1569323636915.0,1,0,0
0.0,1569323637374.0,1,0,0
0.0,1569323637844.0,1,0,0
0.0,1569323638314.0,1,0,0
0.0,1569323638774.0,1,0,0
0.0,1569323639234.0,5,0,0
0.0,1569323639703.0,5,0,0
0.0,1569323640153.0,5,0,0
0.0,1569323640614.0,5,0,0
0.0,1569323641073.0,5,0,0
-0.03,1569323641533.0,5,0,0
0.0,1569323641994.0,5,0,0
0.0,1569323642453.0,5,0,0
0.0,1569323642914.0,5,0,0
0.0,1569323643374.0,5,0,0
-0.03,1569323643844.0,5,0,0
0.0,1569323644304.0,5,0,0
0.0,1569323644764.0,5,0,0
0.0,1569323645214.0,1,0,0
0.0,1569323645684.0,1,0,0
0.0,1569323646144.0,1,0,0
0.0,1569323646604.0,1,0,0
0.0,1569323647054.0,1,0,0
0.0,1569323647514.0,1,0,0
0.0,1569323647974.0,1,0,0
-0.03,1569323648434.0,1,0,0
-0.03,1569323648894.0,1,0,0
0.0,1569323649353.0,1,0,0
0.0,1569323649814.0,1,0,0
0.27,1569323650274.0,6,0,0
0.48,1569323650734.0,6,0,0
0.09,1569323651184.0,6,0,0
0.12,1569323651645.0,6,0,0
0.09,1569323652104.0,6,0,0
0.0,1569323652564.0,6,0,0
0.0,1569323653024.0,6,0,0
0.0,1569323653494.0,6,0,0
0.0,1569323653944.0,6,0,0
0.0,1569323654414.0,6,0,0
0.0,1569323654874.0,6,0,0
0.0,1569323655333.0,6,0,0
0.0,1569323655803.0,6,0,0
0.0,1569323656264.0,6,0,0
0.0,1569323656734.0,6,0,0
0.0,1569323657204.0,6,0,0
0.0,1569323657722.0,6,0,0
0.0,1569323658124.0,6,0,0
0.0,1569323658584.0,6,0,0
0.0,1569323659044.0,6,0,0
0.0,1569323659504.0,6,0,0
0.0,1569323659974.0,1,0,0
0.0,1569323660433.0,1,0,0
0.0,1569323660884.0,1,0,0
0.0,1569323661353.0,1,0,0
0.0,1569323661814.0,1,0,0
0.0,1569323662274.0,1,0,0
0.0,1569323662734.0,1,0,0
0.0,1569323663194.0,1,0,0
0.0,1569323663654.0,1,0,0
0.0,1569323664114.0,1,0,0
0.0,1569323664575.0,5,0,0
0.0,1569323665034.0,5,0,0
0.0,1569323665494.0,5,0,0
0.0,1569323665964.0,5,0,0
0.0,1569323666424.0,5,0,0
0.0,1569323666884.0,5,0,0
0.0,1569323667343.0,5,0,0
0.0,1569323667805.0,5,0,0
0.0,1569323668264.0,5,0,0
0.0,1569323668725.0,5,0,0
0.0,1569323669174.0,5,0,0
0.0,1569323669635.0,5,0,0
0.0,1569323670104.0,1,0,0
-0.03,1569323670553.0,1,0,0
0.0,1569323671014.0,1,0,0
0.0,1569323671495.0,1,0,0
0.0,1569323671944.0,1,0,0
0.09,1569323672404.0,1,0,0
0.18,1569323672863.0,6,0,0
0.18,1569323673324.0,6,0,0
0.0,1569323673784.0,6,0,0
0.0,1569323674245.0,6,0,0
0.0,1569323674704.0,6,0,0
0.0,1569323675163.0,6,0,0
0.0,1569323675623.0,6,0,0
0.0,1569323676093.0,6,0,0
0.0,1569323676555.0,6,0,0
0.0,1569323677014.0,6,0,0
0.0,1569323677474.0,6,0,0
0.0,1569323677935.0,6,0,0
0.0,1569323678393.0,6,0,0
0.0,1569323678855.0,6,0,0
0.0,1569323679314.0,6,0,0
0.0,1569323679774.0,6,0,0
0.0,1569323680244.0,6,0,0
0.0,1569323680704.0,6,0,0
-0.03,1569323681164.0,6,0,0
0.0,1569323681624.0,1,0,0
0.0,1569323682084.0,1,0,0
0.0,1569323682554.0,1,0,0
0.0,1569323683015.0,1,0,0
0.0,1569323683474.0,5,0,0
0.0,1569323683934.0,5,0,0
0.0,1569323684404.0,5,0,0
0.0,1569323684863.0,5,0,0
0.0,1569323685324.0,5,0,0
0.0,1569323685784.0,5,0,0
0.0,1569323686243.0,5,0,0
-0.03,1569323686704.0,5,0,0
0.0,1569323687154.0,5,0,0
0.0,1569323687614.0,5,0,0
0.0,1569323688074.0,5,0,0
-0.03,1569323688534.0,5,0,0
0.0,1569323688994.0,5,0,0
0.0,1569323689453.0,5,0,0
0.0,1569323689914.0,1,0,0
0.0,1569323690374.0,1,0,0
0.0,1569323690844.0,1,0,0
0.0,1569323691304.0,1,0,0
0.0,1569323691764.0,1,0,0
0.0,1569323692234.0,1,0,0
0.0,1569323692718.0,1,0,0
0.0,1569323693143.0,1,0,0
0.0,1569323693614.0,1,0,0
0.0,1569323694074.0,6,0,0
0.0,1569323694533.0,6,0,0
0.21,1569323694994.0,6,0,0
0.24,1569323695453.0,6,0,0
0.24,1569323695929.0,6,0,0
0.0,1569323696373.0,6,0,0
0.0,1569323696834.0,6,0,0
0.0,1569323697294.0,6,0,0
0.0,1569323697754.0,6,0,0
0.0,1569323698213.0,6,0,0
0.0,1569323698683.0,6,0,0
0.0,1569323699144.0,6,0,0
-0.03,1569323699605.0,6,0,0
0.0,1569323700063.0,6,0,0
0.0,1569323700523.0,6,0,0
0.0,1569323700984.0,6,0,0
0.0,1569323701443.0,6,0,0
0.0,1569323701914.0,6,0,0
0.0,1569323702363.0,6,0,0
0.0,1569323702833.0,6,0,0
0.0,1569323703294.0,6,0,0
0.0,1569323703753.0,6,0,0
0.0,1569323704223.0,1,0,0
0.0,1569323704683.0,1,0,0
0.0,1569323705144.0,1,0,0
0.0,1569323705593.0,1,0,0
0.0,1569323706065.0,1,0,0
0.0,1569323706563.0,1,0,0
0.0,1569323706984.0,1,0,0
0.0,1569323707444.0,1,0,0
0.0,1569323707904.0,1,0,0
0.0,1569323708364.0,1,0,0
-0.03,1569323708823.0,5,0,0
0.0,1569323709283.0,5,0,0
0.0,1569323709754.0,5,0,0
0.0,1569323710204.0,5,0,0
0.0,1569323710674.0,5,0,0
0.0,1569323711124.0,5,0,0
0.0,1569323711583.0,5,0,0
0.0,1569323712044.0,5,0,0
0.0,1569323712494.0,5,0,0
0.0,1569323712954.0,5,0,0
0.0,1569323713414.0,5,0,0
0.0,1569323713874.0,1,0,0
0.0,1569323714323.0,1,0,0
0.0,1569323714784.0,1,0,0
0.0,1569323715253.0,1,0,0
0.0,1569323715713.0,1,0,0
0.0,1569323716175.0,1,0,0
0.0,1569323716633.0,1,0,0
0.0,1569323717104.0,6,0,0
0.0,1569323717564.0,6,0,0
0.0,1569323718034.0,6,0,0
0.0,1569323718493.0,6,0,0
0.0,1569323718954.0,6,0,0
0.0,1569323719413.0,6,0,0
0.0,1569323719874.0,6,0,0
0.0,1569323720334.0,6,0,0
0.0,1569323720794.0,6,0,0
0.0,1569323721308.0,6,0,0
0.0,1569323721714.0,6,0,0
0.0,1569323722184.0,6,0,0
0.0,1569323722644.0,6,0,0
0.0,1569323723104.0,6,0,0
0.0,1569323723554.0,6,0,0
0.0,1569323724024.0,6,0,0
0.0,1569323724485.0,6,0,0
0.0,1569323724945.0,6,0,0
0.0,1569323725394.0,1,0,0
0.0,1569323725844.0,1,0,0
0.0,1569323726314.0,1,0,0
0.0,1569323726774.0,1,0,0
0.0,1569323727234.0,1,0,0
-0.03,1569323727684.0,1,0,0
0.0,1569323728144.0,1,0,0
0.0,1569323728604.0,1,0,0
0.0,1569323729064.0,5,0,0
0.0,1569323729514.0,5,0,0
0.0,1569323729985.0,5,0,0
0.0,1569323730444.0,5,0,0
0.0,1569323730904.0,5,0,0
0.0,1569323731365.0,5,0,0
0.0,1569323731825.0,5,0,0
0.0,1569323732284.0,5,0,0
0.0,1569323732744.0,5,0,0
0.0,1569323733204.0,5,0,0
0.0,1569323733670.0,5,0,0
0.0,1569323734114.0,5,0,0
0.0,1569323734575.0,1,0,0
0.0,1569323735034.0,1,0,0
0.0,1569323735495.0,1,0,0
0.0,1569323735964.0,1,0,0
0.0,1569323736424.0,1,0,0
0.0,1569323736885.0,1,0,0
0.0,1569323737345.0,1,0,0
0.42,1569323737805.0,1,0,0
0.09,1569323738265.0,6,0,0
0.12,1569323738725.0,6,0,0
0.21,1569323739214.0,6,0,0
0.21,1569323739645.0,6,0,0
0.06,1569323740104.0,6,0,0
0.0,1569323740565.0,6,0,0
0.0,1569323741035.0,6,0,0
0.0,1569323741495.0,6,0,0
0.0,1569323741965.0,6,0,0
0.0,1569323742427.0,6,0,0
0.0,1569323742885.0,6,0,0
0.0,1569323743344.0,6,0,0
0.0,1569323743805.0,6,0,0
0.0,1569323744274.0,6,0,0
0.0,1569323744735.0,6,0,0
0.0,1569323745194.0,6,0,0
0.0,1569323745665.0,6,0,0
0.0,1569323746125.0,6,0,0
0.0,1569323746585.0,6,0,0
0.0,1569323747034.0,6,0,0
0.0,1569323747495.0,1,0,0
0.0,1569323747955.0,1,0,0
0.0,1569323748415.0,1,0,0
0.0,1569323748874.0,1,0,0
0.0,1569323749335.0,1,0,0
0.0,1569323749795.0,1,0,0
0.0,1569323750255.0,1,0,0
0.0,1569323750714.0,1,0,0
0.0,1569323751185.0,1,0,0
0.0,1569323751645.0,1,0,0
0.0,1569323752104.0,5,0,0
0.0,1569323752565.0,5,0,0
0.0,1569323753025.0,5,0,0
0.0,1569323753485.0,5,0,0
0.0,1569323753945.0,5,0,0
0.0,1569323754405.0,5,0,0
0.0,1569323754865.0,5,0,0
0.0,1569323755315.0,5,0,0
0.0,1569323755785.0,5,0,0
0.0,1569323756244.0,5,0,0
0.0,1569323756705.0,5,0,0
0.0,1569323757165.0,5,0,0
0.0,1569323757625.0,1,0,0
0.0,1569323758084.0,1,0,0
0.0,1569323758545.0,1,0,0
0.0,1569323759006.0,1,0,0
0.21,1569323759454.0,6,0,0
0.21,1569323759915.0,6,0,0
0.33,1569323760375.0,6,0,0
0.0,1569323760835.0,6,0,0
0.0,1569323761305.0,6,0,0
0.0,1569323761765.0,6,0,0
0.0,1569323762224.0,6,0,0
0.0,1569323762685.0,6,0,0
0.0,1569323763146.0,6,0,0
0.0,1569323763605.0,6,0,0
0.0,1569323764064.0,6,0,0
0.0,1569323764524.0,6,0,0
0.0,1569323764985.0,6,0,0
0.0,1569323765444.0,6,0,0
0.0,1569323765905.0,6,0,0
0.0,1569323766365.0,6,0,0
0.0,1569323766824.0,6,0,0
0.0,1569323767285.0,6,0,0
0.0,1569323767745.0,6,0,0
0.0,1569323768204.0,6,0,0
0.0,1569323768685.0,6,0,0
0.0,1569323769125.0,1,0,0
0.0,1569323769585.0,1,0,0
0.0,1569323770044.0,1,0,0
0.0,1569323770505.0,1,0,0
0.0,1569323770965.0,5,0,0
0.0,1569323771425.0,5,0,0
0.0,1569323771885.0,5,0,0
0.0,1569323772345.0,5,0,0
0.0,1569323772805.0,5,0,0
0.0,1569323773264.0,5,0,0
0.0,1569323773725.0,5,0,0
0.0,1569323774185.0,5,0,0
0.0,1569323774645.0,5,0,0
0.0,1569323775105.0,5,0,0
0.0,1569323775565.0,5,0,0
0.0,1569323776035.0,5,0,0
0.0,1569323776495.0,1,0,0
0.0,1569323776955.0,1,0,0
0.0,1569323777415.0,1,0,0
0.0,1569323777875.0,1,0,0
0.0,1569323778335.0,1,0,0
0.0,1569323778785.0,1,0,0
0.0,1569323779245.0,1,0,0
0.0,1569323779715.0,1,0,0
0.0,1569323780175.0,1,0,0
0.0,1569323780635.0,1,0,0
0.18,1569323781105.0,1,0,0
0.3,1569323781565.0,6,0,0
0.36,1569323782025.0,6,0,0
-0.03,1569323782484.0,6,0,0
0.0,1569323782945.0,6,0,0
0.0,1569323783395.0,6,0,0
0.0,1569323783855.0,6,0,0
0.0,1569323784315.0,6,0,0
0.0,1569323784775.0,6,0,0
0.0,1569323785235.0,6,0,0
0.09,1569323785695.0,6,0,0
0.36,1569323786155.0,6,0,0
1.02,1569323786625.0,6,0,0
0.45,1569323787085.0,6,0,0
0.15,1569323787545.0,6,0,0
0.33,1569323788005.0,6,0,0
0.84,1569323788455.0,6,0,0
0.75,1569323788925.0,6,0,0
0.75,1569323789385.0,6,0,0
0.84,1569323789835.0,0,0,0
0.96,1569323790295.0,0,0,0
1.05,1569323790765.0,0,0,0
1.17,1569323791225.0,0,0,0
1.17,1569323791685.0,0,0,0
1.2,1569323792145.0,0,0,0
1.23,1569323792605.0,0,0,0
1.32,1569323793065.0,0,0,0
1.53,1569323793535.0,0,0,0
1.56,1569323793995.0,0,0,0
1.59,1569323794455.0,0,0,0
1.59,1569323794915.0,0,0,0
1.6500000000000001,1569323795390.0,0,0,0
1.68,1569323795835.0,0,0,0
1.71,1569323796295.0,0,0,0
1.71,1569323796756.0,0,0,0
1.71,1569323797215.0,0,0,0
1.71,1569323797685.0,0,0,0
1.74,1569323798145.0,0,0,0
1.74,1569323798605.0,0,0,0
1.74,1569323799066.0,0,0,0
1.74,1569323799525.0,0,0,0
1.74,1569323799995.0,0,0,0
1.77,1569323800455.0,0,0,0
1.77,1569323800915.0,0,0,0
1.77,1569323801375.0,0,0,0
1.77,1569323801835.0,0,0,0
1.77,1569323802295.0,0,0,0
1.6500000000000001,1569323802755.0,0,0,0
0.24,1569323803215.0,0,0,0
0.0,1569323803684.0,0,0,0
-0.03,1569323804135.0,2,0,0
-0.03,1569323804595.0,2,0,0
0.0,1569323805055.0,2,0,0
0.0,1569323805515.0,2,0,0
0.0,1569323805975.0,2,0,0
0.0,1569323806435.0,2,0,0
0.0,1569323806898.0,2,0,0
0.0,1569323807355.0,2,0,0
0.0,1569323807815.0,2,0,0
0.06,1569323808276.0,2,0,0
0.24,1569323808735.0,2,0,0
0.42,1569323809195.0,2,0,0
0.45,1569323809655.0,2,0,0
0.45,1569323810115.0,2,0,0
0.12,1569323810575.0,2,0,0
-0.03,1569323811035.0,2,0,0
0.0,1569323811485.0,2,0,0
0.0,1569323811945.0,2,0,0
0.0,1569323812414.0,2,0,0
0.0,1569323812865.0,2,0,0
0.0,1569323813325.0,2,0,0
0.0,1569323813784.0,2,0,0
0.0,1569323814245.0,2,0,0
0.0,1569323814695.0,2,0,0
0.0,1569323815165.0,2,0,0
0.0,1569323815624.0,2,0,0
0.0,1569323816085.0,2,0,0
0.15,1569323816545.0,2,0,0
0.21,1569323817004.0,2,0,0
0.06,1569323817465.0,2,0,0
-0.03,1569323817925.0,2,0,0
0.0,1569323818375.0,2,0,0
0.0,1569323818834.0,2,0,0
0.0,1569323819304.0,2,0,0
0.0,1569323819765.0,2,0,0
0.0,1569323820214.0,2,0,0
0.0,1569323820684.0,2,0,0
0.0,1569323821135.0,2,0,0
0.0,1569323821595.0,2,0,0
0.0,1569323822065.0,2,0,0
0.18,1569323822525.0,2,0,0
1.56,1569323823001.0,2,0,0
0.42,1569323823435.0,2,0,0
0.3,1569323823905.0,2,0,0
0.5700000000000001,1569323824354.0,2,0,0
1.08,1569323824815.0,0,0,0
1.29,1569323825285.0,0,0,0
1.32,1569323825744.0,0,0,0
1.35,1569323826205.0,0,0,0
1.41,1569323826665.0,0,0,0
1.44,1569323827125.0,0,0,0
1.47,1569323827575.0,0,0,0
1.5,1569323828035.0,0,0,0
1.53,1569323828495.0,0,0,0
1.56,1569323828955.0,0,0,0
1.59,1569323829414.0,0,0,0
1.62,1569323829874.0,0,0,0
1.62,1569323830344.0,0,0,0
1.6500000000000001,1569323830795.0,0,0,0
1.68,1569323831265.0,0,0,0
1.68,1569323831725.0,0,0,0
1.71,1569323832185.0,0,0,0
1.71,1569323832645.0,0,0,0
1.74,1569323833105.0,0,0,0
1.74,1569323833565.0,0,0,0
1.74,1569323834025.0,0,0,0
1.74,1569323834485.0,0,0,0
1.77,1569323834945.0,0,0,0
1.77,1569323835405.0,0,0,0
1.77,1569323835865.0,0,0,0
1.77,1569323836325.0,0,0,0
1.77,1569323836785.0,0,0,0
1.8,1569323837255.0,0,0,0
1.8,1569323837714.0,0,0,0
1.8,1569323838175.0,0,0,0
1.8,1569323838635.0,0,0,0
1.8,1569323839095.0,0,0,0
1.83,1569323839545.0,0,0,0
1.83,1569323840015.0,0,0,0
1.83,1569323840465.0,0,0,0
1.83,1569323840935.0,0,0,0
1.83,1569323841395.0,0,0,0
1.83,1569323841857.0,0,0,0
1.83,1569323842315.0,0,0,0
1.83,1569323842775.0,0,0,0
1.83,1569323843235.0,0,0,0
1.83,1569323843695.0,0,0,0
1.83,1569323844155.0,0,0,0
1.83,1569323844615.0,0,0,0
1.83,1569323845074.0,0,0,0
1.86,1569323845535.0,0,0,0
1.83,1569323845995.0,0,0,0
1.86,1569323846455.0,0,0,0
1.86,1569323846925.0,0,0,0
1.86,1569323847388.0,0,0,0
1.86,1569323847845.0,0,0,0
1.86,1569323848315.0,0,0,0
1.86,1569323848765.0,0,0,0
1.86,1569323849225.0,0,0,0
1.86,1569323849684.0,0,0,0
