DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569323552074.0,0,0,0
0.0,1569323552533.0,0,0,0
0.0,1569323552994.0,0,0,0
0.0,1569323553453.0,0,0,0
0.0,1569323553912.0,0,0,0
0.0,1569323554383.0,0,0,0
0.14100000000000001,1569323554833.0,0,0,0
0.343,1569323555293.0,0,0,0
0.34900000000000003,1569323555753.0,0,0,0
0.321,1569323556213.0,0,0,0
0.372,1569323556673.0,0,0,0
0.512,1569323557132.0,1,0,0
0.591,1569323557593.0,1,0,0
0.511,1569323558088.0,1,0,0
0.396,1569323558512.0,1,0,0
0.356,1569323558980.0,1,0,0
0.483,1569323559433.0,1,0,0
0.531,1569323559893.0,1,0,0
0.507,1569323560342.0,1,0,0
0.486,1569323560812.0,-1,0,0
0.465,1569323561288.0,-1,0,0
0.298,1569323561732.0,-1,0,0
0.09,1569323562192.0,-1,0,0
-0.033,1569323562653.0,-1,0,0
-0.097,1569323563113.0,-1,0,0
-0.129,1569323563573.0,-1,0,0
-0.132,1569323564033.0,-1,0,0
-0.11,1569323564529.0,-1,0,0
-0.092,1569323564962.0,-1,0,0
-0.076,1569323565422.0,-1,0,0
-0.079,1569323565892.0,-1,0,0
-0.178,1569323566352.0,-1,0,0
-0.218,1569323566823.0,-1,0,0
-0.199,1569323567273.0,-1,0,0
-0.16,1569323567733.0,-1,0,0
0.0,1569323568204.0,-1,0,0
0.17200000000000001,1569323568663.0,-1,0,0
0.248,1569323569113.0,-1,0,0
0.28500000000000003,1569323569583.0,-1,0,0
0.315,1569323570043.0,-1,0,0
0.37,1569323570503.0,-1,0,0
0.41100000000000003,1569323570963.0,-1,0,0
0.405,1569323571422.0,-1,0,0
0.381,1569323571882.0,-1,0,0
0.487,1569323572345.0,-1,0,0
0.419,1569323572803.0,-1,0,0
0.38,1569323573264.0,-1,0,0
0.35100000000000003,1569323573723.0,-1,0,0
0.273,1569323574183.0,-1,0,0
0.126,1569323574652.0,-1,0,0
0.027,1569323575113.0,-1,0,0
-0.112,1569323575573.0,-1,0,0
