DT_lateralAcc,Timestamp,Action,Bump,Traffic congestion
-0.01,1569323552144.0,0,0,0
-0.01,1569323552603.0,0,0,0
-0.01,1569323553063.0,0,0,0
-0.01,1569323553524.0,0,0,0
-0.01,1569323553983.0,0,0,0
-0.01,1569323554444.0,0,0,0
-0.01,1569323554903.0,0,0,0
-0.02,1569323555363.0,0,0,0
-0.01,1569323555823.0,0,0,0
-0.01,1569323556283.0,0,0,0
-0.02,1569323556732.0,0,0,0
-0.02,1569323557192.0,1,0,0
-0.02,1569323557653.0,1,0,0
-0.02,1569323558113.0,1,0,0
-0.02,1569323558573.0,1,0,0
-0.02,1569323559043.0,1,0,0
-0.01,1569323559492.0,1,0,0
-0.01,1569323559952.0,1,0,0
-0.02,1569323560412.0,1,0,0
-0.02,1569323560882.0,-1,0,0
-0.01,1569323561343.0,-1,0,0
-0.03,1569323561792.0,-1,0,0
0.0,1569323562262.0,-1,0,0
0.0,1569323562723.0,-1,0,0
0.02,1569323563183.0,-1,0,0
0.05,1569323563643.0,-1,0,0
0.1,1569323564102.0,-1,0,0
0.11,1569323564573.0,-1,0,0
0.17,1569323565033.0,-1,0,0
0.17,1569323565492.0,-1,0,0
0.08,1569323565953.0,-1,0,0
0.11,1569323566412.0,-1,0,0
0.09,1569323566882.0,-1,0,0
0.09,1569323567343.0,-1,0,0
0.08,1569323567802.0,-1,0,0
0.09,1569323568263.0,-1,0,0
0.11,1569323568723.0,-1,0,0
0.08,1569323569183.0,-1,0,0
0.04,1569323569643.0,-1,0,0
0.03,1569323570103.0,-1,0,0
0.04,1569323570574.0,-1,0,0
-0.01,1569323571023.0,-1,0,0
-0.03,1569323571493.0,-1,0,0
-0.02,1569323571953.0,-1,0,0
-0.03,1569323572413.0,-1,0,0
-0.02,1569323572863.0,-1,0,0
-0.02,1569323573333.0,-1,0,0
-0.03,1569323573793.0,-1,0,0
-0.01,1569323574254.0,-1,0,0
0.0,1569323574713.0,-1,0,0
-0.06,1569323575183.0,-1,0,0
-0.16,1569323575643.0,-1,0,0
-0.1,1569323576103.0,-1,0,0
0.0,1569323576574.0,-1,0,0
0.03,1569323577033.0,-1,0,0
0.06,1569323577484.0,-1,0,0
0.09,1569323577943.0,-1,0,0
0.07,1569323578403.0,-1,0,0
0.01,1569323578864.0,-1,0,0
-0.03,1569323579323.0,-1,0,0
0.0,1569323579783.0,-1,0,0
-0.02,1569323580243.0,-1,0,0
-0.02,1569323580713.0,-1,0,0
-0.01,1569323581174.0,-1,0,0
-0.02,1569323581634.0,-1,0,0
0.0,1569323582103.0,-1,0,0
-0.01,1569323582562.0,-1,0,0
0.0,1569323583023.0,-1,0,0
