DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
697.0,1569323552084.0,0,0,0
699.0,1569323552543.0,0,0,0
692.5,1569323553003.0,0,0,0
693.0,1569323553474.0,0,0,0
689.5,1569323553922.0,0,0,0
614.0,1569323554394.0,0,0,0
706.0,1569323554853.0,0,0,0
711.5,1569323555303.0,0,0,0
714.5,1569323555775.0,0,0,0
744.5,1569323556223.0,0,0,0
883.5,1569323556683.0,0,0,0
986.0,1569323557143.0,1,0,0
1009.5,1569323557603.0,1,0,0
1034.0,1569323558089.0,1,0,0
1087.5,1569323558523.0,1,0,0
1202.0,1569323558983.0,1,0,0
1338.0,1569323559446.0,1,0,0
1476.0,1569323559903.0,1,0,0
1564.5,1569323560362.0,1,0,0
1656.5,1569323560823.0,-1,0,0
1724.0,1569323561291.0,-1,0,0
1660.5,1569323561742.0,-1,0,0
1583.0,1569323562212.0,-1,0,0
1395.5,1569323562663.0,-1,0,0
1207.0,1569323563124.0,-1,0,0
1130.0,1569323563583.0,-1,0,0
1066.0,1569323564044.0,-1,0,0
1004.5,1569323564530.0,-1,0,0
964.0,1569323564974.0,-1,0,0
938.5,1569323565443.0,-1,0,0
893.0,1569323565903.0,-1,0,0
943.0,1569323566363.0,-1,0,0
1026.5,1569323566834.0,-1,0,0
1198.0,1569323567284.0,-1,0,0
1330.0,1569323567743.0,-1,0,0
1390.0,1569323568213.0,-1,0,0
1450.5,1569323568696.0,-1,0,0
1564.5,1569323569133.0,-1,0,0
1624.0,1569323569593.0,-1,0,0
1679.0,1569323570053.0,-1,0,0
1803.0,1569323570513.0,-1,0,0
1879.5,1569323570973.0,-1,0,0
1962.0,1569323571434.0,-1,0,0
1655.0,1569323571903.0,-1,0,0
1351.5,1569323572363.0,-1,0,0
1373.5,1569323572815.0,-1,0,0
1396.0,1569323573274.0,-1,0,0
1432.0,1569323573733.0,-1,0,0
1352.0,1569323574193.0,-1,0,0
1315.0,1569323574663.0,-1,0,0
1226.0,1569323575123.0,-1,0,0
1201.0,1569323575593.0,-1,0,0
1158.5,1569323576075.0,-1,0,0
1259.0,1569323576513.0,-1,0,0
1363.0,1569323576973.0,-1,0,0
1394.5,1569323577433.0,-1,0,0
1432.5,1569323577893.0,-1,0,0
1480.5,1569323578353.0,-1,0,0
1501.5,1569323578813.0,-1,0,0
1530.0,1569323579272.0,-1,0,0
1531.5,1569323579733.0,-1,0,0
1474.5,1569323580193.0,-1,0,0
1431.0,1569323580663.0,-1,0,0
1294.5,1569323581124.0,-1,0,0
1193.0,1569323581583.0,-1,0,0
1103.0,1569323582043.0,-1,0,0
1022.5,1569323582504.0,-1,0,0
972.0,1569323582963.0,-1,0,0
916.0,1569323583450.0,-1,0,0
880.5,1569323583893.0,-1,0,0
873.0,1569323584353.0,-1,0,0
848.0,1569323584812.0,-1,0,0
847.0,1569323585274.0,-1,0,0
828.0,1569323585732.0,-1,0,0
1047.5,1569323586194.0,-1,0,0
1231.0,1569323586653.0,-1,0,0
1171.5,1569323587104.0,-1,0,0
1156.0,1569323587564.0,-1,0,0
1134.0,1569323588025.0,-1,0,0
1111.0,1569323588493.0,-1,0,0
1079.5,1569323588954.0,-1,0,0
1053.5,1569323589414.0,-1,0,0
1042.0,1569323589874.0,-1,0,0
1046.0,1569323590335.0,-1,0,0
1067.5,1569323590815.0,-1,0,0
1128.0,1569323591264.0,-1,0,0
1175.5,1569323591723.0,-1,0,0
1207.5,1569323592184.0,-1,0,0
1236.0,1569323592657.0,-1,0,0
1273.5,1569323593114.0,-1,0,0
1304.5,1569323593574.0,-1,0,0
1342.0,1569323594034.0,-1,0,0
1351.0,1569323594494.0,-1,0,0
1345.5,1569323595006.0,-1,0,0
1345.0,1569323595424.0,-1,0,0
1355.5,1569323595884.0,-1,0,0
1363.5,1569323596343.0,-1,0,0
1371.0,1569323596803.0,-1,0,0
1372.5,1569323597264.0,-1,0,0
1373.0,1569323597724.0,-1,0,0
1380.0,1569323598200.0,-1,0,0
1393.5,1569323598654.0,-1,0,0
1403.5,1569323599103.0,-1,0,0
1399.0,1569323599564.0,-1,0,0
1403.5,1569323600024.0,-1,0,0
1391.0,1569323600484.0,-1,0,0
1349.0,1569323600944.0,-1,0,0
1302.0,1569323601408.0,-1,0,0
1253.5,1569323601864.0,-1,0,0
1116.0,1569323602324.0,-1,0,0
1049.0,1569323602783.0,-1,0,0
998.0,1569323603244.0,-1,0,0
958.0,1569323603714.0,-1,0,0
918.0,1569323604174.0,-1,0,0
890.0,1569323604662.0,-1,0,0
867.5,1569323605084.0,-1,0,0
846.0,1569323605544.0,-1,0,0
830.5,1569323606004.0,-1,0,0
824.0,1569323606474.0,-1,0,0
865.5,1569323606933.0,-1,0,0
1042.5,1569323607385.0,-1,0,0
1329.5,1569323607853.0,-1,0,0
1735.5,1569323608314.0,-1,0,0
1839.0,1569323608774.0,-1,0,0
1804.0,1569323609234.0,-1,0,0
1810.0,1569323609694.0,-1,0,0
1835.0,1569323610144.0,-1,0,0
1855.0,1569323610614.0,-1,0,0
1892.5,1569323611073.0,-1,0,0
1924.5,1569323611534.0,-1,0,0
1610.0,1569323611994.0,-1,0,0
1271.0,1569323612465.0,-1,0,0
1298.0,1569323612925.0,-1,0,0
1308.5,1569323613393.0,-1,0,0
1331.0,1569323613853.0,-1,0,0
1364.5,1569323614316.0,-1,0,0
1366.5,1569323614786.0,-1,0,0
1334.5,1569323615266.0,-1,0,0
1333.0,1569323615703.0,-1,0,0
1339.0,1569323616163.0,-1,0,0
1352.0,1569323616625.0,-1,0,0
1366.0,1569323617094.0,-1,0,0
1369.5,1569323617554.0,-1,0,0
1295.0,1569323618014.0,-1,0,0
1200.0,1569323618490.0,-1,0,0
1087.0,1569323618935.0,-1,0,0
1032.0,1569323619394.0,-1,0,0
976.0,1569323619854.0,-1,0,0
932.5,1569323620314.0,-1,0,0
1074.5,1569323620774.0,-1,0,0
1278.5,1569323621234.0,-1,0,0
1301.0,1569323621713.0,-1,0,0
1314.0,1569323622154.0,-1,0,0
1337.0,1569323622623.0,-1,0,0
1364.0,1569323623084.0,-1,0,0
1355.0,1569323623544.0,-1,0,0
1336.5,1569323624004.0,-1,0,0
1332.5,1569323624464.0,-1,0,0
1316.0,1569323624934.0,-1,0,0
1284.0,1569323625394.0,-1,0,0
1270.5,1569323625864.0,-1,0,0
1258.5,1569323626324.0,-1,0,0
1145.5,1569323626785.0,-1,0,0
1068.0,1569323627244.0,-1,0,0
979.0,1569323627704.0,-1,0,0
956.0,1569323628164.0,-1,0,0
916.0,1569323628624.0,-1,0,0
868.0,1569323629129.0,-1,0,0
858.0,1569323629545.0,-1,0,0
841.5,1569323630014.0,-1,0,0
833.5,1569323630474.0,-1,0,0
819.0,1569323630934.0,-1,0,0
820.0,1569323631404.0,-1,0,0
816.5,1569323631864.0,-1,0,0
811.5,1569323632334.0,-1,0,0
811.5,1569323632785.0,-1,0,0
805.0,1569323633254.0,-1,0,0
793.0,1569323633724.0,-1,0,0
787.0,1569323634184.0,-1,0,0
796.0,1569323634652.0,-1,0,0
811.0,1569323635114.0,-1,0,0
918.0,1569323635573.0,-1,0,0
1206.0,1569323636035.0,1,0,0
1677.0,1569323636494.0,1,0,0
1759.0,1569323636954.0,1,0,0
1841.5,1569323637414.0,1,0,0
1964.0,1569323637884.0,1,0,0
1858.0,1569323638343.0,1,0,0
1423.0,1569323638814.0,1,0,0
1337.0,1569323639274.0,5,0,0
1391.5,1569323639734.0,5,0,0
1414.5,1569323640194.0,5,0,0
1428.5,1569323640654.0,5,0,0
1364.0,1569323641104.0,5,0,0
1351.5,1569323641564.0,5,0,0
1348.0,1569323642024.0,5,0,0
1347.5,1569323642484.0,5,0,0
1350.0,1569323642954.0,5,0,0
1349.5,1569323643414.0,5,0,0
