1619611718774,19.6133,5.79875,-8.99741,0.29837,0.03328,-1.33371
1619611718794,1.92014,19.6127,-5.14753,0.02779,-0.05193,-1.46686
1619611718814,0.94331,-19.6133,8.61912,0.08851,0.23995,-1.28044
1619611718834,14.5328,2.93529,12.66053,-0.18738,-0.03275,-1.36779
1619611718854,1.04866,-19.6133,16.8456,-0.28539,0.21118,-1.40188
1619611718874,-14.81532,0.92895,19.6127,-0.43772,-0.0253,-1.44875
1619611718894,3.58172,-19.6133,19.6127,0.15562,0.12383,-1.39869
1619611718914,7.34541,-13.30697,19.6127,-0.35356,0.05139,-1.45728
1619611718934,-0.24899,7.8434,6.44997,-0.14584,0.36139,-1.44769
1619611718954,8.69095,0.74699,-0.21547,-0.30456,-0.30759,-1.38484
1619611718974,-7.09162,1.94409,19.6127,0.0214,0.19094,-1.44556
1619611718994,6.74686,6.96233,14.92066,-0.07872,-0.16058,-1.49989
1619611719014,-1.59932,12.5504,4.9943,0.03205,0.26551,-1.39336
1619611719034,19.6133,-13.10107,-18.10016,0.42194,-0.36405,-1.44982
1619611719054,11.70285,-11.78426,-19.6133,-0.08405,-0.03062,-1.34862
1619611719075,-10.21845,-1.96803,14.08269,-0.43452,0.24421,-1.48284
1619611719094,-2.68629,-0.32561,11.08994,-0.1192,0.16644,-1.48923
1619611719114,19.4457,-4.55856,6.96712,-0.09044,-0.22237,-1.42958
1619611719134,10.08437,-19.07221,0.32561,0.14177,0.19094,-1.43171
1619611719154,-10.59673,8.72925,10.55843,-0.08086,-0.08388,-1.38271
1619611719175,19.6133,2.94965,8.31266,-0.18099,0.29108,-1.48923
1619611719194,-19.6127,9.28471,11.51611,0.66375,0.10998,-1.4104
1619611719214,15.49048,19.6127,2.79642,-0.6529,-0.73583,-1.44982
1619611719234,12.00452,-5.72214,1.59932,0.33672,0.3241,-1.33797
1619611719254,-2.79163,10.48181,-12.30619,-0.02866,-0.18189,-1.38697
1619611719274,19.6133,-10.13704,4.84586,0.17267,0.10466,-1.43491
1619611719294,-6.45955,-13.67089,19.6127,-0.15542,0.04394,-1.3369
1619611719314,-14.60941,9.03571,19.6127,-0.02546,0.28469,-1.4658
1619611719334,-5.28639,0.32561,-8.64306,-0.30669,-0.49295,-1.4168
1619611719355,1.75255,16.32366,11.15698,0.03099,0.28256,-1.35075
1619611719374,18.82321,12.10508,19.6127,0.04484,-0.07536,-1.4168
1619611719394,-2.806,9.30386,5.43962,-0.19377,-0.01358,-1.39336
1619611719414,10.04607,-7.33583,-3.90254,0.34311,0.06205,-1.50841
1619611719434,9.53371,5.95198,-5.56412,-0.23319,-0.08282,-1.49456
1619611719454,-9.58638,18.58379,13.92467,-0.12666,0.15899,-1.41893
1619611719474,9.09317,-5.96156,13.45062,-0.14477,0.16751,-1.48497
1619611719495,14.27423,19.6127,2.46602,-0.24278,-0.00825,-1.4136
1619611719514,19.6133,-4.87938,-9.73003,0.12367,-0.03062,-1.46473
1619611719534,-8.05409,19.6127,6.54574,0.2728,-0.21278,-1.28257
1619611719554,-7.81946,2.21703,19.6127,-0.17992,-0.69108,-1.29642
1619611719574,-19.6127,6.67503,10.86009,0.18012,0.03222,-1.48604
1619611719594,0.52193,3.50032,8.77235,-0.50163,-0.14141,-1.32518
1619611719614,-4.73094,-0.41659,6.59841,0.17586,0.16644,-1.47112
1619611719634,4.09408,19.6127,10.60152,0.01714,-0.34168,-1.32305
1619611719655,-0.89064,3.37103,12.98136,0.43685,0.00239,-1.36673
1619611719674,-0.8667,-19.6133,19.6127,-0.13412,-0.31398,-1.35394
1619611719694,-4.67827,19.6127,-17.6692,0.20569,0.39228,-1.47645
1619611719714,3.36624,-15.84003,10.52491,-0.4782,0.22077,-1.35501
1619611719734,-4.64953,7.69496,12.73236,-0.31628,-0.02103,-1.39336
1619611719754,-1.74297,-0.57939,-2.37025,-0.2726,0.03115,-1.44556
1619611719774,9.11712,-12.25352,6.66545,-0.08938,-0.11904,-1.32518
1619611719794,-1.54186,3.40934,8.30309,0.10343,-0.05299,-1.48178
1619611719814,7.08204,-5.42526,16.89827,0.1226,-0.16058,-1.47858
1619611719834,8.00142,11.19049,14.36999,-0.08405,0.045,-1.43597
1619611719854,10.53448,-8.43237,16.74025,-0.2726,0.04926,-1.45088
1619611719874,15.62934,8.2983,-7.24485,-0.15436,0.20586,-1.60961
1619611719894,-16.82166,-8.52335,19.49837,-0.18419,-0.15632,-1.51906
1619611719914,12.89517,-3.14598,8.09719,0.12793,0.18242,-1.39336
1619611719934,17.76497,-11.68849,-4.00789,0.03844,0.24634,-1.47432
1619611719954,-3.67749,19.6127,-19.6133,0.08212,-0.15632,-1.40827
1619611719974,-2.54743,17.92299,10.45308,0.26961,-0.01571,-1.4903
1619611719994,-7.25921,3.43807,-2.09732,-0.16182,0.03009,-1.43384
1619611720014,8.67658,-8.06367,15.31331,-0.13731,-0.03382,-1.38271
1619611720034,7.70932,13.45541,-6.28238,-0.20443,-0.11478,-1.48817
1619611720055,4.3335,19.6127,4.38138,0.13645,0.094,-1.39549
1619611720075,3.02148,-10.95586,12.93347,0.05229,-0.1723,-1.33903
1619611720094,-7.5944,0.6177,0.45968,-0.18419,0.05566,-1.45195
1619611720114,-17.5064,10.81221,8.97825,0.04803,0.20905,-1.45621
1619611720134,14.90151,9.41878,5.10922,-0.28539,-0.00079,-1.44023
1619611720154,-5.40131,14.99727,12.73715,-0.11601,0.0759,-1.41999
1619611720154,0.56024,-19.6133,19.6127,0.01288,0.13981,-1.46154
1619611720194,-10.0748,8.67179,19.6127,-0.06594,-0.12117,-1.3891
1619611720214,-19.6127,-1.08696,10.44829,-0.01374,0.01304,-1.45621
1619611720234,10.10831,-16.91742,15.65807,-0.0212,0.01731,-1.48817
1619611720255,-2.91613,19.6127,11.42034,-0.0489,-0.33742,-1.38164
1619611720275,-3.3854,5.56412,19.6127,-0.23638,0.00772,-1.53184
1619611720294,19.6133,17.64047,14.76264,0.14604,-0.32144,-1.47325
1619611720315,7.87692,-15.09783,10.0748,-0.18099,-0.02956,-1.43384
1619611720334,-12.95742,5.34864,18.92376,-0.2513,-0.10412,-1.53397
1619611720355,-9.27513,19.6127,-19.6133,-0.11068,0.32091,-1.47539
1619611720374,-2.03985,4.20421,1.49398,0.11621,-0.27031,-1.56913
1619611720394,19.6133,-9.64384,14.4514,0.04164,0.01198,-1.62346
1619611720414,-1.6089,9.76834,6.67503,0.28452,0.08868,-1.50947
1619611720434,7.87692,7.65665,3.49553,-0.26302,0.0205,-1.2602
1619611720454,19.6133,-19.6133,19.6127,-0.34184,-0.00612,-1.57765
1619611720475,-10.71165,14.24071,4.20421,0.12367,-0.07749,-1.46367
1619611720494,9.35654,14.26944,11.99495,-0.09577,0.10892,-1.35288
1619611720514,6.93839,1.59932,-9.26556,-0.13092,-0.17443,-1.44449
