accVertical_data,Timestamp,Action,Bump,Traffic congestion
0.11800000000000001,1577246390851,0,0,0
0.114,1577246391311,0,0,0
0.10200000000000001,1577246391760,0,0,0
0.10200000000000001,1577246392211,0,0,0
0.108,1577246392661,0,0,0
0.106,1577246393111,0,0,0
0.106,1577246393560,0,0,0
0.11,1577246394011,0,0,0
0.11,1577246394460,0,0,0
0.11,1577246394911,0,0,0
0.106,1577246395360,0,0,0
0.106,1577246395810,0,0,0
0.106,1577246396260,0,0,0
0.10400000000000001,1577246396711,0,0,0
0.11,1577246397160,-1,0,0
0.116,1577246397611,-1,0,0
0.37,1577246398060,-1,0,0
0.54,1577246398511,-1,0,0
0.588,1577246398961,-1,0,0
0.858,1577246399411,-1,0,0
1.6580000000000001,1577246399860,-1,0,0
2.116,1577246400311,-1,0,0
1.8800000000000001,1577246400761,-1,0,0
1.48,1577246401211,-1,0,0
1.486,1577246401661,-1,0,0
1.568,1577246402111,-1,0,0
1.724,1577246402561,-1,0,0
1.786,1577246403011,1,0,0
1.59,1577246403461,1,0,0
1.49,1577246403911,1,0,0
1.236,1577246404361,1,0,0
0.85,1577246404820,1,0,0
0.612,1577246405270,1,0,0
0.328,1577246405721,1,0,0
0.10400000000000001,1577246406171,1,0,0
-0.082,1577246406621,1,0,0
-0.222,1577246407070,1,0,0
-0.28200000000000003,1577246407531,1,0,0
-0.328,1577246407981,1,0,0
-0.326,1577246408431,1,0,0
-0.26,1577246408881,1,0,0
-0.198,1577246409330,1,0,0
-0.096,1577246409781,1,0,0
-0.07,1577246410231,1,0,0
0.156,1577246410690,3,0,0
0.298,1577246411141,3,0,0
0.28,1577246411590,3,0,0
0.096,1577246412041,3,0,0
-0.108,1577246412491,3,0,0
-0.262,1577246412941,3,0,0
-0.442,1577246413391,3,0,0
-0.5,1577246413841,3,0,0
-0.536,1577246414290,3,0,0
-0.656,1577246414740,3,0,0
-0.674,1577246415191,3,0,0
-0.718,1577246415640,3,0,0
-0.746,1577246416091,3,0,0
-0.792,1577246416541,3,0,0
-0.562,1577246416990,3,0,0
-0.298,1577246417440,3,0,0
0.022,1577246417890,3,0,0
0.252,1577246418340,3,0,0
0.318,1577246418790,3,0,0
0.266,1577246419240,3,0,0
0.108,1577246419691,1,0,0
-0.068,1577246420140,1,0,0
-0.424,1577246420590,1,0,0
-0.838,1577246421041,1,0,0
-1.086,1577246421490,1,0,0
-1.204,1577246421940,1,0,0
-1.318,1577246422390,1,0,0
-1.3960000000000001,1577246422841,1,0,0
