acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577246390700,0,0,0
0.0,1577246391161,0,0,0
0.0,1577246391610,0,0,0
0.0,1577246392060,0,0,0
0.0,1577246392511,0,0,0
0.0,1577246392960,0,0,0
0.0,1577246393411,0,0,0
0.0,1577246393860,0,0,0
0.0,1577246394310,0,0,0
0.0,1577246394760,0,0,0
0.0,1577246395210,0,0,0
0.0,1577246395660,0,0,0
0.0,1577246396111,0,0,0
0.0,1577246396561,0,0,0
0.0,1577246397011,0,0,0
0.0,1577246397461,-1,0,0
0.0,1577246397911,-1,0,0
0.0,1577246398361,-1,0,0
0.0,1577246398811,-1,0,0
0.001,1577246399260,-1,0,0
0.002,1577246399711,-1,0,0
0.004,1577246400160,-1,0,0
0.003,1577246400611,-1,0,0
0.002,1577246401061,-1,0,0
0.002,1577246401511,-1,0,0
0.002,1577246401961,-1,0,0
0.003,1577246402410,-1,0,0
0.003,1577246402861,1,0,0
0.003,1577246403311,1,0,0
0.002,1577246403761,1,0,0
0.002,1577246404211,1,0,0
0.001,1577246404671,1,0,0
0.001,1577246405121,1,0,0
0.0,1577246405571,1,0,0
0.0,1577246406021,1,0,0
0.255,1577246406471,1,0,0
0.255,1577246406921,1,0,0
0.255,1577246407381,1,0,0
0.255,1577246407831,1,0,0
0.255,1577246408281,1,0,0
0.255,1577246408731,1,0,0
0.255,1577246409181,1,0,0
0.255,1577246409630,1,0,0
0.255,1577246410080,1,0,0
0.255,1577246410530,3,0,0
0.0,1577246410990,3,0,0
0.0,1577246411440,3,0,0
0.0,1577246411890,3,0,0
0.0,1577246412341,3,0,0
0.255,1577246412791,3,0,0
0.255,1577246413240,3,0,0
0.255,1577246413691,3,0,0
0.255,1577246414141,3,0,0
0.255,1577246414590,3,0,0
0.255,1577246415041,3,0,0
0.255,1577246415490,3,0,0
0.0,1577246415940,3,0,0
0.0,1577246416390,3,0,0
0.0,1577246416840,3,0,0
0.0,1577246417290,3,0,0
0.001,1577246417741,3,0,0
0.001,1577246418190,3,0,0
0.001,1577246418641,3,0,0
0.001,1577246419090,3,0,0
0.0,1577246419540,3,0,0
0.0,1577246419991,1,0,0
0.255,1577246420441,1,0,0
0.254,1577246420890,1,0,0
0.254,1577246421340,1,0,0
0.254,1577246421790,1,0,0
0.253,1577246422240,1,0,0
0.253,1577246422691,1,0,0
0.254,1577246423140,1,0,0
0.254,1577246423591,1,0,0
0.254,1577246424041,1,0,0
0.253,1577246424490,1,0,0
0.254,1577246424940,1,0,0
0.254,1577246425390,1,0,0
0.255,1577246425841,1,0,0
0.255,1577246426300,1,0,0
0.0,1577246426751,1,0,0
0.0,1577246427200,1,0,0
0.254,1577246427651,1,0,0
0.253,1577246428100,2,0,0
0.254,1577246428550,2,0,0
0.255,1577246429001,2,0,0
0.255,1577246429451,2,0,0
0.255,1577246429901,2,0,0
0.255,1577246430351,2,0,0
0.254,1577246430800,2,0,0
0.255,1577246431251,2,0,0
0.254,1577246431700,2,0,0
0.254,1577246432151,2,0,0
0.255,1577246432600,2,0,0
0.0,1577246433051,2,0,0
0.0,1577246433501,2,0,0
0.0,1577246433951,2,0,0
0.0,1577246434401,2,0,0
0.0,1577246434851,2,0,0
0.0,1577246435300,2,0,0
0.0,1577246435751,2,0,0
0.0,1577246436201,2,0,0
0.001,1577246436660,2,0,0
0.001,1577246437110,2,0,0
0.001,1577246437560,2,0,0
0.001,1577246438010,2,0,0
0.002,1577246438461,2,0,0
0.002,1577246438911,2,0,0
0.002,1577246439360,2,0,0
0.003,1577246439811,2,0,0
0.002,1577246440261,2,0,0
0.002,1577246440710,2,0,0
0.002,1577246441160,2,0,0
0.002,1577246441610,2,0,0
0.001,1577246442060,2,0,0
0.001,1577246442510,2,0,0
0.0,1577246442961,-1,0,0
0.0,1577246443411,-1,0,0
0.0,1577246443861,-1,0,0
0.0,1577246444310,-1,0,0
0.0,1577246444761,-1,0,0
0.0,1577246445211,-1,0,0
0.0,1577246445661,-1,0,0
0.0,1577246446110,-1,0,0
0.0,1577246446560,-1,0,0
0.001,1577246447011,1,0,0
0.001,1577246447461,1,0,0
0.001,1577246447911,1,0,0
0.001,1577246448361,1,0,0
0.0,1577246448811,1,0,0
0.0,1577246449261,1,0,0
0.0,1577246449710,1,0,0
0.255,1577246450160,1,0,0
0.255,1577246450611,1,0,0
0.255,1577246451060,1,0,0
0.0,1577246451510,1,0,0
0.0,1577246451960,1,0,0
0.0,1577246452411,1,0,0
0.0,1577246452861,1,0,0
0.0,1577246453310,1,0,0
0.0,1577246453760,1,0,0
0.0,1577246454210,1,0,0
0.0,1577246454661,1,0,0
0.0,1577246455111,1,0,0
0.0,1577246455561,1,0,0
0.0,1577246456011,1,0,0
0.255,1577246456461,1,0,0
0.253,1577246456911,1,0,0
0.253,1577246457361,1,0,0
0.254,1577246457811,1,0,0
0.255,1577246458261,1,0,0
0.255,1577246458711,1,0,0
0.255,1577246459161,1,0,0
0.255,1577246459611,1,0,0
0.255,1577246460061,1,0,0
0.255,1577246460511,1,0,0
0.0,1577246460961,1,0,0
0.0,1577246461411,1,0,0
0.0,1577246461861,1,0,0
0.0,1577246462311,1,0,0
0.0,1577246462761,1,0,0
0.0,1577246463211,1,0,0
0.0,1577246463661,1,0,0
0.0,1577246464111,1,0,0
0.0,1577246464571,1,0,0
0.0,1577246465021,1,0,0
0.0,1577246465471,1,0,0
0.0,1577246465921,1,0,0
0.253,1577246466371,1,0,0
0.253,1577246466821,1,0,0
0.253,1577246467271,1,0,0
0.252,1577246467721,1,0,0
0.252,1577246468171,5,0,0
0.252,1577246468631,5,0,0
0.253,1577246469081,5,0,0
0.255,1577246469531,5,0,0
0.0,1577246469981,5,0,0
0.001,1577246470431,5,0,0
0.001,1577246470881,5,0,0
0.001,1577246471331,5,0,0
0.001,1577246471781,5,0,0
0.001,1577246472231,5,0,0
0.0,1577246472681,5,0,0
0.0,1577246473131,5,0,0
0.0,1577246473581,5,0,0
0.255,1577246474031,5,0,0
0.253,1577246474481,5,0,0
0.252,1577246474931,5,0,0
0.254,1577246475381,5,0,0
0.254,1577246475831,5,0,0
0.255,1577246476281,5,0,0
0.254,1577246476731,5,0,0
0.254,1577246477181,1,0,0
0.255,1577246477631,1,0,0
0.254,1577246478081,1,0,0
0.254,1577246478531,1,0,0
0.254,1577246478981,1,0,0
0.253,1577246479431,1,0,0
0.255,1577246479881,1,0,0
0.254,1577246480331,1,0,0
0.252,1577246480781,1,0,0
0.252,1577246481231,1,0,0
0.252,1577246481681,1,0,0
0.253,1577246482131,1,0,0
0.253,1577246482581,1,0,0
0.255,1577246483031,1,0,0
