brake_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577246390771,0,0,0
0.0,1577246391231,0,0,0
0.0,1577246391681,0,0,0
0.0,1577246392131,0,0,0
0.0,1577246392580,0,0,0
0.0,1577246393030,0,0,0
1.41,1577246393481,0,0,0
7.89,1577246393931,0,0,0
9.09,1577246394381,0,0,0
8.97,1577246394831,0,0,0
8.88,1577246395281,0,0,0
8.82,1577246395731,0,0,0
8.61,1577246396180,0,0,0
8.49,1577246396630,0,0,0
3.99,1577246397081,-1,0,0
655.33,1577246397530,-1,0,0
0.0,1577246397981,-1,0,0
0.0,1577246398431,-1,0,0
0.0,1577246398881,-1,0,0
0.0,1577246399331,-1,0,0
0.0,1577246399781,-1,0,0
0.0,1577246400231,-1,0,0
0.0,1577246400681,-1,0,0
0.0,1577246401131,-1,0,0
0.0,1577246401581,-1,0,0
0.0,1577246402031,-1,0,0
0.0,1577246402481,-1,0,0
0.0,1577246402931,1,0,0
0.0,1577246403381,1,0,0
0.0,1577246403831,1,0,0
0.0,1577246404281,1,0,0
0.0,1577246404741,1,0,0
0.0,1577246405190,1,0,0
0.0,1577246405641,1,0,0
0.0,1577246406091,1,0,0
0.0,1577246406541,1,0,0
0.0,1577246406991,1,0,0
0.0,1577246407451,1,0,0
0.0,1577246407901,1,0,0
0.0,1577246408351,1,0,0
0.0,1577246408801,1,0,0
0.0,1577246409251,1,0,0
0.0,1577246409701,1,0,0
0.0,1577246410151,1,0,0
0.0,1577246410600,3,0,0
0.0,1577246411060,3,0,0
0.0,1577246411510,3,0,0
0.0,1577246411961,3,0,0
0.0,1577246412411,3,0,0
0.12,1577246412861,3,0,0
0.09,1577246413310,3,0,0
0.06,1577246413761,3,0,0
0.06,1577246414211,3,0,0
0.06,1577246414661,3,0,0
0.0,1577246415111,3,0,0
0.0,1577246415560,3,0,0
0.0,1577246416011,3,0,0
0.0,1577246416461,3,0,0
0.0,1577246416910,3,0,0
0.0,1577246417361,3,0,0
0.0,1577246417810,3,0,0
0.0,1577246418261,3,0,0
0.0,1577246418710,3,0,0
0.0,1577246419161,3,0,0
0.0,1577246419610,3,0,0
0.09,1577246420061,1,0,0
0.24,1577246420510,1,0,0
0.27,1577246420961,1,0,0
0.27,1577246421411,1,0,0
0.27,1577246421860,1,0,0
0.36,1577246422311,1,0,0
0.33,1577246422760,1,0,0
0.33,1577246423210,1,0,0
0.39,1577246423660,1,0,0
0.42,1577246424111,1,0,0
0.36,1577246424560,1,0,0
0.21,1577246425011,1,0,0
0.24,1577246425461,1,0,0
0.12,1577246425911,1,0,0
0.0,1577246426371,1,0,0
0.0,1577246426821,1,0,0
0.24,1577246427271,1,0,0
0.51,1577246427721,2,0,0
0.18,1577246428171,2,0,0
0.12,1577246428621,2,0,0
0.12,1577246429071,2,0,0
0.12,1577246429521,2,0,0
0.15,1577246429971,2,0,0
0.27,1577246430421,2,0,0
0.21,1577246430871,2,0,0
0.27,1577246431321,2,0,0
0.39,1577246431771,2,0,0
0.06,1577246432221,2,0,0
0.09,1577246432671,2,0,0
0.09,1577246433122,2,0,0
0.12,1577246433571,2,0,0
0.12,1577246434021,2,0,0
0.12,1577246434471,2,0,0
0.0,1577246434921,2,0,0
0.0,1577246435371,2,0,0
0.0,1577246435821,2,0,0
0.0,1577246436271,2,0,0
0.0,1577246436730,2,0,0
0.0,1577246437181,2,0,0
0.0,1577246437630,2,0,0
0.0,1577246438080,2,0,0
0.0,1577246438530,2,0,0
0.0,1577246438981,2,0,0
0.0,1577246439431,2,0,0
0.0,1577246439881,2,0,0
0.0,1577246440331,2,0,0
0.0,1577246440781,2,0,0
0.0,1577246441231,2,0,0
0.0,1577246441680,2,0,0
0.0,1577246442130,2,0,0
0.0,1577246442580,2,0,0
0.0,1577246443031,-1,0,0
0.0,1577246443481,-1,0,0
0.0,1577246443931,-1,0,0
0.0,1577246444380,-1,0,0
0.0,1577246444831,-1,0,0
0.0,1577246445281,-1,0,0
0.0,1577246445730,-1,0,0
0.0,1577246446180,-1,0,0
0.0,1577246446631,-1,0,0
0.0,1577246447081,1,0,0
0.0,1577246447530,1,0,0
0.0,1577246447981,1,0,0
0.0,1577246448430,1,0,0
0.0,1577246448881,1,0,0
0.09,1577246449331,1,0,0
0.33,1577246449780,1,0,0
0.51,1577246450231,1,0,0
0.0,1577246450680,1,0,0
0.0,1577246451131,1,0,0
0.0,1577246451581,1,0,0
0.0,1577246452031,1,0,0
0.0,1577246452481,1,0,0
0.0,1577246452931,1,0,0
0.0,1577246453380,1,0,0
0.0,1577246453831,1,0,0
0.0,1577246454281,1,0,0
0.0,1577246454730,1,0,0
0.0,1577246455181,1,0,0
0.0,1577246455631,1,0,0
0.12,1577246456081,1,0,0
0.75,1577246456530,1,0,0
0.69,1577246456981,1,0,0
0.42,1577246457431,1,0,0
0.06,1577246457881,1,0,0
0.21,1577246458331,1,0,0
0.12,1577246458781,1,0,0
0.24,1577246459231,1,0,0
0.3,1577246459681,1,0,0
0.0,1577246460131,1,0,0
0.0,1577246460581,1,0,0
0.0,1577246461031,1,0,0
0.0,1577246461481,1,0,0
0.0,1577246461931,1,0,0
0.0,1577246462381,1,0,0
0.0,1577246462831,1,0,0
0.0,1577246463281,1,0,0
0.0,1577246463731,1,0,0
0.0,1577246464181,1,0,0
0.0,1577246464641,1,0,0
0.0,1577246465091,1,0,0
0.03,1577246465541,1,0,0
0.81,1577246465991,1,0,0
0.63,1577246466441,1,0,0
0.54,1577246466891,1,0,0
0.84,1577246467341,1,0,0
0.75,1577246467791,1,0,0
0.81,1577246468241,5,0,0
0.78,1577246468701,5,0,0
0.0,1577246469151,5,0,0
0.0,1577246469601,5,0,0
0.0,1577246470051,5,0,0
0.0,1577246470501,5,0,0
0.0,1577246470951,5,0,0
0.0,1577246471401,5,0,0
0.0,1577246471851,5,0,0
0.0,1577246472301,5,0,0
0.0,1577246472751,5,0,0
0.0,1577246473201,5,0,0
0.33,1577246473651,5,0,0
0.99,1577246474101,5,0,0
0.9,1577246474551,5,0,0
0.51,1577246475001,5,0,0
0.63,1577246475451,5,0,0
