DT_tiltAccAngle,Timestamp,Action,Bump,Traffic congestion
0.0,1569376858860.0,1,0,0
0.0,1569376859309.0,1,0,0
0.0,1569376859769.0,1,0,0
0.0,1569376860239.0,1,0,0
0.0,1569376860700.0,1,0,0
0.0,1569376861168.0,1,0,0
0.0,1569376861619.0,1,0,0
0.0,1569376862139.0,1,0,0
0.0,1569376862539.0,1,0,0
0.0,1569376862999.0,1,0,0
0.0,1569376863460.0,1,0,0
0.0,1569376863919.0,1,0,0
0.0,1569376864379.0,1,0,0
0.0,1569376864848.0,5,0,0
0.0,1569376865309.0,5,0,0
0.0,1569376865769.0,5,0,0
0.0,1569376866229.0,5,0,0
0.0,1569376866689.0,5,0,0
0.0,1569376867149.0,5,0,0
0.0,1569376867609.0,5,0,0
0.0,1569376868079.0,5,0,0
0.0,1569376868529.0,5,0,0
0.0,1569376868989.0,5,0,0
0.0,1569376869449.0,5,0,0
0.0,1569376869909.0,5,0,0
0.0,1569376870379.0,5,0,0
0.0,1569376870839.0,1,0,0
0.0,1569376871299.0,1,0,0
0.0,1569376871759.0,1,0,0
0.0,1569376872239.0,1,0,0
0.0,1569376872699.0,1,0,0
0.0,1569376873160.0,1,0,0
0.0,1569376873619.0,1,0,0
0.0,1569376874070.0,1,0,0
0.0,1569376874529.0,1,0,0
0.0,1569376874988.0,1,0,0
0.0,1569376875452.0,1,0,0
0.0,1569376875909.0,1,0,0
0.0,1569376876368.0,1,0,0
0.0,1569376876852.0,9,0,0
0.0,1569376877289.0,9,0,0
0.0,1569376877748.0,9,0,0
0.0,1569376878212.0,9,0,0
0.0,1569376878669.0,9,0,0
0.0,1569376879140.0,9,0,0
0.0,1569376879599.0,9,0,0
0.0,1569376880059.0,9,0,0
0.0,1569376880522.0,9,0,0
0.0,1569376880979.0,9,0,0
0.0,1569376881448.0,9,0,0
0.0,1569376881898.0,9,0,0
0.0,1569376882359.0,9,0,0
0.0,1569376882829.0,9,0,0
0.0,1569376883289.0,9,0,0
0.0,1569376883749.0,9,0,0
0.0,1569376884209.0,9,0,0
0.0,1569376884668.0,9,0,0
0.0,1569376885139.0,9,0,0
0.0,1569376885599.0,9,0,0
0.0,1569376886058.0,9,0,0
0.0,1569376886518.0,9,0,0
0.0,1569376886990.0,9,0,0
0.0,1569376887477.0,9,0,0
0.0,1569376887908.0,9,0,0
0.0,1569376888369.0,9,0,0
0.0,1569376888828.0,9,0,0
0.0,1569376889288.0,9,0,0
0.0,1569376889748.0,9,0,0
0.0,1569376890210.0,9,0,0
0.0,1569376890669.0,9,0,0
0.0,1569376891131.0,9,0,0
0.0,1569376891598.0,9,0,0
0.0,1569376892049.0,9,0,0
0.0,1569376892530.0,9,0,0
0.0,1569376892979.0,9,0,0
0.0,1569376893448.0,9,0,0
0.0,1569376893899.0,9,0,0
0.0,1569376894359.0,9,0,0
0.0,1569376894819.0,9,0,0
0.0,1569376895281.0,9,0,0
0.0,1569376895739.0,9,0,0
0.0,1569376896198.0,9,0,0
0.0,1569376896669.0,9,0,0
0.0,1569376897131.0,9,0,0
0.0,1569376897590.0,9,0,0
0.0,1569376898060.0,4,0,1
0.0,1569376898509.0,4,0,1
0.0,1569376898970.0,4,0,1
0.0,1569376899429.0,4,0,1
0.0,1569376899899.0,4,0,1
0.0,1569376900359.0,4,0,1
0.0,1569376900809.0,4,0,1
0.0,1569376901279.0,4,0,1
0.0,1569376901729.0,4,0,1
0.0,1569376902189.0,4,0,1
0.0,1569376902650.0,4,0,1
0.0,1569376903109.0,4,0,1
0.0,1569376903570.0,4,0,1
0.0,1569376904029.0,4,0,1
0.0,1569376904488.0,4,0,1
0.0,1569376904949.0,4,0,1
0.0,1569376905434.0,4,0,1
0.0,1569376905879.0,3,0,1
0.0,1569376906340.0,3,0,1
0.0,1569376906799.0,3,0,1
0.0,1569376907259.0,3,0,1
0.0,1569376907719.0,3,0,1
0.0,1569376908179.0,3,0,1
0.0,1569376908649.0,3,0,1
0.0,1569376909109.0,3,0,1
0.0,1569376909570.0,3,0,1
0.0,1569376910029.0,3,0,1
0.0,1569376910489.0,3,0,1
0.0,1569376910950.0,3,0,1
0.0,1569376911409.0,3,0,1
0.0,1569376911869.0,3,0,1
0.0,1569376912331.0,3,0,1
0.0,1569376912789.0,3,0,1
0.0,1569376913258.0,3,0,1
0.0,1569376913718.0,3,0,1
0.0,1569376914180.0,3,0,1
0.0,1569376914650.0,3,0,1
0.0,1569376915098.0,3,0,1
0.0,1569376915570.0,3,0,1
0.0,1569376916070.0,3,0,1
0.0,1569376916488.0,3,0,1
0.0,1569376916950.0,0,0,0
0.0,1569376917420.0,0,0,0
0.0,1569376917880.0,0,0,0
0.0,1569376918330.0,0,0,0
0.0,1569376918790.0,0,0,0
0.0,1569376919261.0,0,0,0
0.0,1569376919720.0,0,0,0
0.0,1569376920180.0,0,0,0
0.0,1569376920649.0,0,0,0
0.0,1569376921110.0,3,0,0
0.0,1569376921570.0,3,0,0
0.0,1569376922020.0,3,0,0
0.0,1569376922480.0,3,0,0
0.0,1569376922940.0,3,0,0
0.0,1569376923410.0,3,0,0
0.0,1569376923870.0,3,0,0
0.0,1569376924330.0,3,0,0
0.0,1569376924789.0,3,0,0
0.0,1569376925250.0,3,0,0
0.0,1569376925710.0,3,0,0
0.0,1569376926170.0,3,0,0
0.0,1569376926675.0,3,0,0
0.0,1569376927090.0,3,0,0
0.0,1569376927550.0,3,0,0
0.0,1569376928010.0,3,0,0
0.0,1569376928470.0,3,0,0
0.0,1569376928930.0,3,0,0
0.0,1569376929389.0,3,0,0
0.0,1569376929859.0,1,0,1
