DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
41.0,1569376858759.0,1,0,0
41.0,1569376859219.0,1,0,0
41.0,1569376859678.0,1,0,0
41.0,1569376860148.0,1,0,0
40.0,1569376860599.0,1,0,0
40.0,1569376861070.0,1,0,0
40.0,1569376861529.0,1,0,0
40.0,1569376861978.0,1,0,0
40.0,1569376862448.0,1,0,0
39.0,1569376862909.0,1,0,0
39.0,1569376863369.0,1,0,0
39.0,1569376863818.0,1,0,0
39.0,1569376864279.0,1,0,0
39.0,1569376864748.0,5,0,0
39.0,1569376865209.0,5,0,0
39.0,1569376865679.0,5,0,0
39.0,1569376866142.0,5,0,0
40.0,1569376866589.0,5,0,0
40.0,1569376867049.0,5,0,0
40.0,1569376867519.0,5,0,0
40.0,1569376867981.0,5,0,0
40.0,1569376868440.0,5,0,0
41.0,1569376868900.0,5,0,0
41.0,1569376869359.0,5,0,0
40.0,1569376869821.0,5,0,0
40.0,1569376870279.0,5,0,0
40.0,1569376870738.0,1,0,0
39.0,1569376871209.0,1,0,0
39.0,1569376871659.0,1,0,0
38.0,1569376872131.0,1,0,0
38.0,1569376872622.0,1,0,0
37.0,1569376873059.0,1,0,0
36.0,1569376873519.0,1,0,0
35.0,1569376873979.0,1,0,0
35.0,1569376874429.0,1,0,0
34.0,1569376874888.0,1,0,0
33.0,1569376875350.0,1,0,0
32.0,1569376875809.0,1,0,0
31.0,1569376876279.0,1,0,0
30.0,1569376876739.0,1,0,0
30.0,1569376877198.0,9,0,0
30.0,1569376877649.0,9,0,0
29.0,1569376878108.0,9,0,0
29.0,1569376878569.0,9,0,0
29.0,1569376879039.0,9,0,0
29.0,1569376879498.0,9,0,0
28.0,1569376879959.0,9,0,0
28.0,1569376880419.0,9,0,0
29.0,1569376880889.0,9,0,0
29.0,1569376881349.0,9,0,0
29.0,1569376881808.0,9,0,0
29.0,1569376882270.0,9,0,0
29.0,1569376882729.0,9,0,0
30.0,1569376883188.0,9,0,0
30.0,1569376883649.0,9,0,0
30.0,1569376884108.0,9,0,0
30.0,1569376884578.0,9,0,0
31.0,1569376885038.0,9,0,0
31.0,1569376885498.0,9,0,0
31.0,1569376885958.0,9,0,0
32.0,1569376886429.0,9,0,0
32.0,1569376886889.0,9,0,0
32.0,1569376887349.0,9,0,0
32.0,1569376887808.0,9,0,0
32.0,1569376888268.0,9,0,0
32.0,1569376888730.0,9,0,0
32.0,1569376889188.0,9,0,0
32.0,1569376889649.0,9,0,0
32.0,1569376890108.0,9,0,0
32.0,1569376890579.0,9,0,0
32.0,1569376891038.0,9,0,0
31.0,1569376891498.0,9,0,0
31.0,1569376891961.0,9,0,0
31.0,1569376892429.0,9,0,0
31.0,1569376892889.0,9,0,0
31.0,1569376893349.0,9,0,0
31.0,1569376893824.0,9,0,0
31.0,1569376894259.0,9,0,0
30.0,1569376894719.0,9,0,0
31.0,1569376895179.0,9,0,0
30.0,1569376895650.0,9,0,0
28.0,1569376896100.0,9,0,0
25.0,1569376896569.0,9,0,0
22.0,1569376897028.0,9,0,0
20.0,1569376897499.0,9,0,0
19.0,1569376897959.0,4,0,1
18.0,1569376898419.0,4,0,1
17.0,1569376898879.0,4,0,1
16.0,1569376899339.0,4,0,1
15.0,1569376899799.0,4,0,1
15.0,1569376900259.0,4,0,1
15.0,1569376900719.0,4,0,1
14.0,1569376901180.0,4,0,1
14.0,1569376901629.0,4,0,1
14.0,1569376902089.0,4,0,1
14.0,1569376902549.0,4,0,1
14.0,1569376903009.0,4,0,1
14.0,1569376903470.0,4,0,1
13.0,1569376903929.0,4,0,1
12.0,1569376904402.0,4,0,1
11.0,1569376904849.0,4,0,1
10.0,1569376905309.0,4,0,1
8.0,1569376905780.0,3,0,1
7.0,1569376906240.0,3,0,1
6.0,1569376906699.0,3,0,1
6.0,1569376907159.0,3,0,1
5.0,1569376907629.0,3,0,1
4.0,1569376908089.0,3,0,1
4.0,1569376908550.0,3,0,1
5.0,1569376909009.0,3,0,1
5.0,1569376909468.0,3,0,1
6.0,1569376909929.0,3,0,1
6.0,1569376910392.0,3,0,1
6.0,1569376910849.0,3,0,1
6.0,1569376911309.0,3,0,1
5.0,1569376911806.0,3,0,1
5.0,1569376912230.0,3,0,1
5.0,1569376912688.0,3,0,1
5.0,1569376913150.0,3,0,1
6.0,1569376913631.0,3,0,1
6.0,1569376914079.0,3,0,1
6.0,1569376914550.0,3,0,1
5.0,1569376915009.0,3,0,1
4.0,1569376915469.0,3,0,1
2.0,1569376915930.0,3,0,1
1.0,1569376916400.0,3,0,1
0.0,1569376916860.0,3,0,1
0.0,1569376917321.0,0,0,0
0.0,1569376917780.0,0,0,0
0.0,1569376918240.0,0,0,0
0.0,1569376918700.0,0,0,0
0.0,1569376919160.0,0,0,0
0.0,1569376919620.0,0,0,0
0.0,1569376920079.0,0,0,0
1.0,1569376920549.0,0,0,0
1.0,1569376921011.0,3,0,0
3.0,1569376921470.0,3,0,0
5.0,1569376921930.0,3,0,0
6.0,1569376922390.0,3,0,0
7.0,1569376922850.0,3,0,0
8.0,1569376923310.0,3,0,0
8.0,1569376923770.0,3,0,0
9.0,1569376924230.0,3,0,0
10.0,1569376924690.0,3,0,0
10.0,1569376925150.0,3,0,0
11.0,1569376925613.0,3,0,0
12.0,1569376926070.0,3,0,0
12.0,1569376926530.0,3,0,0
13.0,1569376926990.0,3,0,0
13.0,1569376927451.0,3,0,0
13.0,1569376927909.0,3,0,0
13.0,1569376928370.0,3,0,0
12.0,1569376928830.0,3,0,0
12.0,1569376929290.0,3,0,0
12.0,1569376929760.0,3,0,0
11.0,1569376930220.0,1,0,1
11.0,1569376930680.0,1,0,1
10.0,1569376931140.0,1,0,1
10.0,1569376931600.0,1,0,1
10.0,1569376932060.0,1,0,1
9.0,1569376932520.0,1,0,1
10.0,1569376933003.0,1,0,1
10.0,1569376933460.0,1,0,1
9.0,1569376933909.0,1,0,1
9.0,1569376934370.0,1,0,1
11.0,1569376934830.0,1,0,1
12.0,1569376935290.0,4,0,1
13.0,1569376935750.0,4,0,1
13.0,1569376936210.0,4,0,1
12.0,1569376936670.0,4,0,1
13.0,1569376937130.0,4,0,1
13.0,1569376937590.0,4,0,1
14.0,1569376938050.0,4,0,1
14.0,1569376938510.0,4,0,1
14.0,1569376938970.0,4,0,1
13.0,1569376939430.0,4,0,1
13.0,1569376939890.0,4,0,1
12.0,1569376940350.0,4,0,1
12.0,1569376940819.0,4,0,1
12.0,1569376941270.0,4,0,1
12.0,1569376941740.0,4,0,1
11.0,1569376942200.0,4,0,1
11.0,1569376942660.0,4,0,1
11.0,1569376943130.0,4,0,1
11.0,1569376943602.0,4,0,1
11.0,1569376944050.0,4,0,1
13.0,1569376944510.0,4,0,1
14.0,1569376944970.0,4,0,1
15.0,1569376945430.0,1,0,0
15.0,1569376945890.0,1,0,0
15.0,1569376946350.0,1,0,0
16.0,1569376946810.0,1,0,0
16.0,1569376947270.0,1,0,0
16.0,1569376947730.0,1,0,0
17.0,1569376948180.0,1,0,0
17.0,1569376948650.0,1,0,0
17.0,1569376949100.0,1,0,0
17.0,1569376949560.0,1,0,0
18.0,1569376950030.0,1,0,0
18.0,1569376950490.0,1,0,0
18.0,1569376950951.0,1,0,0
18.0,1569376951410.0,1,0,0
18.0,1569376951870.0,1,0,0
18.0,1569376952330.0,1,0,0
18.0,1569376952790.0,1,0,0
18.0,1569376953260.0,1,0,0
18.0,1569376953721.0,1,0,0
18.0,1569376954190.0,1,0,0
18.0,1569376954650.0,1,0,0
18.0,1569376955110.0,1,0,0
17.0,1569376955570.0,1,0,0
17.0,1569376956030.0,1,0,0
17.0,1569376956490.0,1,0,0
16.0,1569376956950.0,1,0,0
16.0,1569376957410.0,1,0,0
16.0,1569376957870.0,1,0,0
15.0,1569376958331.0,1,0,0
15.0,1569376958800.0,1,0,0
14.0,1569376959260.0,1,0,0
14.0,1569376959720.0,1,0,0
14.0,1569376960180.0,-1,0,1
13.0,1569376960640.0,-1,0,1
13.0,1569376961100.0,-1,0,1
13.0,1569376961570.0,-1,0,1
12.0,1569376962031.0,-1,0,1
10.0,1569376962490.0,-1,0,1
9.0,1569376962950.0,-1,0,1
8.0,1569376963420.0,-1,0,1
6.0,1569376963870.0,-1,0,1
5.0,1569376964340.0,-1,0,1
6.0,1569376964800.0,-1,0,1
6.0,1569376965260.0,-1,0,1
6.0,1569376965720.0,-1,0,1
6.0,1569376966180.0,-1,0,1
6.0,1569376966650.0,-1,0,1
6.0,1569376967110.0,-1,0,1
6.0,1569376967570.0,-1,0,1
6.0,1569376968030.0,-1,0,1
8.0,1569376968490.0,-1,0,1
9.0,1569376968950.0,-1,0,1
10.0,1569376969410.0,-1,0,1
11.0,1569376969880.0,-1,0,1
10.0,1569376970340.0,1,0,0
10.0,1569376970800.0,1,0,0
10.0,1569376971260.0,1,0,0
10.0,1569376971720.0,1,0,0
10.0,1569376972208.0,1,0,0
9.0,1569376972640.0,1,0,0
9.0,1569376973100.0,1,0,0
8.0,1569376973581.0,1,0,0
8.0,1569376974040.0,1,0,0
8.0,1569376974500.0,1,0,0
8.0,1569376974960.0,1,0,0
8.0,1569376975420.0,1,0,0
8.0,1569376975880.0,1,0,0
8.0,1569376976340.0,1,0,0
9.0,1569376976800.0,1,0,0
11.0,1569376977270.0,1,0,0
14.0,1569376977735.0,1,0,0
16.0,1569376978190.0,1,0,0
18.0,1569376978660.0,1,0,0
19.0,1569376979120.0,1,0,0
20.0,1569376979586.0,1,0,0
20.0,1569376980040.0,1,0,0
21.0,1569376980500.0,1,0,0
22.0,1569376980960.0,1,0,0
22.0,1569376981420.0,1,0,0
22.0,1569376981880.0,1,0,0
22.0,1569376982340.0,1,0,0
22.0,1569376982810.0,1,0,0
22.0,1569376983260.0,1,0,0
22.0,1569376983720.0,1,0,0
22.0,1569376984181.0,1,0,0
22.0,1569376984650.0,1,0,0
21.0,1569376985110.0,1,0,0
21.0,1569376985570.0,1,0,0
21.0,1569376986030.0,1,0,0
21.0,1569376986490.0,1,0,0
21.0,1569376986950.0,1,0,0
