accVertical_data,Timestamp,Action,Bump,Traffic congestion
-0.312,1577264152792,2,0,0
-0.274,1577264153242,2,0,0
-0.106,1577264153692,2,0,0
-0.006,1577264154142,2,0,0
0.164,1577264154592,2,0,0
0.278,1577264155042,2,0,0
0.278,1577264155492,1,0,0
0.28400000000000003,1577264155943,1,0,0
0.13,1577264156392,1,0,0
-0.06,1577264156842,1,0,0
-0.25,1577264157292,1,0,0
-0.442,1577264157742,1,0,0
-0.47800000000000004,1577264158192,1,0,0
-0.39,1577264158642,1,0,0
-0.228,1577264159092,1,0,0
-0.108,1577264159542,1,0,0
-0.056,1577264159993,1,0,0
-0.062,1577264160442,1,0,0
-0.20600000000000002,1577264160892,1,0,0
-0.39,1577264161342,1,0,0
-0.544,1577264161793,1,0,0
-0.704,1577264162243,1,0,0
-0.8,1577264162692,1,0,0
-0.88,1577264163142,1,0,0
-0.9420000000000001,1577264163592,-1,0,0
-0.974,1577264164042,-1,0,0
-1.076,1577264164492,-1,0,0
-1.208,1577264164942,-1,0,0
-1.28,1577264165393,-1,0,0
-1.668,1577264165842,-1,0,0
-1.732,1577264166292,-1,0,0
-1.206,1577264166742,-1,0,0
-0.876,1577264167188,-1,0,0
-0.75,1577264167582,-1,0,0
-0.6940000000000001,1577264168032,-1,0,0
-0.68,1577264168482,-1,0,0
-0.68,1577264168932,-1,0,0
-0.676,1577264169382,5,0,0
-0.632,1577264169832,5,0,0
-0.636,1577264170282,5,0,0
-0.616,1577264170733,5,0,0
-0.558,1577264171182,5,0,0
-0.508,1577264171632,5,0,0
-0.46,1577264172082,5,0,0
-0.386,1577264172532,5,0,0
-0.358,1577264172982,5,0,0
-0.464,1577264173432,5,0,0
-0.56,1577264173883,5,0,0
-0.58,1577264174333,5,0,0
-0.522,1577264174782,5,0,0
-0.464,1577264175232,5,0,0
-0.43,1577264175682,1,0,0
-0.434,1577264176133,1,0,0
-0.47000000000000003,1577264176582,1,0,0
-0.588,1577264177032,1,0,0
-0.794,1577264177482,1,0,0
-0.906,1577264177933,1,0,0
-0.9480000000000001,1577264178383,1,0,0
-0.988,1577264178832,1,0,0
-0.916,1577264179283,1,0,0
-0.8240000000000001,1577264179732,1,0,0
-0.808,1577264180182,1,0,0
-0.856,1577264180632,1,0,0
-1.092,1577264181083,1,0,0
-2.316,1577264181532,1,0,0
-1.952,1577264181982,1,0,0
-1.474,1577264182432,1,0,0
-1.292,1577264182883,1,0,0
-1.268,1577264183333,1,0,0
-1.214,1577264183783,1,0,0
-1.182,1577264184232,1,0,0
-1.1340000000000001,1577264184682,1,0,0
-1.1500000000000001,1577264185133,1,0,0
-1.1440000000000001,1577264185583,1,0,0
-1.076,1577264186032,1,0,0
-1.108,1577264186483,1,0,0
-1.122,1577264186933,1,0,0
-1.104,1577264187383,1,0,0
-1.094,1577264187833,1,0,0
-1.046,1577264188283,1,0,0
-1.058,1577264188733,1,0,0
-1.1260000000000001,1577264189183,1,0,0
-1.206,1577264189633,1,0,0
-1.302,1577264190083,1,0,0
-1.556,1577264190533,1,0,0
-1.9180000000000001,1577264190983,1,0,0
-2.344,1577264191432,1,0,0
-2.7680000000000002,1577264191883,1,0,0
-3.0420000000000003,1577264192332,1,0,0
-2.914,1577264192783,1,0,0
-2.674,1577264193233,1,0,0
-1.928,1577264193683,1,0,0
-1.242,1577264194132,1,0,0
-1.076,1577264194583,1,0,0
-1.568,1577264195032,1,0,0
-2.5220000000000002,1577264195482,1,0,0
-3.084,1577264195932,1,0,0
-2.058,1577264196382,1,0,0
-1.526,1577264196833,1,0,0
-2.0020000000000002,1577264197282,1,0,0
-2.606,1577264197732,1,0,0
-3.064,1577264198182,1,0,0
-3.0540000000000003,1577264198632,1,0,0
-3.564,1577264199082,1,0,0
-3.84,1577264199532,1,0,0
-3.512,1577264199983,1,0,0
-2.852,1577264200432,1,0,0
-3.454,1577264200882,1,0,0
-4.39,1577264201332,1,0,0
-3.172,1577264201783,1,0,0
-2.358,1577264202232,-1,1,0
-2.188,1577264202682,-1,1,0
-2.674,1577264203132,-1,1,0
-3.2560000000000002,1577264203582,-1,1,0
-3.43,1577264204032,-1,1,0
-2.81,1577264204482,-1,1,0
-1.988,1577264204932,-1,1,0
-2.216,1577264205382,-1,1,0
-2.574,1577264205832,-1,1,0
-3.04,1577264206282,-1,1,0
-2.306,1577264206733,-1,1,0
-3.66,1577264207182,-1,1,0
-4.428,1577264207632,-1,1,0
-3.182,1577264208082,-1,1,0
-2.23,1577264208533,0,0,0
-1.9000000000000001,1577264208982,0,0,0
-1.794,1577264209432,0,0,0
-1.762,1577264209883,0,0,0
-1.754,1577264210333,0,0,0
-1.75,1577264210782,0,0,0
-1.75,1577264211233,0,0,0
-1.75,1577264211683,0,0,0
-1.75,1577264212133,0,0,0
-1.75,1577264212583,0,0,0
-1.748,1577264213023,0,0,0
-1.748,1577264213483,0,0,0
-1.748,1577264213933,0,0,0
-1.75,1577264214383,0,0,0
-1.75,1577264214832,0,0,0
-1.75,1577264215282,0,0,0
-1.75,1577264215733,0,0,0
-1.75,1577264216182,0,0,0
-1.75,1577264216632,0,0,0
-1.75,1577264217082,0,0,0
-1.75,1577264217533,0,0,0
-1.75,1577264217983,0,0,0
-1.75,1577264218432,0,0,0
-1.75,1577264218883,0,0,0
-1.75,1577264219332,0,0,0
-1.75,1577264219782,0,0,0
-1.75,1577264220232,0,0,0
-1.75,1577264220682,0,0,0
-1.75,1577264221132,0,0,0
-1.75,1577264221583,0,0,0
-1.75,1577264222022,0,0,0
-1.75,1577264222472,0,0,0
-1.75,1577264222922,0,0,0
-1.75,1577264223372,0,0,0
-1.75,1577264223822,0,0,0
-1.75,1577264224272,0,0,0
-1.75,1577264224722,0,0,0
-1.75,1577264225162,0,0,0
-1.75,1577264225612,0,0,0
-1.75,1577264226062,0,0,0
-1.75,1577264226512,0,0,0
-1.75,1577264226962,0,0,0
-1.75,1577264227412,0,0,0
-1.75,1577264227862,0,0,0
-1.75,1577264228302,0,0,0
-1.75,1577264228752,0,0,0
-1.75,1577264229202,0,0,0
-1.75,1577264229652,0,0,0
-1.75,1577264230102,0,0,0
-1.75,1577264230552,0,0,0
-1.75,1577264231002,0,0,0
-1.75,1577264231452,0,0,0
-1.75,1577264231902,0,0,0
-1.6500000000000001,1577264232352,0,0,0
-0.884,1577264232802,-1,0,0
-0.426,1577264233252,-1,0,0
-0.232,1577264233702,-1,0,0
-0.444,1577264234152,-1,0,0
-0.89,1577264234602,-1,0,0
-1.308,1577264235052,-1,0,0
-1.01,1577264235502,-1,0,0
-0.624,1577264235952,-1,0,0
-0.604,1577264236402,-1,0,0
-0.752,1577264236852,-1,0,0
-0.9400000000000001,1577264237302,-1,0,0
-1.064,1577264237752,-1,0,0
-1.248,1577264238202,-1,0,0
-1.3860000000000001,1577264238652,-1,0,0
-1.41,1577264239102,-1,0,0
-1.418,1577264239552,-1,0,0
-1.4000000000000001,1577264240002,-1,0,0
-0.9380000000000001,1577264240452,-1,0,0
-0.556,1577264240902,-1,0,0
-0.446,1577264241352,-1,0,0
-0.446,1577264241802,-1,0,0
-0.622,1577264242252,1,0,0
-0.864,1577264242702,1,0,0
-1.036,1577264243152,1,0,0
-1.106,1577264243602,1,0,0
-1.162,1577264244053,1,0,0
-1.224,1577264244502,1,0,0
-1.292,1577264244952,1,0,0
-1.308,1577264245402,2,0,0
-1.316,1577264245852,2,0,0
-1.292,1577264246302,2,0,0
-1.312,1577264246752,2,0,0
-1.35,1577264247202,2,0,0
-1.352,1577264247652,2,0,0
-1.342,1577264248102,2,0,0
-1.338,1577264248553,2,0,0
-1.3860000000000001,1577264249002,2,0,0
-1.4000000000000001,1577264249453,3,0,0
-1.294,1577264249902,3,0,0
-0.928,1577264250352,3,0,0
-0.836,1577264250802,3,0,0
-0.756,1577264251252,3,0,0
-0.806,1577264251702,3,0,0
-0.808,1577264252152,3,0,0
-0.6980000000000001,1577264252602,3,0,0
-0.592,1577264253052,3,0,0
-0.492,1577264253502,3,0,0
-0.426,1577264253952,3,0,0
-0.372,1577264254402,3,0,0
-0.14400000000000002,1577264254852,3,0,0
0.032,1577264255302,3,0,0
0.076,1577264255752,1,0,0
0.07200000000000001,1577264256202,1,0,0
0.046,1577264256652,1,0,0
-0.06,1577264257102,1,0,0
-0.214,1577264257552,1,0,0
-0.362,1577264258002,1,0,0
-0.404,1577264258452,1,0,0
-0.404,1577264258902,1,0,0
-0.444,1577264259352,1,0,0
-0.466,1577264259802,1,0,0
-0.448,1577264260252,1,0,0
-0.432,1577264260702,1,0,0
-0.396,1577264261152,1,0,0
-0.404,1577264261602,1,0,0
-0.41200000000000003,1577264262052,1,0,0
-0.486,1577264262502,1,0,0
-0.716,1577264262952,1,0,0
-1.164,1577264263402,1,0,0
-1.56,1577264263852,1,0,0
-1.728,1577264264302,1,0,0
-1.6540000000000001,1577264264752,1,0,0
-2.0140000000000002,1577264265203,1,0,0
-1.236,1577264265652,1,0,0
-0.8300000000000001,1577264266102,1,0,0
-1.41,1577264266552,3,0,0
-1.762,1577264267002,3,0,0
-1.674,1577264267452,3,0,0
-1.042,1577264267902,3,0,0
-0.8140000000000001,1577264268352,3,0,0
-0.792,1577264268802,3,0,0
-0.872,1577264269252,3,0,0
-0.892,1577264269702,3,0,0
-0.672,1577264270162,3,0,0
-0.442,1577264270612,3,0,0
-0.31,1577264271062,3,0,0
-0.11800000000000001,1577264271512,3,0,0
1.408,1577264271962,3,0,0
2.672,1577264272412,3,0,0
2.492,1577264272862,3,0,0
1.434,1577264273312,3,0,0
0.984,1577264273762,3,0,0
0.87,1577264274212,3,0,0
0.9540000000000001,1577264274662,3,0,0
1.446,1577264275112,3,0,0
2.15,1577264275562,3,0,0
2.762,1577264276012,3,0,0
2.958,1577264276462,3,0,0
2.594,1577264276912,3,0,0
1.744,1577264277363,4,0,0
0.864,1577264277812,4,0,0
0.5660000000000001,1577264278263,4,0,0
0.452,1577264278712,4,0,0
0.334,1577264279163,4,0,0
0.252,1577264279612,4,0,0
0.198,1577264280063,4,0,0
0.402,1577264280512,4,0,0
0.772,1577264280963,4,0,0
1.088,1577264281412,4,0,0
1.336,1577264281863,4,0,0
1.312,1577264282282,4,0,0
0.742,1577264282732,4,0,0
0.196,1577264283183,4,0,0
-0.14200000000000002,1577264283632,4,0,0
-0.294,1577264284082,4,0,0
-0.338,1577264284532,4,0,0
-0.424,1577264284983,4,0,0
-0.428,1577264285432,4,0,0
-0.45,1577264285882,4,0,0
-0.462,1577264286332,4,0,0
-0.47000000000000003,1577264286783,4,0,0
-0.384,1577264287232,4,0,0
-0.394,1577264287682,1,0,0
-0.382,1577264288132,1,0,0
-0.372,1577264288582,1,0,0
-0.372,1577264289032,1,0,0
-0.376,1577264289482,1,0,0
-0.376,1577264289932,1,0,0
-0.38,1577264290382,1,0,0
-0.4,1577264290832,1,0,0
-0.712,1577264291282,1,0,0
-1.064,1577264291732,1,0,0
-1.306,1577264292182,1,0,0
-0.99,1577264292633,1,0,0
0.17200000000000001,1577264293082,1,0,0
1.304,1577264293532,1,0,0
1.832,1577264293982,1,0,0
1.268,1577264294432,1,0,0
0.6880000000000001,1577264294882,1,0,0
-0.316,1577264295333,1,0,0
-2.17,1577264295782,-1,0,0
-2.0,1577264296232,-1,0,0
-1.032,1577264296682,-1,0,0
-0.664,1577264297132,-1,0,0
-0.2,1577264297582,-1,0,0
0.934,1577264298032,-1,0,0
1.84,1577264298482,-1,0,0
2.424,1577264298933,-1,0,0
2.476,1577264299382,-1,0,0
2.2600000000000002,1577264299832,-1,0,0
1.862,1577264300282,1,0,0
1.108,1577264300732,1,0,0
0.98,1577264301182,1,0,0
0.99,1577264301632,1,0,0
0.934,1577264302082,1,0,0
0.902,1577264302532,1,0,0
0.876,1577264302982,1,0,0
0.624,1577264303432,1,0,0
0.28800000000000003,1577264303882,1,0,0
-0.032,1577264304333,1,0,0
-0.192,1577264304782,1,0,0
-0.338,1577264305232,1,0,0
-0.41200000000000003,1577264305683,1,0,0
-0.43,1577264306132,1,0,0
-0.362,1577264306582,1,0,0
-0.254,1577264307032,1,0,0
-0.2,1577264307482,1,0,0
-0.158,1577264307932,1,0,0
-0.106,1577264308372,1,0,0
-0.064,1577264308822,1,0,0
-0.054,1577264309282,1,0,0
-0.07,1577264309732,1,0,0
-0.042,1577264310182,1,0,0
-0.03,1577264310632,1,0,0
-0.024,1577264311072,1,0,0
-0.012,1577264311522,1,0,0
-0.01,1577264311973,1,0,0
-0.01,1577264312422,1,0,0
0.008,1577264312872,1,0,0
0.048,1577264313322,1,0,0
0.056,1577264313772,1,0,0
0.062,1577264314222,1,0,0
0.08,1577264314662,1,0,0
0.08,1577264315112,1,0,0
0.096,1577264315562,1,0,0
0.09,1577264316012,1,0,0
0.10200000000000001,1577264316462,1,0,0
0.108,1577264316912,1,0,0
0.126,1577264317362,1,0,0
0.14400000000000002,1577264317812,1,0,0
0.164,1577264318262,1,0,0
0.202,1577264318712,1,0,0
0.252,1577264319152,1,0,0
0.28600000000000003,1577264319602,1,0,0
0.364,1577264320052,1,0,0
0.432,1577264320502,1,0,0
0.54,1577264320952,1,0,0
0.596,1577264321402,1,0,0
0.62,1577264321852,1,0,0
0.602,1577264322292,1,0,0
0.54,1577264322742,1,0,0
0.528,1577264323192,1,0,0
0.506,1577264323632,1,0,0
0.522,1577264324082,1,0,0
0.51,1577264324532,1,0,0
0.504,1577264324982,1,0,0
0.51,1577264325432,1,0,0
0.516,1577264325872,1,0,0
0.508,1577264326312,1,0,0
0.502,1577264326762,1,0,0
0.47800000000000004,1577264327212,1,0,0
0.48,1577264327652,1,0,0
0.492,1577264328102,1,0,0
0.47800000000000004,1577264328552,1,0,0
0.488,1577264329002,1,0,0
0.482,1577264329452,1,0,0
0.47000000000000003,1577264329892,1,0,0
0.47200000000000003,1577264330342,1,0,0
0.48,1577264330792,1,0,0
0.468,1577264331242,1,0,0
0.46,1577264331692,1,0,0
0.33,1577264332132,1,0,0
0.14,1577264332582,1,0,0
-0.052000000000000005,1577264333032,1,0,0
-0.138,1577264333482,8,0,0
-0.146,1577264333932,8,0,0
-1.31,1577264334382,8,0,0
-2.608,1577264334832,8,0,0
-2.71,1577264335282,8,0,0
-1.482,1577264335732,8,0,0
-1.072,1577264336172,8,0,0
-1.234,1577264336622,8,0,0
-2.04,1577264337072,8,0,0
-2.8080000000000003,1577264337522,8,0,0
-1.468,1577264337972,8,0,0
-0.728,1577264338422,8,0,0
-0.38,1577264338872,8,0,0
-0.14,1577264339312,8,0,0
1.428,1577264339752,8,0,0
2.782,1577264340193,8,0,0
2.608,1577264340642,8,0,0
2.096,1577264341092,8,0,0
1.812,1577264341542,8,0,0
1.558,1577264341992,8,0,0
1.414,1577264342442,8,0,0
1.3780000000000001,1577264342892,8,0,0
1.3940000000000001,1577264343342,8,0,0
1.36,1577264343792,8,0,0
1.348,1577264344242,8,0,0
1.332,1577264344692,8,0,0
1.284,1577264345142,8,0,0
0.782,1577264345593,8,0,0
0.31,1577264346042,8,0,0
-0.074,1577264346492,8,0,0
-0.324,1577264346942,8,0,0
-0.516,1577264347392,8,0,0
-0.55,1577264347842,8,0,0
-0.334,1577264348293,8,0,0
0.14,1577264348742,8,0,0
0.47800000000000004,1577264349192,8,0,0
0.5640000000000001,1577264349642,8,0,0
0.5660000000000001,1577264350092,8,0,0
0.5660000000000001,1577264350542,8,0,0
0.524,1577264350992,8,0,0
0.272,1577264351442,8,0,0
-0.186,1577264351892,8,0,0
-0.612,1577264352342,8,0,0
-1.124,1577264352792,8,0,0
-1.04,1577264353242,8,0,0
-1.44,1577264353692,8,0,0
-1.422,1577264354142,8,0,0
-1.302,1577264354592,8,0,0
-1.356,1577264355052,8,0,0
-1.552,1577264355502,8,0,0
-1.236,1577264355952,8,0,0
-0.658,1577264356402,8,0,0
-0.38,1577264356852,8,0,0
-0.264,1577264357302,8,0,0
-0.188,1577264357752,8,0,0
-0.02,1577264358202,8,0,0
1.216,1577264358652,8,0,0
2.13,1577264359102,8,0,0
2.056,1577264359552,8,0,0
1.064,1577264360002,8,0,0
-0.41400000000000003,1577264360452,8,0,0
-2.436,1577264360902,8,0,0
-2.984,1577264361352,8,0,0
-1.812,1577264361802,8,0,0
-0.838,1577264362252,8,0,0
-0.392,1577264362702,8,0,0
-0.194,1577264363152,8,0,0
-0.098,1577264363602,-1,0,0
0.2,1577264364052,-1,0,0
0.9480000000000001,1577264364502,-1,0,0
1.452,1577264364952,-1,0,0
0.964,1577264365402,-1,0,0
0.484,1577264365852,-1,0,0
0.234,1577264366302,-1,0,0
0.062,1577264366752,-1,0,0
0.044,1577264367202,-1,0,0
1.222,1577264367652,-1,0,0
2.008,1577264368102,-1,0,0
1.808,1577264368552,-1,0,0
2.0420000000000003,1577264369002,-1,0,0
2.204,1577264369452,-1,0,0
2.128,1577264369902,-1,0,0
2.028,1577264370352,-1,0,0
1.344,1577264370802,-1,0,0
0.598,1577264371252,-1,0,0
0.112,1577264371702,-1,0,0
-0.17,1577264372152,-1,0,0
-0.226,1577264372602,-1,0,0
0.044,1577264373052,-1,0,0
0.382,1577264373502,-1,0,0
0.588,1577264373952,-1,0,0
0.684,1577264374402,-1,0,0
0.728,1577264374852,1,0,0
0.776,1577264375302,1,0,0
0.804,1577264375752,1,0,0
0.8320000000000001,1577264376202,1,0,0
0.8220000000000001,1577264376652,1,0,0
0.8240000000000001,1577264377102,1,0,0
0.8140000000000001,1577264377552,1,0,0
0.672,1577264378002,1,0,0
0.36,1577264378452,1,0,0
0.08,1577264378902,1,0,0
-0.164,1577264379352,1,0,0
-0.364,1577264379802,1,0,0
-0.47400000000000003,1577264380252,1,0,0
-0.49,1577264380702,1,0,0
-0.482,1577264381152,1,0,0
-0.47200000000000003,1577264381602,1,0,0
-0.308,1577264382062,1,0,0
0.508,1577264382512,1,0,0
0.962,1577264382962,1,0,0
0.624,1577264383412,1,0,0
0.356,1577264383862,1,0,0
0.38,1577264384312,1,0,0
0.518,1577264384762,1,0,0
0.386,1577264385212,1,0,0
0.186,1577264385662,1,0,0
0.056,1577264386112,1,0,0
0.006,1577264386562,1,0,0
0.218,1577264387012,1,0,0
0.642,1577264387462,1,0,0
0.536,1577264387912,1,0,0
0.178,1577264388362,1,0,0
-0.922,1577264388812,1,0,0
-1.692,1577264389262,1,0,0
-1.6520000000000001,1577264389712,1,0,0
-0.856,1577264390162,1,0,0
-0.428,1577264390612,1,0,0
-0.302,1577264391062,1,0,0
-0.2,1577264391512,1,0,0
-0.138,1577264391962,1,0,0
-0.164,1577264392412,1,0,0
-0.23800000000000002,1577264392862,1,0,0
-0.924,1577264393312,1,0,0
-1.762,1577264393762,1,0,0
-1.592,1577264394212,1,0,0
-0.886,1577264394662,1,0,0
-0.156,1577264395112,1,0,0
0.432,1577264395562,1,0,0
0.6980000000000001,1577264396012,1,0,0
0.754,1577264396462,-1,0,0
0.68,1577264396912,-1,0,0
0.578,1577264397362,-1,0,0
0.442,1577264397812,-1,0,0
0.38,1577264398262,-1,0,0
0.492,1577264398712,-1,0,0
0.49,1577264399162,-1,0,0
0.92,1577264399612,-1,0,0
1.504,1577264400062,-1,0,0
1.442,1577264400512,-1,0,0
0.85,1577264400962,-1,0,0
0.54,1577264401412,-1,0,0
0.39,1577264401862,-1,0,0
0.262,1577264402312,-1,0,0
0.5640000000000001,1577264402743,-1,0,0
1.6280000000000001,1577264403142,5,0,0
2.61,1577264403592,5,0,0
3.0020000000000002,1577264404042,5,0,0
2.684,1577264404492,5,0,0
1.3900000000000001,1577264404942,5,0,0
0.516,1577264405392,5,0,0
0.112,1577264405842,5,0,0
0.456,1577264406292,5,0,0
0.758,1577264406742,5,0,0
0.926,1577264407192,5,0,0
0.9480000000000001,1577264407642,5,0,0
0.9500000000000001,1577264408092,5,0,0
0.616,1577264408542,5,0,0
0.042,1577264408992,5,0,0
-0.084,1577264409442,5,0,0
-0.17400000000000002,1577264409892,5,0,0
-0.304,1577264410342,5,0,0
-0.248,1577264410792,5,0,0
-0.008,1577264411242,5,0,0
1.07,1577264411692,5,0,0
2.22,1577264412142,5,0,0
3.028,1577264412592,5,0,0
2.082,1577264413042,5,0,0
0.926,1577264413492,5,0,0
0.41200000000000003,1577264413942,3,0,0
0.21,1577264414392,3,0,0
0.61,1577264414842,3,0,0
0.9520000000000001,1577264415292,3,0,0
0.658,1577264415742,3,0,0
0.28200000000000003,1577264416192,3,0,0
0.15,1577264416642,3,0,0
0.41600000000000004,1577264417092,3,0,0
0.6880000000000001,1577264417542,3,0,0
0.834,1577264417992,3,0,0
1.1260000000000001,1577264418442,3,0,0
1.3,1577264418892,3,0,0
1.008,1577264419342,3,0,0
0.524,1577264419792,3,0,0
0.264,1577264420242,3,0,0
0.47200000000000003,1577264420692,3,0,0
0.47400000000000003,1577264421142,3,0,0
0.254,1577264421592,3,0,0
0.114,1577264422042,3,0,0
0.23,1577264422492,3,0,0
0.508,1577264422942,3,0,0
0.87,1577264423392,3,0,0
0.864,1577264423842,3,0,0
0.6920000000000001,1577264424293,3,0,0
0.40800000000000003,1577264424742,3,0,0
0.164,1577264425192,1,0,0
-0.014,1577264425642,1,0,0
-0.156,1577264426092,1,0,0
-0.26,1577264426542,1,0,0
-0.47200000000000003,1577264426992,1,0,0
-0.652,1577264427442,1,0,0
-0.494,1577264427892,1,0,0
-0.3,1577264428342,3,0,0
-0.198,1577264428792,3,0,0
-0.14,1577264429242,3,0,0
-0.112,1577264429692,3,0,0
0.724,1577264430142,3,0,0
1.3820000000000001,1577264430592,3,0,0
0.934,1577264431042,3,0,0
0.864,1577264431492,3,0,0
1.754,1577264431942,3,0,0
2.02,1577264432392,3,0,0
1.374,1577264432842,3,0,0
1.528,1577264433292,3,0,0
1.742,1577264433742,3,0,0
0.894,1577264434192,3,0,0
0.324,1577264434642,3,0,0
0.252,1577264435092,3,0,0
1.162,1577264435542,3,0,0
1.3940000000000001,1577264435992,3,0,0
1.098,1577264436442,3,0,0
0.65,1577264436892,3,0,0
0.418,1577264437342,3,0,0
0.76,1577264437792,3,0,0
0.792,1577264438242,3,0,0
0.406,1577264438692,3,0,0
0.2,1577264439142,3,0,0
0.586,1577264439592,3,0,0
1.24,1577264440042,3,0,0
1.998,1577264440492,3,0,0
2.494,1577264440942,3,0,0
1.74,1577264441392,3,0,0
1.374,1577264441842,3,0,0
1.71,1577264442292,3,0,0
1.964,1577264442742,3,0,0
2.126,1577264443192,3,0,0
1.938,1577264443642,3,0,0
0.984,1577264444092,3,0,0
0.41400000000000003,1577264444542,3,0,0
0.21,1577264444992,3,0,0
0.488,1577264445442,1,0,0
0.88,1577264445892,1,0,0
