brake_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577264379272,1,0,0
0.0,1577264379722,1,0,0
0.0,1577264380172,1,0,0
0.0,1577264380622,1,0,0
0.0,1577264381072,1,0,0
0.0,1577264381522,1,0,0
0.0,1577264381982,1,0,0
0.0,1577264382432,1,0,0
0.0,1577264382882,1,0,0
0.0,1577264383333,1,0,0
0.0,1577264383782,1,0,0
0.0,1577264384232,1,0,0
0.0,1577264384682,1,0,0
0.0,1577264385133,1,0,0
0.0,1577264385582,1,0,0
0.0,1577264386032,1,0,0
0.0,1577264386482,1,0,0
0.0,1577264386932,1,0,0
0.0,1577264387382,1,0,0
0.0,1577264387832,1,0,0
0.42,1577264388282,1,0,0
0.72,1577264388733,1,0,0
0.72,1577264389182,1,0,0
0.0,1577264389632,1,0,0
0.0,1577264390082,1,0,0
0.0,1577264390532,1,0,0
0.0,1577264390982,1,0,0
0.0,1577264391432,1,0,0
0.0,1577264391882,1,0,0
0.0,1577264392332,1,0,0
0.39,1577264392783,1,0,0
0.57,1577264393232,1,0,0
0.72,1577264393682,1,0,0
0.36,1577264394133,1,0,0
0.06,1577264394582,1,0,0
0.03,1577264395032,1,0,0
0.03,1577264395482,1,0,0
0.0,1577264395932,1,0,0
0.03,1577264396382,-1,0,0
0.03,1577264396832,-1,0,0
0.06,1577264397282,-1,0,0
0.03,1577264397732,-1,0,0
0.0,1577264398182,-1,0,0
0.0,1577264398632,-1,0,0
0.0,1577264399082,-1,0,0
0.0,1577264399532,-1,0,0
0.0,1577264399982,-1,0,0
0.0,1577264400432,-1,0,0
0.0,1577264400882,-1,0,0
0.0,1577264401332,-1,0,0
0.0,1577264401782,-1,0,0
0.0,1577264402232,-1,0,0
0.0,1577264402692,-1,0,0
0.0,1577264403062,5,0,0
0.0,1577264403512,5,0,0
0.0,1577264403962,5,0,0
0.0,1577264404412,5,0,0
0.0,1577264404862,5,0,0
0.0,1577264405312,5,0,0
0.0,1577264405762,5,0,0
0.0,1577264406212,5,0,0
0.0,1577264406662,5,0,0
0.0,1577264407112,5,0,0
0.0,1577264407562,5,0,0
0.0,1577264408012,5,0,0
0.27,1577264408462,5,0,0
0.0,1577264408912,5,0,0
0.0,1577264409362,5,0,0
0.0,1577264409812,5,0,0
0.0,1577264410262,5,0,0
0.0,1577264410712,5,0,0
0.0,1577264411162,5,0,0
0.0,1577264411612,5,0,0
0.0,1577264412062,5,0,0
0.0,1577264412512,5,0,0
0.0,1577264412962,5,0,0
0.0,1577264413412,5,0,0
0.0,1577264413862,3,0,0
0.0,1577264414312,3,0,0
0.0,1577264414762,3,0,0
0.0,1577264415212,3,0,0
0.0,1577264415662,3,0,0
0.0,1577264416112,3,0,0
0.0,1577264416562,3,0,0
0.0,1577264417012,3,0,0
0.0,1577264417462,3,0,0
0.0,1577264417912,3,0,0
0.0,1577264418362,3,0,0
0.0,1577264418812,3,0,0
0.0,1577264419262,3,0,0
0.0,1577264419712,3,0,0
0.0,1577264420162,3,0,0
0.0,1577264420612,3,0,0
0.0,1577264421062,3,0,0
0.0,1577264421512,3,0,0
0.0,1577264421962,3,0,0
0.0,1577264422413,3,0,0
0.0,1577264422862,3,0,0
0.0,1577264423313,3,0,0
0.0,1577264423762,3,0,0
0.0,1577264424213,3,0,0
0.0,1577264424662,3,0,0
0.0,1577264425113,1,0,0
0.0,1577264425562,1,0,0
0.06,1577264426012,1,0,0
0.24,1577264426462,1,0,0
0.24,1577264426912,1,0,0
0.15,1577264427362,1,0,0
0.0,1577264427812,1,0,0
0.0,1577264428262,3,0,0
0.0,1577264428712,3,0,0
0.0,1577264429162,3,0,0
0.0,1577264429612,3,0,0
0.0,1577264430062,3,0,0
0.0,1577264430512,3,0,0
0.0,1577264430962,3,0,0
0.0,1577264431412,3,0,0
0.0,1577264431862,3,0,0
0.0,1577264432312,3,0,0
0.0,1577264432762,3,0,0
0.0,1577264433212,3,0,0
0.0,1577264433662,3,0,0
0.0,1577264434112,3,0,0
0.0,1577264434562,3,0,0
0.0,1577264435012,3,0,0
0.0,1577264435462,3,0,0
0.0,1577264435913,3,0,0
0.0,1577264436362,3,0,0
0.0,1577264436812,3,0,0
0.0,1577264437262,3,0,0
0.0,1577264437712,3,0,0
0.0,1577264438162,3,0,0
0.0,1577264438612,3,0,0
0.0,1577264439062,3,0,0
0.0,1577264439512,3,0,0
0.0,1577264439962,3,0,0
0.0,1577264440412,3,0,0
0.0,1577264440862,3,0,0
0.0,1577264441312,3,0,0
0.0,1577264441762,3,0,0
0.0,1577264442212,3,0,0
0.0,1577264442662,3,0,0
0.0,1577264443112,3,0,0
0.0,1577264443562,3,0,0
0.0,1577264444012,3,0,0
0.0,1577264444462,3,0,0
0.0,1577264444912,3,0,0
0.0,1577264445362,1,0,0
0.0,1577264445812,1,0,0
0.0,1577264446262,1,0,0
0.0,1577264446712,1,0,0
0.0,1577264447162,1,0,0
0.0,1577264447612,1,0,0
0.0,1577264448062,1,0,0
0.0,1577264448512,1,0,0
0.0,1577264448962,1,0,0
0.0,1577264449412,1,0,0
0.0,1577264449862,1,0,0
0.0,1577264450312,3,0,0
0.0,1577264450762,3,0,0
0.0,1577264451212,3,0,0
0.0,1577264451662,3,0,0
0.21,1577264452112,3,0,0
0.12,1577264452562,3,0,0
0.06,1577264453012,3,0,0
0.0,1577264453462,3,0,0
0.0,1577264453912,4,0,0
0.0,1577264454362,4,0,0
0.0,1577264454812,4,0,0
0.0,1577264455262,4,0,0
0.0,1577264455712,4,0,0
0.0,1577264456162,4,0,0
0.0,1577264456612,4,0,0
0.0,1577264457062,4,0,0
0.0,1577264457512,4,0,0
0.0,1577264457962,4,0,0
0.0,1577264458412,4,0,0
0.0,1577264458862,4,0,0
0.0,1577264459312,4,0,0
0.0,1577264459762,4,0,0
0.0,1577264460212,4,0,0
0.0,1577264460662,4,0,0
0.0,1577264461112,4,0,0
0.0,1577264461562,4,0,0
0.0,1577264462012,1,0,0
0.0,1577264462462,1,0,0
0.0,1577264462912,1,0,0
0.0,1577264463362,1,0,0
0.0,1577264463812,1,0,0
0.0,1577264464262,1,0,0
0.0,1577264464712,1,0,0
0.0,1577264465162,1,0,0
0.0,1577264465612,1,0,0
0.0,1577264466062,1,0,0
0.0,1577264466512,1,0,0
0.0,1577264466962,1,0,0
0.0,1577264467412,5,0,0
0.0,1577264467862,5,0,0
0.0,1577264468312,5,0,0
0.0,1577264468763,5,0,0
0.0,1577264469212,5,0,0
0.0,1577264469662,5,0,0
0.0,1577264470112,5,0,0
0.0,1577264470562,5,0,0
0.0,1577264471012,5,0,0
0.0,1577264471462,5,0,0
0.0,1577264471912,5,0,0
0.0,1577264472362,5,0,0
0.0,1577264472812,5,0,0
0.0,1577264473262,5,0,0
0.0,1577264473712,5,0,0
