speed_data,Timestamp,Action,Bump,Traffic congestion
0,1577264087333,0,0,0
0,1577264087783,0,0,0
0,1577264088232,0,0,0
0,1577264088682,10,0,0
0,1577264089093,10,0,0
0,1577264089552,10,0,0
0,1577264090003,10,0,0
0,1577264090452,10,0,0
0,1577264090902,10,0,0
0,1577264091353,10,0,0
0,1577264091802,10,0,0
1,1577264092253,10,0,0
1,1577264092702,10,0,0
0,1577264093152,10,0,0
0,1577264093602,10,0,0
0,1577264094052,10,0,0
1,1577264094502,10,0,0
1,1577264094952,10,0,0
1,1577264095402,10,0,0
1,1577264095852,10,0,0
1,1577264096302,10,0,0
1,1577264096752,10,0,0
1,1577264097202,10,0,0
1,1577264097652,10,0,0
2,1577264098102,10,0,0
2,1577264098552,10,0,0
2,1577264099002,10,0,0
1,1577264099452,10,0,0
1,1577264099902,10,0,0
0,1577264100352,10,0,0
0,1577264100802,10,0,0
0,1577264101252,0,0,0
0,1577264101702,0,0,0
0,1577264102152,0,0,0
0,1577264102602,0,0,0
0,1577264103052,0,0,0
0,1577264103502,0,0,0
1,1577264103952,-1,0,0
1,1577264104402,-1,0,0
2,1577264104852,-1,0,0
2,1577264105314,-1,0,0
2,1577264105772,-1,0,0
3,1577264106222,-1,0,0
3,1577264106672,-1,0,0
3,1577264107122,-1,0,0
3,1577264107572,-1,0,0
3,1577264108022,-1,0,0
4,1577264108472,-1,0,0
4,1577264108922,-1,0,0
4,1577264109372,-1,0,0
4,1577264109822,-1,0,0
4,1577264110272,-1,0,0
4,1577264110722,-1,0,0
5,1577264111172,-1,0,0
5,1577264111622,-1,0,0
7,1577264112072,-1,0,0
7,1577264112522,-1,0,0
7,1577264112972,-1,0,0
7,1577264113422,-1,0,0
7,1577264113872,-1,0,0
8,1577264114322,-1,0,0
9,1577264114772,-1,0,0
10,1577264115222,-1,0,0
11,1577264115672,-1,0,0
11,1577264116122,-1,0,0
11,1577264116572,-1,0,0
11,1577264117022,-1,0,0
11,1577264117472,-1,0,0
11,1577264117922,-1,0,0
12,1577264118372,-1,0,0
12,1577264118822,-1,0,0
12,1577264119272,-1,0,0
12,1577264119722,-1,0,0
12,1577264120172,-1,0,0
12,1577264120622,-1,0,0
11,1577264121074,5,0,0
11,1577264121522,5,0,0
11,1577264121973,5,0,0
11,1577264122422,5,0,0
10,1577264122872,5,0,0
10,1577264123322,5,0,0
11,1577264123772,5,0,0
12,1577264124222,5,0,0
13,1577264124672,5,0,0
13,1577264125122,5,0,0
13,1577264125572,5,0,0
14,1577264126022,5,0,0
14,1577264126472,5,0,0
14,1577264126922,5,0,0
14,1577264127372,5,0,0
14,1577264127822,5,0,0
15,1577264128272,5,0,0
15,1577264128722,5,0,0
14,1577264129172,5,0,0
14,1577264129622,5,0,0
14,1577264130072,5,0,0
14,1577264130522,5,0,0
14,1577264130972,5,0,0
14,1577264131422,5,0,0
14,1577264131862,5,0,0
14,1577264132312,-1,0,0
14,1577264132762,-1,0,0
14,1577264133212,-1,0,0
14,1577264133662,-1,0,0
14,1577264134112,-1,0,0
13,1577264134562,-1,0,0
13,1577264135012,-1,0,0
13,1577264135463,-1,0,0
13,1577264135912,-1,0,0
13,1577264136363,-1,0,0
13,1577264136813,-1,0,0
12,1577264137263,-1,0,0
12,1577264137713,-1,0,0
10,1577264138163,-1,0,0
8,1577264138613,-1,0,0
7,1577264139063,-1,0,0
7,1577264139513,-1,0,0
8,1577264139963,2,0,0
8,1577264140413,2,0,0
7,1577264140882,2,0,0
6,1577264141332,2,0,0
5,1577264141773,2,0,0
5,1577264142213,2,0,0
7,1577264142682,2,0,0
10,1577264143142,2,0,0
10,1577264143602,2,0,0
9,1577264144032,2,0,0
9,1577264144482,2,0,0
9,1577264144932,2,0,0
9,1577264145393,2,0,0
9,1577264145862,2,0,0
11,1577264146312,2,0,0
12,1577264146692,2,0,0
13,1577264147142,2,0,0
14,1577264147612,2,0,0
16,1577264148092,2,0,0
17,1577264148542,2,0,0
18,1577264148963,2,0,0
18,1577264149422,2,0,0
19,1577264149872,2,0,0
20,1577264150322,2,0,0
21,1577264150802,2,0,0
21,1577264151253,2,0,0
21,1577264151703,2,0,0
21,1577264152153,2,0,0
21,1577264152603,2,0,0
21,1577264153053,2,0,0
21,1577264153502,2,0,0
22,1577264153953,2,0,0
22,1577264154402,2,0,0
23,1577264154853,2,0,0
23,1577264155303,2,0,0
24,1577264155753,1,0,0
24,1577264156203,1,0,0
24,1577264156653,1,0,0
24,1577264157103,1,0,0
24,1577264157553,1,0,0
23,1577264158003,1,0,0
