acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577264087373,0,0,0
0.0,1577264087823,0,0,0
0.0,1577264088273,0,0,0
0.0,1577264088723,10,0,0
0.0,1577264089132,10,0,0
0.0,1577264089592,10,0,0
0.0,1577264090042,10,0,0
0.0,1577264090492,10,0,0
0.0,1577264090942,10,0,0
0.0,1577264091392,10,0,0
0.0,1577264091842,10,0,0
0.0,1577264092293,10,0,0
0.0,1577264092742,10,0,0
0.0,1577264093192,10,0,0
0.255,1577264093642,10,0,0
0.255,1577264094092,10,0,0
0.0,1577264094542,10,0,0
0.0,1577264094992,10,0,0
0.0,1577264095442,10,0,0
0.0,1577264095892,10,0,0
0.0,1577264096342,10,0,0
0.0,1577264096792,10,0,0
0.0,1577264097242,10,0,0
0.0,1577264097692,10,0,0
0.0,1577264098142,10,0,0
0.0,1577264098592,10,0,0
0.0,1577264099042,10,0,0
0.255,1577264099492,10,0,0
0.255,1577264099942,10,0,0
0.254,1577264100392,10,0,0
0.254,1577264100842,10,0,0
0.255,1577264101292,0,0,0
0.255,1577264101742,0,0,0
0.255,1577264102192,0,0,0
0.255,1577264102642,0,0,0
0.255,1577264103092,0,0,0
0.255,1577264103542,0,0,0
0.001,1577264103992,-1,0,0
0.001,1577264104442,-1,0,0
0.001,1577264104892,-1,0,0
0.001,1577264105353,-1,0,0
0.0,1577264105812,-1,0,0
0.0,1577264106262,-1,0,0
0.0,1577264106712,-1,0,0
0.0,1577264107162,-1,0,0
0.0,1577264107612,-1,0,0
0.0,1577264108062,-1,0,0
0.0,1577264108512,-1,0,0
0.0,1577264108962,-1,0,0
0.0,1577264109412,-1,0,0
0.0,1577264109862,-1,0,0
0.0,1577264110312,-1,0,0
0.0,1577264110763,-1,0,0
0.0,1577264111213,-1,0,0
0.001,1577264111662,-1,0,0
0.002,1577264112112,-1,0,0
0.001,1577264112562,-1,0,0
0.0,1577264113012,-1,0,0
0.255,1577264113462,-1,0,0
0.0,1577264113912,-1,0,0
0.001,1577264114363,-1,0,0
0.002,1577264114812,-1,0,0
0.002,1577264115262,-1,0,0
0.002,1577264115712,-1,0,0
0.001,1577264116162,-1,0,0
0.0,1577264116612,-1,0,0
0.255,1577264117062,-1,0,0
0.255,1577264117512,-1,0,0
0.0,1577264117962,-1,0,0
0.001,1577264118412,-1,0,0
0.001,1577264118862,-1,0,0
0.0,1577264119312,-1,0,0
0.0,1577264119762,-1,0,0
0.255,1577264120212,-1,0,0
0.255,1577264120663,-1,0,0
0.255,1577264121112,5,0,0
0.255,1577264121563,5,0,0
0.255,1577264122012,5,0,0
0.255,1577264122462,5,0,0
0.255,1577264122912,5,0,0
0.255,1577264123362,5,0,0
0.001,1577264123812,5,0,0
0.002,1577264124262,5,0,0
0.001,1577264124712,5,0,0
0.001,1577264125162,5,0,0
0.0,1577264125612,5,0,0
0.0,1577264126062,5,0,0
0.0,1577264126512,5,0,0
0.0,1577264126963,5,0,0
0.0,1577264127412,5,0,0
0.0,1577264127862,5,0,0
0.0,1577264128312,5,0,0
0.0,1577264128762,5,0,0
0.255,1577264129212,5,0,0
0.255,1577264129662,5,0,0
0.255,1577264130112,5,0,0
0.255,1577264130562,5,0,0
0.255,1577264131012,5,0,0
0.255,1577264131462,5,0,0
0.255,1577264131902,5,0,0
0.255,1577264132352,-1,0,0
0.255,1577264132802,-1,0,0
0.255,1577264133252,-1,0,0
0.255,1577264133702,-1,0,0
0.255,1577264134152,-1,0,0
0.255,1577264134602,-1,0,0
0.255,1577264135052,-1,0,0
0.255,1577264135502,-1,0,0
0.255,1577264135952,-1,0,0
0.255,1577264136403,-1,0,0
0.255,1577264136853,-1,0,0
0.255,1577264137303,-1,0,0
0.255,1577264137753,-1,0,0
0.253,1577264138203,-1,0,0
0.251,1577264138653,-1,0,0
0.252,1577264139102,-1,0,0
0.254,1577264139553,-1,0,0
0.0,1577264140002,2,0,0
0.0,1577264140453,2,0,0
0.254,1577264140922,2,0,0
0.253,1577264141373,2,0,0
0.254,1577264141813,2,0,0
0.254,1577264142252,2,0,0
0.001,1577264142722,2,0,0
0.005,1577264143182,2,0,0
0.002,1577264143642,2,0,0
0.0,1577264144072,2,0,0
0.255,1577264144523,2,0,0
0.255,1577264144973,2,0,0
0.255,1577264145432,2,0,0
0.0,1577264145902,2,0,0
0.002,1577264146352,2,0,0
0.002,1577264146732,2,0,0
0.003,1577264147182,2,0,0
0.002,1577264147652,2,0,0
0.002,1577264148132,2,0,0
0.002,1577264148582,2,0,0
0.002,1577264149003,2,0,0
0.001,1577264149462,2,0,0
0.001,1577264149912,2,0,0
0.002,1577264150362,2,0,0
0.002,1577264150843,2,0,0
0.001,1577264151293,2,0,0
0.0,1577264151742,2,0,0
0.0,1577264152192,2,0,0
0.255,1577264152642,2,0,0
0.255,1577264153092,2,0,0
0.0,1577264153542,2,0,0
0.0,1577264153992,2,0,0
0.001,1577264154442,2,0,0
0.001,1577264154892,2,0,0
