rpm_data,Timestamp,Action,Bump,Traffic congestion
697.0,1577264087402,0,0,0
695.5,1577264087852,0,0,0
693.5,1577264088302,0,0,0
721.5,1577264088752,10,0,0
718.0,1577264089163,10,0,0
693.5,1577264089623,10,0,0
689.5,1577264090073,10,0,0
694.0,1577264090523,10,0,0
691.0,1577264090973,10,0,0
690.5,1577264091423,10,0,0
694.0,1577264091872,10,0,0
689.5,1577264092322,10,0,0
693.0,1577264092773,10,0,0
694.5,1577264093223,10,0,0
697.0,1577264093673,10,0,0
696.0,1577264094122,10,0,0
696.5,1577264094573,10,0,0
691.5,1577264095022,10,0,0
688.5,1577264095473,10,0,0
707.0,1577264095923,10,0,0
714.0,1577264096372,10,0,0
721.0,1577264096823,10,0,0
733.5,1577264097272,10,0,0
757.5,1577264097722,10,0,0
723.0,1577264098172,10,0,0
725.5,1577264098622,10,0,0
724.5,1577264099072,10,0,0
726.0,1577264099522,10,0,0
727.5,1577264099972,10,0,0
748.5,1577264100422,10,0,0
761.0,1577264100872,10,0,0
757.5,1577264101322,0,0,0
772.5,1577264101772,0,0,0
753.5,1577264102222,0,0,0
706.0,1577264102672,0,0,0
676.5,1577264103122,0,0,0
699.0,1577264103572,0,0,0
715.5,1577264104022,-1,0,0
715.5,1577264104472,-1,0,0
704.5,1577264104922,-1,0,0
716.0,1577264105392,-1,0,0
731.0,1577264105842,-1,0,0
740.5,1577264106292,-1,0,0
744.0,1577264106742,-1,0,0
746.5,1577264107192,-1,0,0
762.0,1577264107642,-1,0,0
767.5,1577264108092,-1,0,0
761.0,1577264108542,-1,0,0
767.0,1577264108992,-1,0,0
781.0,1577264109442,-1,0,0
788.0,1577264109892,-1,0,0
789.0,1577264110342,-1,0,0
807.0,1577264110792,-1,0,0
887.5,1577264111242,-1,0,0
1211.0,1577264111692,-1,0,0
1343.0,1577264112142,-1,0,0
1221.5,1577264112592,-1,0,0
1117.5,1577264113042,-1,0,0
1152.0,1577264113492,-1,0,0
1362.5,1577264113942,-1,0,0
1470.0,1577264114392,-1,0,0
1693.0,1577264114842,-1,0,0
1817.5,1577264115292,-1,0,0
1826.5,1577264115742,-1,0,0
1786.5,1577264116193,-1,0,0
1679.0,1577264116642,-1,0,0
1686.0,1577264117092,-1,0,0
1780.0,1577264117542,-1,0,0
1860.0,1577264117992,-1,0,0
1978.0,1577264118442,-1,0,0
1872.5,1577264118892,-1,0,0
1443.0,1577264119342,-1,0,0
1169.5,1577264119792,-1,0,0
1088.5,1577264120242,-1,0,0
1045.5,1577264120692,-1,0,0
1008.5,1577264121142,5,0,0
966.5,1577264121592,5,0,0
963.5,1577264122042,5,0,0
1109.5,1577264122492,5,0,0
1333.0,1577264122943,5,0,0
1656.5,1577264123392,5,0,0
1957.5,1577264123842,5,0,0
2072.0,1577264124292,5,0,0
1934.0,1577264124742,5,0,0
1449.0,1577264125192,5,0,0
1283.5,1577264125642,5,0,0
1289.0,1577264126092,5,0,0
1323.0,1577264126542,5,0,0
1348.5,1577264126992,5,0,0
1366.0,1577264127442,5,0,0
1371.0,1577264127892,5,0,0
1358.0,1577264128342,5,0,0
1277.0,1577264128792,5,0,0
1266.0,1577264129242,5,0,0
1274.5,1577264129692,5,0,0
1275.5,1577264130142,5,0,0
1274.5,1577264130592,5,0,0
1272.5,1577264131042,5,0,0
1271.5,1577264131492,5,0,0
1258.5,1577264131932,5,0,0
1254.5,1577264132382,-1,0,0
1241.0,1577264132832,-1,0,0
1235.0,1577264133282,-1,0,0
1228.5,1577264133732,-1,0,0
1175.0,1577264134182,-1,0,0
1064.5,1577264134632,-1,0,0
994.5,1577264135083,-1,0,0
951.5,1577264135533,-1,0,0
915.0,1577264135983,-1,0,0
881.0,1577264136433,-1,0,0
864.0,1577264136883,-1,0,0
850.5,1577264137333,-1,0,0
828.5,1577264137782,-1,0,0
955.0,1577264138233,-1,0,0
893.5,1577264138682,-1,0,0
1339.0,1577264139133,-1,0,0
1613.5,1577264139582,2,0,0
1785.0,1577264140033,2,0,0
