acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.0,1577082628981,0,0,0
0.0,1577082629421,0,0,0
0.0,1577082629911,0,0,0
0.0,1577082630352,0,0,0
0.0,1577082630841,0,0,0
0.0,1577082631292,0,0,0
0.0,1577082631782,0,0,0
0.0,1577082632221,0,0,0
0.0,1577082632731,0,0,0
0.0,1577082633181,0,0,0
0.0,1577082633671,0,0,0
0.0,1577082634111,0,0,0
0.0,1577082634602,0,0,0
0.0,1577082635041,0,0,0
0.0,1577082635531,0,0,0
0.0,1577082635971,0,0,0
0.0,1577082636461,0,0,0
0.0,1577082636901,0,0,0
0.0,1577082637391,0,0,0
0.0,1577082637831,0,0,0
0.0,1577082638321,0,0,0
0.0,1577082638761,0,0,0
0.0,1577082639251,0,0,0
0.0,1577082639691,0,0,0
0.0,1577082640181,0,0,0
0.0,1577082640621,0,0,0
0.0,1577082641111,0,0,0
0.0,1577082641551,0,0,0
0.0,1577082642041,0,0,0
0.0,1577082642481,0,0,0
0.0,1577082642971,0,0,0
0.0,1577082643411,0,0,0
0.0,1577082643901,0,0,0
0.0,1577082644341,1,0,0
0.11,1577082644831,1,0,0
0.405,1577082645271,1,0,0
0.6890000000000001,1577082645761,1,0,0
0.917,1577082646211,1,0,0
0.876,1577082646701,1,0,0
0.713,1577082647151,1,0,0
0.737,1577082647641,1,0,0
0.73,1577082648091,1,0,0
0.9490000000000001,1577082648581,1,0,0
0.916,1577082649031,1,0,0
0.984,1577082649521,1,0,0
0.988,1577082649962,1,0,0
0.857,1577082650451,1,0,0
0.8,1577082650902,1,0,0
0.619,1577082651392,1,0,0
0.326,1577082651832,1,0,0
0.001,1577082652321,1,0,0
-0.183,1577082652761,1,0,0
-0.23,1577082653261,1,0,0
-0.168,1577082653702,1,0,0
-0.011,1577082654191,1,0,0
0.17500000000000002,1577082654641,1,0,0
0.22,1577082655131,1,0,0
0.234,1577082655581,1,0,0
0.254,1577082656081,1,0,0
0.305,1577082656521,1,0,0
0.268,1577082657013,1,0,0
0.28400000000000003,1577082657451,1,0,0
0.191,1577082657941,1,0,0
0.092,1577082658391,3,0,0
-0.113,1577082658881,3,0,0
-0.433,1577082659331,3,0,0
-0.557,1577082659821,3,0,0
-0.555,1577082660261,3,0,0
-0.47200000000000003,1577082660751,3,0,0
-0.41400000000000003,1577082661201,3,0,0
-0.389,1577082661691,3,0,0
-0.384,1577082662141,3,0,0
-0.331,1577082662631,3,0,0
-0.28800000000000003,1577082663081,3,0,0
-0.23500000000000001,1577082663571,3,0,0
-0.20700000000000002,1577082664021,3,0,0
-0.189,1577082664513,3,0,0
-0.153,1577082664961,3,0,0
-0.095,1577082665451,3,0,0
0.03,1577082665901,3,0,0
0.158,1577082666391,3,0,0
0.23600000000000002,1577082666841,3,0,0
0.281,1577082667331,3,0,0
0.28600000000000003,1577082667781,3,0,0
0.265,1577082668281,1,0,0
0.252,1577082668731,1,0,0
0.251,1577082669221,1,0,0
0.199,1577082669661,1,0,0
0.038,1577082670151,1,0,0
-0.067,1577082670601,1,0,0
-0.114,1577082671092,1,0,0
-0.152,1577082671532,1,0,0
-0.382,1577082672031,1,0,0
-0.85,1577082672471,1,0,0
-1.157,1577082672971,1,0,0
-1.202,1577082673421,1,0,0
-0.966,1577082673912,2,0,0
-0.922,1577082674361,2,0,0
-0.994,1577082674861,2,0,0
-0.961,1577082675312,2,0,0
-0.731,1577082675812,2,0,0
-0.53,1577082676261,2,0,0
-0.444,1577082676751,2,0,0
-0.201,1577082677201,2,0,0
0.127,1577082677692,2,0,0
0.28500000000000003,1577082678141,2,0,0
0.315,1577082678631,2,0,0
0.272,1577082679092,2,0,0
0.264,1577082679591,2,0,0
0.263,1577082680041,2,0,0
0.20700000000000002,1577082680531,2,0,0
0.151,1577082680971,2,0,0
0.146,1577082681471,2,0,0
0.245,1577082681921,2,0,0
0.548,1577082682412,2,0,0
0.723,1577082682861,2,0,0
0.737,1577082683351,2,0,0
0.708,1577082683801,2,0,0
0.708,1577082684301,2,0,0
0.889,1577082684751,2,0,0
0.775,1577082685241,2,0,0
0.67,1577082685691,2,0,0
0.616,1577082686191,1,0,0
0.617,1577082686641,1,0,0
0.7000000000000001,1577082687131,1,0,0
0.805,1577082687571,1,0,0
0.907,1577082688061,1,0,0
0.79,1577082688501,1,0,0
0.588,1577082688991,1,0,0
0.459,1577082689431,1,0,0
0.295,1577082689921,1,0,0
0.20500000000000002,1577082690371,1,0,0
0.269,1577082690861,1,0,0
0.34900000000000003,1577082691311,1,0,0
0.312,1577082691801,1,0,0
0.248,1577082692251,1,0,0
0.247,1577082692751,1,0,0
0.22,1577082693201,1,0,0
0.08,1577082693691,1,0,0
-0.269,1577082694141,1,0,0
-0.243,1577082694631,1,0,0
-0.17300000000000001,1577082695081,1,0,0
-0.038,1577082695571,1,0,0
0.113,1577082696011,1,0,0
0.136,1577082696501,1,0,0
0.152,1577082696941,1,0,0
0.124,1577082697431,1,0,0
0.107,1577082697881,1,0,0
0.075,1577082698371,1,0,0
0.055,1577082698821,1,0,0
0.064,1577082699311,1,0,0
0.10300000000000001,1577082699761,1,0,0
0.044,1577082700261,1,0,0
-0.005,1577082700711,1,0,0
0.051000000000000004,1577082701211,1,0,0
0.064,1577082701660,1,0,0
0.055,1577082702151,1,0,0
0.021,1577082702591,1,0,0
-0.009000000000000001,1577082703080,1,0,0
-0.013000000000000001,1577082703531,1,0,0
-0.015,1577082704021,1,0,0
0.001,1577082704471,1,0,0
-0.162,1577082704960,1,0,0
-0.082,1577082705410,1,0,0
0.098,1577082705900,1,0,0
0.167,1577082706351,1,0,0
-0.07200000000000001,1577082706840,1,0,0
-0.588,1577082707290,1,0,0
-0.982,1577082707780,1,0,0
-0.9450000000000001,1577082708230,5,0,0
-0.729,1577082708720,5,0,0
-0.55,1577082709170,5,0,0
-0.337,1577082709660,5,0,0
-0.33,1577082710111,5,0,0
-0.225,1577082710610,5,0,0
-0.17300000000000001,1577082711060,5,0,0
-0.199,1577082711550,5,0,0
-0.241,1577082712000,5,0,0
-0.241,1577082712490,5,0,0
-0.23900000000000002,1577082712940,5,0,0
-0.402,1577082713430,5,0,0
-0.536,1577082713880,5,0,0
-0.47600000000000003,1577082714371,5,0,0
-0.31,1577082714820,5,0,0
-0.123,1577082715310,5,0,0
-0.213,1577082715760,5,0,0
-0.393,1577082716260,5,0,0
-0.623,1577082716710,5,0,0
-0.652,1577082717201,5,0,0
-0.611,1577082717650,5,0,0
-0.538,1577082718141,5,0,0
-0.381,1577082718590,5,0,0
-0.47600000000000003,1577082719081,5,0,0
-0.763,1577082719530,5,0,0
-0.712,1577082720022,5,0,0
-0.733,1577082720471,5,0,0
-0.643,1577082720970,5,0,0
-0.354,1577082721420,2,0,0
-0.10200000000000001,1577082721910,2,0,0
-0.179,1577082722360,2,0,0
-0.098,1577082722850,2,0,0
0.28400000000000003,1577082723300,2,0,0
0.598,1577082723790,2,0,0
0.598,1577082724240,2,0,0
0.512,1577082724740,2,0,0
0.483,1577082725190,2,0,0
0.374,1577082725680,2,0,0
0.306,1577082726130,2,0,0
0.226,1577082726620,2,0,0
0.376,1577082727070,2,0,0
0.466,1577082727560,2,0,0
0.331,1577082728010,2,0,0
0.227,1577082728500,1,0,0
0.14200000000000002,1577082728950,1,0,0
-0.10300000000000001,1577082729440,1,0,0
-0.331,1577082729890,1,0,0
-0.262,1577082730380,1,0,0
-0.342,1577082730830,1,0,0
-0.616,1577082731330,1,0,0
-0.793,1577082731780,-1,0,1
-0.898,1577082732270,-1,0,1
-0.685,1577082732720,-1,0,1
-0.426,1577082733210,-1,0,1
-0.201,1577082733660,-1,0,1
-0.14100000000000001,1577082734150,-1,0,1
-0.11800000000000001,1577082734600,-1,0,1
-0.062,1577082735090,-1,0,1
-0.028,1577082735540,-1,0,1
0.076,1577082736030,-1,0,1
0.065,1577082736480,-1,0,1
0.053,1577082736970,-1,0,1
-0.098,1577082737420,-1,0,1
-0.009000000000000001,1577082737910,-1,0,1
0.07,1577082738360,-1,0,1
0.049,1577082738850,-1,0,1
-0.075,1577082739300,-1,0,1
-0.151,1577082739790,-1,0,1
-0.076,1577082740240,-1,0,1
0.097,1577082740730,-1,0,1
0.068,1577082741180,-1,0,1
-0.09,1577082741670,-1,0,1
-0.107,1577082742120,-1,0,1
0.042,1577082742610,-1,0,1
0.259,1577082743060,-1,0,1
0.63,1577082743550,1,0,0
0.674,1577082744000,1,0,0
0.6920000000000001,1577082744490,1,0,0
0.68,1577082744940,1,0,0
0.748,1577082745430,1,0,0
0.883,1577082745880,1,0,0
1.24,1577082746370,1,0,0
0.9390000000000001,1577082746820,1,0,0
0.645,1577082747310,1,0,0
0.47400000000000003,1577082747760,3,0,0
0.281,1577082748250,3,0,0
0.164,1577082748700,3,0,0
0.129,1577082749190,3,0,0
0.116,1577082749640,3,0,0
0.07,1577082750130,3,0,0
0.021,1577082750580,3,0,0
0.016,1577082751070,3,0,0
0.08,1577082751520,3,0,0
0.254,1577082752010,3,0,0
0.34600000000000003,1577082752460,3,0,0
0.312,1577082752950,3,0,0
0.139,1577082753400,3,0,0
-0.062,1577082753890,1,0,0
-0.165,1577082754340,1,0,0
-0.177,1577082754830,1,0,0
-0.14300000000000002,1577082755280,1,0,0
-0.109,1577082755770,1,0,0
-0.094,1577082756220,1,0,0
-0.123,1577082756710,1,0,0
-0.255,1577082757160,1,0,0
-0.28700000000000003,1577082757650,1,0,0
-0.295,1577082758100,1,0,0
-0.289,1577082758590,1,0,0
-0.244,1577082759040,1,0,0
-0.2,1577082759530,1,0,0
-0.17200000000000001,1577082759980,1,0,0
-0.124,1577082760470,1,0,0
-0.094,1577082760920,1,0,0
-0.10400000000000001,1577082761410,1,0,0
-0.215,1577082761860,3,0,0
-0.371,1577082762350,3,0,0
-0.489,1577082762800,3,0,0
-0.374,1577082763290,3,0,0
-0.179,1577082763740,3,0,0
-0.092,1577082764230,3,0,0
-0.123,1577082764680,3,0,0
-0.218,1577082765170,3,0,0
-0.338,1577082765620,3,0,0
-0.34400000000000003,1577082766110,3,0,0
-0.045,1577082766560,3,0,0
0.386,1577082767050,3,0,0
0.6950000000000001,1577082767510,3,0,0
0.745,1577082768000,3,0,0
0.772,1577082768440,3,0,0
0.774,1577082768940,3,0,0
0.749,1577082769390,3,0,0
0.854,1577082769890,1,0,0
0.789,1577082770340,1,0,0
0.775,1577082770830,1,0,0
0.715,1577082771280,1,0,0
0.728,1577082771770,1,0,0
0.651,1577082772220,1,0,0
0.611,1577082772710,1,0,0
0.5640000000000001,1577082773160,1,0,0
0.512,1577082773650,1,0,0
0.435,1577082774100,1,0,0
0.18,1577082774590,1,0,0
0.079,1577082775040,1,0,0
0.073,1577082775530,1,0,0
0.045,1577082775980,1,0,0
0.074,1577082776480,1,0,0
0.20700000000000002,1577082776930,1,0,0
0.34500000000000003,1577082777420,1,0,0
0.366,1577082777870,1,0,0
0.356,1577082778360,1,0,0
0.342,1577082778810,1,0,0
0.34600000000000003,1577082779310,1,0,0
0.296,1577082779760,1,0,0
0.28800000000000003,1577082780260,1,0,0
0.331,1577082780710,1,0,0
0.331,1577082781200,1,0,0
0.233,1577082781650,1,0,0
0.081,1577082782140,1,0,0
-0.007,1577082782590,1,0,0
-0.032,1577082783080,1,0,0
-0.111,1577082783530,1,0,0
-0.145,1577082784019,1,0,0
-0.209,1577082784470,1,0,0
-0.20700000000000002,1577082784959,1,0,0
-0.279,1577082785410,1,0,0
-0.389,1577082785899,1,0,0
-0.433,1577082786350,1,0,0
-0.47600000000000003,1577082786839,4,0,0
-0.322,1577082787290,4,0,0
-0.258,1577082787779,4,0,0
-0.211,1577082788229,4,0,0
-0.271,1577082788719,4,0,0
-0.322,1577082789169,4,0,0
-0.268,1577082789659,4,0,0
-0.057,1577082790109,4,0,0
0.032,1577082790599,4,0,0
0.164,1577082791049,4,0,0
0.184,1577082791539,4,0,0
0.302,1577082791989,4,0,0
0.463,1577082792479,4,0,0
0.544,1577082792930,4,0,0
0.514,1577082793420,4,0,0
0.552,1577082793869,1,0,0
0.604,1577082794359,1,0,0
0.529,1577082794809,1,0,0
0.439,1577082795309,1,0,0
0.467,1577082795759,1,0,0
0.311,1577082796249,1,0,0
0.029,1577082796699,1,0,0
-0.151,1577082797199,1,0,0
-0.185,1577082797649,1,0,0
-0.17,1577082798139,1,0,0
-0.17,1577082798590,1,0,0
-0.28700000000000003,1577082799079,1,0,0
-0.23600000000000002,1577082799529,1,0,0
-0.125,1577082800019,1,0,0
-0.084,1577082800470,1,0,0
-0.16,1577082800959,1,0,0
-0.254,1577082801409,1,0,0
-0.538,1577082801899,1,0,0
-1.158,1577082802349,1,0,0
-1.215,1577082802839,1,0,0
-0.868,1577082803289,1,0,0
-0.6920000000000001,1577082803779,1,0,0
-0.53,1577082804229,1,0,0
-0.427,1577082804719,1,0,0
-0.332,1577082805169,1,0,0
-0.368,1577082805659,1,0,0
-0.331,1577082806109,1,0,0
-0.312,1577082806599,1,0,0
-0.08600000000000001,1577082807049,1,0,0
0.28800000000000003,1577082807549,1,0,0
0.516,1577082807999,1,0,0
0.651,1577082808489,1,0,0
0.726,1577082808939,1,0,0
0.779,1577082809429,1,0,0
0.719,1577082809879,1,0,0
0.754,1577082810369,1,0,0
0.6990000000000001,1577082810819,1,0,0
0.604,1577082811309,1,0,0
0.601,1577082811759,1,0,0
0.603,1577082812249,1,0,0
0.503,1577082812699,1,0,0
0.442,1577082813189,1,0,0
0.43,1577082813639,1,0,0
0.405,1577082814129,1,0,0
0.448,1577082814579,1,0,0
0.216,1577082815069,1,0,0
-0.018000000000000002,1577082815519,1,0,0
0.022,1577082816009,1,0,0
-0.004,1577082816459,1,0,0
-0.243,1577082816949,8,0,0
-0.242,1577082817399,8,0,0
