speed_data,Timestamp,Action,Bump,Traffic congestion
0,1577082628942,0,0,0
0,1577082629382,0,0,0
0,1577082629872,0,0,0
0,1577082630312,0,0,0
0,1577082630802,0,0,0
0,1577082631252,0,0,0
0,1577082631741,0,0,0
0,1577082632181,0,0,0
0,1577082632691,0,0,0
0,1577082633141,0,0,0
0,1577082633631,0,0,0
0,1577082634071,0,0,0
0,1577082634561,0,0,0
0,1577082635001,0,0,0
0,1577082635491,0,0,0
0,1577082635931,0,0,0
0,1577082636421,0,0,0
0,1577082636861,0,0,0
0,1577082637351,0,0,0
0,1577082637791,0,0,0
0,1577082638281,0,0,0
0,1577082638721,0,0,0
0,1577082639211,0,0,0
0,1577082639651,0,0,0
0,1577082640141,0,0,0
0,1577082640581,0,0,0
0,1577082641071,0,0,0
0,1577082641511,0,0,0
0,1577082642001,0,0,0
0,1577082642441,0,0,0
0,1577082642931,0,0,0
0,1577082643371,0,0,0
0,1577082643861,0,0,0
0,1577082644301,1,0,0
0,1577082644792,1,0,0
1,1577082645231,1,0,0
3,1577082645721,1,0,0
4,1577082646171,1,0,0
6,1577082646661,1,0,0
7,1577082647111,1,0,0
8,1577082647601,1,0,0
9,1577082648051,1,0,0
12,1577082648541,1,0,0
13,1577082648991,1,0,0
14,1577082649481,1,0,0
16,1577082649922,1,0,0
17,1577082650411,1,0,0
18,1577082650861,1,0,0
19,1577082651351,1,0,0
19,1577082651791,1,0,0
19,1577082652281,1,0,0
19,1577082652721,1,0,0
18,1577082653221,1,0,0
18,1577082653661,1,0,0
18,1577082654151,1,0,0
19,1577082654601,1,0,0
19,1577082655092,1,0,0
20,1577082655541,1,0,0
20,1577082656041,1,0,0
21,1577082656481,1,0,0
21,1577082656971,1,0,0
21,1577082657413,1,0,0
22,1577082657901,1,0,0
22,1577082658351,1,0,0
21,1577082658841,3,0,0
20,1577082659291,3,0,0
19,1577082659781,3,0,0
18,1577082660221,3,0,0
18,1577082660712,3,0,0
17,1577082661161,3,0,0
16,1577082661651,3,0,0
16,1577082662101,3,0,0
15,1577082662591,3,0,0
15,1577082663041,3,0,0
14,1577082663531,3,0,0
14,1577082663981,3,0,0
14,1577082664471,3,0,0
13,1577082664921,3,0,0
13,1577082665413,3,0,0
14,1577082665861,3,0,0
14,1577082666351,3,0,0
15,1577082666801,3,0,0
15,1577082667291,3,0,0
16,1577082667741,3,0,0
16,1577082668241,1,0,0
17,1577082668693,1,0,0
