steer_data,Timestamp,Action,Bump,Traffic congestion
4.224999999999994,1577082629329,0,0,0
4.215000000000003,1577082630258,0,0,0
4.224999999999994,1577082631199,0,0,0
4.224999999999994,1577082632129,0,0,0
4.215000000000003,1577082633089,0,0,0
4.224999999999994,1577082634019,0,0,0
4.215000000000003,1577082634948,0,0,0
4.224999999999994,1577082635878,0,0,0
4.224999999999994,1577082636808,0,0,0
4.215000000000003,1577082637738,0,0,0
4.224999999999994,1577082638705,0,0,0
4.224999999999994,1577082639598,0,0,0
4.224999999999994,1577082640528,0,0,0
4.224999999999994,1577082641458,0,0,0
4.215000000000003,1577082642389,0,0,0
4.215000000000003,1577082643318,0,0,0
4.224999999999994,1577082644248,1,0,0
86.16500000000002,1577082645178,1,0,0
90.28500000000003,1577082646118,1,0,0
45.985000000000014,1577082647058,1,0,0
-25.974999999999994,1577082647998,1,0,0
-36.495000000000005,1577082648938,1,0,0
-19.405,1577082649868,1,0,0
-1.5349999999999966,1577082650808,1,0,0
-0.19499999999999318,1577082651738,1,0,0
8.074999999999989,1577082652668,1,0,0
-8.284999999999997,1577082653608,1,0,0
11.444999999999993,1577082654548,1,0,0
8.875,1577082655488,1,0,0
19.564999999999998,1577082656428,1,0,0
5.0049999999999955,1577082657358,1,0,0
2.2450000000000045,1577082658298,1,0,0
-4.89500000000001,1577082659238,3,0,0
-5.2549999999999955,1577082660168,3,0,0
-25.82499999999999,1577082661108,3,0,0
-51.185,1577082662048,3,0,0
-99.005,1577082662988,3,0,0
-137.785,1577082663928,3,0,0
-164.745,1577082664868,3,0,0
-144.375,1577082665808,3,0,0
-73.365,1577082666748,3,0,0
-35.525000000000006,1577082667688,3,0,0
-6.944999999999993,1577082668638,1,0,0
0.4650000000000034,1577082669567,1,0,0
-2.5250000000000057,1577082670508,1,0,0
1.914999999999992,1577082671438,1,0,0
-0.3650000000000091,1577082672378,1,0,0
-2.4749999999999943,1577082673328,1,0,0
7.685000000000002,1577082674267,2,0,0
28.64500000000001,1577082675217,2,0,0
26.88499999999999,1577082676167,2,0,0
26.625,1577082677108,2,0,0
25.534999999999997,1577082678047,2,0,0
91.26499999999999,1577082678997,2,0,0
-69.54499999999999,1577082679947,2,0,0
34.435,1577082680877,2,0,0
-172.605,1577082681827,2,0,0
-184.095,1577082682767,2,0,0
39.275000000000006,1577082683707,2,0,0
-169.135,1577082684657,2,0,0
25.38499999999999,1577082685597,2,0,0
5.275000000000006,1577082686547,1,0,0
9.735000000000014,1577082687477,1,0,0
19.814999999999998,1577082688407,1,0,0
16.88499999999999,1577082689374,1,0,0
7.9950000000000045,1577082690277,1,0,0
3.0049999999999955,1577082691217,1,0,0
-3.1750000000000114,1577082692157,1,0,0
-7.10499999999999,1577082693107,1,0,0
-10.264999999999986,1577082694047,1,0,0
-12.034999999999997,1577082694988,1,0,0
-5.275000000000006,1577082695917,1,0,0
-0.5749999999999886,1577082696847,1,0,0
-1.7849999999999966,1577082697823,1,0,0
5.64500000000001,1577082698727,1,0,0
5.074999999999989,1577082699667,1,0,0
6.7949999999999875,1577082700617,1,0,0
5.824999999999989,1577082701567,1,0,0
6.194999999999993,1577082702497,1,0,0
-2.0749999999999886,1577082703437,1,0,0
4.215000000000003,1577082704377,1,0,0
4.2549999999999955,1577082705317,1,0,0
5.715000000000003,1577082706257,1,0,0
-0.914999999999992,1577082707197,1,0,0
-2.4749999999999943,1577082708137,1,0,0
-10.425000000000011,1577082709077,5,0,0
-10.685000000000002,1577082710017,5,0,0
4.014999999999986,1577082710967,5,0,0
9.534999999999997,1577082711907,5,0,0
6.7549999999999955,1577082712847,5,0,0
3.7649999999999864,1577082713787,5,0,0
1.8950000000000102,1577082714727,5,0,0
5.4550000000000125,1577082715667,5,0,0
18.61500000000001,1577082716616,5,0,0
23.805000000000007,1577082717556,5,0,0
42.345,1577082718496,5,0,0
32.474999999999994,1577082719436,5,0,0
29.13499999999999,1577082720376,5,0,0
25.36500000000001,1577082721326,2,0,0
23.125,1577082722267,2,0,0
3.414999999999992,1577082723206,2,0,0
9.014999999999986,1577082724146,2,0,0
70.38499999999999,1577082725096,2,0,0
110.47500000000002,1577082726036,2,0,0
59.15499999999997,1577082726976,2,0,0
26.405,1577082727916,2,0,0
-16.485000000000014,1577082728856,1,0,0
-11.805000000000007,1577082729796,1,0,0
24.254999999999995,1577082730736,1,0,0
24.67500000000001,1577082731686,-1,0,1
53.94499999999999,1577082732626,-1,0,1
59.86500000000001,1577082733566,-1,0,1
69.685,1577082734506,-1,0,1
65.48500000000001,1577082735446,-1,0,1
30.245000000000005,1577082736386,-1,0,1
10.705000000000013,1577082737326,-1,0,1
26.314999999999998,1577082738266,-1,0,1
-13.194999999999993,1577082739206,-1,0,1
-45.764999999999986,1577082740146,-1,0,1
-19.044999999999987,1577082741086,-1,0,1
64.58499999999998,1577082742026,-1,0,1
60.764999999999986,1577082742966,-1,0,1
-3.7050000000000125,1577082743906,1,0,0
31.88499999999999,1577082744846,1,0,0
37.91499999999999,1577082745786,1,0,0
38.724999999999994,1577082746726,1,0,0
14.935000000000002,1577082747666,3,0,0
8.465000000000003,1577082748606,3,0,0
-55.14500000000001,1577082749546,3,0,0
-115.655,1577082750486,3,0,0
-99.285,1577082751426,3,0,0
-51.86500000000001,1577082752366,3,0,0
-19.064999999999998,1577082753306,3,0,0
-1.914999999999992,1577082754245,1,0,0
-0.6949999999999932,1577082755222,1,0,0
4.9550000000000125,1577082756125,1,0,0
13.694999999999993,1577082757065,1,0,0
18.004999999999995,1577082758005,1,0,0
7.64500000000001,1577082758945,1,0,0
-10.194999999999993,1577082759922,1,0,0
-1.8050000000000068,1577082760826,1,0,0
-4.284999999999997,1577082761766,3,0,0
-14.724999999999994,1577082762706,3,0,0
-91.375,1577082763646,3,0,0
102.32499999999999,1577082764586,3,0,0
-44.54499999999999,1577082765526,3,0,0
-42.514999999999986,1577082766465,3,0,0
102.58499999999998,1577082767415,3,0,0
-57.95500000000001,1577082768345,3,0,0
-3.7549999999999955,1577082769295,3,0,0
-0.8249999999999886,1577082770245,1,0,0
-0.8149999999999977,1577082771185,1,0,0
8.215000000000003,1577082772125,1,0,0
10.805000000000007,1577082773065,1,0,0
10.615000000000009,1577082774008,1,0,0
2.4250000000000114,1577082774945,1,0,0
6.514999999999986,1577082775885,1,0,0
5.784999999999997,1577082776835,1,0,0
3.4749999999999943,1577082777775,1,0,0
-5.9550000000000125,1577082778715,1,0,0
1.085000000000008,1577082779665,1,0,0
0.8449999999999989,1577082780615,1,0,0
1.1949999999999932,1577082781555,1,0,0
6.764999999999986,1577082782495,1,0,0
5.585000000000008,1577082783435,1,0,0
5.305000000000007,1577082784375,1,0,0
4.775000000000006,1577082785315,1,0,0
3.664999999999992,1577082786255,1,0,0
3.0449999999999875,1577082787195,4,0,0
26.935000000000002,1577082788135,4,0,0
27.125,1577082789075,4,0,0
8.525000000000006,1577082790015,4,0,0
-14.60499999999999,1577082790955,4,0,0
-15.094999999999999,1577082791895,4,0,0
-4.64500000000001,1577082792835,4,0,0
0.0049999999999954525,1577082793775,1,0,0
4.694999999999993,1577082794715,1,0,0
3.7549999999999955,1577082795665,1,0,0
2.2750000000000057,1577082796605,1,0,0
4.414999999999992,1577082797554,1,0,0
4.305000000000007,1577082798494,1,0,0
4.074999999999989,1577082799435,1,0,0
3.7350000000000136,1577082800374,1,0,0
3.3950000000000102,1577082801314,1,0,0
4.675000000000011,1577082802254,1,0,0
3.155000000000001,1577082803194,1,0,0
2.7249999999999943,1577082804135,1,0,0
1.875,1577082805074,1,0,0
5.275000000000006,1577082806014,1,0,0
4.425000000000011,1577082806954,1,0,0
3.365000000000009,1577082807906,1,0,0
