rpm_data,Timestamp,Action,Bump,Traffic congestion
703.0,1577082629012,0,0,0
700.5,1577082629452,0,0,0
704.0,1577082629942,0,0,0
699.5,1577082630382,0,0,0
701.5,1577082630872,0,0,0
701.5,1577082631321,0,0,0
698.5,1577082631812,0,0,0
691.0,1577082632252,0,0,0
697.0,1577082632762,0,0,0
699.0,1577082633211,0,0,0
699.5,1577082633701,0,0,0
700.0,1577082634141,0,0,0
704.5,1577082634631,0,0,0
694.0,1577082635071,0,0,0
699.5,1577082635561,0,0,0
700.5,1577082636001,0,0,0
704.0,1577082636491,0,0,0
708.0,1577082636931,0,0,0
702.5,1577082637421,0,0,0
701.0,1577082637862,0,0,0
701.5,1577082638351,0,0,0
702.0,1577082638791,0,0,0
700.5,1577082639281,0,0,0
697.0,1577082639721,0,0,0
693.5,1577082640211,0,0,0
699.0,1577082640651,0,0,0
699.0,1577082641141,0,0,0
700.5,1577082641581,0,0,0
702.5,1577082642071,0,0,0
700.0,1577082642512,0,0,0
704.0,1577082643001,0,0,0
702.0,1577082643441,0,0,0
724.5,1577082643931,0,0,0
678.0,1577082644371,1,0,0
748.0,1577082644861,1,0,0
826.5,1577082645301,1,0,0
1063.5,1577082645791,1,0,0
1137.5,1577082646241,1,0,0
1186.0,1577082646731,1,0,0
1310.0,1577082647181,1,0,0
1439.5,1577082647671,1,0,0
1591.0,1577082648122,1,0,0
1873.0,1577082648611,1,0,0
1857.5,1577082649061,1,0,0
1664.5,1577082649552,1,0,0
1696.0,1577082649991,1,0,0
1736.5,1577082650481,1,0,0
1773.5,1577082650932,1,0,0
1764.0,1577082651421,1,0,0
1669.5,1577082651861,1,0,0
1551.0,1577082652351,1,0,0
1546.0,1577082652791,1,0,0
1559.0,1577082653291,1,0,0
1630.5,1577082653731,1,0,0
1692.0,1577082654221,1,0,0
1733.5,1577082654671,1,0,0
1771.0,1577082655161,1,0,0
1800.0,1577082655613,1,0,0
1832.5,1577082656113,1,0,0
1890.0,1577082656551,1,0,0
1917.5,1577082657041,1,0,0
1952.5,1577082657481,1,0,0
1627.5,1577082657971,1,0,0
1210.0,1577082658421,3,0,0
1123.5,1577082658914,3,0,0
1223.5,1577082659361,3,0,0
1224.5,1577082659851,3,0,0
1213.0,1577082660291,3,0,0
1195.5,1577082660781,3,0,0
1158.5,1577082661231,3,0,0
1154.5,1577082661721,3,0,0
1102.5,1577082662171,3,0,0
1075.5,1577082662661,3,0,0
1050.5,1577082663112,3,0,0
1020.5,1577082663601,3,0,0
995.5,1577082664052,3,0,0
991.0,1577082664541,3,0,0
1089.5,1577082664991,3,0,0
1198.0,1577082665481,3,0,0
1279.5,1577082665931,3,0,0
1342.0,1577082666421,3,0,0
