accPre_data,Timestamp,Action,Bump,Traffic congestion
14.5225,1577082629041,0,0,0
14.5225,1577082629481,0,0,0
14.5225,1577082629971,0,0,0
14.5225,1577082630412,0,0,0
14.5225,1577082630902,0,0,0
14.5225,1577082631351,0,0,0
14.5225,1577082631841,0,0,0
14.5225,1577082632281,0,0,0
14.5225,1577082632791,0,0,0
14.5225,1577082633241,0,0,0
14.5225,1577082633731,0,0,0
14.5225,1577082634171,0,0,0
14.5225,1577082634661,0,0,0
14.5225,1577082635101,0,0,0
14.5225,1577082635591,0,0,0
14.5225,1577082636031,0,0,0
14.5225,1577082636521,0,0,0
14.5225,1577082636961,0,0,0
14.5225,1577082637451,0,0,0
14.5225,1577082637891,0,0,0
14.5225,1577082638381,0,0,0
14.5225,1577082638821,0,0,0
14.5225,1577082639311,0,0,0
14.5225,1577082639751,0,0,0
14.5225,1577082640241,0,0,0
14.5225,1577082640681,0,0,0
14.5225,1577082641171,0,0,0
14.5225,1577082641611,0,0,0
14.5225,1577082642101,0,0,0
14.5225,1577082642541,0,0,0
14.5225,1577082643031,0,0,0
14.5225,1577082643471,0,0,0
14.5225,1577082643961,0,0,0
14.5225,1577082644401,1,0,0
14.5225,1577082644891,1,0,0
25.12,1577082645331,1,0,0
28.6525,1577082645821,1,0,0
28.6525,1577082646271,1,0,0
30.615000000000002,1577082646761,1,0,0
32.97,1577082647211,1,0,0
34.932500000000005,1577082647701,1,0,0
36.502500000000005,1577082648151,1,0,0
36.895,1577082648641,1,0,0
36.895,1577082649091,1,0,0
36.11,1577082649581,1,0,0
36.11,1577082650021,1,0,0
35.7175,1577082650511,1,0,0
31.400000000000002,1577082650962,1,0,0
20.41,1577082651451,1,0,0
20.802500000000002,1577082651892,1,0,0
20.802500000000002,1577082652381,1,0,0
23.55,1577082652821,1,0,0
25.905,1577082653321,1,0,0
31.400000000000002,1577082653761,1,0,0
31.400000000000002,1577082654252,1,0,0
31.400000000000002,1577082654702,1,0,0
31.400000000000002,1577082655191,1,0,0
31.400000000000002,1577082655641,1,0,0
31.400000000000002,1577082656141,1,0,0
31.400000000000002,1577082656581,1,0,0
31.400000000000002,1577082657071,1,0,0
25.12,1577082657513,1,0,0
14.5225,1577082658001,1,0,0
14.5225,1577082658451,3,0,0
14.5225,1577082658941,3,0,0
14.5225,1577082659391,3,0,0
14.5225,1577082659881,3,0,0
14.5225,1577082660321,3,0,0
14.5225,1577082660813,3,0,0
14.5225,1577082661261,3,0,0
14.5225,1577082661751,3,0,0
14.5225,1577082662201,3,0,0
14.5225,1577082662691,3,0,0
14.5225,1577082663141,3,0,0
14.5225,1577082663631,3,0,0
14.5225,1577082664081,3,0,0
19.625,1577082664571,3,0,0
21.587500000000002,1577082665021,3,0,0
25.12,1577082665513,3,0,0
27.0825,1577082665961,3,0,0
27.0825,1577082666451,3,0,0
27.0825,1577082666901,3,0,0
27.0825,1577082667391,3,0,0
27.0825,1577082667841,3,0,0
27.0825,1577082668341,1,0,0
27.0825,1577082668791,1,0,0
23.55,1577082669281,1,0,0
14.5225,1577082669721,1,0,0
14.5225,1577082670212,1,0,0
14.5225,1577082670661,1,0,0
14.5225,1577082671151,1,0,0
14.5225,1577082671591,1,0,0
14.5225,1577082672091,1,0,0
14.5225,1577082672532,1,0,0
14.5225,1577082673031,1,0,0
14.5225,1577082673481,1,0,0
14.5225,1577082673971,2,0,0
14.5225,1577082674421,2,0,0
14.5225,1577082674921,2,0,0
14.5225,1577082675372,2,0,0
14.5225,1577082675871,2,0,0
14.5225,1577082676321,2,0,0
14.5225,1577082676812,2,0,0
14.5225,1577082677261,2,0,0
14.5225,1577082677751,2,0,0
14.5225,1577082678201,2,0,0
14.5225,1577082678692,2,0,0
14.5225,1577082679151,2,0,0
14.5225,1577082679651,2,0,0
14.5225,1577082680101,2,0,0
14.915000000000001,1577082680591,2,0,0
23.55,1577082681031,2,0,0
25.905,1577082681531,2,0,0
30.615000000000002,1577082681981,2,0,0
31.400000000000002,1577082682471,2,0,0
32.185,1577082682921,2,0,0
32.185,1577082683411,2,0,0
32.5775,1577082683861,2,0,0
32.185,1577082684361,2,0,0
32.185,1577082684811,2,0,0
32.185,1577082685301,2,0,0
32.5775,1577082685751,2,0,0
33.362500000000004,1577082686251,1,0,0
33.755,1577082686701,1,0,0
33.755,1577082687191,1,0,0
33.755,1577082687631,1,0,0
33.362500000000004,1577082688121,1,0,0
21.98,1577082688561,1,0,0
22.765,1577082689051,1,0,0
14.5225,1577082689491,1,0,0
21.587500000000002,1577082689981,1,0,0
22.372500000000002,1577082690431,1,0,0
22.372500000000002,1577082690921,1,0,0
21.195,1577082691371,1,0,0
14.5225,1577082691861,1,0,0
14.5225,1577082692311,1,0,0
14.5225,1577082692811,1,0,0
14.5225,1577082693261,1,0,0
14.5225,1577082693751,1,0,0
14.5225,1577082694201,1,0,0
14.5225,1577082694691,1,0,0
14.5225,1577082695141,1,0,0
14.5225,1577082695631,1,0,0
14.5225,1577082696071,1,0,0
14.5225,1577082696561,1,0,0
14.5225,1577082697001,1,0,0
14.5225,1577082697491,1,0,0
14.5225,1577082697941,1,0,0
14.5225,1577082698431,1,0,0
14.5225,1577082698881,1,0,0
14.5225,1577082699371,1,0,0
14.5225,1577082699821,1,0,0
14.5225,1577082700321,1,0,0
14.5225,1577082700771,1,0,0
14.5225,1577082701271,1,0,0
14.5225,1577082701720,1,0,0
14.5225,1577082702211,1,0,0
14.5225,1577082702651,1,0,0
14.5225,1577082703141,1,0,0
14.5225,1577082703591,1,0,0
14.5225,1577082704081,1,0,0
14.5225,1577082704531,1,0,0
14.5225,1577082705021,1,0,0
14.5225,1577082705471,1,0,0
14.5225,1577082705961,1,0,0
14.5225,1577082706412,1,0,0
14.5225,1577082706900,1,0,0
14.5225,1577082707351,1,0,0
14.5225,1577082707840,1,0,0
14.5225,1577082708290,5,0,0
14.5225,1577082708780,5,0,0
14.5225,1577082709230,5,0,0
14.5225,1577082709720,5,0,0
14.5225,1577082710170,5,0,0
14.5225,1577082710670,5,0,0
14.5225,1577082711120,5,0,0
14.5225,1577082711610,5,0,0
14.5225,1577082712060,5,0,0
14.5225,1577082712550,5,0,0
14.5225,1577082713000,5,0,0
14.5225,1577082713490,5,0,0
14.5225,1577082713940,5,0,0
14.5225,1577082714430,5,0,0
14.5225,1577082714880,5,0,0
14.5225,1577082715370,5,0,0
14.5225,1577082715820,5,0,0
14.5225,1577082716320,5,0,0
14.5225,1577082716770,5,0,0
14.5225,1577082717261,5,0,0
14.5225,1577082717710,5,0,0
14.5225,1577082718201,5,0,0
14.5225,1577082718650,5,0,0
14.5225,1577082719141,5,0,0
14.5225,1577082719590,5,0,0
14.5225,1577082720081,5,0,0
14.5225,1577082720530,5,0,0
14.5225,1577082721030,5,0,0
14.5225,1577082721480,2,0,0
14.5225,1577082721970,2,0,0
14.5225,1577082722420,2,0,0
14.5225,1577082722910,2,0,0
14.5225,1577082723360,2,0,0
14.5225,1577082723850,2,0,0
14.5225,1577082724300,2,0,0
14.5225,1577082724800,2,0,0
14.5225,1577082725250,2,0,0
14.5225,1577082725740,2,0,0
14.5225,1577082726190,2,0,0
14.5225,1577082726680,2,0,0
14.5225,1577082727130,2,0,0
14.5225,1577082727620,2,0,0
14.5225,1577082728070,2,0,0
14.5225,1577082728560,1,0,0
14.5225,1577082729010,1,0,0
14.5225,1577082729500,1,0,0
14.5225,1577082729950,1,0,0
14.5225,1577082730440,1,0,0
14.5225,1577082730890,1,0,0
14.5225,1577082731390,1,0,0
14.5225,1577082731840,-1,0,1
14.5225,1577082732330,-1,0,1
14.5225,1577082732780,-1,0,1
14.5225,1577082733270,-1,0,1
14.5225,1577082733720,-1,0,1
14.5225,1577082734210,-1,0,1
14.5225,1577082734660,-1,0,1
14.5225,1577082735150,-1,0,1
14.5225,1577082735600,-1,0,1
14.5225,1577082736090,-1,0,1
14.5225,1577082736540,-1,0,1
14.5225,1577082737030,-1,0,1
14.5225,1577082737480,-1,0,1
14.5225,1577082737970,-1,0,1
14.5225,1577082738420,-1,0,1
14.5225,1577082738910,-1,0,1
14.5225,1577082739360,-1,0,1
14.5225,1577082739850,-1,0,1
14.5225,1577082740300,-1,0,1
14.5225,1577082740790,-1,0,1
14.5225,1577082741240,-1,0,1
14.5225,1577082741730,-1,0,1
14.5225,1577082742180,-1,0,1
14.5225,1577082742670,-1,0,1
14.5225,1577082743120,-1,0,1
18.4475,1577082743610,1,0,0
25.905,1577082744060,1,0,0
28.6525,1577082744550,1,0,0
29.830000000000002,1577082745000,1,0,0
31.7925,1577082745490,1,0,0
31.7925,1577082745940,1,0,0
23.942500000000003,1577082746430,1,0,0
24.335,1577082746880,1,0,0
19.2325,1577082747370,1,0,0
14.5225,1577082747820,3,0,0
14.5225,1577082748310,3,0,0
19.2325,1577082748760,3,0,0
19.2325,1577082749250,3,0,0
19.625,1577082749700,3,0,0
20.41,1577082750190,3,0,0
21.587500000000002,1577082750640,3,0,0
27.8675,1577082751130,3,0,0
30.2225,1577082751580,3,0,0
29.4375,1577082752070,3,0,0
28.6525,1577082752520,3,0,0
18.055,1577082753010,3,0,0
18.4475,1577082753460,3,0,0
19.2325,1577082753950,1,0,0
19.625,1577082754400,1,0,0
19.625,1577082754890,1,0,0
19.2325,1577082755340,1,0,0
19.2325,1577082755830,1,0,0
19.2325,1577082756280,1,0,0
16.0925,1577082756770,1,0,0
16.485,1577082757220,1,0,0
16.8775,1577082757710,1,0,0
16.8775,1577082758160,1,0,0
16.8775,1577082758650,1,0,0
16.8775,1577082759100,1,0,0
14.5225,1577082759590,1,0,0
14.5225,1577082760040,1,0,0
14.5225,1577082760530,1,0,0
14.5225,1577082760980,1,0,0
14.5225,1577082761470,1,0,0
14.5225,1577082761920,3,0,0
14.5225,1577082762410,3,0,0
14.5225,1577082762860,3,0,0
14.5225,1577082763350,3,0,0
14.5225,1577082763800,3,0,0
14.5225,1577082764290,3,0,0
14.5225,1577082764740,3,0,0
14.5225,1577082765230,3,0,0
27.8675,1577082765680,3,0,0
36.11,1577082766170,3,0,0
35.7175,1577082766620,3,0,0
36.11,1577082767110,3,0,0
36.11,1577082767570,3,0,0
36.11,1577082768060,3,0,0
36.11,1577082768500,3,0,0
35.7175,1577082769000,3,0,0
35.7175,1577082769450,3,0,0
35.7175,1577082769950,1,0,0
36.11,1577082770400,1,0,0
36.11,1577082770890,1,0,0
36.11,1577082771340,1,0,0
36.11,1577082771830,1,0,0
36.11,1577082772280,1,0,0
