X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
0.629675, 0.666785, 8.635885, -0.331612, 0.087266, -0.279252, 1577091269500,0,0,0
0.577002, 0.780509, 8.546102, -0.349065, 0.087266, -0.279252, 1577091269552,0,0,0
0.602141, 0.724246, 8.56765, -0.349065, 0.087266, -0.279252, 1577091269605,0,0,0
0.605733, 0.743399, 8.541314, -0.349065, 0.069813, -0.296705, 1577091269657,0,0,0
0.580593, 0.725443, 8.5473, -0.349065, 0.069813, -0.296705, 1577091269710,0,0,0
0.581791, 0.725443, 8.568847, -0.331612, 0.087266, -0.296705, 1577091269762,0,0,0
0.59017, 0.727837, 8.508992, -0.331612, 0.087266, -0.279252, 1577091269815,0,0,0
0.581791, 0.733822, 8.596381, -0.349065, 0.087266, -0.279252, 1577091269867,0,0,0
0.593762, 0.725443, 8.5473, -0.366519, 0.104719, -0.279252, 1577091269920,0,0,0
0.554257, 0.717063, 8.497021, -0.366519, 0.069813, -0.296705, 1577091269972,0,0,0
0.609324, 0.68115, 8.578424, -0.349065, 0.087266, -0.279252, 1577091270025,0,0,0
0.575805, 0.723048, 8.475474, -0.331612, 0.122173, -0.279252, 1577091270077,0,0,0
0.551863, 0.770932, 8.550891, -0.331612, 0.122173, -0.296705, 1577091270130,0,0,0
0.573411, 0.751779, 8.590395, -0.331612, 0.087266, -0.279252, 1577091270182,0,0,0
0.539892, 0.736217, 8.487445, -0.349065, 0.087266, -0.279252, 1577091270234,0,0,0
0.59855, 0.731428, 8.553285, -0.349065, 0.069813, -0.296705, 1577091270287,0,0,0
0.568622, 0.712275, 8.511387, -0.349065, 0.069813, -0.279252, 1577091270339,0,0,0
0.562637, 0.725443, 8.469488, -0.349065, 0.069813, -0.296705, 1577091270392,0,0,0
0.572214, 0.735019, 8.540117, -0.331612, 0.087266, -0.296705, 1577091270444,0,0,0
0.568622, 0.758961, 8.53892, -0.349065, 0.069813, -0.279252, 1577091270497,0,0,0
0.632069, 0.882263, 8.360552, -0.366519, 0.226892, -0.279252, 1577091270549,0,0,0
0.567425, 0.676361, 8.651447, -0.366519, -0.069813, -0.279252, 1577091270602,0,0,0
0.560243, 0.717063, 8.565256, -0.349065, 0.069813, -0.279252, 1577091270654,0,0,0
0.574608, 0.76375, 8.573636, -0.349065, 0.069813, -0.279252, 1577091270706,0,0,0
0.575805, 0.717063, 8.50181, -0.331612, 0.069813, -0.279252, 1577091270759,0,0,0
0.56144, 0.71826, 8.597578, -0.349065, 0.087266, -0.296705, 1577091270812,0,0,0
0.580593, 0.700303, 8.566453, -0.349065, 0.104719, -0.296705, 1577091270864,0,0,0
0.563834, 0.731428, 8.518569, -0.349065, 0.087266, -0.296705, 1577091270916,0,0,0
0.585382, 0.719457, 8.555679, -0.331612, 0.104719, -0.279252, 1577091270969,0,0,0
0.573411, 0.724246, 8.505401, -0.331612, 0.104719, -0.279252, 1577091271021,0,0,0
0.56982, 0.741005, 8.532934, -0.349065, 0.087266, -0.296705, 1577091271073,0,0,0
0.573411, 0.715866, 8.598775, -0.349065, 0.087266, -0.296705, 1577091271127,0,0,0
0.56144, 0.70988, 8.507795, -0.349065, 0.069813, -0.279252, 1577091271179,0,0,0
0.555454, 0.72664, 8.574833, -0.349065, 0.052359, -0.279252, 1577091271232,0,0,0
0.599747, 0.71826, 8.672995, -0.331612, 0.052359, -0.279252, 1577091271284,0,0,0
0.600944, 0.721851, 8.514978, -0.349065, 0.052359, -0.296705, 1577091271336,0,0,0
0.568622, 0.74699, 8.571242, -0.331612, 0.087266, -0.314159, 1577091271389,0,0,0
0.603338, 0.74699, 8.595184, -0.331612, 0.104719, -0.296705, 1577091271441,0,0,0
