speed_data,Timestamp,Action,Bump,Traffic congestion
0,1577091269637,0,0,0
0,1577091270087,0,0,0
0,1577091270577,0,0,0
0,1577091271027,0,0,0
0,1577091271517,0,0,0
0,1577091271967,0,0,0
0,1577091272457,0,0,0
0,1577091272907,0,0,0
0,1577091273397,0,0,0
0,1577091273847,0,0,0
0,1577091274337,0,0,0
0,1577091274787,0,0,0
0,1577091275277,0,0,0
0,1577091275727,0,0,0
0,1577091276217,0,0,0
0,1577091276667,0,0,0
0,1577091277157,0,0,0
0,1577091277607,0,0,0
0,1577091278097,0,0,0
0,1577091278537,0,0,0
0,1577091279027,0,0,0
0,1577091279477,0,0,0
0,1577091279967,0,0,0
0,1577091280417,0,0,0
0,1577091280917,0,0,0
0,1577091281367,0,0,0
0,1577091281857,0,0,0
0,1577091282307,0,0,0
0,1577091282807,0,0,0
0,1577091283257,0,0,0
0,1577091283747,0,0,0
0,1577091284197,0,0,0
0,1577091284687,0,0,0
0,1577091285137,0,0,0
0,1577091285627,0,0,0
0,1577091286077,0,0,0
0,1577091286567,0,0,0
0,1577091287017,0,0,0
0,1577091287507,0,0,0
0,1577091287957,0,0,0
0,1577091288447,0,0,0
0,1577091288897,0,0,0
0,1577091289387,0,0,0
0,1577091289837,0,0,0
0,1577091290327,0,0,0
0,1577091290777,0,0,0
0,1577091291267,0,0,0
0,1577091291717,0,0,0
0,1577091292207,0,0,0
0,1577091292657,0,0,0
0,1577091293147,0,0,0
0,1577091293597,0,0,0
0,1577091294087,0,0,0
0,1577091294537,0,0,0
0,1577091295037,0,0,0
0,1577091295487,0,0,0
0,1577091295977,0,0,0
0,1577091296427,0,0,0
0,1577091296917,0,0,0
0,1577091297367,0,0,0
0,1577091297857,0,0,0
0,1577091298307,0,0,0
0,1577091298807,0,0,0
0,1577091299257,0,0,0
0,1577091299757,0,0,0
0,1577091300207,0,0,0
0,1577091300697,0,0,0
0,1577091301147,0,0,0
0,1577091301637,0,0,0
0,1577091302087,0,0,0
0,1577091302587,0,0,0
0,1577091303037,0,0,0
0,1577091303527,0,0,0
0,1577091303977,0,0,0
0,1577091304467,0,0,0
0,1577091304917,0,0,0
0,1577091305407,0,0,0
0,1577091305857,0,0,0
0,1577091306347,0,0,0
0,1577091306797,0,0,0
0,1577091307297,0,0,0
0,1577091307747,0,0,0
0,1577091308236,0,0,0
0,1577091308687,0,0,0
0,1577091309176,0,0,0
0,1577091309626,0,0,0
0,1577091310116,0,0,0
0,1577091310566,0,0,0
0,1577091311057,0,0,0
0,1577091311507,0,0,0
0,1577091311997,0,0,0
0,1577091312446,0,0,0
0,1577091312937,0,0,0
0,1577091313386,0,0,0
0,1577091313897,0,0,0
0,1577091314347,0,0,0
0,1577091314837,0,0,0
0,1577091315286,0,0,0
0,1577091315778,0,0,0
0,1577091316226,0,0,0
0,1577091316717,0,0,0
0,1577091317166,0,0,0
0,1577091317657,0,0,0
0,1577091318106,0,0,0
0,1577091318597,0,0,0
0,1577091319047,0,0,0
0,1577091319537,0,0,0
0,1577091319987,0,0,0
0,1577091320477,0,0,0
0,1577091320926,0,0,0
0,1577091321417,0,0,0
0,1577091321866,0,0,0
0,1577091322357,0,0,0
0,1577091322817,0,0,0
0,1577091323306,0,0,0
0,1577091323756,0,0,0
0,1577091324256,0,0,0
0,1577091324706,0,0,0
0,1577091325196,0,0,0
0,1577091325646,0,0,0
0,1577091326138,0,0,0
0,1577091326596,0,0,0
0,1577091327086,0,0,0
0,1577091327536,0,0,0
0,1577091328036,0,0,0
0,1577091328486,0,0,0
0,1577091328976,0,0,0
0,1577091329426,0,0,0
0,1577091329926,0,0,0
0,1577091330376,0,0,0
0,1577091330876,0,0,0
0,1577091331326,0,0,0
0,1577091331816,0,0,0
0,1577091332266,0,0,0
0,1577091332756,0,0,0
0,1577091333207,0,0,0
0,1577091333696,0,0,0
0,1577091334146,0,0,0
0,1577091334656,0,0,0
0,1577091335106,0,0,0
0,1577091335596,0,0,0
0,1577091336046,0,0,0
0,1577091336536,0,0,0
0,1577091336986,0,0,0
0,1577091337476,0,0,0
0,1577091337926,0,0,0
0,1577091338416,0,0,0
0,1577091338866,0,0,0
0,1577091339356,0,0,0
0,1577091339796,0,0,0
0,1577091340286,0,0,0
0,1577091340736,0,0,0
0,1577091341226,0,0,0
0,1577091341676,0,0,0
0,1577091342167,0,0,0
0,1577091342626,0,0,0
0,1577091343116,0,0,0
0,1577091343576,0,0,0
0,1577091344066,0,0,0
0,1577091344516,0,0,0
0,1577091345007,0,0,0
0,1577091345539,0,0,0
0,1577091346226,0,0,0
0,1577091346748,0,0,0
0,1577091347326,0,0,0
0,1577091347796,0,0,0
0,1577091348306,0,0,0
0,1577091348779,0,0,0
0,1577091349276,0,0,0
0,1577091349716,0,0,0
0,1577091350316,0,0,0
0,1577091350806,0,0,0
0,1577091351296,0,0,0
0,1577091351757,0,0,0
0,1577091352226,0,0,0
0,1577091352686,0,0,0
0,1577091353176,0,0,0
0,1577091353626,0,0,0
0,1577091354115,0,0,0
0,1577091354555,0,0,0
0,1577091355046,0,0,0
0,1577091355495,0,0,0
0,1577091355986,0,0,0
0,1577091356436,0,0,0
0,1577091356926,0,0,0
0,1577091357376,0,0,0
0,1577091357865,0,0,0
0,1577091358315,0,0,0
0,1577091358805,0,0,0
0,1577091359255,0,0,0
0,1577091359745,0,0,0
0,1577091360195,0,0,0
0,1577091360685,0,0,0
0,1577091361135,0,0,0
0,1577091361625,0,0,0
0,1577091362075,0,0,0
0,1577091362565,0,0,0
0,1577091362995,0,0,0
0,1577091363485,0,0,0
0,1577091363935,0,0,0
0,1577091364425,0,0,0
0,1577091364875,0,0,0
0,1577091365365,0,0,0
0,1577091365815,0,0,0
0,1577091366305,0,0,0
0,1577091366756,0,0,0
0,1577091367265,0,0,0
0,1577091367715,0,0,0
0,1577091368215,0,0,0
0,1577091368665,0,0,0
0,1577091369155,0,0,0
0,1577091369605,0,0,0
0,1577091370095,0,0,0
0,1577091370545,0,0,0
0,1577091371035,0,0,0
0,1577091371485,0,0,0
0,1577091371975,0,0,0
0,1577091372425,0,0,0
0,1577091372915,0,0,0
0,1577091373365,0,0,0
0,1577091373865,0,0,0
0,1577091374315,0,0,0
0,1577091374805,0,0,0
0,1577091375255,0,0,0
0,1577091375745,0,0,0
0,1577091376195,0,0,0
0,1577091376685,0,0,0
0,1577091377135,0,0,0
0,1577091377625,0,0,0
0,1577091378075,0,0,0
0,1577091378565,0,0,0
0,1577091379015,0,0,0
0,1577091379505,0,0,0
0,1577091379955,0,0,0
0,1577091380445,0,0,0
0,1577091380895,0,0,0
0,1577091381385,0,0,0
0,1577091381835,0,0,0
0,1577091382335,0,0,0
0,1577091382785,0,0,0
