rpm_data,Timestamp,Action,Bump,Traffic congestion
814.5,1577091269707,0,0,0
827.0,1577091270157,0,0,0
815.5,1577091270647,0,0,0
810.5,1577091271097,0,0,0
822.5,1577091271587,0,0,0
810.0,1577091272037,0,0,0
824.0,1577091272527,0,0,0
818.5,1577091272977,0,0,0
817.5,1577091273467,0,0,0
827.0,1577091273917,0,0,0
812.5,1577091274407,0,0,0
824.5,1577091274857,0,0,0
820.0,1577091275347,0,0,0
826.0,1577091275797,0,0,0
823.0,1577091276287,0,0,0
809.0,1577091276737,0,0,0
820.5,1577091277227,0,0,0
808.5,1577091277677,0,0,0
834.5,1577091278167,0,0,0
820.0,1577091278607,0,0,0
819.0,1577091279097,0,0,0
826.0,1577091279547,0,0,0
821.5,1577091280037,0,0,0
826.0,1577091280495,0,0,0
816.5,1577091280987,0,0,0
827.0,1577091281437,0,0,0
826.0,1577091281927,0,0,0
817.5,1577091282377,0,0,0
827.0,1577091282877,0,0,0
816.5,1577091283327,0,0,0
832.0,1577091283817,0,0,0
821.0,1577091284267,0,0,0
818.0,1577091284757,0,0,0
821.0,1577091285207,0,0,0
818.5,1577091285697,0,0,0
821.5,1577091286147,0,0,0
816.5,1577091286637,0,0,0
815.0,1577091287087,0,0,0
824.0,1577091287577,0,0,0
811.0,1577091288027,0,0,0
830.0,1577091288517,0,0,0
816.5,1577091288967,0,0,0
817.5,1577091289457,0,0,0
822.5,1577091289907,0,0,0
814.5,1577091290397,0,0,0
824.0,1577091290847,0,0,0
815.0,1577091291337,0,0,0
829.0,1577091291787,0,0,0
823.5,1577091292277,0,0,0
813.0,1577091292727,0,0,0
822.5,1577091293217,0,0,0
817.5,1577091293667,0,0,0
826.0,1577091294157,0,0,0
817.5,1577091294607,0,0,0
813.5,1577091295107,0,0,0
821.5,1577091295557,0,0,0
820.5,1577091296047,0,0,0
827.5,1577091296497,0,0,0
817.0,1577091296987,0,0,0
827.5,1577091297437,0,0,0
823.0,1577091297927,0,0,0
818.0,1577091298380,0,0,0
822.0,1577091298877,0,0,0
812.5,1577091299327,0,0,0
823.0,1577091299827,0,0,0
820.5,1577091300277,0,0,0
811.5,1577091300767,0,0,0
827.0,1577091301217,0,0,0
812.0,1577091301707,0,0,0
828.0,1577091302157,0,0,0
831.5,1577091302657,0,0,0
817.5,1577091303107,0,0,0
827.0,1577091303597,0,0,0
816.0,1577091304047,0,0,0
827.0,1577091304537,0,0,0
818.5,1577091304987,0,0,0
813.5,1577091305477,0,0,0
828.5,1577091305927,0,0,0
818.5,1577091306417,0,0,0
825.0,1577091306873,0,0,0
813.5,1577091307367,0,0,0
827.0,1577091307817,0,0,0
823.0,1577091308307,0,0,0
811.5,1577091308756,0,0,0
820.5,1577091309246,0,0,0
814.5,1577091309696,0,0,0
825.5,1577091310186,0,0,0
819.5,1577091310637,0,0,0
812.5,1577091311126,0,0,0
819.0,1577091311578,0,0,0
817.0,1577091312066,0,0,0
831.0,1577091312517,0,0,0
815.0,1577091313006,0,0,0
817.0,1577091313457,0,0,0
824.5,1577091313966,0,0,0
815.5,1577091314417,0,0,0
825.0,1577091314906,0,0,0
816.0,1577091315357,0,0,0
824.5,1577091315846,0,0,0
829.5,1577091316297,0,0,0
815.0,1577091316786,0,0,0
822.5,1577091317237,0,0,0
814.5,1577091317726,0,0,0
824.5,1577091318178,0,0,0
822.5,1577091318666,0,0,0
813.0,1577091319117,0,0,0
821.5,1577091319606,0,0,0
817.0,1577091320057,0,0,0
823.5,1577091320546,0,0,0
815.5,1577091320997,0,0,0
819.0,1577091321486,0,0,0
822.0,1577091321937,0,0,0
812.5,1577091322431,0,0,0
829.5,1577091322886,0,0,0
817.0,1577091323377,0,0,0
827.0,1577091323826,0,0,0
819.5,1577091324326,0,0,0
815.0,1577091324777,0,0,0
827.0,1577091325266,0,0,0
820.5,1577091325716,0,0,0
825.0,1577091326206,0,0,0
828.5,1577091326666,0,0,0
811.0,1577091327156,0,0,0
823.0,1577091327606,0,0,0
814.5,1577091328106,0,0,0
824.5,1577091328556,0,0,0
816.5,1577091329046,0,0,0
814.5,1577091329496,0,0,0
823.0,1577091329996,0,0,0
816.0,1577091330446,0,0,0
825.0,1577091330946,0,0,0
820.0,1577091331396,0,0,0
814.5,1577091331886,0,0,0
822.0,1577091332336,0,0,0
821.5,1577091332826,0,0,0
819.0,1577091333276,0,0,0
818.5,1577091333766,0,0,0
827.5,1577091334216,0,0,0
821.0,1577091334726,0,0,0
816.0,1577091335176,0,0,0
827.5,1577091335666,0,0,0
816.0,1577091336116,0,0,0
829.0,1577091336607,0,0,0
826.0,1577091337056,0,0,0
809.0,1577091337546,0,0,0
825.0,1577091337996,0,0,0
817.0,1577091338486,0,0,0
822.5,1577091338936,0,0,0
814.5,1577091339426,0,0,0
812.0,1577091339866,0,0,0
824.5,1577091340356,0,0,0
816.5,1577091340806,0,0,0
827.0,1577091341296,0,0,0
815.5,1577091341746,0,0,0
828.0,1577091342236,0,0,0
823.5,1577091342696,0,0,0
815.0,1577091343186,0,0,0
823.5,1577091343646,0,0,0
817.5,1577091344136,0,0,0
828.0,1577091344586,0,0,0
821.0,1577091345076,0,0,0
818.0,1577091345630,0,0,0
820.5,1577091346306,0,0,0
826.0,1577091346828,0,0,0
818.0,1577091347400,0,0,0
812.5,1577091347866,0,0,0
819.5,1577091348376,0,0,0
812.0,1577091348856,0,0,0
823.0,1577091349346,0,0,0
816.5,1577091349786,0,0,0
812.0,1577091350386,0,0,0
820.0,1577091350876,0,0,0
813.5,1577091351376,0,0,0
824.5,1577091352296,0,0,0
809.5,1577091352756,0,0,0
823.0,1577091353246,0,0,0
817.5,1577091353696,0,0,0
821.0,1577091354186,0,0,0
815.5,1577091354626,0,0,0
814.0,1577091355115,0,0,0
828.0,1577091355566,0,0,0
819.0,1577091356055,0,0,0
825.0,1577091356506,0,0,0
823.5,1577091356995,0,0,0
825.5,1577091357446,0,0,0
828.5,1577091357935,0,0,0
820.0,1577091358386,0,0,0
819.0,1577091358875,0,0,0
814.0,1577091359325,0,0,0
823.0,1577091359815,0,0,0
822.5,1577091360265,0,0,0
815.0,1577091360755,0,0,0
823.0,1577091361205,0,0,0
819.5,1577091361695,0,0,0
826.0,1577091362145,0,0,0
819.5,1577091362641,0,0,0
817.5,1577091363065,0,0,0
829.0,1577091363555,0,0,0
820.0,1577091364005,0,0,0
827.5,1577091364495,0,0,0
808.5,1577091364945,0,0,0
827.0,1577091365435,0,0,0
823.5,1577091365886,0,0,0
817.0,1577091366375,0,0,0
818.0,1577091366825,0,0,0
832.0,1577091367335,0,0,0
835.0,1577091367785,0,0,0
820.5,1577091368285,0,0,0
806.0,1577091368735,0,0,0
