DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569393461078.0,0,0,0
0.0,1569393461539.0,0,0,0
0.0,1569393461999.0,0,0,0
0.0,1569393462459.0,0,0,0
0.0,1569393462918.0,0,0,0
0.0,1569393463378.0,0,0,0
0.0,1569393463873.0,0,0,0
0.0,1569393464322.0,0,0,0
0.0,1569393464778.0,0,0,0
0.0,1569393465238.0,0,0,0
0.0,1569393465689.0,0,0,0
0.0,1569393466159.0,0,0,0
0.0,1569393466629.0,0,0,0
0.0,1569393467099.0,0,0,0
0.0,1569393467559.0,0,0,0
0.0,1569393468051.0,0,0,0
0.0,1569393468477.0,0,0,0
0.0,1569393468939.0,0,0,0
0.0,1569393469398.0,0,0,0
0.0,1569393469859.0,0,0,0
0.418,1569393470326.0,3,0,0
0.596,1569393470788.0,3,0,0
0.494,1569393471258.0,3,0,0
0.304,1569393471717.0,3,0,0
0.062,1569393472179.0,3,0,0
-0.088,1569393472649.0,3,0,0
-0.12,1569393473109.0,3,0,0
0.166,1569393473569.0,3,0,0
0.166,1569393474029.0,3,0,0
0.021,1569393474488.0,3,0,0
-0.08700000000000001,1569393474948.0,3,0,0
0.152,1569393475418.0,3,0,0
0.25,1569393475867.0,3,0,0
0.187,1569393476329.0,3,0,0
0.07100000000000001,1569393476788.0,3,0,0
-0.008,1569393477259.0,3,0,0
-0.006,1569393477717.0,3,0,0
0.064,1569393478169.0,3,0,0
0.131,1569393478663.0,3,0,0
0.111,1569393479089.0,3,0,0
0.097,1569393479559.0,3,0,0
0.105,1569393480009.0,3,0,0
0.10400000000000001,1569393480469.0,3,0,0
0.014,1569393480927.0,3,0,0
-0.017,1569393481388.0,3,0,0
0.026000000000000002,1569393481858.0,3,0,0
0.063,1569393482312.0,1,0,0
0.08700000000000001,1569393482767.0,1,0,0
0.075,1569393483229.0,1,0,0
0.055,1569393483689.0,1,0,0
0.035,1569393484149.0,1,0,0
0.024,1569393484609.0,1,0,0
0.02,1569393485069.0,2,0,0
0.012,1569393485539.0,2,0,0
-0.007,1569393485988.0,2,0,0
0.014,1569393486468.0,2,0,0
0.044,1569393486928.0,2,0,0
0.073,1569393487388.0,2,0,0
0.264,1569393487849.0,2,0,0
0.289,1569393488310.0,2,0,0
0.202,1569393488779.0,2,0,0
0.112,1569393489248.0,2,0,0
0.051000000000000004,1569393489689.0,2,0,0
0.063,1569393490149.0,2,0,0
0.034,1569393490619.0,2,0,0
0.064,1569393491079.0,2,0,0
0.042,1569393491539.0,2,0,0
-0.106,1569393491998.0,2,0,0
-0.163,1569393492458.0,2,0,0
-0.201,1569393492908.0,2,0,0
-0.131,1569393493379.0,2,0,0
-0.081,1569393493827.0,2,0,0
-0.059000000000000004,1569393494278.0,1,0,0
-0.032,1569393494749.0,1,0,0
-0.033,1569393495209.0,1,0,0
-0.085,1569393495668.0,1,0,0
-0.594,1569393496119.0,1,0,0
-0.596,1569393496624.0,1,0,0
-0.339,1569393497048.0,1,0,0
-0.552,1569393497519.0,1,0,0
-0.659,1569393497978.0,1,0,0
-0.47000000000000003,1569393498439.0,0,0,0
-0.246,1569393498899.0,0,0,0
-0.12,1569393499369.0,1,0,0
0.389,1569393499818.0,1,0,0
0.5750000000000001,1569393500279.0,1,0,0
0.499,1569393500739.0,1,0,0
0.249,1569393501199.0,1,0,0
0.457,1569393501659.0,1,0,0
0.385,1569393502119.0,1,0,0
0.28800000000000003,1569393502578.0,1,0,0
0.402,1569393503028.0,1,0,0
0.5740000000000001,1569393503499.0,1,0,0
0.439,1569393503958.0,1,0,0
0.197,1569393504409.0,1,0,0
0.063,1569393504878.0,3,0,0
0.002,1569393505328.0,3,0,0
0.005,1569393505789.0,3,0,0
0.059000000000000004,1569393506259.0,3,0,0
0.106,1569393506719.0,3,0,0
0.114,1569393507179.0,3,0,0
0.14200000000000002,1569393507639.0,3,0,0
0.11900000000000001,1569393508099.0,3,0,0
0.067,1569393508559.0,3,0,0
0.025,1569393509019.0,3,0,0
0.007,1569393509479.0,3,0,0
0.043000000000000003,1569393509939.0,3,0,0
0.054,1569393510399.0,3,0,0
0.054,1569393510869.0,3,0,0
0.047,1569393511374.0,3,0,0
0.046,1569393511788.0,3,0,0
0.068,1569393512254.0,3,0,0
0.076,1569393512708.0,3,0,0
0.089,1569393513169.0,3,0,0
0.084,1569393513629.0,-1,1,0
0.069,1569393514088.0,-1,1,0
0.066,1569393514580.0,-1,1,0
0.07100000000000001,1569393514999.0,-1,1,0
0.03,1569393515461.0,-1,1,0
-0.011,1569393515918.0,-1,1,0
-0.044,1569393516378.0,-1,1,0
-0.106,1569393516838.0,-1,1,0
-0.112,1569393517299.0,1,0,0
-0.044,1569393517759.0,1,0,0
-0.126,1569393518219.0,1,0,0
-0.10200000000000001,1569393518679.0,1,0,0
-1.234,1569393519148.0,1,0,0
-0.856,1569393519609.0,1,0,0
-0.788,1569393520069.0,1,0,0
-0.788,1569393520529.0,1,0,0
-0.8290000000000001,1569393520988.0,1,0,0
-0.562,1569393521449.0,0,0,0
-0.28,1569393521909.0,0,0,0
-0.128,1569393522369.0,0,0,0
-0.054,1569393522827.0,0,0,0
-0.022,1569393523289.0,0,0,0
-0.009000000000000001,1569393523747.0,1,0,0
0.34500000000000003,1569393524207.0,1,0,0
0.51,1569393524669.0,1,0,0
0.5,1569393525127.0,1,0,0
0.465,1569393525599.0,1,0,0
0.486,1569393526059.0,1,0,0
0.463,1569393526508.0,1,0,0
0.386,1569393526979.0,1,0,0
0.277,1569393527449.0,1,0,0
0.38,1569393527899.0,1,0,0
0.397,1569393528390.0,1,0,0
0.28200000000000003,1569393528828.0,3,0,0
0.14300000000000002,1569393529289.0,3,0,0
0.059000000000000004,1569393529758.0,3,0,0
0.033,1569393530209.0,3,0,0
-0.006,1569393530682.0,3,0,0
-0.024,1569393531137.0,3,0,0
-0.134,1569393531598.0,3,0,0
-0.276,1569393532059.0,3,0,0
-0.23800000000000002,1569393532519.0,3,0,0
-0.268,1569393532979.0,3,0,0
0.03,1569393533439.0,3,0,0
0.39,1569393533899.0,3,0,0
0.486,1569393534349.0,3,0,0
0.49,1569393534818.0,3,0,0
0.542,1569393535269.0,3,0,0
0.598,1569393535739.0,3,0,0
0.5720000000000001,1569393536198.0,3,0,0
0.52,1569393536659.0,1,0,0
0.427,1569393537119.0,1,0,0
0.494,1569393537579.0,1,0,0
