DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
0.0,1569393461519.0,0,0,0
-0.03,1569393461981.0,0,0,0
0.0,1569393462439.0,0,0,0
0.0,1569393462897.0,0,0,0
0.0,1569393463358.0,0,0,0
0.0,1569393463872.0,0,0,0
-0.03,1569393464299.0,0,0,0
0.0,1569393464758.0,0,0,0
0.0,1569393465217.0,0,0,0
0.0,1569393465669.0,0,0,0
0.0,1569393466138.0,0,0,0
0.0,1569393466608.0,0,0,0
2.13,1569393467069.0,0,0,0
5.61,1569393467540.0,0,0,0
5.64,1569393467999.0,0,0,0
5.58,1569393468457.0,0,0,0
5.46,1569393468918.0,0,0,0
3.06,1569393469378.0,0,0,0
-0.03,1569393469839.0,0,0,0
-0.03,1569393470299.0,3,0,0
-0.03,1569393470768.0,3,0,0
0.18,1569393471238.0,3,0,0
0.42,1569393471699.0,3,0,0
0.48,1569393472159.0,3,0,0
0.54,1569393472628.0,3,0,0
0.0,1569393473089.0,3,0,0
0.27,1569393473549.0,3,0,0
0.42,1569393474009.0,3,0,0
0.48,1569393474469.0,3,0,0
0.03,1569393474928.0,3,0,0
0.06,1569393475388.0,3,0,0
0.15,1569393475849.0,3,0,0
0.24,1569393476311.0,3,0,0
0.27,1569393476768.0,3,0,0
0.24,1569393477239.0,3,0,0
0.12,1569393477689.0,3,0,0
0.06,1569393478149.0,3,0,0
0.06,1569393478662.0,3,0,0
0.0,1569393479069.0,3,0,0
-0.03,1569393479529.0,3,0,0
0.0,1569393479989.0,3,0,0
0.0,1569393480449.0,3,0,0
-0.03,1569393480909.0,3,0,0
-0.03,1569393481368.0,3,0,0
0.0,1569393481830.0,3,0,0
0.0,1569393482289.0,1,0,0
0.0,1569393482748.0,1,0,0
0.0,1569393483213.0,1,0,0
-0.03,1569393483669.0,1,0,0
0.0,1569393484129.0,1,0,0
0.0,1569393484589.0,1,0,0
0.0,1569393485049.0,2,0,0
0.0,1569393485509.0,2,0,0
-0.03,1569393485968.0,2,0,0
0.0,1569393486433.0,2,0,0
-0.03,1569393486909.0,2,0,0
0.0,1569393487368.0,2,0,0
-0.03,1569393487829.0,2,0,0
-0.03,1569393488287.0,2,0,0
0.0,1569393488749.0,2,0,0
-0.03,1569393489247.0,2,0,0
0.0,1569393489669.0,2,0,0
0.0,1569393490129.0,2,0,0
0.0,1569393490599.0,2,0,0
-0.03,1569393491059.0,2,0,0
0.0,1569393491519.0,2,0,0
0.0,1569393491977.0,2,0,0
-0.03,1569393492438.0,2,0,0
-0.03,1569393492888.0,2,0,0
0.0,1569393493349.0,2,0,0
-0.03,1569393493808.0,2,0,0
-0.03,1569393494265.0,1,0,0
-0.03,1569393494719.0,1,0,0
0.0,1569393495179.0,1,0,0
0.48,1569393495648.0,1,0,0
0.84,1569393496099.0,1,0,0
0.12,1569393496568.0,1,0,0
0.84,1569393497028.0,1,0,0
1.02,1569393497489.0,1,0,0
1.02,1569393497958.0,1,0,0
1.02,1569393498419.0,0,0,0
1.02,1569393498879.0,0,0,0
0.12,1569393499338.0,1,0,0
0.06,1569393499799.0,1,0,0
0.06,1569393500259.0,1,0,0
0.06,1569393500719.0,1,0,0
0.06,1569393501179.0,1,0,0
0.0,1569393501639.0,1,0,0
-0.03,1569393502099.0,1,0,0
-0.03,1569393502559.0,1,0,0
0.0,1569393503008.0,1,0,0
-0.03,1569393503469.0,1,0,0
0.0,1569393503929.0,1,0,0
-0.03,1569393504389.0,1,0,0
0.0,1569393504858.0,3,0,0
-0.03,1569393505308.0,3,0,0
0.0,1569393505769.0,3,0,0
-0.03,1569393506229.0,3,0,0
-0.03,1569393506699.0,3,0,0
0.0,1569393507158.0,3,0,0
0.0,1569393507619.0,3,0,0
-0.03,1569393508078.0,3,0,0
0.0,1569393508540.0,3,0,0
0.0,1569393508999.0,3,0,0
-0.03,1569393509459.0,3,0,0
0.0,1569393509919.0,3,0,0
-0.03,1569393510379.0,3,0,0
-0.03,1569393510851.0,3,0,0
-0.03,1569393511309.0,3,0,0
-0.03,1569393511768.0,3,0,0
0.0,1569393512229.0,3,0,0
0.0,1569393512689.0,3,0,0
0.0,1569393513139.0,3,0,0
0.0,1569393513609.0,-1,1,0
0.0,1569393514069.0,-1,1,0
0.0,1569393514579.0,-1,1,0
-0.03,1569393514979.0,-1,1,0
0.0,1569393515439.0,-1,1,0
-0.03,1569393515898.0,-1,1,0
