DT_lateralAcc,Timestamp,Action,Bump,Traffic congestion
-0.01,1569393461141.0,0,0,0
-0.01,1569393461609.0,0,0,0
-0.01,1569393462069.0,0,0,0
-0.01,1569393462528.0,0,0,0
-0.01,1569393462988.0,0,0,0
-0.01,1569393463448.0,0,0,0
-0.01,1569393463918.0,0,0,0
-0.02,1569393464378.0,0,0,0
-0.01,1569393464839.0,0,0,0
-0.02,1569393465299.0,0,0,0
-0.01,1569393465758.0,0,0,0
-0.02,1569393466230.0,0,0,0
-0.01,1569393466702.0,0,0,0
-0.01,1569393467157.0,0,0,0
-0.01,1569393467619.0,0,0,0
-0.01,1569393468078.0,0,0,0
-0.02,1569393468549.0,0,0,0
-0.01,1569393469009.0,0,0,0
-0.01,1569393469469.0,0,0,0
-0.02,1569393469927.0,0,0,0
-0.01,1569393470388.0,3,0,0
-0.01,1569393470859.0,3,0,0
-0.02,1569393471328.0,3,0,0
-0.03,1569393471788.0,3,0,0
-0.01,1569393472249.0,3,0,0
-0.03,1569393472708.0,3,0,0
-0.02,1569393473169.0,3,0,0
-0.05,1569393473638.0,3,0,0
-0.04,1569393474099.0,3,0,0
-0.03,1569393474559.0,3,0,0
-0.04,1569393475019.0,3,0,0
-0.04,1569393475479.0,3,0,0
-0.05,1569393475937.0,3,0,0
-0.03,1569393476398.0,3,0,0
-0.04,1569393476859.0,3,0,0
-0.05,1569393477328.0,3,0,0
-0.08,1569393477777.0,3,0,0
-0.04,1569393478239.0,3,0,0
-0.04,1569393478698.0,3,0,0
-0.05,1569393479159.0,3,0,0
-0.04,1569393479619.0,3,0,0
-0.07,1569393480079.0,3,0,0
-0.06,1569393480539.0,3,0,0
0.0,1569393480999.0,3,0,0
-0.01,1569393481458.0,3,0,0
0.0,1569393481918.0,3,0,0
0.0,1569393482379.0,1,0,0
-0.03,1569393482839.0,1,0,0
-0.03,1569393483299.0,1,0,0
-0.03,1569393483758.0,1,0,0
-0.02,1569393484219.0,1,0,0
-0.01,1569393484679.0,1,0,0
-0.02,1569393485140.0,2,0,0
0.05,1569393485597.0,2,0,0
0.04,1569393486058.0,2,0,0
0.04,1569393486529.0,2,0,0
0.05,1569393486988.0,2,0,0
0.01,1569393487458.0,2,0,0
-0.06,1569393487918.0,2,0,0
0.01,1569393488379.0,2,0,0
0.04,1569393488838.0,2,0,0
0.03,1569393489298.0,2,0,0
0.01,1569393489759.0,2,0,0
0.0,1569393490219.0,2,0,0
0.04,1569393490689.0,2,0,0
0.05,1569393491139.0,2,0,0
0.0,1569393491599.0,2,0,0
-0.01,1569393492057.0,2,0,0
-0.09,1569393492519.0,2,0,0
-0.05,1569393492971.0,2,0,0
-0.04,1569393493439.0,2,0,0
-0.05,1569393493899.0,2,0,0
-0.06,1569393494349.0,1,0,0
-0.03,1569393494808.0,1,0,0
-0.02,1569393495269.0,1,0,0
-0.01,1569393495728.0,1,0,0
-0.01,1569393496189.0,1,0,0
-0.02,1569393496648.0,1,0,0
-0.03,1569393497109.0,1,0,0
-0.03,1569393497579.0,1,0,0
-0.02,1569393498039.0,1,0,0
-0.02,1569393498509.0,0,0,0
-0.03,1569393498969.0,0,0,0
-0.03,1569393499429.0,1,0,0
-0.03,1569393499888.0,1,0,0
-0.03,1569393500349.0,1,0,0
-0.02,1569393500819.0,1,0,0
-0.06,1569393501268.0,1,0,0
0.0,1569393501729.0,1,0,0
-0.01,1569393502189.0,1,0,0
-0.01,1569393502648.0,1,0,0
-0.05,1569393503099.0,1,0,0
-0.02,1569393503559.0,1,0,0
-0.03,1569393504018.0,1,0,0
-0.04,1569393504479.0,1,0,0
-0.01,1569393504939.0,3,0,0
-0.02,1569393505399.0,3,0,0
-0.03,1569393505859.0,3,0,0
-0.05,1569393506323.0,3,0,0
-0.1,1569393506788.0,3,0,0
-0.07,1569393507249.0,3,0,0
-0.12,1569393507709.0,3,0,0
-0.09,1569393508176.0,3,0,0
-0.14,1569393508628.0,3,0,0
-0.1,1569393509089.0,3,0,0
-0.08,1569393509549.0,3,0,0
-0.12,1569393510010.0,3,0,0
-0.07,1569393510469.0,3,0,0
-0.06,1569393510928.0,3,0,0
-0.04,1569393511399.0,3,0,0
0.0,1569393511859.0,3,0,0
-0.03,1569393512320.0,3,0,0
-0.03,1569393512769.0,3,0,0
-0.03,1569393513229.0,3,0,0
0.0,1569393513689.0,-1,1,0
0.03,1569393514150.0,-1,1,0
0.0,1569393514609.0,-1,1,0
-0.05,1569393515067.0,-1,1,0
0.0,1569393515529.0,-1,1,0
-0.04,1569393515989.0,-1,1,0
-0.04,1569393516448.0,-1,1,0
-0.03,1569393516899.0,-1,1,0
-0.08,1569393517359.0,1,0,0
-0.06,1569393517819.0,1,0,0
-0.01,1569393518289.0,1,0,0
0.0,1569393518749.0,1,0,0
-0.03,1569393519209.0,1,0,0
-0.03,1569393519669.0,1,0,0
-0.03,1569393520128.0,1,0,0
-0.03,1569393520599.0,1,0,0
-0.02,1569393521049.0,1,0,0
-0.03,1569393521509.0,0,0,0
-0.03,1569393522027.0,0,0,0
-0.03,1569393522439.0,0,0,0
-0.03,1569393522899.0,0,0,0
-0.03,1569393523359.0,0,0,0
-0.02,1569393523818.0,1,0,0
-0.03,1569393524269.0,1,0,0
-0.03,1569393524739.0,1,0,0
-0.03,1569393525197.0,1,0,0
-0.01,1569393525659.0,1,0,0
-0.02,1569393526118.0,1,0,0
-0.02,1569393526588.0,1,0,0
-0.01,1569393527049.0,1,0,0
0.05,1569393527509.0,1,0,0
-0.1,1569393527969.0,1,0,0
-0.01,1569393528438.0,3,0,0
0.02,1569393528899.0,3,0,0
-0.09,1569393529359.0,3,0,0
-0.09,1569393529818.0,3,0,0
-0.07,1569393530279.0,3,0,0
-0.1,1569393530749.0,3,0,0
-0.09,1569393531198.0,3,0,0
-0.02,1569393531659.0,3,0,0
-0.1,1569393532119.0,3,0,0
-0.06,1569393532589.0,3,0,0
-0.02,1569393533039.0,3,0,0
-0.05,1569393533509.0,3,0,0
-0.06,1569393533958.0,3,0,0
-0.03,1569393534419.0,3,0,0
0.01,1569393534879.0,3,0,0
0.04,1569393535340.0,3,0,0
0.01,1569393535798.0,3,0,0
0.0,1569393536259.0,1,0,0
0.0,1569393536729.0,1,0,0
0.0,1569393537188.0,1,0,0
0.02,1569393537649.0,1,0,0
0.0,1569393538109.0,1,0,0
0.02,1569393538569.0,1,0,0
0.0,1569393539038.0,1,0,0
0.0,1569393539499.0,1,0,0
0.01,1569393539958.0,1,0,0
0.01,1569393540418.0,1,0,0
0.01,1569393540878.0,1,0,0
0.0,1569393541342.0,1,0,0
0.01,1569393541800.0,4,0,0
0.01,1569393542258.0,4,0,0
0.04,1569393542719.0,4,0,0
0.06,1569393543179.0,4,0,0
0.05,1569393543639.0,4,0,0
0.01,1569393544099.0,4,0,0
-0.01,1569393544561.0,4,0,0
-0.03,1569393545028.0,4,0,0
0.0,1569393545479.0,4,0,0
0.0,1569393545948.0,4,0,0
0.0,1569393546408.0,4,0,0
0.0,1569393546868.0,1,0,0
0.0,1569393547336.0,1,0,0
0.0,1569393547799.0,1,0,0
-0.01,1569393548259.0,1,0,0
-0.02,1569393548718.0,1,0,0
-0.01,1569393549179.0,1,0,0
-0.01,1569393549649.0,1,0,0
-0.01,1569393550109.0,1,0,0
0.0,1569393550579.0,1,0,0
-0.01,1569393551029.0,1,0,0
0.0,1569393551503.0,1,0,0
-0.02,1569393551959.0,1,0,0
-0.02,1569393552418.0,1,0,0
-0.02,1569393552879.0,1,0,0
-0.02,1569393553349.0,1,0,0
-0.01,1569393553848.0,1,0,0
-0.01,1569393554269.0,1,0,0
-0.02,1569393554739.0,1,0,0
-0.01,1569393555199.0,1,0,0
0.0,1569393555659.0,1,0,0
0.0,1569393556118.0,1,0,0
0.0,1569393556579.0,1,0,0
-0.01,1569393557038.0,1,0,0
-0.02,1569393557489.0,1,0,0
-0.01,1569393557949.0,1,0,0
-0.02,1569393558409.0,1,0,0
-0.03,1569393558868.0,1,0,0
-0.02,1569393559340.0,1,0,0
-0.01,1569393559790.0,1,0,0
-0.01,1569393560249.0,1,0,0
-0.01,1569393560709.0,1,0,0
-0.01,1569393561169.0,1,0,0
-0.01,1569393561629.0,1,0,0
-0.01,1569393562089.0,1,0,0
-0.01,1569393562549.0,1,0,0
-0.01,1569393563009.0,1,0,0
-0.01,1569393563469.0,1,0,0
-0.02,1569393563929.0,0,0,0
-0.01,1569393564389.0,0,0,0
-0.01,1569393564849.0,0,0,0
-0.01,1569393565309.0,0,0,0
-0.01,1569393565769.0,0,0,0
-0.01,1569393566229.0,0,0,0
-0.01,1569393566679.0,0,0,0
-0.01,1569393567139.0,0,0,0
-0.01,1569393567609.0,0,0,0
-0.01,1569393568069.0,0,0,0
-0.01,1569393568539.0,0,0,0
-0.01,1569393568999.0,0,0,0
-0.01,1569393569459.0,0,0,0
-0.01,1569393569909.0,0,0,0
-0.01,1569393570379.0,0,0,0
-0.01,1569393570839.0,0,0,0
-0.01,1569393571300.0,0,0,0
-0.01,1569393571770.0,0,0,0
-0.01,1569393572220.0,0,0,0
-0.01,1569393572679.0,0,0,0
-0.01,1569393573150.0,0,0,0
-0.01,1569393573609.0,0,0,0
-0.01,1569393574068.0,0,0,0
-0.01,1569393574528.0,0,0,0
-0.01,1569393574988.0,0,0,0
-0.01,1569393575448.0,0,0,0
-0.01,1569393575909.0,0,0,0
-0.01,1569393576359.0,0,0,0
-0.01,1569393576818.0,0,0,0
-0.01,1569393577280.0,1,0,0
-0.01,1569393577738.0,1,0,0
-0.01,1569393578198.0,1,0,0
-0.01,1569393578660.0,1,0,0
-0.01,1569393579119.0,1,0,0
-0.01,1569393579579.0,1,0,0
-0.01,1569393580039.0,1,0,0
-0.01,1569393580498.0,0,0,0
-0.01,1569393580959.0,0,0,0
-0.01,1569393581420.0,0,0,0
-0.01,1569393581879.0,0,0,0
-0.01,1569393582349.0,0,0,0
-0.01,1569393582809.0,0,0,0
-0.01,1569393583269.0,0,0,0
-0.01,1569393583739.0,0,0,0
-0.01,1569393584188.0,0,0,0
-0.01,1569393584649.0,0,0,0
-0.01,1569393585108.0,0,0,0
-0.01,1569393585569.0,0,0,0
-0.01,1569393586038.0,0,0,0
-0.01,1569393586551.0,0,0,0
-0.01,1569393586958.0,0,0,0
-0.01,1569393587423.0,0,0,0
-0.01,1569393587889.0,0,0,0
-0.01,1569393588359.0,0,0,0
-0.01,1569393588820.0,0,0,0
-0.01,1569393589279.0,0,0,0
-0.01,1569393589739.0,0,0,0
-0.01,1569393590198.0,0,0,0
-0.01,1569393590669.0,0,0,0
-0.01,1569393591121.0,0,0,0
-0.01,1569393591589.0,0,0,0
-0.01,1569393592048.0,0,0,0
-0.01,1569393592508.0,0,0,0
-0.01,1569393592978.0,0,0,0
-0.01,1569393593431.0,0,0,0
-0.01,1569393593900.0,0,0,0
-0.01,1569393594359.0,0,0,0
-0.01,1569393594829.0,0,0,0
-0.01,1569393595288.0,0,0,0
-0.01,1569393595758.0,0,0,0
-0.01,1569393596209.0,0,0,0
-0.01,1569393596678.0,0,0,0
-0.01,1569393597140.0,0,0,0
-0.01,1569393597610.0,0,0,0
-0.01,1569393598114.0,0,0,0
-0.01,1569393598530.0,0,0,0
-0.01,1569393598979.0,0,0,0
-0.01,1569393599450.0,0,0,0
-0.01,1569393599909.0,0,0,0
-0.01,1569393600369.0,0,0,0
-0.01,1569393600828.0,0,0,0
-0.01,1569393601289.0,0,0,0
-0.01,1569393601750.0,0,0,0
-0.01,1569393602210.0,0,0,0
-0.01,1569393602671.0,0,0,0
-0.01,1569393603128.0,0,0,0
-0.01,1569393603590.0,0,0,0
-0.01,1569393604050.0,0,0,0
-0.01,1569393604512.0,0,0,0
-0.01,1569393604979.0,0,0,0
-0.01,1569393605443.0,0,0,0
-0.01,1569393605900.0,0,0,0
-0.01,1569393606360.0,0,0,0
-0.01,1569393606820.0,0,0,0
-0.01,1569393607279.0,0,0,0
-0.01,1569393607750.0,0,0,0
-0.01,1569393608209.0,0,0,0
-0.01,1569393608670.0,0,0,0
-0.01,1569393609120.0,0,0,0
-0.01,1569393609580.0,0,0,0
-0.01,1569393610039.0,0,0,0
-0.01,1569393610500.0,0,0,0
-0.01,1569393610959.0,0,0,0
-0.01,1569393611419.0,0,0,0
-0.01,1569393611888.0,0,0,0
-0.01,1569393612354.0,0,0,0
-0.01,1569393612808.0,0,0,0
-0.01,1569393613259.0,0,0,0
-0.01,1569393613720.0,0,0,0
-0.01,1569393614180.0,0,0,0
-0.01,1569393614640.0,0,0,0
-0.01,1569393615100.0,0,0,0
-0.01,1569393615570.0,0,0,0
-0.01,1569393616053.0,0,0,0
-0.01,1569393616490.0,0,0,0
-0.01,1569393616950.0,0,0,0
-0.01,1569393617410.0,0,0,0
-0.01,1569393617870.0,0,0,0
-0.01,1569393618330.0,0,0,0
-0.01,1569393618800.0,0,0,0
-0.01,1569393619259.0,0,0,0
-0.01,1569393619720.0,0,0,0
-0.01,1569393620180.0,0,0,0
-0.01,1569393620640.0,0,0,0
-0.01,1569393621100.0,0,0,0
-0.01,1569393621560.0,0,0,0
-0.01,1569393622019.0,0,0,0
-0.01,1569393622490.0,0,0,0
-0.01,1569393622950.0,0,0,0
-0.01,1569393623400.0,0,0,0
-0.01,1569393623860.0,0,0,0
-0.01,1569393624320.0,0,0,0
-0.01,1569393624780.0,0,0,0
-0.01,1569393625240.0,0,0,0
-0.01,1569393625700.0,0,0,0
-0.01,1569393626160.0,0,0,0
-0.01,1569393626620.0,0,0,0
-0.01,1569393627070.0,0,0,0
-0.01,1569393627540.0,1,0,0
-0.01,1569393628010.0,1,0,0
-0.01,1569393628469.0,1,0,0
-0.01,1569393628930.0,1,0,0
-0.01,1569393629390.0,1,0,0
-0.01,1569393629849.0,1,0,0
-0.01,1569393630310.0,1,0,0
-0.01,1569393630770.0,1,0,0
-0.01,1569393631240.0,1,0,0
-0.01,1569393631700.0,1,0,0
-0.01,1569393632160.0,1,0,0
0.0,1569393632620.0,1,0,0
-0.03,1569393633079.0,1,0,0
0.0,1569393633541.0,1,0,0
0.0,1569393634000.0,1,0,0
-0.01,1569393634469.0,1,0,0
0.0,1569393634930.0,1,0,0
-0.02,1569393635379.0,1,0,0
