DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
748.0,1569393461088.0,0,0,0
745.0,1569393461549.0,0,0,0
748.5,1569393462009.0,0,0,0
751.0,1569393462469.0,0,0,0
750.0,1569393462928.0,0,0,0
751.0,1569393463399.0,0,0,0
754.0,1569393463875.0,0,0,0
751.5,1569393464329.0,0,0,0
752.0,1569393464788.0,0,0,0
746.0,1569393465248.0,0,0,0
747.5,1569393465709.0,0,0,0
750.0,1569393466169.0,0,0,0
745.0,1569393466639.0,0,0,0
748.0,1569393467109.0,0,0,0
747.5,1569393467569.0,0,0,0
749.5,1569393468052.0,0,0,0
750.5,1569393468488.0,0,0,0
748.5,1569393468949.0,0,0,0
771.0,1569393469418.0,0,0,0
732.5,1569393469878.0,0,0,0
742.5,1569393470339.0,3,0,0
733.0,1569393470798.0,3,0,0
730.0,1569393471268.0,3,0,0
736.0,1569393471729.0,3,0,0
741.5,1569393472199.0,3,0,0
731.5,1569393472659.0,3,0,0
750.5,1569393473119.0,3,0,0
784.5,1569393473579.0,3,0,0
782.0,1569393474039.0,3,0,0
774.5,1569393474507.0,3,0,0
786.5,1569393474957.0,3,0,0
760.5,1569393475428.0,3,0,0
777.5,1569393475887.0,3,0,0
774.0,1569393476349.0,3,0,0
773.5,1569393476809.0,3,0,0
774.0,1569393477269.0,3,0,0
772.5,1569393477728.0,3,0,0
775.0,1569393478189.0,3,0,0
776.0,1569393478664.0,3,0,0
786.0,1569393479109.0,3,0,0
787.5,1569393479569.0,3,0,0
815.0,1569393480018.0,3,0,0
797.5,1569393480479.0,3,0,0
792.5,1569393480938.0,3,0,0
795.5,1569393481408.0,3,0,0
798.0,1569393481868.0,3,0,0
821.5,1569393482328.0,1,0,0
852.0,1569393482789.0,1,0,0
817.0,1569393483249.0,1,0,0
819.0,1569393483709.0,1,0,0
820.0,1569393484170.0,1,0,0
817.0,1569393484619.0,1,0,0
821.0,1569393485079.0,2,0,0
821.0,1569393485548.0,2,0,0
815.0,1569393486021.0,2,0,0
820.5,1569393486479.0,2,0,0
836.0,1569393486937.0,2,0,0
926.5,1569393487398.0,2,0,0
1049.5,1569393487869.0,2,0,0
1101.5,1569393488329.0,2,0,0
1087.5,1569393488787.0,2,0,0
1063.0,1569393489249.0,2,0,0
1078.0,1569393489699.0,2,0,0
1112.0,1569393490169.0,2,0,0
1129.0,1569393490629.0,2,0,0
1152.0,1569393491089.0,2,0,0
1113.5,1569393491549.0,2,0,0
996.0,1569393492008.0,2,0,0
866.0,1569393492469.0,2,0,0
