DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569393461109.0,0,0,0
0.0,1569393461579.0,0,0,0
0.0,1569393462029.0,0,0,0
0.0,1569393462499.0,0,0,0
0.0,1569393462959.0,0,0,0
0.0,1569393463419.0,0,0,0
0.0,1569393463887.0,0,0,0
0.0,1569393464348.0,0,0,0
0.0,1569393464808.0,0,0,0
0.0,1569393465267.0,0,0,0
0.0,1569393465728.0,0,0,0
0.0,1569393466189.0,0,0,0
0.0,1569393466669.0,0,0,0
0.0,1569393467129.0,0,0,0
0.0,1569393467589.0,0,0,0
0.0,1569393468053.0,0,0,0
0.0,1569393468508.0,0,0,0
0.0,1569393468969.0,0,0,0
0.0,1569393469437.0,0,0,0
0.0,1569393469898.0,0,0,0
1.0,1569393470358.0,3,0,0
2.0,1569393470829.0,3,0,0
2.0,1569393471288.0,3,0,0
2.0,1569393471758.0,3,0,0
2.0,1569393472219.0,3,0,0
2.0,1569393472681.0,3,0,0
2.0,1569393473139.0,3,0,0
2.0,1569393473607.0,3,0,0
2.0,1569393474069.0,3,0,0
2.0,1569393474529.0,3,0,0
2.0,1569393474989.0,3,0,0
3.0,1569393475477.0,3,0,0
3.0,1569393475907.0,3,0,0
3.0,1569393476368.0,3,0,0
3.0,1569393476829.0,3,0,0
3.0,1569393477289.0,3,0,0
3.0,1569393477748.0,3,0,0
3.0,1569393478209.0,3,0,0
4.0,1569393478668.0,3,0,0
4.0,1569393479128.0,3,0,0
4.0,1569393479589.0,3,0,0
4.0,1569393480049.0,3,0,0
4.0,1569393480499.0,3,0,0
4.0,1569393480968.0,3,0,0
4.0,1569393481428.0,3,0,0
4.0,1569393481888.0,3,0,0
4.0,1569393482348.0,1,0,0
4.0,1569393482809.0,1,0,0
5.0,1569393483269.0,1,0,0
5.0,1569393483729.0,1,0,0
5.0,1569393484189.0,1,0,0
5.0,1569393484649.0,1,0,0
5.0,1569393485099.0,2,0,0
5.0,1569393485568.0,2,0,0
5.0,1569393486028.0,2,0,0
5.0,1569393486499.0,2,0,0
5.0,1569393486958.0,2,0,0
5.0,1569393487418.0,2,0,0
6.0,1569393487890.0,2,0,0
6.0,1569393488349.0,2,0,0
6.0,1569393488808.0,2,0,0
6.0,1569393489268.0,2,0,0
6.0,1569393489729.0,2,0,0
6.0,1569393490189.0,2,0,0
7.0,1569393490649.0,2,0,0
7.0,1569393491109.0,2,0,0
7.0,1569393491569.0,2,0,0
6.0,1569393492028.0,2,0,0
6.0,1569393492488.0,2,0,0
6.0,1569393492938.0,2,0,0
6.0,1569393493409.0,2,0,0
5.0,1569393493858.0,2,0,0
5.0,1569393494319.0,1,0,0
5.0,1569393494778.0,1,0,0
5.0,1569393495239.0,1,0,0
5.0,1569393495698.0,1,0,0
3.0,1569393496149.0,1,0,0
3.0,1569393496626.0,1,0,0
2.0,1569393497079.0,1,0,0
1.0,1569393497549.0,1,0,0
0.0,1569393498008.0,1,0,0
0.0,1569393498479.0,0,0,0
0.0,1569393498939.0,0,0,0
0.0,1569393499398.0,1,0,0
1.0,1569393499858.0,1,0,0
2.0,1569393500325.0,1,0,0
2.0,1569393500778.0,1,0,0
2.0,1569393501229.0,1,0,0
3.0,1569393501689.0,1,0,0
4.0,1569393502159.0,1,0,0
4.0,1569393502618.0,1,0,0
5.0,1569393503069.0,1,0,0
6.0,1569393503529.0,1,0,0
7.0,1569393503988.0,1,0,0
7.0,1569393504449.0,1,0,0
6.0,1569393504909.0,3,0,0
6.0,1569393505369.0,3,0,0
6.0,1569393505819.0,3,0,0
7.0,1569393506289.0,3,0,0
7.0,1569393506761.0,3,0,0
7.0,1569393507218.0,3,0,0
7.0,1569393507669.0,3,0,0
7.0,1569393508139.0,3,0,0
7.0,1569393508599.0,3,0,0
8.0,1569393509058.0,3,0,0
7.0,1569393509519.0,3,0,0
7.0,1569393509979.0,3,0,0
8.0,1569393510439.0,3,0,0
8.0,1569393510899.0,3,0,0
8.0,1569393511376.0,3,0,0
8.0,1569393511818.0,3,0,0
8.0,1569393512279.0,3,0,0
8.0,1569393512739.0,3,0,0
8.0,1569393513199.0,3,0,0
9.0,1569393513659.0,-1,1,0
9.0,1569393514119.0,-1,1,0
9.0,1569393514583.0,-1,1,0
9.0,1569393515040.0,-1,1,0
9.0,1569393515499.0,-1,1,0
9.0,1569393515949.0,-1,1,0
8.0,1569393516419.0,-1,1,0
9.0,1569393516867.0,-1,1,0
8.0,1569393517339.0,1,0,0
8.0,1569393517789.0,1,0,0
8.0,1569393518249.0,1,0,0
8.0,1569393518719.0,1,0,0
5.0,1569393519179.0,1,0,0
4.0,1569393519639.0,1,0,0
3.0,1569393520099.0,1,0,0
2.0,1569393520559.0,1,0,0
0.0,1569393521019.0,1,0,0
0.0,1569393521479.0,0,0,0
0.0,1569393521939.0,0,0,0
0.0,1569393522399.0,0,0,0
0.0,1569393522859.0,0,0,0
0.0,1569393523338.0,0,0,0
0.0,1569393523789.0,1,0,0
1.0,1569393524239.0,1,0,0
2.0,1569393524709.0,1,0,0
3.0,1569393525191.0,1,0,0
4.0,1569393525629.0,1,0,0
4.0,1569393526089.0,1,0,0
5.0,1569393526553.0,1,0,0
5.0,1569393527019.0,1,0,0
6.0,1569393527479.0,1,0,0
7.0,1569393527939.0,1,0,0
7.0,1569393528398.0,3,0,0
8.0,1569393528858.0,3,0,0
8.0,1569393529337.0,3,0,0
8.0,1569393529789.0,3,0,0
8.0,1569393530249.0,3,0,0
8.0,1569393530709.0,3,0,0
7.0,1569393531168.0,3,0,0
7.0,1569393531628.0,3,0,0
6.0,1569393532089.0,3,0,0
6.0,1569393532549.0,3,0,0
6.0,1569393533009.0,3,0,0
6.0,1569393533469.0,3,0,0
7.0,1569393533929.0,3,0,0
8.0,1569393534389.0,3,0,0
9.0,1569393534848.0,3,0,0
10.0,1569393535309.0,3,0,0
11.0,1569393535768.0,3,0,0
12.0,1569393536229.0,3,0,0
13.0,1569393536689.0,1,0,0
13.0,1569393537158.0,1,0,0
14.0,1569393537619.0,1,0,0
15.0,1569393538081.0,1,0,0
15.0,1569393538539.0,1,0,0
16.0,1569393539009.0,1,0,0
17.0,1569393539459.0,1,0,0
18.0,1569393539928.0,1,0,0
20.0,1569393540379.0,1,0,0
22.0,1569393540848.0,1,0,0
23.0,1569393541299.0,1,0,0
24.0,1569393541759.0,4,0,0
25.0,1569393542229.0,4,0,0
26.0,1569393542689.0,4,0,0
27.0,1569393543149.0,4,0,0
27.0,1569393543609.0,4,0,0
27.0,1569393544069.0,4,0,0
28.0,1569393544529.0,4,0,0
28.0,1569393544998.0,4,0,0
29.0,1569393545449.0,4,0,0
30.0,1569393545918.0,4,0,0
30.0,1569393546399.0,4,0,0
29.0,1569393546838.0,1,0,0
29.0,1569393547299.0,1,0,0
29.0,1569393547769.0,1,0,0
29.0,1569393548229.0,1,0,0
30.0,1569393548689.0,1,0,0
30.0,1569393549149.0,1,0,0
30.0,1569393549618.0,1,0,0
30.0,1569393550079.0,1,0,0
29.0,1569393550539.0,1,0,0
29.0,1569393550999.0,1,0,0
29.0,1569393551469.0,1,0,0
28.0,1569393551929.0,1,0,0
28.0,1569393552389.0,1,0,0
28.0,1569393552848.0,1,0,0
27.0,1569393553319.0,1,0,0
27.0,1569393553779.0,1,0,0
25.0,1569393554239.0,1,0,0
25.0,1569393554699.0,1,0,0
24.0,1569393555159.0,1,0,0
23.0,1569393555629.0,1,0,0
22.0,1569393556089.0,1,0,0
20.0,1569393556549.0,1,0,0
19.0,1569393556999.0,1,0,0
