rpm_data,Timestamp,Action,Bump,Traffic congestion
1924.0,1576994808394,1,0,0
1821.0,1576994808884,1,0,0
2030.5,1576994809334,1,0,0
2057.5,1576994809824,1,0,0
2076.5,1576994810274,1,0,0
2100.0,1576994810767,1,0,0
2113.0,1576994811214,1,0,0
2134.0,1576994811704,1,0,0
2159.5,1576994812154,1,0,0
2170.0,1576994812644,1,0,0
2178.5,1576994813094,1,0,0
2179.5,1576994813584,1,0,0
2177.0,1576994814034,1,0,0
2187.0,1576994814524,1,0,0
2284.5,1576994814974,1,0,0
2305.0,1576994815464,1,0,0
2314.5,1576994815914,1,0,0
2335.5,1576994816404,1,0,0
2339.0,1576994816854,1,0,0
2365.5,1576994817344,1,0,0
2370.0,1576994817794,1,0,0
2388.0,1576994818284,1,0,0
2399.0,1576994818734,1,0,0
2382.0,1576994819225,1,0,0
2351.5,1576994819674,1,0,0
2334.0,1576994820174,1,0,0
2324.5,1576994820624,1,0,0
2313.5,1576994821114,1,0,0
2300.5,1576994821564,1,0,0
2298.0,1576994822054,1,0,0
2291.5,1576994822504,1,0,0
2277.5,1576994822994,1,0,0
2249.5,1576994823444,1,0,0
2077.5,1576994823934,1,0,0
2024.5,1576994824384,1,0,0
2019.5,1576994824884,1,0,0
2025.0,1576994825334,1,0,0
2044.0,1576994825824,1,0,0
2208.5,1576994826274,1,0,0
2282.5,1576994826764,1,0,0
2324.5,1576994827214,1,0,0
2368.5,1576994827704,1,0,0
2450.5,1576994828154,1,0,0
2504.0,1576994828644,1,0,0
2572.0,1576994829094,1,0,0
2667.0,1576994829584,1,0,0
2717.0,1576994830034,1,0,0
2722.0,1576994830524,1,0,0
2124.5,1576994830974,1,0,0
1991.5,1576994831464,1,0,0
2026.0,1576994831914,1,0,0
2088.5,1576994832404,1,0,0
2131.0,1576994832854,1,0,0
2187.5,1576994833345,1,0,0
2218.5,1576994833794,1,0,0
2241.5,1576994834284,1,0,0
2247.5,1576994834734,1,0,0
2242.0,1576994835225,1,0,0
2258.5,1576994835674,1,0,0
2250.0,1576994836184,1,0,0
2261.5,1576994836635,1,0,0
2270.0,1576994837124,1,0,0
2283.5,1576994837574,1,0,0
2287.5,1576994838064,1,0,0
2289.0,1576994838514,1,0,0
2299.5,1576994839004,1,0,0
2312.0,1576994839454,1,0,0
2311.0,1576994839944,1,0,0
2323.0,1576994840394,1,0,0
2314.5,1576994840884,1,0,0
2309.0,1576994841334,1,0,0
2273.0,1576994841824,1,0,0
2273.0,1576994842274,1,0,0
2226.5,1576994842764,1,0,0
2215.5,1576994843214,1,0,0
2198.5,1576994843704,1,0,0
2167.0,1576994844154,1,0,0
2152.5,1576994844654,1,0,0
2133.0,1576994845104,1,0,0
2095.5,1576994845594,1,0,0
2049.5,1576994846044,1,0,0
2691.0,1576994846534,1,0,0
2568.5,1576994846984,1,0,0
2479.0,1576994847474,1,0,0
2395.5,1576994847924,1,0,0
2230.0,1576994848414,1,0,0
2107.0,1576994848864,1,0,0
1926.0,1576994849354,1,0,0
1802.5,1576994849804,1,0,0
1680.5,1576994850294,1,0,0
1511.5,1576994850747,1,0,0
1986.0,1576994851234,1,0,0
2299.0,1576994851684,-1,0,0
2772.5,1576994852174,-1,0,0
2827.0,1576994852624,-1,0,0
2872.5,1576994853114,-1,0,0
2031.0,1576994853564,-1,0,0
2136.0,1576994854054,-1,0,0
2175.5,1576994854504,-1,0,0
2230.0,1576994854994,-1,0,0
2261.5,1576994855444,-1,0,0
2271.5,1576994855934,-1,0,0
2272.5,1576994856384,-1,0,0
2291.5,1576994856874,-1,0,0
2311.0,1576994857324,-1,0,0
2356.0,1576994857814,-1,0,0
2242.5,1576994858264,1,0,0
2138.0,1576994858764,1,0,0
1997.0,1576994859214,1,0,0
1898.0,1576994859704,1,0,0
1837.0,1576994860154,1,0,0
1799.5,1576994860644,1,0,0
1763.5,1576994861094,1,0,0
1709.5,1576994861584,1,0,0
1683.0,1576994862034,1,0,0
1642.5,1576994862524,1,0,0
1590.5,1576994862974,1,0,0
1557.0,1576994863464,1,0,0
1823.5,1576994863914,1,0,0
1989.0,1576994864404,1,0,0
2009.5,1576994864864,1,0,0
2033.0,1576994865354,-1,0,0
2063.0,1576994865804,-1,0,0
2083.5,1576994866294,-1,0,0
2109.0,1576994866744,-1,0,0
2175.5,1576994867234,-1,0,0
2204.5,1576994867684,-1,0,0
2252.0,1576994868174,-1,0,0
2277.0,1576994868624,-1,0,0
2310.0,1576994869114,-1,0,0
2346.0,1576994869564,-1,0,0
2377.5,1576994870054,-1,0,0
2410.5,1576994870504,1,1,0
2452.5,1576994871004,1,1,0
2481.5,1576994871454,1,1,0
2516.5,1576994871944,1,1,0
2549.0,1576994872394,1,1,0
2564.5,1576994872884,1,1,0
2038.0,1576994873334,1,1,0
1922.5,1576994873824,1,1,0
1882.5,1576994874274,1,1,0
1919.5,1576994874774,1,1,0
1954.0,1576994875224,1,1,0
1981.0,1576994875714,1,1,0
2024.5,1576994876164,1,1,0
2054.5,1576994876654,1,1,0
2084.5,1576994877104,1,1,0
2119.5,1576994877594,1,1,0
2136.0,1576994878044,1,1,0
2148.0,1576994878534,1,1,0
2157.5,1576994878984,1,1,0
2166.5,1576994879474,1,1,0
2168.5,1576994879924,1,1,0
2172.0,1576994880414,1,1,0
2176.5,1576994880864,1,1,0
2184.0,1576994881354,1,1,0
2186.0,1576994881804,1,1,0
2189.5,1576994882294,1,1,0
2191.5,1576994882744,1,1,0
2193.5,1576994883234,1,1,0
2198.0,1576994883684,1,1,0
2218.5,1576994884174,1,1,0
2227.0,1576994884624,1,1,0
2237.5,1576994885124,1,1,0
2257.0,1576994885574,1,1,0
2269.5,1576994886064,1,1,0
2274.5,1576994886514,1,1,0
2286.5,1576994887004,1,1,0
2306.5,1576994887454,1,1,0
2320.0,1576994887954,1,1,0
2326.0,1576994888404,1,1,0
2337.5,1576994888894,3,0,0
2334.0,1576994889344,3,0,0
2334.5,1576994889834,3,0,0
2339.0,1576994890284,3,0,0
2342.5,1576994890774,3,0,0
2349.5,1576994891224,3,0,0
2348.0,1576994891714,3,0,0
2349.0,1576994892164,3,0,0
2362.5,1576994892654,3,0,0
2382.0,1576994893104,3,0,0
2397.0,1576994893594,1,0,0
2398.0,1576994894044,1,0,0
2420.0,1576994894534,1,0,0
2426.0,1576994894974,1,0,0
2401.5,1576994895464,1,0,0
1878.5,1576994895914,3,0,0
1837.0,1576994896404,3,0,0
1842.5,1576994896854,3,0,0
1848.5,1576994897344,3,0,0
1864.0,1576994897794,3,0,0
1872.0,1576994898294,3,0,0
1868.0,1576994898744,3,0,0
1879.0,1576994899234,3,0,0
2373.0,1576994899684,3,0,0
2432.5,1576994900174,1,0,0
2433.0,1576994900624,1,0,0
2420.0,1576994901114,1,0,0
2389.0,1576994901554,1,0,0
1891.0,1576994902044,1,0,0
1921.5,1576994902494,1,0,0
1805.5,1576994902984,1,0,0
1785.5,1576994903434,1,0,0
1790.0,1576994903924,1,0,0
1809.5,1576994904373,1,0,0
2175.5,1576994904864,1,0,0
2341.0,1576994905314,1,0,0
2329.5,1576994905803,1,0,0
2315.5,1576994906254,1,0,0
2305.5,1576994906744,1,0,0
2302.5,1576994907194,1,0,0
2297.0,1576994907693,1,0,0
2286.0,1576994908144,1,0,0
2281.0,1576994908633,1,0,0
2286.0,1576994909083,1,0,0
2283.0,1576994909573,1,0,0
2273.5,1576994910023,1,0,0
2273.0,1576994910513,1,0,0
2276.0,1576994910963,1,0,0
2270.0,1576994911453,1,0,0
2284.5,1576994911903,1,0,0
2282.0,1576994912393,1,0,0
2292.5,1576994912843,1,0,0
2292.5,1576994913333,1,0,0
2291.0,1576994913783,1,0,0
2292.0,1576994914273,1,0,0
2289.0,1576994914724,1,0,0
2295.5,1576994915214,1,0,0
2288.5,1576994915663,1,0,0
2297.0,1576994916153,1,0,0
2294.0,1576994916603,1,0,0
2290.0,1576994917093,1,0,0
2296.5,1576994917544,1,0,0
2286.5,1576994918033,1,0,0
2287.0,1576994918473,1,0,0
2279.5,1576994918963,2,0,0
2282.0,1576994919413,2,0,0
2279.0,1576994919903,2,0,0
2267.0,1576994920354,2,0,0
2271.0,1576994920843,2,0,0
2276.0,1576994921293,2,0,0
2267.5,1576994921783,2,0,0
2266.5,1576994922224,2,0,0
2263.5,1576994922713,2,0,0
2260.5,1576994923164,2,0,0
2259.0,1576994923653,2,0,0
2252.5,1576994924104,2,0,0
2246.5,1576994924594,2,0,0
2231.5,1576994925043,2,0,0
2242.0,1576994925533,2,0,0
2237.5,1576994925973,2,0,0
2243.0,1576994926463,2,0,0
2253.5,1576994926913,2,0,0
2253.0,1576994927403,2,0,0
2249.5,1576994927853,1,0,0
2248.5,1576994928343,1,0,0
2252.0,1576994928783,1,0,0
2247.5,1576994929283,1,0,0
2241.0,1576994929734,1,0,0
2229.5,1576994930223,1,0,0
2226.5,1576994930673,1,0,0
2223.5,1576994931163,1,0,0
2212.0,1576994931613,1,0,0
2211.0,1576994932103,1,0,0
2203.0,1576994932553,1,0,0
2192.0,1576994933043,1,0,0
2194.5,1576994933483,1,0,0
2195.5,1576994933973,1,0,0
2181.0,1576994934423,1,0,0
2185.5,1576994934913,1,0,0
2186.5,1576994935353,1,0,0
2182.5,1576994935843,1,0,0
2175.5,1576994936293,1,0,0
2180.5,1576994936783,1,0,0
2176.0,1576994937233,1,0,0
2164.0,1576994937723,1,0,0
2159.0,1576994938173,1,0,0
