acceleration_data,Timestamp,Action,Bump,Traffic congestion
0.324,1576994808364,1,0,0
0.274,1576994808854,1,0,0
0.244,1576994809304,1,0,0
0.269,1576994809794,1,0,0
0.255,1576994810244,1,0,0
0.25,1576994810734,1,0,0
0.202,1576994811184,1,0,0
0.232,1576994811674,1,0,0
0.258,1576994812124,1,0,0
0.18,1576994812614,1,0,0
0.106,1576994813064,1,0,0
0.063,1576994813554,1,0,0
0.021,1576994814004,1,0,0
-0.013000000000000001,1576994814494,1,0,0
-0.004,1576994814944,1,0,0
0.062,1576994815434,1,0,0
0.109,1576994815884,1,0,0
0.11800000000000001,1576994816374,1,0,0
0.099,1576994816824,1,0,0
0.045,1576994817314,1,0,0
0.038,1576994817764,1,0,0
0.061,1576994818254,1,0,0
0.08700000000000001,1576994818704,1,0,0
0.081,1576994819194,1,0,0
-0.019,1576994819645,1,0,0
-0.097,1576994820145,1,0,0
-0.14100000000000001,1576994820594,1,0,0
-0.163,1576994821084,1,0,0
-0.158,1576994821534,1,0,0
-0.126,1576994822024,1,0,0
-0.138,1576994822474,1,0,0
-0.134,1576994822964,1,0,0
-0.12,1576994823414,1,0,0
-0.277,1576994823904,1,0,0
-0.394,1576994824354,1,0,0
-0.424,1576994824854,1,0,0
-0.385,1576994825304,1,0,0
-0.35100000000000003,1576994825794,1,0,0
-0.157,1576994826244,1,0,0
0.167,1576994826734,1,0,0
0.4,1576994827184,1,0,0
0.614,1576994827674,1,0,0
0.685,1576994828124,1,0,0
0.706,1576994828614,1,0,0
0.759,1576994829064,1,0,0
0.897,1576994829554,1,0,0
0.898,1576994830004,1,0,0
0.748,1576994830494,1,0,0
0.8200000000000001,1576994830944,1,0,0
0.797,1576994831434,1,0,0
0.8180000000000001,1576994831884,1,0,0
0.756,1576994832374,1,0,0
0.716,1576994832824,1,0,0
0.708,1576994833314,1,0,0
0.644,1576994833764,1,0,0
0.516,1576994834254,1,0,0
0.276,1576994834705,1,0,0
0.091,1576994835194,1,0,0
0.023,1576994835644,1,0,0
0.082,1576994836154,1,0,0
0.106,1576994836604,1,0,0
0.126,1576994837094,1,0,0
0.165,1576994837544,1,0,0
0.11900000000000001,1576994838034,1,0,0
0.059000000000000004,1576994838484,1,0,0
0.101,1576994838974,1,0,0
0.136,1576994839424,1,0,0
0.08,1576994839914,1,0,0
0.092,1576994840364,1,0,0
0.075,1576994840854,1,0,0
0.025,1576994841305,1,0,0
-0.176,1576994841794,1,0,0
-0.406,1576994842244,1,0,0
-0.367,1576994842734,1,0,0
-0.339,1576994843184,1,0,0
-0.334,1576994843674,1,0,0
-0.326,1576994844124,1,0,0
-0.299,1576994844624,1,0,0
-0.33,1576994845074,1,0,0
-0.337,1576994845564,1,0,0
-0.396,1576994846014,1,0,0
-0.491,1576994846504,1,0,0
-0.586,1576994846954,1,0,0
-0.669,1576994847444,1,0,0
-0.869,1576994847894,1,0,0
-1.366,1576994848384,1,0,0
-1.385,1576994848834,1,0,0
-1.258,1576994849324,1,0,0
-1.291,1576994849774,1,0,0
-1.5190000000000001,1576994850264,1,0,0
-1.33,1576994850714,1,0,0
-0.804,1576994851204,1,0,0
-0.491,1576994851654,-1,0,0
-0.4,1576994852144,-1,0,0
0.135,1576994852594,-1,0,0
0.467,1576994853084,-1,0,0
0.598,1576994853534,-1,0,0
0.548,1576994854024,-1,0,0
0.591,1576994854474,-1,0,0
0.548,1576994854964,-1,0,0
0.528,1576994855414,-1,0,0
0.487,1576994855904,-1,0,0
0.452,1576994856354,-1,0,0
0.356,1576994856844,-1,0,0
0.325,1576994857294,-1,0,0
0.419,1576994857784,-1,0,0
0.28200000000000003,1576994858234,1,0,0
0.054,1576994858734,1,0,0
-0.084,1576994859184,1,0,0
-0.312,1576994859674,1,0,0
-0.33,1576994860124,1,0,0
-0.354,1576994860614,1,0,0
-0.431,1576994861064,1,0,0
-0.422,1576994861554,1,0,0
-0.309,1576994862004,1,0,0
-0.325,1576994862494,1,0,0
-0.388,1576994862944,1,0,0
-0.529,1576994863434,1,0,0
-0.325,1576994863884,1,0,0
-0.14100000000000001,1576994864374,1,0,0
0.019,1576994864834,1,0,0
0.098,1576994865324,-1,0,0
0.188,1576994865774,-1,0,0
0.191,1576994866264,-1,0,0
0.226,1576994866714,-1,0,0
0.278,1576994867204,-1,0,0
0.324,1576994867654,-1,0,0
0.39,1576994868144,-1,0,0
0.406,1576994868594,-1,0,0
0.399,1576994869084,-1,0,0
0.402,1576994869534,-1,0,0
0.386,1576994870024,-1,0,0
0.394,1576994870474,1,1,0
0.393,1576994870974,1,1,0
0.396,1576994871424,1,1,0
0.369,1576994871914,1,1,0
0.425,1576994872364,1,1,0
0.343,1576994872854,1,1,0
0.393,1576994873304,1,1,0
0.385,1576994873794,1,1,0
0.429,1576994874244,1,1,0
0.487,1576994874744,1,1,0
