1619778570171,0.43,0.345,0.0
1619778570273,0.43,0.345,0.0958
1619778570375,0.43,0.345,0.1853
1619778570477,0.43,0.345,0.2535
1619778570578,0.43,0.345,0.2972
1619778570680,0.43,0.345,0.4083
1619778570784,0.43,0.345,0.5005
1619778570888,0.43,0.345,0.5705
1619778570992,0.43,0.345,0.5549
1619778571094,0.43,0.345,0.5438
1619778571199,0.43,0.345,0.5464
1619778571304,0.43,0.345,0.5975
1619778571406,0.43,0.345,0.5222
1619778571510,0.43,0.345,0.3488
1619778571613,0.43,0.345,0.3417
1619778571714,0.43,0.345,0.2214
1619778571816,0.43,0.345,0.2245
1619778571918,0.43,0.345,0.1529
1619778572020,0.43,0.345,0.1264
1619778572124,0.43,0.345,0.2121
1619778572230,0.43,0.345,0.1047
1619778572336,0.43,0.345,0.1087
1619778572441,0.43,0.345,0.0417
1619778572545,0.43,0.345,0.0377
1619778572650,0.43,0.345,0.0798
1619778572756,0.43,0.345,0.0687
1619778572861,0.43,0.345,0.1191
1619778572965,0.43,0.345,-0.0024
1619778573069,0.43,0.345,-0.108
1619778573170,0.43,0.345,-0.296
1619778573271,0.43,0.345,-0.3249
1619778573372,0.43,0.345,-0.4002
1619778573474,0.43,0.345,-0.4686
1619778573578,0.43,0.345,-0.4036
1619778573682,0.43,0.345,-0.5227
1619778573787,0.43,0.345,-0.471
1619778573893,0.43,0.345,-0.5652
1619778573997,0.43,0.345,-0.4749
1619778574104,0.43,0.345,-0.275
1619778574209,0.43,0.345,-0.1961
1619778574314,0.43,0.345,-0.2414
1619778574417,0.43,0.345,-0.1269
1619778574519,0.43,0.345,-0.2178
1619778574623,0.43,0.345,-0.099
1619778574724,0.43,0.345,-0.167
1619778574827,0.43,0.345,-0.2139
1619778574933,0.43,0.345,-0.2026
1619778575037,0.43,0.345,-0.2719
1619778575141,0.43,0.345,-0.4573
1619778575250,0.4301,0.345,-0.4747
1619778575357,0.43019999999999997,0.345,-0.6384
1619778575463,0.43029999999999996,0.345,-0.7249
1619778575571,0.43039999999999995,0.345,-0.7022
1619778575679,0.43049999999999994,0.345,-0.7443
1619778575782,0.4305999999999999,0.345,-0.831
1619778575884,0.4306999999999999,0.345,-0.8414
1619778575989,0.4307999999999999,0.345,-0.7332
1619778576094,0.4308999999999999,0.345,-0.5113
1619778576198,0.4309999999999999,0.345,-0.5099
1619778576305,0.43109999999999987,0.345,-0.4487
1619778576412,0.43119999999999986,0.345,-0.5002
1619778576522,0.43129999999999985,0.345,-0.5539
1619778576630,0.43139999999999984,0.345,-0.682
1619778576737,0.43149999999999983,0.345,-0.7245
1619778576844,0.4315999999999998,0.345,-0.7416
1619778576952,0.4316999999999998,0.345,-0.7938
1619778577061,0.4317999999999998,0.345,-0.876
1619778577165,0.4318999999999998,0.345,-0.858
1619778577266,0.4319999999999998,0.345,-0.8006
1619778577369,0.43209999999999976,0.345,-0.6762
1619778577473,0.43219999999999975,0.345,-0.7033
1619778577577,0.43229999999999974,0.345,-0.6193
1619778577686,0.43239999999999973,0.345,-0.4181
1619778577792,0.4324999999999997,0.345,-0.5072
1619778577900,0.4325999999999997,0.345,-0.4019
1619778578009,0.4326999999999997,0.345,-0.5271
1619778578120,0.4327999999999997,0.345,-0.4713
1619778578226,0.4328999999999997,0.345,-0.5275
