steer_data,Timestamp,Action,Bump,Traffic congestion
-139.845,1577004486422,3,0,0
-87.435,1577004487362,3,0,0
-51.89500000000001,1577004488292,3,0,0
-20.215000000000003,1577004489222,3,0,0
4.60499999999999,1577004490162,1,0,0
2.335000000000008,1577004491092,1,0,0
4.594999999999999,1577004492022,1,0,0
4.784999999999997,1577004492952,1,0,0
3.4749999999999943,1577004493882,1,0,0
0.8549999999999898,1577004494812,1,0,0
2.2450000000000045,1577004495752,1,0,0
2.7549999999999955,1577004496682,1,0,0
7.615000000000009,1577004497611,1,0,0
4.615000000000009,1577004498541,1,0,0
4.735000000000014,1577004499472,1,0,0
4.965000000000003,1577004500401,1,0,0
-0.7949999999999875,1577004501331,1,0,0
-3.585000000000008,1577004502261,1,0,0
-0.6049999999999898,1577004503191,1,0,0
3.2450000000000045,1577004504122,5,0,0
9.384999999999991,1577004505051,5,0,0
2.5250000000000057,1577004505981,5,0,0
-8.694999999999993,1577004506911,5,0,0
-6.414999999999992,1577004507841,5,0,0
6.435000000000002,1577004508772,5,0,0
20.995000000000005,1577004509701,5,0,0
4.534999999999997,1577004510631,5,0,0
3.9250000000000114,1577004511561,1,0,0
0.5749999999999886,1577004512501,1,0,0
0.585000000000008,1577004513441,1,0,0
5.085000000000008,1577004514381,1,0,0
4.664999999999992,1577004515311,1,0,0
5.2050000000000125,1577004516241,1,0,0
2.3249999999999886,1577004517181,1,0,0
2.7649999999999864,1577004518111,1,0,0
2.3950000000000102,1577004519041,1,0,0
5.194999999999993,1577004519981,1,0,0
4.305000000000007,1577004520921,1,0,0
3.7750000000000057,1577004521861,1,0,0
0.835000000000008,1577004522791,1,0,0
3.4749999999999943,1577004523721,1,0,0
5.965000000000003,1577004524661,1,0,0
2.4850000000000136,1577004525601,1,0,0
2.405000000000001,1577004526531,1,0,0
6.7450000000000045,1577004527461,1,0,0
5.444999999999993,1577004528401,1,0,0
3.905000000000001,1577004529341,1,0,0
0.8650000000000091,1577004530271,1,0,0
3.594999999999999,1577004531201,1,0,0
3.7150000000000034,1577004532141,1,0,0
3.7050000000000125,1577004533071,1,0,0
3.5649999999999977,1577004534001,5,0,0
2.2750000000000057,1577004534941,5,0,0
-4.685000000000002,1577004535881,5,0,0
-3.125,1577004536811,5,0,0
1.6550000000000011,1577004537741,5,0,0
8.844999999999999,1577004538671,5,0,0
9.925000000000011,1577004539611,5,0,0
7.305000000000007,1577004540551,5,0,0
6.14500000000001,1577004541481,1,0,0
6.284999999999997,1577004542411,1,0,0
-7.375,1577004543341,1,0,0
2.405000000000001,1577004544281,1,0,0
4.594999999999999,1577004545221,1,0,0
5.134999999999991,1577004546151,1,0,0
5.264999999999986,1577004547081,1,0,0
5.485000000000014,1577004548069,1,0,0
5.555000000000007,1577004548981,1,0,0
5.615000000000009,1577004549958,0,0,0
4.875,1577004550851,0,0,0
3.0149999999999864,1577004551781,0,0,0
1.2249999999999943,1577004552711,0,0,0
-6.574999999999989,1577004553640,0,0,0
-5.685000000000002,1577004554607,0,0,0
-3.0250000000000057,1577004555521,0,0,0
2.4950000000000045,1577004556461,0,0,0
3.7450000000000045,1577004557400,0,0,0
3.115000000000009,1577004558330,0,0,0
1.2949999999999875,1577004559260,0,0,0
1.2050000000000125,1577004560191,0,0,0
1.5049999999999955,1577004561121,0,0,0
4.625,1577004562061,0,0,0
6.835000000000008,1577004563000,0,0,0
7.194999999999993,1577004563931,0,0,0
8.074999999999989,1577004564871,0,0,0
8.264999999999986,1577004565800,0,0,0
8.235000000000014,1577004566730,0,0,0
11.205000000000013,1577004567660,0,0,0
8.944999999999993,1577004568611,0,0,0
8.615000000000009,1577004569550,0,0,0
8.664999999999992,1577004570490,0,0,0
7.594999999999999,1577004571430,0,0,0
7.564999999999998,1577004572360,0,0,0
3.4749999999999943,1577004573327,0,0,0
4.194999999999993,1577004574220,0,0,0
4.2450000000000045,1577004575160,0,0,0
4.2450000000000045,1577004576092,0,0,0
4.2450000000000045,1577004577031,0,0,0
4.2450000000000045,1577004578007,0,0,0
4.2450000000000045,1577004578911,0,0,0
4.2450000000000045,1577004579907,0,0,0
3.3149999999999977,1577004580820,0,0,0
12.504999999999995,1577004581760,0,0,0
12.375,1577004582700,0,0,0
12.375,1577004583630,0,0,0
10.664999999999992,1577004584590,0,0,0
9.044999999999987,1577004585520,0,0,0
9.074999999999989,1577004586450,0,0,0
9.064999999999998,1577004587400,0,0,0
9.074999999999989,1577004588330,0,0,0
9.384999999999991,1577004589280,1,0,0
9.435000000000002,1577004590210,1,0,0
10.384999999999991,1577004591140,1,0,0
10.384999999999991,1577004592070,1,0,0
10.324999999999989,1577004593010,1,0,0
14.294999999999987,1577004593940,1,0,0
14.215000000000003,1577004594880,1,0,0
10.814999999999998,1577004595810,1,0,0
-4.2949999999999875,1577004596740,1,0,0
-3.8249999999999886,1577004597670,1,0,0
-6.2050000000000125,1577004598600,1,0,0
-8.965000000000003,1577004599530,1,0,0
-14.685000000000002,1577004600460,1,0,0
-14.344999999999999,1577004601390,1,0,0
-9.134999999999991,1577004602320,1,0,0
-3.094999999999999,1577004603250,1,0,0
3.5049999999999955,1577004604180,1,0,0
0.125,1577004605110,1,0,0
4.314999999999998,1577004606050,1,0,0
3.9650000000000034,1577004606980,1,0,0
2.0649999999999977,1577004607910,1,0,0
2.0749999999999886,1577004608839,1,0,0
2.2549999999999955,1577004609770,1,0,0
2.134999999999991,1577004610699,1,0,0
2.155000000000001,1577004611629,1,0,0
-0.03499999999999659,1577004612570,1,0,0
0.42500000000001137,1577004613509,1,0,0
1.2750000000000057,1577004614439,1,0,0
0.3849999999999909,1577004615370,1,0,0
0.35499999999998977,1577004616299,1,0,0
-0.9850000000000136,1577004617229,1,0,0
-7.335000000000008,1577004618159,1,0,0
-3.914999999999992,1577004619089,1,0,0
-1.0749999999999886,1577004620020,4,0,0
0.7249999999999943,1577004620949,4,0,0
11.594999999999999,1577004621879,4,0,0
14.465000000000003,1577004622809,4,0,0
14.254999999999995,1577004623739,4,0,0
-0.8449999999999989,1577004624669,4,0,0
-6.7949999999999875,1577004625599,4,0,0
-8.544999999999987,1577004626549,4,0,0
-0.34499999999999886,1577004627479,4,0,0
2.2750000000000057,1577004628419,1,0,0
5.664999999999992,1577004629349,1,0,0
5.474999999999994,1577004630279,1,0,0
3.405000000000001,1577004631209,1,0,0
1.5449999999999875,1577004632139,1,0,0
2.3149999999999977,1577004633105,1,0,0
1.585000000000008,1577004633999,9,0,0
0.375,1577004634929,9,0,0
-0.6949999999999932,1577004635859,9,0,0
-4.89500000000001,1577004636789,9,0,0
-7.335000000000008,1577004637719,9,0,0
-6.514999999999986,1577004638649,9,0,0
-5.185000000000002,1577004639579,9,0,0
-5.655000000000001,1577004640509,9,0,0
-5.014999999999986,1577004641449,9,0,0
-5.264999999999986,1577004642379,9,0,0
-5.5049999999999955,1577004643319,9,0,0
-5.064999999999998,1577004644249,9,0,0
-6.414999999999992,1577004645179,9,0,0
-4.514999999999986,1577004646109,9,0,0
-2.905000000000001,1577004647049,9,0,0
0.585000000000008,1577004647989,9,0,0
0.9449999999999932,1577004648919,9,0,0
0.835000000000008,1577004649849,9,0,0
0.8449999999999989,1577004650779,9,0,0
0.8950000000000102,1577004651709,9,0,0
1.7050000000000125,1577004652639,9,0,0
2.5149999999999864,1577004653579,9,0,0
2.6750000000000114,1577004654519,1,0,0
2.655000000000001,1577004655449,1,0,0
2.0250000000000057,1577004656389,1,0,0
2.1450000000000102,1577004657329,1,0,0
7.215000000000003,1577004658259,1,0,0
12.444999999999993,1577004659189,6,0,0
12.835000000000008,1577004660129,6,0,0
13.034999999999997,1577004661069,6,0,0
21.314999999999998,1577004661999,6,0,0
24.164999999999992,1577004662929,6,0,0
22.935000000000002,1577004663859,6,0,0
18.764999999999986,1577004664789,6,0,0
22.294999999999987,1577004665719,6,0,0
17.405,1577004666649,6,0,0
34.58500000000001,1577004667579,6,0,0
126.065,1577004668509,6,0,0
-142.45499999999998,1577004669439,6,0,0
-83.715,1577004670406,6,0,0
18.564999999999998,1577004671298,6,0,0
21.564999999999998,1577004672239,6,0,0
-71.945,1577004673178,6,0,0
-150.375,1577004674109,6,0,0
