accPre_data,Timestamp,Action,Bump,Traffic congestion
24.727500000000003,1577004486572,3,0,0
24.727500000000003,1577004487062,3,0,0
27.8675,1577004487512,3,0,0
29.045,1577004488002,3,0,0
32.97,1577004488442,3,0,0
33.362500000000004,1577004488932,3,0,0
33.755,1577004489372,3,0,0
35.7175,1577004489862,1,0,0
36.502500000000005,1577004490312,1,0,0
36.502500000000005,1577004490802,1,0,0
36.895,1577004491242,1,0,0
36.895,1577004491732,1,0,0
37.2875,1577004492172,1,0,0
38.0725,1577004492662,1,0,0
38.8575,1577004493102,1,0,0
38.465,1577004493592,1,0,0
38.465,1577004494032,1,0,0
38.465,1577004494522,1,0,0
38.465,1577004494972,1,0,0
38.465,1577004495462,1,0,0
38.465,1577004495902,1,0,0
38.465,1577004496392,1,0,0
38.465,1577004496832,1,0,0
38.0725,1577004497322,1,0,0
35.7175,1577004497762,1,0,0
36.11,1577004498252,1,0,0
36.11,1577004498692,1,0,0
36.502500000000005,1577004499182,1,0,0
36.502500000000005,1577004499622,1,0,0
36.502500000000005,1577004500112,1,0,0
36.502500000000005,1577004500552,1,0,0
36.502500000000005,1577004501042,1,0,0
36.502500000000005,1577004501482,1,0,0
36.502500000000005,1577004501972,1,0,0
30.2225,1577004502412,1,0,0
29.045,1577004502902,1,0,0
29.045,1577004503342,1,0,0
29.4375,1577004503832,1,0,0
29.830000000000002,1577004504272,5,0,0
29.4375,1577004504762,5,0,0
29.4375,1577004505202,5,0,0
29.830000000000002,1577004505692,5,0,0
29.830000000000002,1577004506132,5,0,0
29.4375,1577004506622,5,0,0
29.4375,1577004507062,5,0,0
29.4375,1577004507552,5,0,0
29.4375,1577004507992,5,0,0
29.4375,1577004508482,5,0,0
29.4375,1577004508922,5,0,0
29.830000000000002,1577004509412,5,0,0
29.830000000000002,1577004509852,5,0,0
29.4375,1577004510342,5,0,0
29.4375,1577004510782,5,0,0
29.4375,1577004511272,1,0,0
29.830000000000002,1577004511712,1,0,0
29.830000000000002,1577004512202,1,0,0
29.830000000000002,1577004512652,1,0,0
29.830000000000002,1577004513142,1,0,0
29.830000000000002,1577004513592,1,0,0
29.830000000000002,1577004514092,1,0,0
29.830000000000002,1577004514532,1,0,0
29.830000000000002,1577004515021,1,0,0
29.4375,1577004515462,1,0,0
21.587500000000002,1577004515952,1,0,0
21.98,1577004516402,1,0,0
22.372500000000002,1577004516892,1,0,0
22.372500000000002,1577004517332,1,0,0
16.8775,1577004517821,1,0,0
17.27,1577004518262,1,0,0
17.27,1577004518752,1,0,0
17.27,1577004519192,1,0,0
17.27,1577004519692,1,0,0
17.27,1577004520131,1,0,0
16.8775,1577004520621,1,0,0
15.307500000000001,1577004521071,1,0,0
15.700000000000001,1577004521571,1,0,0
15.700000000000001,1577004522011,1,0,0
15.307500000000001,1577004522501,1,0,0
14.5225,1577004522941,1,0,0
14.5225,1577004523431,1,0,0
14.5225,1577004523871,1,0,0
14.5225,1577004524361,1,0,0
14.5225,1577004524811,1,0,0
14.5225,1577004525311,1,0,0
14.5225,1577004525752,1,0,0
14.5225,1577004526241,1,0,0
14.5225,1577004526681,1,0,0
14.5225,1577004527171,1,0,0
14.5225,1577004527611,1,0,0
14.5225,1577004528101,1,0,0
14.5225,1577004528551,1,0,0
14.5225,1577004529041,1,0,0
14.5225,1577004529491,1,0,0
14.5225,1577004529981,1,0,0
14.5225,1577004530421,1,0,0
14.5225,1577004530911,1,0,0
14.5225,1577004531351,1,0,0
14.5225,1577004531841,1,0,0
14.5225,1577004532291,1,0,0
14.5225,1577004532781,1,0,0
14.5225,1577004533221,1,0,0
14.5225,1577004533711,5,0,0
14.5225,1577004534151,5,0,0
14.5225,1577004534642,5,0,0
14.5225,1577004535091,5,0,0
14.5225,1577004535591,5,0,0
14.5225,1577004536031,5,0,0
14.5225,1577004536521,5,0,0
14.5225,1577004536961,5,0,0
14.5225,1577004537451,5,0,0
14.5225,1577004537891,5,0,0
14.5225,1577004538381,5,0,0
14.5225,1577004538821,5,0,0
14.5225,1577004539311,5,0,0
14.5225,1577004539761,5,0,0
14.5225,1577004540251,5,0,0
14.5225,1577004540701,5,0,0
14.5225,1577004541191,5,0,0
14.5225,1577004541631,1,0,0
14.5225,1577004542121,1,0,0
14.5225,1577004542561,1,0,0
14.5225,1577004543051,1,0,0
14.5225,1577004543491,1,0,0
14.5225,1577004543991,1,0,0
14.5225,1577004544431,1,0,0
14.5225,1577004544931,1,0,0
14.5225,1577004545371,1,0,0
14.5225,1577004545861,1,0,0
14.5225,1577004546301,1,0,0
14.5225,1577004546791,1,0,0
14.5225,1577004547231,1,0,0
14.5225,1577004547721,1,0,0
14.5225,1577004548181,1,0,0
14.5225,1577004548672,1,0,0
14.5225,1577004549132,1,0,0
14.5225,1577004549622,1,0,0
14.5225,1577004550072,0,0,0
14.5225,1577004550561,0,0,0
14.5225,1577004551001,0,0,0
14.5225,1577004551492,0,0,0
14.5225,1577004551932,0,0,0
14.5225,1577004552421,0,0,0
14.5225,1577004552861,0,0,0
14.5225,1577004553351,0,0,0
14.5225,1577004553792,0,0,0
14.5225,1577004554281,0,0,0
14.5225,1577004554721,0,0,0
14.5225,1577004555221,0,0,0
14.5225,1577004555671,0,0,0
14.5225,1577004556161,0,0,0
14.5225,1577004556611,0,0,0
14.5225,1577004557111,0,0,0
14.5225,1577004557551,0,0,0
14.5225,1577004558041,0,0,0
14.5225,1577004558481,0,0,0
14.5225,1577004558971,0,0,0
14.5225,1577004559411,0,0,0
14.5225,1577004559901,0,0,0
14.5225,1577004560341,0,0,0
14.5225,1577004560831,0,0,0
14.5225,1577004561271,0,0,0
14.5225,1577004561771,0,0,0
14.5225,1577004562211,0,0,0
14.5225,1577004562701,0,0,0
14.5225,1577004563151,0,0,0
14.5225,1577004563641,0,0,0
14.5225,1577004564081,0,0,0
14.5225,1577004564581,0,0,0
14.5225,1577004565021,0,0,0
14.5225,1577004565512,0,0,0
14.5225,1577004565951,0,0,0
14.5225,1577004566441,0,0,0
14.5225,1577004566881,0,0,0
14.5225,1577004567371,0,0,0
14.5225,1577004567812,0,0,0
14.5225,1577004568321,0,0,0
14.5225,1577004568761,0,0,0
14.5225,1577004569261,0,0,0
14.5225,1577004569701,0,0,0
14.5225,1577004570191,0,0,0
14.5225,1577004570641,0,0,0
14.5225,1577004571141,0,0,0
14.5225,1577004571581,0,0,0
14.5225,1577004572071,0,0,0
14.5225,1577004572511,0,0,0
14.5225,1577004573001,0,0,0
14.5225,1577004573441,0,0,0
14.5225,1577004573931,0,0,0
14.5225,1577004574371,0,0,0
14.5225,1577004574861,0,0,0
14.5225,1577004575311,0,0,0
14.5225,1577004575801,0,0,0
14.5225,1577004576251,0,0,0
14.5225,1577004576741,0,0,0
14.5225,1577004577181,0,0,0
14.5225,1577004577671,0,0,0
14.5225,1577004578131,0,0,0
14.5225,1577004578620,0,0,0
14.5225,1577004579071,0,0,0
14.5225,1577004579571,0,0,0
14.5225,1577004580030,0,0,0
14.5225,1577004580530,0,0,0
14.5225,1577004580971,0,0,0
14.5225,1577004581471,0,0,0
14.5225,1577004581910,0,0,0
14.5225,1577004582410,0,0,0
14.5225,1577004582851,0,0,0
14.5225,1577004583340,0,0,0
14.5225,1577004583800,0,0,0
14.5225,1577004584290,0,0,0
14.5225,1577004584740,0,0,0
14.5225,1577004585231,0,0,0
14.5225,1577004585671,0,0,0
14.5225,1577004586160,0,0,0
14.5225,1577004586600,0,0,0
14.5225,1577004587100,0,0,0
14.5225,1577004587551,0,0,0
14.5225,1577004588040,0,0,0
14.5225,1577004588490,0,0,0
14.5225,1577004588980,1,0,0
14.5225,1577004589430,1,0,0
14.5225,1577004589920,1,0,0
14.5225,1577004590360,1,0,0
14.5225,1577004590850,1,0,0
14.5225,1577004591290,1,0,0
21.98,1577004591780,1,0,0
14.5225,1577004592230,1,0,0
27.475,1577004592720,1,0,0
38.8575,1577004593160,1,0,0
38.0725,1577004593650,1,0,0
33.362500000000004,1577004594090,1,0,0
32.185,1577004594580,1,0,0
35.325,1577004595030,1,0,0
36.502500000000005,1577004595520,1,0,0
36.502500000000005,1577004595960,1,0,0
36.502500000000005,1577004596450,1,0,0
36.502500000000005,1577004596890,1,0,0
29.830000000000002,1577004597380,1,0,0
23.942500000000003,1577004597820,1,0,0
31.400000000000002,1577004598310,1,0,0
31.7925,1577004598750,1,0,0
32.185,1577004599240,1,0,0
32.185,1577004599681,1,0,0
31.7925,1577004600170,1,0,0
32.185,1577004600610,1,0,0
32.185,1577004601100,1,0,0
