brake_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576127715725,0,0,0
0.0,1576127716175,0,0,0
0.21,1576127716625,0,0,0
0.81,1576127717075,0,0,0
0.93,1576127717525,0,0,0
0.99,1576127717975,0,0,0
1.05,1576127718425,0,0,0
1.08,1576127718875,0,0,0
1.08,1576127719325,0,0,0
1.08,1576127719775,0,0,0
0.72,1576127720226,0,0,0
0.87,1576127720675,0,0,0
0.93,1576127721125,0,0,0
0.93,1576127721575,4,0,0
0.45,1576127722025,4,0,0
0.27,1576127722475,4,0,0
0.3,1576127722925,4,0,0
0.3,1576127723375,4,0,0
0.3,1576127723826,4,0,0
0.3,1576127724276,4,0,0
0.12,1576127724725,4,0,0
0.15,1576127725175,4,0,0
0.15,1576127725625,4,0,0
0.18,1576127726075,4,0,0
0.18,1576127726525,4,0,0
0.18,1576127726975,4,0,0
0.0,1576127727426,4,0,0
655.3,1576127727875,4,0,0
0.0,1576127728325,4,0,0
0.0,1576127728775,4,0,0
0.0,1576127729225,4,0,0
0.0,1576127729675,4,0,0
0.0,1576127730125,4,0,0
0.0,1576127730575,4,0,0
0.0,1576127731025,4,0,0
0.0,1576127731475,4,0,0
0.0,1576127731925,4,0,0
0.0,1576127732375,4,0,0
0.0,1576127732825,1,0,0
0.0,1576127733275,1,0,0
0.0,1576127733725,1,0,0
0.0,1576127734175,1,0,0
0.0,1576127734625,1,0,0
0.0,1576127735075,1,0,0
0.0,1576127735525,1,0,0
0.0,1576127735975,1,0,0
0.0,1576127736425,1,0,0
0.0,1576127736875,1,0,0
0.0,1576127737325,1,0,0
0.0,1576127737775,1,0,0
0.0,1576127738225,1,0,0
0.0,1576127738675,1,0,0
0.39,1576127739125,1,0,0
0.93,1576127739575,1,0,0
1.53,1576127740025,1,0,0
1.47,1576127740475,1,0,0
0.57,1576127740925,1,0,0
0.12,1576127741375,1,0,0
0.24,1576127741825,1,0,0
0.0,1576127742275,1,0,0
0.0,1576127742725,2,0,0
0.0,1576127743175,2,0,0
0.0,1576127743625,2,0,0
0.0,1576127744075,2,0,0
0.0,1576127744525,2,0,0
0.0,1576127744975,2,0,0
0.0,1576127745425,2,0,0
0.0,1576127745875,2,0,0
0.0,1576127746325,2,0,0
0.0,1576127746775,2,0,0
0.0,1576127747225,2,0,0
0.0,1576127747645,2,0,0
0.0,1576127748095,2,0,0
0.0,1576127748545,2,0,0
0.0,1576127748995,2,0,0
0.0,1576127749445,2,0,0
0.0,1576127749895,1,0,0
0.0,1576127750345,1,0,0
0.0,1576127750795,1,0,0
0.0,1576127751245,1,0,0
0.0,1576127751695,1,0,0
0.0,1576127752145,1,0,0
0.0,1576127752595,1,0,0
0.0,1576127753045,1,0,0
0.0,1576127753495,1,0,0
0.0,1576127753945,1,0,0
0.0,1576127754395,1,0,0
0.0,1576127754845,1,0,0
0.0,1576127755295,1,0,0
0.0,1576127755745,1,0,0
0.0,1576127756195,1,0,0
0.0,1576127756645,1,0,0
0.0,1576127757095,1,0,0
0.0,1576127757546,1,0,0
0.0,1576127757995,1,0,0
0.0,1576127758445,1,0,0
0.27,1576127758895,1,0,0
0.39,1576127759345,1,0,0
0.6,1576127759795,1,0,0
0.0,1576127760245,1,0,0
0.54,1576127760695,1,0,0
0.27,1576127761145,1,0,0
0.0,1576127761595,1,0,0
0.09,1576127762045,1,0,0
0.45,1576127762495,1,0,0
0.03,1576127762946,1,0,0
0.15,1576127763395,1,0,0
0.15,1576127763845,1,0,0
0.18,1576127764295,1,0,0
0.18,1576127764745,1,0,0
0.0,1576127765195,1,0,0
0.0,1576127765645,1,0,0
0.0,1576127766095,1,0,0
0.0,1576127766545,1,0,0
0.0,1576127766995,1,0,0
0.0,1576127767445,1,0,0
0.0,1576127767895,1,0,0
0.0,1576127768345,1,0,0
0.0,1576127768796,1,0,0
0.0,1576127769245,1,0,0
0.36,1576127769695,1,0,0
0.0,1576127770145,1,0,0
0.0,1576127770596,1,0,0
0.06,1576127771045,1,0,0
0.0,1576127771495,1,0,0
0.12,1576127771946,1,0,0
655.33,1576127772395,1,0,0
0.21,1576127772845,1,0,0
0.48,1576127773295,1,0,0
0.0,1576127773745,1,0,0
0.72,1576127774196,1,0,0
0.03,1576127774645,1,0,0
0.6,1576127775096,1,0,0
0.24,1576127775545,1,0,0
0.84,1576127775995,1,0,0
0.54,1576127776447,1,0,0
0.12,1576127776905,1,0,0
0.24,1576127777355,1,0,0
0.78,1576127777805,1,0,0
0.87,1576127778265,1,0,0
0.03,1576127778716,1,0,0
0.36,1576127779167,1,0,0
0.48,1576127779616,1,0,0
0.0,1576127780066,1,0,0
0.12,1576127780527,1,0,0
0.66,1576127780987,1,0,0
0.24,1576127781436,1,0,0
0.6,1576127781886,1,0,0
0.87,1576127782336,1,0,0
0.93,1576127782787,1,0,0
0.96,1576127783236,1,0,0
0.99,1576127783686,1,0,0
0.72,1576127784146,1,0,0
1.02,1576127784607,1,0,0
1.14,1576127785056,1,0,0
1.14,1576127785516,1,0,0
1.26,1576127785966,1,0,0
1.32,1576127786416,1,0,0
1.35,1576127786866,1,0,0
1.38,1576127787326,1,0,0
1.2,1576127787776,1,0,0
1.26,1576127788226,1,0,0
1.41,1576127788676,1,0,0
0.99,1576127789126,1,0,0
1.56,1576127789576,1,0,0
1.17,1576127790026,1,0,0
1.2,1576127790486,1,0,0
1.26,1576127790936,1,0,0
0.63,1576127791387,1,0,0
0.6,1576127791836,1,0,0
1.23,1576127792286,1,0,0
1.14,1576127792736,1,0,0
1.32,1576127793186,1,0,0
1.11,1576127793646,1,0,0
1.14,1576127794096,1,0,0
1.29,1576127794546,1,0,0
1.26,1576127794996,1,0,0
1.62,1576127795446,1,0,0
1.62,1576127795896,1,0,0
1.59,1576127796346,0,0,0
1.62,1576127796796,0,0,0
1.68,1576127797246,0,0,0
1.71,1576127797696,0,0,0
1.74,1576127798146,0,0,0
1.77,1576127798607,0,0,0
1.8,1576127799056,0,0,0
1.83,1576127799516,0,0,0
1.86,1576127799966,0,0,0
1.89,1576127800416,0,0,0
1.89,1576127800866,0,0,0
1.92,1576127801316,0,0,0
1.92,1576127801766,0,0,0
1.92,1576127802216,0,0,0
1.92,1576127802666,0,0,0
1.95,1576127803116,0,0,0
1.95,1576127803566,0,0,0
1.95,1576127804016,0,0,0
1.95,1576127804466,0,0,0
1.95,1576127804916,0,0,0
1.95,1576127805366,0,0,0
1.95,1576127805816,0,0,0
1.95,1576127806266,0,0,0
1.95,1576127806716,0,0,0
1.95,1576127807166,0,0,0
1.95,1576127807616,0,0,0
1.95,1576127808066,0,0,0
1.95,1576127808516,0,0,0
1.95,1576127808966,0,0,0
1.95,1576127809416,0,0,0
1.95,1576127809866,0,0,0
1.95,1576127810316,0,0,0
1.95,1576127810766,0,0,0
1.95,1576127811216,0,0,0
1.95,1576127811666,0,0,0
1.95,1576127812116,0,0,0
1.95,1576127812566,0,0,0
1.95,1576127813016,0,0,0
1.95,1576127813466,0,0,0
1.95,1576127813916,0,0,0
1.95,1576127814366,0,0,0
1.95,1576127814816,0,0,0
1.95,1576127815266,0,0,0
1.95,1576127815716,0,0,0
1.95,1576127816166,0,0,0
1.95,1576127816616,0,0,0
1.95,1576127817066,0,0,0
1.95,1576127817516,0,0,0
1.95,1576127817966,0,0,0
1.95,1576127818416,0,0,0
1.95,1576127818866,0,0,0
1.95,1576127819316,0,0,0
1.95,1576127819766,0,0,0
1.95,1576127820216,0,0,0
1.95,1576127820666,0,0,0
1.95,1576127821116,0,0,0
1.95,1576127821566,0,0,0
1.95,1576127822016,0,0,0
1.95,1576127822466,0,0,0
1.95,1576127822916,0,0,0
1.95,1576127823366,0,0,0
1.95,1576127823816,0,0,0
1.95,1576127824266,0,0,0
1.95,1576127824716,0,0,0
1.95,1576127825166,2,0,0
655.33,1576127825616,2,0,0
0.0,1576127826076,2,0,0
0.3,1576127826526,2,0,0
0.72,1576127826976,2,0,0
0.48,1576127827426,2,0,0
0.27,1576127827876,2,0,0
0.33,1576127828326,2,0,0
0.33,1576127828776,2,0,0
0.12,1576127829226,2,0,0
0.15,1576127829676,2,0,0
0.18,1576127830126,2,0,0
0.24,1576127830576,2,0,0
0.24,1576127831026,2,0,0
0.27,1576127831476,2,0,0
0.27,1576127831926,2,0,0
0.18,1576127832376,2,0,0
0.24,1576127832826,2,0,0
0.45,1576127833276,2,0,0
0.57,1576127833736,2,0,0
0.57,1576127834186,-1,0,0
655.33,1576127834636,-1,0,0
0.0,1576127835086,-1,0,0
0.0,1576127835536,-1,0,0
0.0,1576127835986,-1,0,0
0.0,1576127836436,-1,0,0
0.0,1576127836886,-1,0,0
0.0,1576127837336,-1,0,0
0.0,1576127837787,-1,0,0
0.0,1576127838236,-1,0,0
0.0,1576127838686,-1,0,0
