steer_data,Timestamp,Action,Bump,Traffic congestion
-489.4,1576127715592,0,0,0
-489.4,1576127716042,0,0,0
-489.4,1576127716493,0,0,0
-489.4,1576127716942,0,0,0
-489.4,1576127717392,0,0,0
-489.4,1576127717842,0,0,0
-489.4,1576127718297,0,0,0
-489.4,1576127718742,0,0,0
-489.4,1576127719192,0,0,0
-482.2,1576127719642,0,0,0
-443.1,1576127720097,0,0,0
-430.3,1576127720547,0,0,0
-425.2,1576127720997,0,0,0
-419.8,1576127721442,4,0,0
-324.2,1576127721897,4,0,0
-210.7,1576127722347,4,0,0
-76.0,1576127722792,4,0,0
29.3,1576127723242,4,0,0
192.4,1576127723693,4,0,0
281.6,1576127724147,4,0,0
363.5,1576127724597,4,0,0
406.4,1576127725042,4,0,0
430.3,1576127725497,4,0,0
331.6,1576127725947,4,0,0
170.6,1576127726397,4,0,0
16.8,1576127726841,4,0,0
-159.9,1576127727292,4,0,0
-302.4,1576127727741,4,0,0
-378.3,1576127728191,4,0,0
-347.5,1576127728641,4,0,0
-273.7,1576127729092,4,0,0
-171.4,1576127729541,4,0,0
-104.6,1576127729991,4,0,0
-77.3,1576127730441,4,0,0
-95.5,1576127730892,4,0,0
-75.6,1576127731341,4,0,0
-68.0,1576127731791,4,0,0
-48.3,1576127732241,4,0,0
-0.6,1576127732696,4,0,0
2.1,1576127733141,1,0,0
7.2,1576127733596,1,0,0
6.3,1576127734041,1,0,0
6.3,1576127734492,1,0,0
7.2,1576127734941,1,0,0
10.7,1576127735391,1,0,0
10.8,1576127735841,1,0,0
4.1,1576127736292,1,0,0
1.6,1576127736746,1,0,0
-0.5,1576127737196,1,0,0
-3.7,1576127737641,1,0,0
-6.8,1576127738092,1,0,0
-6.5,1576127738546,1,0,0
-5.9,1576127738991,1,0,0
-5.7,1576127739446,1,0,0
-5.7,1576127739896,1,0,0
-5.7,1576127740346,1,0,0
-5.7,1576127740796,1,0,0
-5.8,1576127741246,1,0,0
-6.8,1576127741692,1,0,0
-6.8,1576127742146,1,0,0
-6.8,1576127742595,2,0,0
-6.8,1576127743045,2,0,0
27.7,1576127743495,2,0,0
92.0,1576127743945,2,0,0
186.6,1576127744395,2,0,0
252.8,1576127744845,2,0,0
321.7,1576127745295,2,0,0
374.6,1576127745745,2,0,0
405.9,1576127746195,2,0,0
397.2,1576127746640,2,0,0
397.3,1576127747095,2,0,0
355.7,1576127747515,2,0,0
313.4,1576127747960,2,0,0
240.0,1576127748415,2,0,0
165.3,1576127748865,2,0,0
75.7,1576127749315,2,0,0
12.4,1576127749765,2,0,0
-1.5,1576127750215,1,0,0
-0.9,1576127750660,1,0,0
-20.2,1576127751115,1,0,0
-10.0,1576127751565,1,0,0
-8.9,1576127752015,1,0,0
-8.8,1576127752465,1,0,0
4.5,1576127752915,1,0,0
9.5,1576127753365,1,0,0
8.2,1576127753815,1,0,0
9.2,1576127754260,1,0,0
9.5,1576127754715,1,0,0
5.2,1576127755160,1,0,0
-2.3,1576127755615,1,0,0
3.5,1576127756065,1,0,0
1.7,1576127756515,1,0,0
0.1,1576127756960,1,0,0
2.1,1576127757415,1,0,0
-0.5,1576127757865,1,0,0
9.2,1576127758310,1,0,0
6.5,1576127758760,1,0,0
5.9,1576127759214,1,0,0
-2.0,1576127759664,1,0,0
-4.6,1576127760114,1,0,0
-1.7,1576127760565,1,0,0
0.8,1576127761009,1,0,0
1.4,1576127761464,1,0,0
0.9,1576127761914,1,0,0
0.9,1576127762364,1,0,0
0.9,1576127762814,1,0,0
-7.5,1576127763264,1,0,0
-11.6,1576127763714,1,0,0
-11.7,1576127764159,1,0,0
-11.7,1576127764614,1,0,0
-3.5,1576127765064,1,0,0
-3.4,1576127765514,1,0,0
-5.1,1576127765964,1,0,0
-5.1,1576127766414,1,0,0
-2.1,1576127766864,1,0,0
3.7,1576127767314,1,0,0
4.2,1576127767764,1,0,0
5.0,1576127768214,1,0,0
5.4,1576127768664,1,0,0
3.3,1576127769114,1,0,0
2.2,1576127769564,1,0,0
-1.3,1576127770014,1,0,0
-1.4,1576127770464,1,0,0
-1.4,1576127770914,1,0,0
-0.5,1576127771364,1,0,0
5.6,1576127771814,1,0,0
4.9,1576127772264,1,0,0
0.9,1576127772709,1,0,0
5.3,1576127773164,1,0,0
1.7,1576127773614,1,0,0
4.1,1576127774064,1,0,0
7.2,1576127774514,1,0,0
7.6,1576127774964,1,0,0
4.3,1576127775414,1,0,0
2.4,1576127775863,1,0,0
-3.1,1576127776313,1,0,0
-5.5,1576127776768,1,0,0
-1.5,1576127777223,1,0,0
7.4,1576127777673,1,0,0
9.0,1576127778133,1,0,0
3.5,1576127778583,1,0,0
3.3,1576127779033,1,0,0
-0.9,1576127779483,1,0,0
-0.9,1576127779933,1,0,0
6.6,1576127780388,1,0,0
4.7,1576127780848,1,0,0
2.7,1576127781303,1,0,0
-3.0,1576127781753,1,0,0
-9.2,1576127782203,1,0,0
-9.2,1576127782653,1,0,0
-9.1,1576127783103,1,0,0
-8.7,1576127783553,1,0,0
-7.1,1576127784008,1,0,0
1.1,1576127784468,1,0,0
