accVertical_data,Timestamp,Action,Bump,Traffic congestion
-0.368,1576127715385,0,0,0
-0.374,1576127715835,0,0,0
-0.356,1576127716285,0,0,0
-0.324,1576127716735,0,0,0
-0.292,1576127717185,0,0,0
-0.36,1576127717635,0,0,0
-0.398,1576127718085,0,0,0
-0.40800000000000003,1576127718535,0,0,0
-0.41400000000000003,1576127718985,0,0,0
-0.426,1576127719435,0,0,0
-0.424,1576127719885,0,0,0
-0.41200000000000003,1576127720335,0,0,0
-0.41400000000000003,1576127720785,0,0,0
-0.402,1576127721235,0,0,0
-0.396,1576127721685,4,0,0
-0.392,1576127722135,4,0,0
-0.34600000000000003,1576127722585,4,0,0
-0.082,1576127723035,4,0,0
0.192,1576127723486,4,0,0
0.28600000000000003,1576127723935,4,0,0
0.182,1576127724385,4,0,0
0.084,1576127724835,4,0,0
0.068,1576127725285,4,0,0
-0.002,1576127725735,4,0,0
-0.078,1576127726185,4,0,0
-0.08,1576127726635,4,0,0
-0.08600000000000001,1576127727085,4,0,0
-0.224,1576127727535,4,0,0
-0.36,1576127727985,4,0,0
-0.49,1576127728435,4,0,0
-0.394,1576127728885,4,0,0
-0.256,1576127729335,4,0,0
-0.084,1576127729785,4,0,0
-0.028,1576127730235,4,0,0
-0.004,1576127730685,4,0,0
0.03,1576127731135,4,0,0
0.20400000000000001,1576127731585,4,0,0
0.316,1576127732035,4,0,0
0.332,1576127732485,4,0,0
0.272,1576127732935,1,0,0
0.078,1576127733385,1,0,0
-0.036000000000000004,1576127733835,1,0,0
-0.034,1576127734285,1,0,0
0.63,1576127734735,1,0,0
1.1420000000000001,1576127735185,1,0,0
0.736,1576127735635,1,0,0
0.28200000000000003,1576127736085,1,0,0
0.006,1576127736535,1,0,0
-0.096,1576127736985,1,0,0
-0.116,1576127737435,1,0,0
-0.188,1576127737885,1,0,0
-0.194,1576127738335,1,0,0
-0.154,1576127738785,1,0,0
-0.186,1576127739235,1,0,0
-0.87,1576127739685,1,0,0
-2.074,1576127740135,1,0,0
-3.098,1576127740585,1,0,0
-2.714,1576127741035,1,0,0
-1.702,1576127741485,1,0,0
-0.912,1576127741935,1,0,0
-0.5760000000000001,1576127742385,1,0,0
-0.34600000000000003,1576127742835,2,0,0
-0.21,1576127743285,2,0,0
-0.134,1576127743735,2,0,0
-0.094,1576127744185,2,0,0
-0.082,1576127744635,2,0,0
-0.10200000000000001,1576127745085,2,0,0
-0.2,1576127745535,2,0,0
-0.442,1576127745985,2,0,0
-0.44,1576127746435,2,0,0
0.106,1576127746885,2,0,0
-0.004,1576127747339,2,0,0
-0.55,1576127747755,2,0,0
-0.836,1576127748205,2,0,0
-0.84,1576127748655,2,0,0
-0.634,1576127749105,2,0,0
-0.47600000000000003,1576127749555,2,0,0
-0.336,1576127750005,1,0,0
0.056,1576127750455,1,0,0
0.652,1576127750905,1,0,0
0.74,1576127751355,1,0,0
0.852,1576127751805,1,0,0
0.59,1576127752255,1,0,0
0.302,1576127752705,1,0,0
0.10400000000000001,1576127753155,1,0,0
-0.112,1576127753605,1,0,0
-0.304,1576127754055,1,0,0
-0.358,1576127754505,1,0,0
-0.398,1576127754955,1,0,0
-0.424,1576127755405,1,0,0
-0.432,1576127755855,1,0,0
-0.428,1576127756305,1,0,0
-0.468,1576127756755,1,0,0
-0.532,1576127757205,1,0,0
-0.596,1576127757655,1,0,0
-0.66,1576127758105,1,0,0
-0.6960000000000001,1576127758555,1,0,0
-0.844,1576127759005,1,0,0
-1.09,1576127759455,1,0,0
-1.538,1576127759905,1,0,0
-1.436,1576127760355,1,0,0
-1.218,1576127760805,1,0,0
-1.59,1576127761255,1,0,0
-1.4000000000000001,1576127761705,1,0,0
-1.12,1576127762155,1,0,0
-1.092,1576127762605,1,0,0
-1.372,1576127763055,1,0,0
-1.198,1576127763505,1,0,0
-1.1300000000000001,1576127763955,1,0,0
-1.1260000000000001,1576127764405,1,0,0
-1.1380000000000001,1576127764855,1,0,0
-1.054,1576127765305,1,0,0
-1.0,1576127765755,1,0,0
-0.992,1576127766205,1,0,0
-0.982,1576127766655,1,0,0
-0.99,1576127767105,1,0,0
-0.996,1576127767555,1,0,0
-1.022,1576127768005,1,0,0
-1.118,1576127768455,1,0,0
-1.228,1576127768905,1,0,0
-1.1320000000000001,1576127769355,1,0,0
-1.1260000000000001,1576127769805,1,0,0
-1.192,1576127770255,1,0,0
-1.058,1576127770705,1,0,0
-1.012,1576127771155,1,0,0
-0.986,1576127771605,1,0,0
-0.972,1576127772055,1,0,0
-1.074,1576127772505,1,0,0
-1.07,1576127772955,1,0,0
