steer_data,Timestamp,Action,Bump,Traffic congestion
-414.7,1576237862327,3,0,0
-494.2,1576237862777,3,0,0
-494.7,1576237863227,3,0,0
-494.8,1576237863676,3,0,0
-494.8,1576237864126,3,0,0
-494.8,1576237864577,3,0,0
-494.8,1576237865026,3,0,0
-494.7,1576237865476,3,0,0
-475.4,1576237865931,3,0,0
-386.7,1576237866381,3,0,0
-265.4,1576237866832,3,0,0
-142.3,1576237867281,3,0,0
-11.9,1576237867731,3,0,0
-3.7,1576237868181,3,0,0
-20.9,1576237868632,3,0,0
-20.3,1576237869081,3,0,0
-5.3,1576237869531,3,0,0
-4.2,1576237869981,1,0,0
-0.4,1576237870432,1,0,0
5.4,1576237870881,1,0,0
13.2,1576237871331,1,0,0
10.2,1576237871781,1,0,0
3.6,1576237872232,1,0,0
-0.4,1576237872681,1,0,0
-0.9,1576237873131,1,0,0
-0.9,1576237873581,1,0,0
-3.2,1576237874032,1,0,0
-4.2,1576237874481,1,0,0
-5.1,1576237874931,1,0,0
-5.0,1576237875381,1,0,0
3.5,1576237875832,1,0,0
5.1,1576237876281,1,0,0
4.2,1576237876731,1,0,0
1.7,1576237877181,1,0,0
1.7,1576237877632,1,0,0
1.8,1576237878081,1,0,0
1.8,1576237878531,1,0,0
1.8,1576237878981,1,0,0
1.5,1576237879432,1,0,0
1.2,1576237879880,1,0,0
-0.1,1576237880330,1,0,0
-1.6,1576237880780,1,0,0
-2.9,1576237881231,1,0,0
-2.9,1576237881680,1,0,0
-4.0,1576237882130,1,0,0
-1.0,1576237882580,1,0,0
-0.4,1576237883031,1,0,0
-0.2,1576237883480,1,0,0
-0.6,1576237883930,1,0,0
-1.6,1576237884380,1,0,0
-1.6,1576237884831,1,0,0
-2.9,1576237885280,1,0,0
-3.4,1576237885730,1,0,0
-4.0,1576237886180,1,0,0
-2.8,1576237886631,1,0,0
1.0,1576237887080,1,0,0
9.4,1576237887530,1,0,0
10.4,1576237887980,1,0,0
10.7,1576237888431,2,0,0
10.4,1576237888880,2,0,0
18.9,1576237889330,2,0,0
58.0,1576237889780,2,0,0
180.9,1576237890231,2,0,0
255.1,1576237890680,2,0,0
336.3,1576237891130,2,0,0
368.6,1576237891580,2,0,0
399.9,1576237892031,2,0,0
397.8,1576237892480,2,0,0
390.3,1576237892930,2,0,0
354.3,1576237893380,2,0,0
271.3,1576237893831,2,0,0
186.1,1576237894280,2,0,0
115.6,1576237894730,2,0,0
54.4,1576237895180,2,0,0
24.9,1576237895631,2,0,0
17.1,1576237896080,2,0,0
15.8,1576237896530,2,0,0
14.4,1576237896979,2,0,0
14.6,1576237897430,2,0,0
23.1,1576237897879,2,0,0
23.0,1576237898330,2,0,0
23.0,1576237898779,1,0,0
23.0,1576237899230,1,0,0
18.6,1576237899679,1,0,0
12.3,1576237900129,1,0,0
10.4,1576237900579,1,0,0
10.3,1576237901030,1,0,0
10.3,1576237901479,1,0,0
10.2,1576237901929,1,0,0
10.2,1576237902379,1,0,0
10.3,1576237902830,1,0,0
10.4,1576237903279,0,0,0
10.4,1576237903729,0,0,0
10.4,1576237904184,0,0,0
10.4,1576237904630,0,0,0
10.4,1576237905079,0,0,0
10.4,1576237905529,0,0,0
10.4,1576237905979,0,0,0
10.4,1576237906430,0,0,0
10.4,1576237906879,0,0,0
10.4,1576237907329,0,0,0
10.4,1576237907784,0,0,0
