speed_data,Timestamp,Action,Bump,Traffic congestion
3,1576237862383,3,0,0
3,1576237862833,3,0,0
3,1576237863282,3,0,0
3,1576237863733,3,0,0
4,1576237864182,3,0,0
4,1576237864632,3,0,0
5,1576237865082,3,0,0
5,1576237865532,3,0,0
6,1576237865982,3,0,0
7,1576237866433,3,0,0
8,1576237866882,3,0,0
10,1576237867332,3,0,0
12,1576237867782,3,0,0
14,1576237868232,3,0,0
16,1576237868682,3,0,0
17,1576237869132,3,0,0
17,1576237869582,3,0,0
17,1576237870032,1,0,0
17,1576237870482,1,0,0
18,1576237870933,1,0,0
18,1576237871383,1,0,0
18,1576237871833,1,0,0
16,1576237872283,1,0,0
13,1576237872733,1,0,0
9,1576237873183,1,0,0
6,1576237873633,1,0,0
4,1576237874083,1,0,0
4,1576237874533,1,0,0
4,1576237874983,1,0,0
4,1576237875433,1,0,0
4,1576237875883,1,0,0
5,1576237876333,1,0,0
5,1576237876783,1,0,0
5,1576237877233,1,0,0
5,1576237877683,1,0,0
4,1576237878133,1,0,0
4,1576237878583,1,0,0
4,1576237879033,1,0,0
5,1576237879483,1,0,0
5,1576237879933,1,0,0
6,1576237880383,1,0,0
6,1576237880833,1,0,0
6,1576237881283,1,0,0
7,1576237881733,1,0,0
7,1576237882183,1,0,0
7,1576237882633,1,0,0
7,1576237883083,1,0,0
7,1576237883533,1,0,0
8,1576237883983,1,0,0
9,1576237884433,1,0,0
10,1576237884883,1,0,0
12,1576237885333,1,0,0
12,1576237885783,1,0,0
12,1576237886233,1,0,0
12,1576237886683,1,0,0
12,1576237887133,1,0,0
12,1576237887583,1,0,0
10,1576237888033,1,0,0
10,1576237888483,2,0,0
10,1576237888933,2,0,0
9,1576237889383,2,0,0
9,1576237889833,2,0,0
8,1576237890283,2,0,0
8,1576237890733,2,0,0
8,1576237891183,2,0,0
8,1576237891633,2,0,0
8,1576237892083,2,0,0
8,1576237892533,2,0,0
8,1576237892983,2,0,0
8,1576237893433,2,0,0
8,1576237893883,2,0,0
8,1576237894333,2,0,0
8,1576237894783,2,0,0
8,1576237895233,2,0,0
8,1576237895683,2,0,0
8,1576237896133,2,0,0
8,1576237896583,2,0,0
6,1576237897033,2,0,0
5,1576237897484,2,0,0
4,1576237897933,2,0,0
3,1576237898383,2,0,0
2,1576237898833,1,0,0
2,1576237899283,1,0,0
2,1576237899733,1,0,0
2,1576237900183,1,0,0
1,1576237900633,1,0,0
0,1576237901083,1,0,0
0,1576237901533,1,0,0
0,1576237901983,1,0,0
0,1576237902433,1,0,0
0,1576237902883,1,0,0
0,1576237903333,0,0,0
0,1576237903783,0,0,0
0,1576237904233,0,0,0
0,1576237904683,0,0,0
0,1576237905133,0,0,0
0,1576237905583,0,0,0
0,1576237906033,0,0,0
0,1576237906483,0,0,0
0,1576237906933,0,0,0
0,1576237907383,0,0,0
0,1576237907833,0,0,0
0,1576237908283,0,0,0
0,1576237908733,0,0,0
0,1576237909183,0,0,0
0,1576237909633,0,0,0
0,1576237910083,0,0,0
0,1576237910533,0,0,0
0,1576237910983,0,0,0
0,1576237911433,0,0,0
0,1576237911883,0,0,0
0,1576237912333,0,0,0
0,1576237912783,0,0,0
0,1576237913233,0,0,0
0,1576237913683,0,0,0
0,1576237914133,0,0,0
0,1576237914583,0,0,0
0,1576237915033,0,0,0
0,1576237915483,0,0,0
0,1576237915933,0,0,0
0,1576237916383,0,0,0
1,1576237916833,1,0,0
3,1576237917283,1,0,0
5,1576237917733,1,0,0
6,1576237918183,1,0,0
6,1576237918633,1,0,0
6,1576237919083,1,0,0
6,1576237919533,1,0,0
6,1576237919984,1,0,0
6,1576237920433,1,0,0
6,1576237920883,1,0,0
7,1576237921334,1,0,0
8,1576237921783,1,0,0
8,1576237922234,1,0,0
7,1576237922683,1,0,0
7,1576237923133,1,0,0
7,1576237923583,1,0,0
7,1576237924033,1,0,0
7,1576237924483,1,0,0
6,1576237924933,1,0,0
6,1576237925383,1,0,0
7,1576237925833,1,0,0
7,1576237926283,1,0,0
8,1576237926733,1,0,0
8,1576237927183,1,0,0
